Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 1533.5, 18275.9, 0, 4, 126.3, 
1, -744.7, 1618.5, 16587, 674.5, 0.56, 1073.8, 
2, -437, 1702.7, 15516.1, 445.6, 0.49, 1592, 
3, -513.2, 1812.6, 15943.9, 544.7, 0.41, 1683, 
4, -450.5, 1939.1, 15659.3, 518.7, 0.37, 1920.5, 
5, -441.2, 2076.9, 15320.2, 526.3, 0.36, 2162, 
6, -407.9, 2230.8, 15087.6, 526.1, 0.37, 2333.4, 
7, -375.5, 2377.4, 15145.9, 496.5, 0.38, 2425.1, 
8, -299.5, 2536.4, 14859.4, 468.8, 0.38, 2543.4, 
9, -267.2, 2693.3, 14432.8, 452.7, 0.4, 2679.3, 
10, -306.4, 2859.8, 14385.7, 506.3, 0.4, 2732.2, 
11, -235.5, 3028.3, 14443, 477.9, 0.38, 2716.5, 
12, -251.7, 3178.4, 14385, 474.3, 0.4, 2751.1, 
13, -206.7, 3323.5, 14459.6, 450.1, 0.38, 2734, 
14, -258.7, 3463.5, 14674.5, 498.4, 0.41, 2710.3, 
15, -248.6, 3584.9, 14621.3, 473.1, 0.42, 2745.6, 
16, -233.8, 3722.2, 14737.1, 501.5, 0.44, 2743.9, 
17, -224.9, 3850.3, 14399.6, 500.6, 0.44, 2850.9, 
18, -160.7, 3987.1, 14103.4, 490.7, 0.46, 2892.3, 
19, -207.2, 4102, 14266, 467.1, 0.47, 2870.8, 
20, -182.7, 4211.2, 14258.3, 462.9, 0.46, 2867.7, 
21, -153.1, 4303.6, 14243.4, 372.4, 0.52, 2898.4, 
22, -155.1, 4416.3, 14022.5, 463.4, 0.51, 2948.7, 
23, -105.1, 4519.1, 13813.6, 418.6, 0.54, 2971.1, 
24, -49.3, 4621.2, 13798.5, 374, 0.55, 2920.6, 
25, -117.9, 4717, 13988.2, 451.2, 0.58, 2844.2, 
26, -153.1, 4808.4, 14243.3, 498.2, 0.6, 2776.2, 
27, -171.5, 4886.2, 14438.4, 481.2, 0.59, 2747.7, 
28, -153.9, 4964.6, 14651.2, 480.9, 0.62, 2709.2, 
29, -102.9, 5034.1, 14584.9, 427.1, 0.66, 2724.8, 
30, -125.2, 5101, 14641.2, 416.4, 0.66, 2715.5, 
31, -127.7, 5167.9, 14654, 443.2, 0.69, 2731.5, 
32, -103.9, 5237.2, 14396.2, 461.3, 0.71, 2797.3, 
33, -122, 5301.6, 14473.7, 413.9, 0.76, 2793.5, 
34, -119.3, 5372.9, 14615.6, 486.8, 0.79, 2760.8, 
35, -162.4, 5435.1, 14688, 467.9, 0.86, 2778.5, 
36, -160.4, 5499.4, 14878.2, 491.3, 0.86, 2763.6, 
37, -164.2, 5556.3, 15031.2, 476.2, 0.86, 2766, 
38, -137.9, 5617.5, 15206, 506.6, 0.88, 2742.5, 
39, -143.6, 5676.8, 15339.3, 523.3, 0.87, 2734.6, 
40, -145.9, 5728.2, 15397, 463.9, 0.89, 2753.6, 
41, -131.4, 5780.5, 15331.3, 424.2, 0.91, 2813.6, 
42, -161.4, 5841.3, 15491.2, 502, 0.9, 2820.4, 
43, -187.7, 5898.7, 15460.6, 520.1, 1, 2888.4, 
44, -121.7, 5963.3, 15631.2, 496.2, 1.03, 2859.7, 
45, -147.9, 6020.4, 15671.5, 505.4, 1.06, 2873.4, 
46, -156.9, 6076.3, 15709.2, 465.6, 1.1, 2914.9, 
47, -114.7, 6142.1, 15688.1, 517.9, 1.04, 2940.5, 
48, -102.3, 6199.4, 15713.9, 524.7, 1.1, 2930.6, 
49, -58, 6249, 15813.9, 506.4, 1.14, 2878.1, 
50, -125.4, 6295.6, 15918.8, 498.7, 1.14, 2871.2, 
51, -129.6, 6339, 15977, 486.7, 1.15, 2890.7, 
