SimulationYear,TotalBurnedSitesAccidental,TotalBurnedSitesLightning,TotalBurnedSitesRx,NumberFiresAccidental,NumberFiresLightning,NumberFiresRx,TotalBiomassMortalityAccidental,TotalBiomassMortalityLightning,TotalBiomassMortalityRx,
1, 102564, 95576, 780, 5, 6, 5, 2103195308, 1556006838, 16176862, 
2, 61808, 132850, 780, 3, 6, 5, 937125185, 1716142231, 10829156, 
3, 2113, 7097, 780, 1, 2, 5, 29105128, 34613752, 11331985, 
4, 45618, 100178, 780, 7, 6, 5, 491733728, 822369159, 12735884, 
5, 78504, 110592, 780, 6, 8, 5, 655945669, 740811595, 8742580, 
6, 94007, 48134, 780, 6, 4, 5, 902286821, 301493153, 11720217, 
7, 16482, 70592, 780, 4, 3, 5, 55111300, 475270393, 10065628, 
8, 64796, 104818, 780, 4, 9, 5, 527733174, 563623366, 8278611, 
9, 128451, 91315, 780, 6, 5, 5, 1024423444, 279736406, 8176393, 
10, 76992, 109446, 780, 3, 3, 5, 427805794, 294186242, 5615360, 
11, 52078, 103934, 780, 5, 7, 5, 164880152, 257387355, 7424438, 
12, 103430, 90350, 780, 6, 6, 5, 457064891, 185928626, 7429571, 
13, 36033, 111831, 780, 4, 7, 5, 90555373, 236171177, 5660079, 
14, 30676, 48313, 780, 2, 4, 5, 101731895, 69829004, 6071377, 
15, 46032, 114821, 780, 5, 8, 5, 124638499, 364823324, 11427572, 
16, 50982, 117115, 780, 3, 5, 5, 68030136, 252784656, 9757508, 
17, 171377, 111323, 780, 6, 5, 5, 1085435708, 104877799, 11639697, 
18, 116214, 157188, 780, 7, 6, 5, 768329315, 305820710, 10728453, 
19, 69847, 63820, 780, 4, 3, 5, 107496214, 39196722, 5608801, 
20, 123049, 100564, 780, 6, 6, 5, 237170077, 156337223, 9920281, 
21, 55891, 74337, 780, 5, 7, 5, 103073145, 112645621, 12882294, 
22, 121929, 79636, 780, 6, 5, 5, 343406494, 551773807, 4293605, 
23, 84668, 138459, 780, 5, 7, 5, 179679664, 569546137, 7366226, 
24, 79136, 84667, 780, 4, 4, 5, 217183094, 34111567, 6389991, 
25, 24822, 31192, 780, 2, 2, 5, 18244312, 10104855, 6820196, 
26, 22247, 31562, 780, 1, 3, 5, 14546463, 29860554, 12012438, 
27, 81792, 43113, 780, 6, 3, 5, 75783326, 28596035, 5916240, 
28, 32579, 64870, 780, 2, 4, 5, 15649634, 19403650, 4943854, 
29, 74249, 155834, 780, 4, 7, 5, 107113972, 306442038, 4744169, 
30, 58165, 53228, 780, 4, 6, 5, 68869507, 23662581, 11321205, 
31, 42957, 132679, 780, 3, 5, 5, 209189690, 101667276, 7428402, 
32, 94571, 207265, 780, 5, 9, 5, 318885183, 564857253, 4935159, 
33, 9932, 64858, 780, 2, 5, 5, 45210591, 65723952, 5534956, 
34, 94100, 92945, 780, 4, 3, 5, 121676517, 47355748, 1137873, 
35, 103759, 103767, 780, 5, 5, 5, 129640106, 46269644, 8607086, 
36, 77993, 0, 780, 5, 0, 5, 46891185, 0, 10362510, 
37, 47482, 64927, 780, 2, 5, 5, 9511242, 58988673, 17258559, 
38, 44922, 57056, 780, 6, 7, 5, 45092814, 43306032, 12749952, 
39, 41437, 126987, 780, 7, 6, 5, 26522925, 174110106, 6129566, 
40, 42958, 121932, 780, 2, 6, 5, 55621967, 95454569, 10171503, 
41, 109346, 132638, 780, 7, 8, 5, 187615780, 127151746, 11094672, 
42, 42885, 78531, 780, 3, 2, 5, 42835190, 30324017, 13536883, 
43, 97951, 159018, 780, 7, 9, 5, 135644180, 323688583, 3787797, 
44, 20193, 13705, 780, 3, 1, 5, 14576620, 2743931, 6566427, 
45, 56194, 93224, 780, 5, 4, 5, 60403030, 144913697, 9077527, 
46, 70001, 105017, 780, 9, 6, 5, 103016845, 80973544, 7269028, 
47, 140184, 128243, 780, 9, 5, 5, 279772523, 147949983, 5245165, 
48, 80996, 99587, 655, 6, 5, 5, 299120317, 63284475, 1443631, 
49, 42500, 82643, 780, 4, 4, 5, 92629897, 48422242, 544759, 
50, 37331, 73698, 780, 4, 5, 5, 15864915, 53087953, 10737089, 
51, 26172, 108627, 780, 5, 9, 5, 9100925, 153123861, 7980628, 
