Time,ClimateRegionName,ClimateRegionIndex,NumSites,NEEC,SOMTC,AGB,AG_NPPC,BG_NPPC,Litterfall,AgeMortality,MineralN,TotalN,GrossMineralization,C_LiveLeaf,C_LiveFRoot,C_LiveWood,C_LiveCRoot,C_DeadWood,C_DeadCRoot,C_DeadLeaf_Struc,C_DeadLeaf_Meta,C_DeadFRoot_Struc,C_DeadFRoot_Meta,C_SOM1surf,C_SOM1soil,C_SOM2,C_SOM3,N_Leaf,N_FRoot,N_Wood,N_CRoot,N_DeadWood,N_DeadCRoot,N_DeadLeaf_Struc,N_DeadLeaf_Meta,N_DeadFRoot_Struc,N_DeadFRoot_Meta,N_SOM1surf,N_SOM1soil,N_SOM2,N_SOM3,SurfStrucNetMin,SurfMetaNetMin,SoilStrucNetMin,SoilMetaNetMin,SOM1surfNetMin,SOM1soilNetMin,SOM2NetMin,SOM3NetMin,TotalNdep,LeachedC,LeachedN,FireCEfflux,FireNEfflux,Nuptake,Nresorbed,TotalSoilN,Nvol,FrassC,
0, eco1, 1, 457557, 0, 3106.7, 19757.1, 0, 0, 0, 0, 4, 263, 0, 0, 0, 9285.9, 1608, 100, 517.4, 84.2, 14.9, 0, 0, 31.1, 62.1, 1833, 1180.6, 0, 0, 23.2, 8.8, 0.5, 2.6, 0.4, 1.5, 0, 0, 3.1, 6.2, 73.3, 139.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 227.9, 0, 0, 
0, eco2, 2, 903912, 0, 832.9, 19056.5, 0, 0, 0, 0, 4, 99.3, 0, 0, 0, 8956.6, 1594.1, 121.7, 548.4, 102.4, 18.1, 0, 0, 8.3, 16.7, 491.4, 316.5, 0, 0, 22, 8.2, 0.6, 2.7, 0.5, 1.8, 0, 0, 0.8, 1.7, 19.7, 37.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65.8, 0, 0, 
0, eco3, 3, 540517, 0, 1373.4, 15716.6, 0, 0, 0, 0, 4, 132.9, 0, 0, 0, 7386.8, 1327.1, 156.4, 463.4, 131.6, 23.2, 0, 0, 13.7, 27.5, 810.3, 521.9, 0, 0, 18.1, 6.6, 0.8, 2.3, 0.7, 2.3, 0, 0, 1.4, 2.7, 32.4, 61.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105.1, 0, 0, 
1, eco1, 1, 457557, -624.3, 3164.6, 16881.5, 595, 172, 11, 287.7, 0.72, 260.7, 3, 108, 74.7, 7823.5, 1367.5, 1296.7, 605.4, 12.3, 13.4, 2.9, 2.8, 107.6, 99, 1777.7, 1180.3, 2.3, 1.4, 19.6, 7.5, 3.5, 3, 0.1, 1, 0, 0.1, 2.9, 8.9, 70.3, 139.3, 0.1, 0.2, 0, 0, 0.3, 0.4, 0.1, 0, 0.05, 0.03, 0.06, 25.4, 0.7, 4.4, 0.1, 223.4, 0.03, 0, 
1, eco2, 2, 903912, -702.2, 946, 16177.9, 642.2, 186.3, 15.1, 300.1, 0.79, 98.1, 1.5, 113.4, 78.6, 7483.3, 1343, 1294.6, 641.8, 12.8, 16.2, 3.7, 3.7, 103.7, 32.9, 493, 316.4, 2.5, 1.6, 18.3, 6.9, 3.5, 3.2, 0.1, 1.2, 0, 0.1, 1.3, 2.5, 18.8, 37.3, 0.2, 0.2, 0, 0, 0.1, 0.1, 0.1, 0, 0.05, 0.03, 0.11, 29.2, 0.5, 3.9, 0.2, 62.1, 0.02, 0, 
1, eco3, 3, 540517, -819.6, 1451.1, 15964.8, 728.2, 211.4, 18.2, 304.2, 0.39, 134.8, 2.2, 127.4, 88.7, 7366.4, 1341.6, 701.4, 517.3, 16.1, 22.6, 4.5, 4.6, 100.3, 47, 782.1, 521.7, 2.8, 1.8, 18, 6.7, 2.2, 2.6, 0.1, 1.8, 0, 0.2, 2, 4, 30.9, 61.6, 0.3, 0.4, 0, 0, 0.2, 0.2, 0.2, 0, 0.05, 0.08, 0.1, 0.4, 0, 4.8, 0.2, 100.8, 0.01, 0, 
2, eco1, 1, 457557, -262.5, 3270.8, 13148.2, 363.2, 103.5, 27.5, 209.9, 0.74, 258.1, 3.5, 129.5, 90.1, 6047.1, 1063.3, 2447.6, 674.2, 11.7, 20.1, 11.4, 11.6, 195.8, 144.1, 1750.8, 1180.1, 2.7, 1.7, 15.2, 5.7, 6.3, 3.4, 0.1, 0.9, 0.1, 0.4, 2.8, 11.5, 67.3, 139.2, 0, 0, 0, 0, 0.3, 0.6, 0.2, 0, 0.05, 0.05, 0.05, 58.2, 0.8, 1.5, 0.3, 223.1, 0.01, 0, 
2, eco2, 2, 903912, -404.1, 1067.3, 14774.3, 431, 123.3, 32.6, 253.3, 0.71, 99.5, 1.6, 158.7, 110.5, 6781.1, 1222.2, 1861.7, 686.9, 13.1, 23.2, 11, 11.4, 180.2, 55.7, 515, 316.4, 3.4, 2.2, 16.6, 6.2, 4.9, 3.4, 0.1, 1.2, 0.1, 0.4, 1.6, 3.3, 18.1, 37.3, 0, 0.1, 0, 0, 0.2, 0.2, 0, 0, 0.05, 0.06, 0.08, 23.5, 0.2, 0.7, 0.3, 62.8, 0.01, 0, 
2, eco3, 3, 540517, -503.1, 1491.1, 16189.6, 461.6, 132.5, 37.2, 273, 0.3, 137.7, 2, 184.2, 128.5, 7419.8, 1353.7, 935.2, 553.9, 15.5, 29.7, 11.9, 12.5, 132.7, 68.1, 768.6, 521.6, 4, 2.6, 18.1, 6.7, 2.8, 2.7, 0.1, 1.6, 0.1, 0.5, 2.3, 4.8, 29.6, 61.5, 0, 0.2, 0, 0.1, 0.2, 0.3, 0.3, 0, 0.05, 0.14, 0.06, 2.5, 0, 1.2, 0.4, 100.8, 0.01, 0, 
3, eco1, 1, 457557, -210.2, 3438.4, 11469.1, 401.8, 113.7, 33.4, 193.9, 0.73, 257.6, 4.7, 157.4, 109.6, 5226.2, 923.8, 2849, 696.1, 14.5, 25.4, 15.3, 16.5, 316.6, 201.3, 1740.7, 1179.8, 3.3, 2, 13.2, 5, 7.3, 3.5, 0.1, 0.9, 0.1, 0.6, 3, 14.9, 63.9, 139.2, 0, 0, 0, 0, 0.4, 0.9, -0.2, 0.1, 0.05, 0.22, 0.1, 44.3, 0.5, 1.6, 0.3, 223.3, 0.01, 0, 
3, eco2, 2, 903912, -400.4, 1228.9, 14261.8, 480.1, 136.2, 42.6, 258.4, 0.57, 101.8, 2.2, 204, 142.1, 6490, 1171.8, 2077.8, 707.5, 17.7, 30, 16.2, 17.4, 269.5, 87.2, 555.9, 316.3, 4.3, 2.8, 15.9, 6, 5.4, 3.5, 0.1, 1.2, 0.1, 0.7, 2.2, 4.5, 17.3, 37.3, 0, 0, 0, 0.1, 0.3, 0.2, -0.1, 0, 0.05, 0.21, 0.12, 23.1, 0.2, 0.8, 0.4, 63.9, 0.01, 0, 
3, eco3, 3, 540517, -612.1, 1559, 16669.9, 584, 166.3, 51.5, 303.7, 0.27, 141.5, 2.7, 250.8, 174.9, 7574.8, 1383.8, 1128, 583.3, 21.4, 37.8, 18.1, 19.8, 176.7, 98, 762.8, 521.5, 5.4, 3.5, 18.5, 6.8, 3.2, 2.9, 0.1, 1.5, 0.1, 0.7, 2.8, 6, 28.1, 61.5, 0, 0, 0, 0.1, 0.4, 0.4, 0.4, 0, 0.05, 0.38, 0.08, 0.8, 0, 1.4, 0.5, 101.2, 0, 0, 
4, eco1, 1, 457557, -93.2, 3616.7, 10149.3, 340, 96.7, 35.5, 166.5, 0.74, 257, 5, 170.3, 118.7, 4594.5, 815.9, 3065.7, 701.4, 16.9, 29.8, 18.1, 20, 430.9, 257, 1749.2, 1179.6, 3.5, 2.2, 11.6, 4.3, 7.9, 3.5, 0.1, 1, 0.1, 0.7, 3.3, 18.2, 60.8, 139.1, 0, -0.1, 0, 0.1, 0.5, 1.1, -0.6, 0.1, 0.05, 0.32, 0.11, 37.7, 0.3, 1.5, 0.3, 224, 0.01, 0, 
4, eco2, 2, 903912, -373.8, 1389.1, 14126.8, 471.9, 134.1, 50.4, 253.6, 0.41, 104.5, 2.4, 243.8, 169.9, 6389.3, 1155.3, 2187.9, 717.4, 23, 37.6, 20.6, 22.7, 348.5, 119.5, 604.8, 316.3, 5.2, 3.4, 15.7, 5.9, 5.7, 3.6, 0.1, 1.2, 0.1, 0.8, 2.7, 5.7, 16.7, 37.3, 0, -0.1, 0, 0.1, 0.4, 0.3, -0.2, 0, 0.05, 0.32, 0.1, 13.4, 0.1, 0.9, 0.5, 65.2, 0.01, 0, 
4, eco3, 3, 540517, -580.3, 1644.2, 17090.7, 572.6, 163.9, 61.2, 303.3, 0.24, 145.1, 2.7, 306, 213.5, 7718.2, 1412.1, 1309.5, 608.1, 28.4, 47.1, 24.2, 26.8, 224.2, 128.2, 770.5, 521.4, 6.5, 4.3, 18.9, 7, 3.7, 3, 0.1, 1.6, 0.1, 1, 3.3, 7, 27, 61.5, 0.1, -0.1, 0, 0.2, 0.4, 0.4, 0.3, 0, 0.05, 0.55, 0.09, 1.1, 0, 1.3, 0.6, 101.9, 0, 0, 
5, eco1, 1, 457557, -43, 3789.5, 8611.8, 307.8, 87.3, 34.4, 142.8, 0.8, 255.9, 4.9, 168.1, 117.2, 3869, 689.9, 3312.2, 705.3, 18.3, 32.8, 21, 23.6, 529.3, 307.7, 1773.1, 1179.4, 3.4, 2.1, 9.8, 3.6, 8.5, 3.5, 0.1, 1, 0.1, 0.8, 3.6, 21.2, 58.2, 139.1, 0, -0.1, 0, 0.1, 0.5, 1.2, -0.9, 0.1, 0.05, 0.26, 0.09, 48, 0.4, 1.3, 0.3, 224.9, 0.01, 0, 
5, eco2, 2, 903912, -383.4, 1544.6, 14016.3, 485.4, 137.4, 57.2, 255.4, 0.31, 107.2, 2.5, 278.7, 194.3, 6298.8, 1141.6, 2309.4, 726, 28.1, 45.5, 25.2, 28, 418, 151.5, 658.8, 316.3, 5.9, 3.8, 15.4, 5.8, 6, 3.6, 0.1, 1.4, 0.1, 1, 3.3, 6.8, 16.3, 37.3, 0, -0.1, 0, 0.2, 0.4, 0.4, -0.3, 0, 0.05, 0.31, 0.07, 13.2, 0.1, 0.9, 0.6, 66.7, 0.01, 0, 
5, eco3, 3, 540517, -613.1, 1744.2, 17435.8, 612.2, 174.8, 71.6, 317.5, 0.2, 148.9, 2.8, 357.3, 249.3, 7827.6, 1434.6, 1505.4, 633.3, 35.9, 58, 30.8, 34.4, 274.8, 159, 789.1, 521.3, 7.6, 5, 19.2, 7, 4.2, 3.1, 0.2, 1.8, 0.2, 1.3, 3.9, 8, 26, 61.5, 0.1, -0.1, 0, 0.2, 0.5, 0.5, 0.2, 0, 0.05, 0.54, 0.07, 3.6, 0, 1.4, 0.7, 102.9, 0, 0, 
