Time,SpeciesName,NumCohortsPlanting,NumCohortsSerotiny,NumCohortsResprout,NumCohortsSeed,
1, ArbuMenz, 0, 0, 65395, 60653, 
1, Arctosta, 0, 0, 67610, 105587, 
1, CaloDecu, 0, 0, 0, 81621, 
1, Ceanothu, 0, 0, 0, 28035, 
1, ChryChry, 0, 0, 2026, 19039, 
1, Frangula, 0, 0, 785, 20205, 
1, Garrya, 0, 0, 98, 56322, 
1, GaulShal, 0, 0, 2056, 21732, 
1, MahoNerv, 0, 0, 2212, 10135, 
1, NothDens, 0, 0, 8523, 163562, 
1, PinuJeff, 0, 0, 0, 65776, 
1, PinuLamb, 0, 0, 0, 28420, 
1, PinuMont, 0, 0, 0, 7724, 
1, PseuMenz, 0, 0, 0, 47401, 
1, Quercus, 0, 0, 17635, 85286, 
1, Rhododen, 0, 0, 1095, 32440, 
1, Rubus, 0, 0, 515, 11889, 
1, Vacciniu, 0, 0, 955, 109576, 
1, WhipMode, 0, 0, 1816, 61285, 
2, ArbuMenz, 0, 0, 57545, 39059, 
2, Arctosta, 0, 0, 36201, 109636, 
2, CaloDecu, 0, 0, 0, 44798, 
2, Ceanothu, 0, 0, 0, 24490, 
2, ChryChry, 0, 0, 2581, 5735, 
2, Frangula, 0, 0, 573, 8469, 
2, Garrya, 0, 0, 72, 49131, 
2, GaulShal, 0, 0, 1073, 16578, 
2, MahoNerv, 0, 0, 56, 8421, 
2, NothDens, 0, 0, 9229, 129350, 
2, PinuJeff, 0, 0, 0, 55300, 
2, PinuLamb, 0, 0, 0, 12222, 
2, PinuMont, 0, 0, 0, 10039, 
2, PseuMenz, 0, 0, 0, 15638, 
2, Quercus, 0, 0, 7603, 67992, 
2, Rhododen, 0, 0, 265, 32877, 
2, Rubus, 0, 0, 79, 7120, 
2, Vacciniu, 0, 0, 1327, 88477, 
2, WhipMode, 0, 0, 367, 51628, 
3, ArbuMenz, 0, 0, 27049, 97286, 
3, Arctosta, 0, 0, 22649, 171618, 
