SimulationYear,TotalBurnedSitesAccidental,TotalBurnedSitesLightning,TotalBurnedSitesRx,NumberFiresAccidental,NumberFiresLightning,NumberFiresRx,TotalBiomassMortalityAccidental,TotalBiomassMortalityLightning,TotalBiomassMortalityRx,
1, 209392, 44307, 7005, 5, 2, 15, -906910086, 724041853, 127436123, 
2, 40884, 183535, 7005, 5, 13, 15, 446550781, -1366765764, 85693399, 
3, 55763, 98435, 7005, 3, 2, 15, 646202777, 1062691403, 87922923, 
4, 34049, 109997, 7005, 4, 10, 15, 341011804, 796257346, 97756967, 
5, 48849, 129396, 7005, 5, 5, 15, 310938284, 923764773, 84448846, 
6, 27585, 40221, 7005, 5, 5, 15, 172183360, 344978583, 80309683, 
7, 79687, 86327, 7005, 5, 6, 15, 499393445, 384313226, 82352790, 
8, 97186, 78181, 7005, 7, 4, 15, 654303072, 402639650, 75076442, 
9, 27928, 89843, 7005, 2, 3, 15, 82292095, 241568400, 78360547, 
10, 211745, 47527, 7005, 6, 2, 15, 1810904518, 114225715, 70934563, 
11, 50828, 82533, 7005, 8, 5, 15, 145148509, 307502978, 61541311, 
12, 46377, 152988, 7005, 3, 7, 15, 119302430, 634816649, 62148583, 
13, 21, 46175, 7005, 3, 3, 15, 79920, 80617654, 79720382, 
14, 34437, 91917, 7005, 3, 5, 15, 82663905, 193089602, 56826445, 
15, 100884, 179715, 7005, 9, 9, 15, 295061937, 435964490, 69409608, 
16, 63134, 183942, 7005, 3, 9, 15, 389033897, 350204921, 39557215, 
17, 13756, 174269, 7005, 5, 7, 15, 72100319, 714816654, 58294998, 
18, 84587, 44554, 7005, 6, 4, 15, 192271967, 79976256, 44429808, 
19, 18994, 70642, 7005, 1, 5, 15, 4966808, 79247011, 50905905, 
20, 31294, 112069, 7005, 1, 4, 15, 193888837, 101753853, 80857320, 
21, 59243, 50042, 7005, 3, 4, 15, 141061331, 32368043, 43738048, 
22, 67588, 125087, 7005, 3, 6, 15, 87737405, 167736075, 62964421, 
23, 95752, 55354, 7005, 9, 2, 15, 256457703, 45099531, 42087208, 
24, 0, 94568, 7005, 0, 5, 15, 0, 59198987, 44636943, 
25, 704, 47144, 7005, 1, 3, 15, 2353126, 17177632, 47358775, 
26, 26748, 76062, 7005, 1, 4, 15, 4044570, 47127876, 17857615, 
27, 53916, 127438, 7005, 3, 5, 15, 102653536, 151157489, 75646594, 
28, 76215, 102772, 7005, 9, 8, 15, 108105799, 219049898, 25562721, 
29, 18441, 99895, 7005, 5, 4, 15, 83764825, 72051869, 71928831, 
30, 68849, 59969, 7005, 4, 5, 15, 210323095, 31561041, 44630852, 
31, 15787, 124470, 6662, 3, 5, 15, 58739514, 87811985, 38550570, 
32, 36718, 115366, 7005, 5, 7, 15, 48477466, 284049892, 64747847, 
33, 38041, 58202, 7005, 4, 4, 15, 51959154, 62608218, 61255331, 
34, 85555, 72297, 7005, 4, 2, 15, 144125887, 38394243, 64766518, 
35, 0, 194759, 7005, 0, 7, 15, 0, 244985812, 41490090, 
36, 126679, 89124, 7005, 4, 4, 15, 373685370, 304827984, 57650401, 
37, 24244, 110600, 7005, 2, 7, 15, 54692159, 57562381, 58459845, 
38, 28236, 64607, 7005, 3, 7, 15, 75853016, 46309505, 34991878, 
39, 0, 35646, 7005, 0, 2, 15, 0, 26668354, 68074735, 
40, 59748, 98108, 7005, 4, 6, 15, 60762922, 37260249, 70282684, 
41, 105703, 143130, 6671, 7, 11, 15, 151375977, 216862751, 32251674, 
42, 37381, 176090, 6588, 2, 4, 15, 118753214, 241299486, 50527936, 
43, 103856, 132914, 7005, 10, 5, 15, 286384533, 47723440, 56004097, 
44, 53205, 117170, 7005, 4, 7, 15, 205825456, 173145407, 52308141, 
45, 87114, 78577, 7005, 6, 5, 15, 106480084, 24128785, 48661838, 
46, 99557, 100902, 7005, 6, 6, 15, 150233659, 34306298, 57937627, 
47, 109499, 97747, 7005, 5, 4, 15, 102433608, 160929679, 12456431, 
48, 119518, 92842, 7005, 7, 5, 15, 133265744, 102741990, 90562664, 
49, 142216, 129821, 7005, 3, 6, 15, 331257794, 70935235, 59655629, 
50, 71852, 149455, 7005, 3, 7, 15, 75068197, 195827880, 46708104, 
51, 13939, 74907, 7005, 4, 5, 15, 9142901, 29829733, 46824415, 
