Time,Month,ClimateRegionName,ClimateRegionIndex,NumSites,Precipitation,AirTemp,AvgTotalNPP_C,AvgHeteroRespiration,AvgSoilRespiration,avgNEE,Ndep,StreamN,SoilWaterContent,
1, 7, eco1, 1, 457557, 3.1, 17.6, 73.42, 3.11, 19.92, -70.32, 0, 0, 1.24, 
1, 7, eco2, 2, 903912, 5.9, 17.9, 145.61, 6.98, 38.48, -138.64, 0, 0, 2.33, 
1, 7, eco3, 3, 540517, 9.3, 17, 241.31, 16.06, 64.86, -225.25, 0, 0, 3.72, 
1, 8, eco1, 1, 457557, 0.9, 20.2, 19.77, 2.38, 5.89, -17.4, 0, 0, 1.24, 
1, 8, eco2, 2, 903912, 2, 19.9, 70.34, 4.2, 18.66, -66.14, 0, 0, 2.41, 
1, 8, eco3, 3, 540517, 3.2, 19.6, 111.21, 8.21, 30.08, -103, 0, 0, 3.84, 
1, 9, eco1, 1, 457557, 1.8, 17.6, 91.77, 3.95, 24.88, -87.81, 0, 0, 1.6, 
1, 9, eco2, 2, 903912, 3, 18.2, 109.13, 8.02, 28.99, -101.12, 0, 0, 2.87, 
1, 9, eco3, 3, 540517, 4.5, 17.4, 108.64, 14.63, 30.77, -94.01, 0, 0, 4.4, 
1, 10, eco1, 1, 457557, 5.4, 10.8, 135.25, 18.16, 40.91, -117.09, 0, 0, 3.7, 
1, 10, eco2, 2, 903912, 10.1, 11.8, 88.41, 16.09, 25.26, -72.33, 0, 0, 7.53, 
1, 10, eco3, 3, 540517, 13.5, 10.8, 76.79, 12.66, 22.89, -64.12, 0, 0, 9.42, 
1, 11, eco1, 1, 457557, 6.4, 7, 52.87, 13.4, 18.8, -39.47, 0, 0, 6.42, 
1, 11, eco2, 2, 903912, 11.5, 8.1, 50.71, 11.29, 15.44, -39.42, 0, 0, 11.34, 
1, 11, eco3, 3, 540517, 14.8, 7.1, 46.56, 9.06, 14.8, -37.5, 0, 0.01, 12.24, 
1, 12, eco1, 1, 457557, 23.4, 3.3, 10.42, 9.94, 6.85, -0.48, 0, 0, 10.13, 
1, 12, eco2, 2, 903912, 39.5, 5, 23.25, 8.53, 8.1, -14.71, 0, 0.03, 9.8, 
1, 12, eco3, 3, 540517, 48.6, 3.6, 12.76, 6.85, 5.73, -5.91, 0, 0.02, 12.96, 
1, 1, eco1, 1, 457557, 22.2, 4.5, 21.03, 10.48, 9.97, -10.56, 0, 0.03, 12.25, 
1, 1, eco2, 2, 903912, 40.1, 5.7, 29.43, 8.59, 9.86, -20.84, 0, 0.03, 9.91, 
1, 1, eco3, 3, 540517, 47.6, 4.5, 20.67, 6.92, 7.96, -13.75, 0, 0.03, 4.64, 
1, 2, eco1, 1, 457557, 6.2, 8.5, 63.06, 13.57, 22.28, -49.49, 0, 0, 12.77, 
1, 2, eco2, 2, 903912, 9.7, 8.7, 51.09, 10.39, 16.09, -40.7, 0, 0, 11.94, 
1, 2, eco3, 3, 540517, 12.1, 7.9, 50.89, 8.17, 16.42, -42.72, 0, 0.01, 14.21, 
1, 3, eco1, 1, 457557, 19, 7.3, 47.42, 12.18, 17.89, -35.24, 0, 0.02, 11.75, 
1, 3, eco2, 2, 903912, 35.4, 7.7, 44.58, 9.44, 14.33, -35.14, 0, 0.03, 9.92, 
1, 3, eco3, 3, 540517, 42.6, 6.2, 36.95, 7.07, 12.58, -29.88, 0, 0.02, 6.84, 
1, 4, eco1, 1, 457557, 10.2, 12.6, 82.27, 17.39, 28.96, -64.88, 0, 0, 10.7, 
1, 4, eco2, 2, 903912, 18.7, 12, 67.53, 12.65, 21.05, -54.88, 0, 0.01, 11.3, 
1, 4, eco3, 3, 540517, 24.2, 11.2, 71.34, 9.34, 22.4, -61.99, 0, 0.01, 10.03, 
1, 5, eco1, 1, 457557, 4.4, 14.3, 84.63, 18.6, 30.09, -66.03, 0, 0, 9.14, 
1, 5, eco2, 2, 903912, 7.3, 13.9, 74.25, 14.13, 23.09, -60.12, 0, 0, 9.85, 
1, 5, eco3, 3, 540517, 10.6, 13, 79.57, 10.11, 24.82, -69.46, 0, 0, 9.41, 
1, 6, eco1, 1, 457557, 5.4, 15.5, 85.12, 19.57, 30.83, -65.55, 0, 0, 8.51, 
1, 6, eco2, 2, 903912, 8.8, 15.9, 74.1, 15.95, 23.85, -58.15, 0, 0, 9.5, 
1, 6, eco3, 3, 540517, 12, 14.7, 82.92, 10.89, 26.15, -72.03, 0, 0, 9.02, 
2, 7, eco1, 1, 457557, 0.7, 20.5, 50.77, 18.96, 20.24, -31.81, 0, 0, 6.26, 
2, 7, eco2, 2, 903912, 0.8, 20, 56.14, 14.97, 18.61, -41.18, 0, 0, 6.99, 
2, 7, eco3, 3, 540517, 1.5, 19.9, 67.88, 8.16, 21.07, -59.72, 0, 0, 6.94, 
2, 8, eco1, 1, 457557, 0.3, 21, 41.97, 11.66, 15.2, -30.31, 0, 0, 4.5, 
2, 8, eco2, 2, 903912, 0.3, 20.3, 49.85, 9.72, 15.54, -40.13, 0, 0, 5.02, 
2, 8, eco3, 3, 540517, 0.6, 20.2, 59.94, 5.43, 17.84, -54.52, 0, 0, 5.11, 
2, 9, eco1, 1, 457557, 0.4, 19.4, 46.35, 9.61, 15.47, -36.74, 0, 0, 3.32, 
2, 9, eco2, 2, 903912, 0.8, 19.1, 53.23, 8.74, 16.11, -44.49, 0, 0, 3.85, 
2, 9, eco3, 3, 540517, 1.6, 19, 66.3, 5.81, 19.66, -60.49, 0, 0, 4.23, 
2, 10, eco1, 1, 457557, 3.2, 13.7, 62.12, 22.02, 24.66, -40.1, 0, 0, 3.63, 
2, 10, eco2, 2, 903912, 5.6, 13.7, 66.16, 17.18, 22.31, -48.97, 0, 0, 5.08, 
2, 10, eco3, 3, 540517, 7.5, 13.2, 77.87, 10.43, 25.09, -67.44, 0, 0, 6.52, 
2, 11, eco1, 1, 457557, 15, 5.2, 21.64, 14.2, 11.78, -7.44, 0, 0, 11.41, 
2, 11, eco2, 2, 903912, 25.8, 6.6, 35.4, 10.35, 12.79, -25.05, 0, 0.01, 12.98, 
2, 11, eco3, 3, 540517, 32.4, 5.3, 29.26, 6.47, 11.01, -22.78, 0, 0.01, 10.59, 
2, 12, eco1, 1, 457557, 5.4, 5.6, 24.1, 14.75, 12.7, -9.36, 0, 0, 10.9, 
2, 12, eco2, 2, 903912, 8.7, 6.5, 33.3, 10.45, 12.41, -22.85, 0, 0, 13.6, 
2, 12, eco3, 3, 540517, 11.1, 5.8, 33.6, 6.78, 12.37, -26.82, 0, 0, 13.2, 
2, 1, eco1, 1, 457557, 25, 3.7, 10.68, 12.84, 8.47, 2.16, 0, 0.01, 13.21, 
2, 1, eco2, 2, 903912, 37.8, 5.1, 23.15, 9.44, 9.49, -13.71, 0, 0.03, 9.65, 
