Time,ClimateRegionName,ClimateRegionIndex,NumSites,NEEC,SOMTC,AGB,AG_NPPC,BG_NPPC,Litterfall,AgeMortality,MineralN,TotalN,GrossMineralization,C_LiveLeaf,C_LiveFRoot,C_LiveWood,C_LiveCRoot,C_DeadWood,C_DeadCRoot,C_DeadLeaf_Struc,C_DeadLeaf_Meta,C_DeadFRoot_Struc,C_DeadFRoot_Meta,C_SOM1surf,C_SOM1soil,C_SOM2,C_SOM3,N_Leaf,N_FRoot,N_Wood,N_CRoot,N_DeadWood,N_DeadCRoot,N_DeadLeaf_Struc,N_DeadLeaf_Meta,N_DeadFRoot_Struc,N_DeadFRoot_Meta,N_SOM1surf,N_SOM1soil,N_SOM2,N_SOM3,SurfStrucNetMin,SurfMetaNetMin,SoilStrucNetMin,SoilMetaNetMin,SOM1surfNetMin,SOM1soilNetMin,SOM2NetMin,SOM3NetMin,TotalNdep,LeachedC,LeachedN,FireCEfflux,FireNEfflux,Nuptake,Nresorbed,TotalSoilN,Nvol,FrassC,
0, eco1, 1, 457557, 0, 3106.7, 19757.1, 0, 0, 0, 0, 4, 263, 0, 0, 0, 9285.9, 1608, 100, 517.4, 84.2, 14.9, 0, 0, 31.1, 62.1, 1833, 1180.6, 0, 0, 23.2, 8.8, 0.5, 2.6, 0.4, 1.5, 0, 0, 3.1, 6.2, 73.3, 139.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 227.9, 0, 0, 
0, eco2, 2, 903912, 0, 832.9, 19056.5, 0, 0, 0, 0, 4, 99.3, 0, 0, 0, 8956.6, 1594.1, 121.7, 548.4, 102.4, 18.1, 0, 0, 8.3, 16.7, 491.4, 316.5, 0, 0, 22, 8.2, 0.6, 2.7, 0.5, 1.8, 0, 0, 0.8, 1.7, 19.7, 37.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65.8, 0, 0, 
0, eco3, 3, 540517, 0, 1373.4, 15716.6, 0, 0, 0, 0, 4, 132.9, 0, 0, 0, 7386.8, 1327.1, 156.4, 463.4, 131.6, 23.2, 0, 0, 13.7, 27.5, 810.3, 521.9, 0, 0, 18.1, 6.6, 0.8, 2.3, 0.7, 2.3, 0, 0, 1.4, 2.7, 32.4, 61.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105.1, 0, 0, 
1, eco1, 1, 457557, -662.4, 3155.9, 17683.1, 617.9, 178.6, 11.5, 301.5, 0.64, 261.7, 3, 112.1, 77.5, 8197, 1430.2, 1109.4, 598, 13, 14.2, 3, 2.9, 102.5, 98.1, 1775, 1180.3, 2.4, 1.5, 20.5, 7.9, 3.1, 3, 0.1, 1.1, 0, 0.1, 3, 8.8, 70.4, 139.3, 0.1, 0.2, 0, 0, 0.3, 0.4, 0.1, 0, 0.05, 0.03, 0.06, 16.4, 0.4, 4.6, 0.1, 223.4, 0.03, 0, 
1, eco2, 2, 903912, -851.9, 916.6, 18603.2, 739, 214.5, 17.3, 351.1, 0.36, 101.1, 1.5, 130.5, 90.6, 8607.5, 1547.4, 844, 618.9, 15, 18.9, 4.3, 4.3, 86.7, 30.6, 483, 316.4, 2.8, 1.8, 21, 7.9, 2.5, 3.1, 0.1, 1.4, 0, 0.2, 1.3, 2.3, 18.8, 37.3, 0.2, 0.3, 0, 0, 0.1, 0.1, 0.1, 0, 0.05, 0.03, 0.06, 3.2, 0.1, 4.5, 0.2, 61.9, 0.01, 0, 
1, eco3, 3, 540517, -822.9, 1450.3, 16000.8, 730.2, 212, 18.3, 304.8, 0.38, 134.8, 2.2, 127.8, 88.9, 7383, 1344.8, 691.4, 517, 16.2, 22.6, 4.6, 4.7, 99.8, 47, 781.8, 521.7, 2.8, 1.8, 18, 6.7, 2.2, 2.6, 0.1, 1.8, 0, 0.2, 2, 4, 30.9, 61.6, 0.3, 0.4, 0, 0, 0.2, 0.2, 0.2, 0, 0.05, 0.08, 0.1, 0, 0, 4.8, 0.2, 100.8, 0.01, 0, 
2, eco1, 1, 457557, -342.5, 3239.6, 14872.6, 406.9, 116, 30.9, 237.5, 0.63, 260.3, 3.4, 145.6, 101.3, 6842.7, 1201, 2071.9, 660.8, 12.9, 22.2, 11.5, 11.7, 176.8, 140.9, 1741.8, 1180.1, 3.1, 1.9, 17.2, 6.5, 5.4, 3.3, 0.1, 1.1, 0.1, 0.4, 3, 11.1, 67.4, 139.2, 0, 0.1, 0, 0, 0.3, 0.5, 0.4, 0, 0.05, 0.05, 0.04, 43.8, 0.6, 1.7, 0.3, 223, 0.01, 0, 
2, eco2, 2, 903912, -520.1, 1010.2, 17285.1, 499.6, 143.3, 37.3, 301, 0.36, 103.1, 1.6, 184.2, 128.3, 7936.4, 1431.4, 1487, 676.4, 15, 26.7, 12.6, 13, 146.2, 51.8, 495.8, 316.4, 3.9, 2.6, 19.4, 7.3, 4, 3.4, 0.1, 1.3, 0.1, 0.5, 1.7, 3.1, 18.1, 37.3, 0, 0.1, 0, 0.1, 0.2, 0.2, 0.2, 0, 0.05, 0.06, 0.04, 26.4, 0.2, 0.8, 0.4, 62.5, 0.01, 0, 
2, eco3, 3, 540517, -509.6, 1488.6, 16303, 465.1, 133.5, 37.5, 274.9, 0.29, 137.8, 1.9, 185.6, 129.5, 7471.7, 1363.2, 907.4, 553, 15.6, 30, 11.9, 12.5, 131.3, 67.9, 767.8, 521.6, 4, 2.6, 18.3, 6.7, 2.7, 2.7, 0.1, 1.6, 0.1, 0.5, 2.3, 4.8, 29.6, 61.5, 0, 0.2, 0, 0.1, 0.2, 0.3, 0.3, 0, 0.05, 0.13, 0.06, 0.5, 0, 1.2, 0.4, 100.8, 0.01, 0, 
3, eco1, 1, 457557, -339.5, 3378.5, 13746.6, 475.5, 134.7, 39.4, 233.6, 0.63, 260.9, 4.5, 187.8, 130.8, 6267.1, 1105.4, 2450.1, 685.8, 16.8, 29.5, 16.4, 17.6, 280.5, 195.4, 1722.8, 1179.8, 3.9, 2.4, 15.8, 5.9, 6.4, 3.4, 0.1, 1.1, 0.1, 0.6, 3.2, 14.1, 64, 139.2, 0, 0, 0, 0.1, 0.4, 0.8, 0.1, 0.1, 0.05, 0.21, 0.08, 29.5, 0.3, 1.8, 0.4, 223, 0.01, 0, 
3, eco2, 2, 903912, -567, 1138.2, 17479.3, 578.1, 164.6, 50.9, 322.7, 0.32, 107, 2.1, 247.5, 172.4, 7959.7, 1438.6, 1668.1, 703.1, 21, 35.3, 18.3, 19.6, 217.7, 81.4, 522.9, 316.3, 5.3, 3.4, 19.4, 7.3, 4.5, 3.5, 0.1, 1.4, 0.1, 0.7, 2.3, 4.1, 17.3, 37.3, 0, 0, 0, 0.1, 0.3, 0.2, 0.1, 0, 0.05, 0.2, 0.07, 7.7, 0.1, 0.9, 0.5, 63.6, 0.01, 0, 
3, eco3, 3, 540517, -622.4, 1553.8, 16819.5, 589.7, 168, 52, 306.6, 0.26, 141.7, 2.7, 253.3, 176.7, 7642.5, 1396.3, 1097.9, 582.7, 21.6, 38.2, 18.2, 19.9, 173.8, 97.6, 761, 521.5, 5.4, 3.5, 18.7, 6.9, 3.2, 2.9, 0.1, 1.6, 0.1, 0.7, 2.8, 5.9, 28.1, 61.5, 0, 0, 0, 0.1, 0.4, 0.4, 0.4, 0, 0.05, 0.38, 0.08, 0.1, 0, 1.4, 0.6, 101.1, 0, 0, 
4, eco1, 1, 457557, -211, 3537.5, 12479, 409.5, 116.8, 42.9, 206.2, 0.64, 260.6, 4.9, 208.3, 145.2, 5652.8, 1002.5, 2752.5, 699.8, 20.1, 35.3, 20.5, 22.4, 383.9, 250, 1724.1, 1179.6, 4.3, 2.7, 14.3, 5.3, 7.1, 3.5, 0.1, 1.1, 0.1, 0.8, 3.5, 17.1, 60.9, 139.1, 0, -0.1, 0, 0.1, 0.5, 1, -0.2, 0.1, 0.05, 0.31, 0.1, 38.3, 0.3, 1.8, 0.4, 223.5, 0.01, 0, 
4, eco2, 2, 903912, -518.9, 1283, 17289.7, 563.9, 161.1, 59.6, 316.2, 0.28, 110.3, 2.4, 295.3, 205.8, 7825.9, 1417.7, 1918.4, 727.5, 27.3, 44.1, 24.2, 26.3, 289.7, 113.7, 563.3, 316.3, 6.2, 4.1, 19.1, 7.2, 5.1, 3.6, 0.1, 1.5, 0.1, 1, 2.9, 5.2, 16.6, 37.3, 0, -0.1, 0, 0.2, 0.4, 0.3, -0.1, 0, 0.05, 0.3, 0.07, 17.5, 0.1, 0.9, 0.6, 65, 0, 0, 
4, eco3, 3, 540517, -581.2, 1640.7, 17062.9, 574.1, 164.4, 61.3, 302.9, 0.23, 145.2, 2.7, 307, 214.2, 7704, 1410.7, 1331.4, 609.7, 28.5, 47.3, 24.5, 27.1, 222.1, 128, 769.2, 521.4, 6.5, 4.3, 18.9, 6.9, 3.7, 3, 0.1, 1.6, 0.1, 1, 3.3, 7, 27, 61.5, 0.1, -0.1, 0, 0.2, 0.4, 0.4, 0.3, 0, 0.05, 0.55, 0.09, 5.7, 0, 1.3, 0.6, 101.8, 0, 0, 
5, eco1, 1, 457557, -217.3, 3687.4, 11916.1, 413.1, 117.6, 46.7, 200.7, 0.65, 261.3, 4.7, 231.1, 161.1, 5362.4, 954.7, 2861.4, 703.2, 23.5, 41.5, 23.6, 26.2, 472, 298.5, 1737.5, 1179.4, 4.7, 3, 13.6, 5, 7.4, 3.5, 0.1, 1.2, 0.1, 0.9, 3.9, 19.7, 58.4, 139.1, 0, -0.1, 0, 0.1, 0.5, 1.1, -0.4, 0.1, 0.05, 0.24, 0.08, 21.9, 0.2, 1.6, 0.4, 224.1, 0.01, 0, 
5, eco2, 2, 903912, -514.2, 1435.8, 17238.1, 574.3, 163.9, 67.3, 319.6, 0.25, 113.8, 2.5, 336.9, 234.9, 7759.4, 1408.7, 2117.5, 747.1, 33.4, 53.3, 29.8, 32.6, 359.8, 147, 612.8, 316.3, 7.1, 4.7, 19, 7.1, 5.6, 3.7, 0.2, 1.6, 0.2, 1.2, 3.5, 6.3, 16.2, 37.3, 0.1, -0.2, 0, 0.2, 0.4, 0.3, -0.1, 0, 0.05, 0.3, 0.06, 13.6, 0.1, 1, 0.7, 66.6, 0, 0, 
5, eco3, 3, 540517, -619.6, 1741, 17542.9, 616.6, 176.1, 72.2, 319.6, 0.19, 149.2, 2.8, 360.3, 251.4, 7875.8, 1444.4, 1501.9, 633.3, 36.1, 58.2, 30.9, 34.5, 273.4, 158.8, 787.6, 521.3, 7.6, 5, 19.3, 7.1, 4.1, 3.1, 0.2, 1.8, 0.2, 1.3, 3.9, 8, 26, 61.5, 0.1, -0.1, 0, 0.2, 0.5, 0.5, 0.2, 0, 0.05, 0.54, 0.07, 0.4, 0, 1.4, 0.7, 102.9, 0, 0, 
