Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 1533.5, 18275.9, 0, 4, 126.3, 
1, -798.1, 1607, 17642.3, 707.4, 0.43, 864.5, 
2, -474.4, 1682.5, 16425.6, 467.5, 0.41, 1463, 
3, -528, 1795.3, 16393.8, 556.7, 0.38, 1694.2, 
4, -462.5, 1927, 16068, 529.7, 0.35, 1952.2, 
5, -472.8, 2064.2, 16044.4, 547.6, 0.33, 2121.5, 
6, -442.6, 2214.8, 16073.9, 549.1, 0.35, 2253.2, 
7, -397.2, 2361.3, 16021.5, 513.4, 0.37, 2396.8, 
8, -340.5, 2518.7, 16087.3, 495.4, 0.36, 2463.8, 
9, -313.8, 2673.2, 15750.7, 483.4, 0.37, 2613.3, 
10, -350.1, 2840.1, 15578.8, 537.5, 0.37, 2720.6, 
11, -244.7, 3017.5, 15137, 492.1, 0.37, 2833.9, 
12, -249.1, 3181.3, 14831.2, 481.5, 0.39, 2922.6, 
13, -208.6, 3341.2, 14931.8, 459.3, 0.37, 2889.3, 
14, -256.2, 3493.5, 15045.3, 505.4, 0.4, 2878.3, 
15, -242.3, 3628.3, 14934, 477.8, 0.41, 2915.7, 
16, -214.1, 3777.6, 14860.7, 499.5, 0.42, 2940.2, 
17, -245.7, 3917.4, 15056.6, 519.7, 0.4, 2913.7, 
18, -160.9, 4055, 14448.9, 500.4, 0.42, 3023.7, 
19, -200, 4177.2, 14490.7, 472.4, 0.43, 3020.1, 
20, -180.1, 4294.7, 14548.3, 471.2, 0.42, 2990.7, 
21, -153.2, 4391, 14520.7, 379.9, 0.48, 3018, 
22, -157.2, 4507.9, 14314, 473.5, 0.47, 3059.3, 
23, -100, 4614.7, 13978.6, 425.3, 0.5, 3103.1, 
24, -43.1, 4721.9, 13922.9, 379.3, 0.51, 3052.3, 
25, -93.5, 4822.9, 13886.2, 447.7, 0.54, 3007.8, 
26, -118, 4920.1, 14010.6, 488.3, 0.57, 2942.2, 
27, -138.6, 5002.6, 14153.4, 470.1, 0.56, 2897.2, 
28, -123.3, 5083.7, 14345.7, 469.9, 0.59, 2837.2, 
29, -94.2, 5155.4, 14481.3, 427, 0.62, 2789.1, 
30, -111.3, 5220.4, 14474.8, 413.1, 0.63, 2786.8, 
31, -124.2, 5286.6, 14607.6, 445.6, 0.65, 2767.2, 
32, -94.1, 5351.4, 14272.8, 460.8, 0.66, 2842.3, 
33, -114.2, 5413.6, 14366, 413.5, 0.72, 2828.3, 
34, -95.2, 5480.3, 14296.1, 478.2, 0.75, 2831.9, 
35, -149.5, 5540.5, 14412.1, 463.9, 0.81, 2824.7, 
36, -116, 5592.8, 14012.7, 470, 0.81, 2923.8, 
37, -118.8, 5654.7, 14116.7, 452.5, 0.83, 2900.8, 
38, -89.9, 5717.2, 14242.6, 479.8, 0.85, 2850.8, 
39, -90.2, 5773.2, 14245.9, 491.3, 0.85, 2836.1, 
40, -101.1, 5821.1, 14297, 434.8, 0.89, 2825.9, 
41, -97.3, 5866.8, 14237.6, 400.2, 0.9, 2858, 
42, -123.5, 5919.7, 14382.7, 473.9, 0.9, 2841.2, 
43, -167.3, 5966.6, 14495.3, 501.4, 1, 2856.1, 
44, -88.2, 6021.2, 14506.5, 470, 1.04, 2849.7, 
45, -101.2, 6071.5, 14441.2, 470.9, 1.1, 2871.1, 
46, -121.2, 6117.3, 14544.8, 435.9, 1.17, 2869.8, 
47, -77.5, 6165.1, 14396, 485.1, 1.12, 2904.8, 
48, -65.3, 6214.2, 14468.7, 491.1, 1.22, 2862, 
49, -16.2, 6245.5, 14428.9, 469.9, 1.27, 2820.4, 
50, -85.7, 6281.5, 14517.6, 462.6, 1.28, 2798.6, 
51, -95.6, 6313.9, 14604.5, 453, 1.32, 2792.2, 
