SimulationYear,TotalBurnedSitesAccidental,TotalBurnedSitesLightning,TotalBurnedSitesRx,NumberFiresAccidental,NumberFiresLightning,NumberFiresRx,TotalBiomassMortalityAccidental,TotalBiomassMortalityLightning,TotalBiomassMortalityRx,
1, 57387, 37663, 77800, 3, 2, 50, 966995153, 763352763, 1344907088, 
2, 67873, 138312, 73345, 5, 9, 50, 726473647, -2058889521, 923196461, 
3, 24396, 128126, 77800, 2, 6, 50, 211346186, 1385724314, 949615266, 
4, 6348, 88258, 77800, 1, 5, 50, 117633743, 649368273, 743732828, 
5, 73383, 140293, 77800, 7, 6, 50, 680686086, 855722710, 915501756, 
6, 24827, 65809, 76244, 3, 5, 49, 164808906, 395845095, 672530258, 
7, 79297, 73141, 77800, 5, 2, 50, 491150013, 445419113, 655622654, 
8, 28275, 111678, 77800, 5, 4, 50, 116116002, 453394762, 684257083, 
9, 14972, 42368, 77126, 3, 1, 50, 228872431, 83640233, 478750916, 
10, 59996, 158993, 77800, 4, 4, 50, 371663421, 755837055, 399717501, 
11, 79646, 184070, 72223, 5, 9, 50, 295238758, 985100158, 513683029, 
12, 76202, 63118, 63831, 6, 7, 42, 234908172, 175030185, 318828002, 
13, 120426, 72675, 77548, 8, 5, 50, 316912010, 208709068, 574923707, 
14, 82915, 35815, 77800, 5, 4, 50, 112188786, 53298510, 362880318, 
15, 86068, 91387, 77800, 4, 5, 50, 141227948, 123134377, 273286699, 
16, 43041, 157523, 74701, 5, 6, 50, 159238803, 171461576, 420254711, 
17, 71886, 219451, 75823, 4, 5, 50, 350849705, 448935927, 316544620, 
18, 50819, 121370, 68464, 3, 6, 44, 196988982, 62006076, 180313350, 
19, 16998, 98149, 54811, 2, 5, 36, 5347998, 43477024, 201559552, 
20, 82570, 75549, 74725, 4, 4, 50, 132136526, 36109012, 251674115, 
21, 6143, 64433, 63796, 2, 5, 41, 9577912, 21159972, 205993215, 
22, 51248, 59496, 77800, 1, 3, 50, 146204711, 26736463, 242100444, 
23, 72412, 55988, 75615, 5, 2, 50, 79982239, 32386677, 199041640, 
24, 25925, 109088, 77800, 1, 3, 50, 81557558, 205036300, 282099900, 
25, 165302, 150179, 76245, 7, 6, 50, 451455179, 160657858, 251803258, 
26, 54598, 31793, 77800, 4, 3, 50, 57031991, 4185968, 239198475, 
27, 13079, 100646, 74743, 2, 5, 50, 16621348, 46712446, 211430438, 
28, 53945, 114105, 77800, 3, 6, 50, 39559546, 48521001, 159839443, 
29, 25846, 21823, 76292, 4, 1, 50, 4339921, 10031123, 168895629, 
30, 9460, 88553, 71576, 1, 4, 46, 11346740, 21193902, 162653047, 
31, 128790, 69135, 59128, 8, 3, 38, 93622527, 24797095, 110370467, 
32, 128683, 156395, 76285, 8, 7, 50, 266530176, 228360066, 160854500, 
33, 48356, 73434, 77800, 5, 5, 50, 48292436, 20911341, 154278954, 
34, 300633, 30353, 75250, 6, 3, 50, 733632109, 12410348, 198641403, 
35, 108162, 141084, 77594, 4, 6, 50, 188097058, 43058180, 159192923, 
36, 138819, 242307, 76961, 7, 7, 50, 201244420, 441534102, 200739140, 
37, 51097, 169836, 77800, 3, 7, 50, 4981564, 449465200, 119988836, 
38, 44273, 142532, 77800, 6, 4, 50, 49494637, 109511619, 144218559, 
39, 56870, 182785, 76375, 2, 6, 50, 34486417, 80218078, 146120049, 
40, 15861, 95599, 63796, 2, 7, 41, 2876176, 11789523, 95340553, 
41, 82890, 101101, 77800, 12, 9, 50, 41223988, 15598464, 124271579, 
42, 63129, 52851, 60684, 10, 6, 39, 21126865, 7730066, 116442780, 
43, 85933, 76535, 77800, 7, 7, 50, 21875013, 13608468, 191302780, 
44, 44610, 98318, 58145, 4, 3, 38, 13739729, 7656708, 108483645, 
45, 161942, 168557, 74712, 5, 6, 50, 203220167, 331663401, 189826780, 
46, 48586, 79970, 77800, 3, 3, 50, 26356605, 11406087, 126858284, 
47, 18420, 137246, 77800, 1, 11, 50, 6846997, 38527015, 176730275, 
48, 99851, 90913, 66928, 10, 10, 44, 47519068, 36429749, 109659795, 
49, 123562, 69523, 76255, 4, 5, 50, 68891822, 11048619, 128263760, 
50, 90919, 164409, 76432, 5, 11, 50, 18311833, 199905295, 198297809, 
51, 59199, 138204, 70636, 4, 11, 50, 24644079, 87904108, 111306405, 
