Time,SpeciesName,NumCohortsPlanting,NumCohortsSerotiny,NumCohortsResprout,NumCohortsSeed,
1, ArbuMenz, 0, 0, 48996, 85051, 
1, Arctosta, 0, 0, 47665, 121065, 
1, CaloDecu, 0, 0, 0, 172393, 
1, Ceanothu, 0, 0, 0, 33266, 
1, ChryChry, 0, 0, 1294, 43820, 
1, Frangula, 0, 0, 457, 29410, 
1, Garrya, 0, 0, 15, 76817, 
1, GaulShal, 0, 0, 1510, 32626, 
1, MahoNerv, 0, 0, 1503, 14163, 
1, NothDens, 0, 0, 3909, 176777, 
1, PinuJeff, 0, 0, 0, 82078, 
1, PinuLamb, 0, 0, 0, 61726, 
1, PinuMont, 0, 0, 0, 0, 
1, PseuMenz, 0, 0, 0, 105623, 
1, Quercus, 0, 0, 13516, 101574, 
1, Rhododen, 0, 0, 779, 11131, 
1, Rubus, 0, 0, 213, 16045, 
1, Vacciniu, 0, 0, 557, 148233, 
1, WhipMode, 0, 0, 955, 79386, 
2, ArbuMenz, 0, 0, 59048, 75048, 
2, Arctosta, 0, 0, 46333, 133190, 
2, CaloDecu, 0, 0, 0, 156476, 
2, Ceanothu, 0, 0, 0, 30989, 
2, ChryChry, 0, 0, 2809, 19239, 
2, Frangula, 0, 0, 768, 16257, 
2, Garrya, 0, 0, 146, 67121, 
2, GaulShal, 0, 0, 1445, 33600, 
2, MahoNerv, 0, 0, 125, 14176, 
2, NothDens, 0, 0, 12044, 35058, 
2, PinuJeff, 0, 0, 0, 76798, 
2, PinuLamb, 0, 0, 0, 43172, 
2, PinuMont, 0, 0, 0, 0, 
2, PseuMenz, 0, 0, 0, 58407, 
2, Quercus, 0, 0, 11668, 81929, 
2, Rhododen, 0, 0, 425, 0, 
2, Rubus, 0, 0, 158, 10580, 
2, Vacciniu, 0, 0, 1637, 139223, 
2, WhipMode, 0, 0, 799, 78558, 
3, ArbuMenz, 0, 0, 37829, 70901, 
3, Arctosta, 0, 0, 28334, 144136, 
3, CaloDecu, 0, 0, 0, 140214, 
3, Ceanothu, 0, 0, 0, 26334, 
3, ChryChry, 0, 0, 2152, 16457, 
3, Frangula, 0, 0, 911, 13100, 
3, Garrya, 0, 0, 182, 63584, 
3, GaulShal, 0, 0, 947, 30319, 
3, MahoNerv, 0, 0, 92, 13140, 
3, NothDens, 0, 0, 9327, 48890, 
3, PinuJeff, 0, 0, 0, 74387, 
3, PinuLamb, 0, 0, 0, 37662, 
3, PinuMont, 0, 0, 0, 0, 
3, PseuMenz, 0, 0, 0, 51053, 
3, Quercus, 0, 0, 7813, 82280, 
3, Rhododen, 0, 0, 325, 0, 
3, Rubus, 0, 0, 110, 9341, 
3, Vacciniu, 0, 0, 1223, 124556, 
3, WhipMode, 0, 0, 460, 71293, 
4, ArbuMenz, 0, 0, 22989, 56849, 
4, Arctosta, 0, 0, 15312, 124306, 
4, CaloDecu, 0, 0, 0, 103916, 
4, Ceanothu, 0, 0, 0, 20889, 
4, ChryChry, 0, 0, 1195, 12622, 
4, Frangula, 0, 0, 363, 10340, 
4, Garrya, 0, 0, 17, 56677, 
4, GaulShal, 0, 0, 673, 23535, 
4, MahoNerv, 0, 0, 72, 10469, 
4, NothDens, 0, 0, 5178, 125275, 
4, PinuJeff, 0, 0, 0, 59839, 
4, PinuLamb, 0, 0, 0, 24709, 
4, PinuMont, 0, 0, 0, 0, 
4, PseuMenz, 0, 0, 0, 33908, 
4, Quercus, 0, 0, 3889, 69103, 
4, Rhododen, 0, 0, 151, 5507, 
