Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 1533.5, 18275.9, 0, 4, 126.3, 
1, -706.3, 1622.5, 16858, 648.2, 0.56, 1074.8, 
2, -447.5, 1741.7, 15245.4, 493.5, 0.54, 1738, 
3, -397, 1887, 14324.4, 484.5, 0.49, 2137.6, 
4, -333.8, 2030.7, 13868.9, 438.7, 0.46, 2351.6, 
5, -251.5, 2182.5, 12840.6, 390.4, 0.45, 2655.4, 
6, -227.5, 2354.2, 12487.2, 405, 0.46, 2743, 
7, -193.9, 2549.9, 12002.8, 435.6, 0.46, 2814.2, 
8, -188.9, 2722.9, 11669, 423.8, 0.44, 2857.7, 
9, -170.7, 2875.1, 11516.9, 391.4, 0.44, 2851.9, 
10, -141.1, 3022.8, 10957.6, 375.5, 0.48, 2934.9, 
11, -13.3, 3193.4, 10239.9, 347.3, 0.47, 2967.3, 
12, -87.6, 3320, 10081.5, 334, 0.46, 2932.8, 
13, -27.2, 3457.3, 9738.3, 339.3, 0.47, 2902.9, 
14, -44.5, 3579.8, 9698.1, 344.1, 0.48, 2804.7, 
15, -67.3, 3690, 9659, 362, 0.48, 2724.2, 
16, -41.5, 3783, 9457.6, 317.3, 0.48, 2703.4, 
17, 20.6, 3879.9, 9059.4, 310.2, 0.54, 2682.5, 
18, -34.8, 3962, 9035.6, 321.5, 0.56, 2607.5, 
19, -9.8, 4034.4, 9066.4, 297.1, 0.57, 2519.4, 
20, -28, 4102.7, 9050, 340, 0.6, 2438.6, 
21, -44.1, 4162.5, 9154.6, 345.8, 0.61, 2356.9, 
22, -34.4, 4218.9, 9209, 380.9, 0.65, 2276.9, 
23, -14.9, 4263.8, 9258, 345, 0.71, 2198.6, 
24, -68.1, 4303.2, 9168.6, 340.9, 0.73, 2207.9, 
25, 4.6, 4341.9, 8828.6, 294.8, 0.78, 2226.5, 
26, -23.7, 4383.5, 8877.9, 332.1, 0.82, 2169.4, 
27, -63.8, 4417.1, 8939.4, 336.8, 0.84, 2141.2, 
28, -40.2, 4448.6, 9014.1, 340.8, 0.86, 2094, 
29, -24, 4474.9, 9063.1, 304, 0.87, 2054.8, 
30, -29.7, 4497.1, 9123, 331.8, 0.91, 2006.5, 
31, -54.8, 4519.9, 9116.1, 280, 0.95, 2013.4, 
32, -34.6, 4544.4, 8916.5, 299.9, 1.01, 2058.8, 
33, -32.5, 4566.8, 8978.7, 325.8, 1.06, 2023.2, 
34, -23.6, 4589.3, 8656.2, 316.8, 1.11, 2082, 
35, 13.3, 4613.8, 8591.7, 302.1, 1.19, 2044.8, 
36, 25.7, 4629.2, 8302.7, 294, 1.28, 2064.5, 
37, 28.5, 4644.3, 8152.2, 292.3, 1.38, 2043.8, 
38, -12.2, 4657.8, 8193.3, 329.4, 1.5, 1993.9, 
39, 55.7, 4661.7, 8239.2, 319.6, 1.67, 1904.2, 
40, -14.3, 4661.7, 8291.2, 283.7, 1.7, 1865.7, 
41, 5, 4658, 8387.6, 332.5, 1.95, 1805.7, 
42, -6.7, 4655.7, 8425.4, 277.1, 1.97, 1780.6, 
43, -30, 4655, 8424.3, 278.7, 2.1, 1783.2, 
44, -65.7, 4657.6, 8517.2, 311.6, 2.16, 1778.6, 
45, -7, 4662.3, 8278.8, 296.9, 2.19, 1829.9, 
46, -6.5, 4664.6, 8352.1, 308.2, 2.28, 1789.4, 
47, -53.9, 4668, 8391.3, 307.5, 2.38, 1792.6, 
48, -18.3, 4672.6, 8391.1, 271.8, 2.53, 1787.2, 
49, -42.2, 4675.9, 8449.3, 321.6, 2.63, 1777.4, 
50, 0.3, 4680.3, 8282.4, 248, 2.68, 1802.4, 
51, 5.9, 4683.7, 8265.3, 270.9, 2.8, 1787.5, 
