Time,SpeciesName,ClimateRegion,NumberAttempts,AvgTempMult,AvgMinJanTempMult,AvgSoilMoistureMult,AvgProbEst,DryDays,BeginGDD,EndGDD,
1, ArbuMenz, eco1, 74605, 1, 1, 0.13, 0.08, 273.41, 0, 339, 
1, ArbuMenz, eco2, 192108, 0.99, 1, 0.55, 0.33, 199.41, 0, 365, 
1, ArbuMenz, eco3, 116794, 1, 1, 0.71, 0.42, 134.4, 0, 340, 
1, Arctosta, eco1, 67778, 0.96, 1, 0.39, 0.23, 275.37, 0, 339, 
1, Arctosta, eco2, 163354, 0.93, 1, 0.66, 0.4, 199.13, 0, 365, 
1, Arctosta, eco3, 119631, 0.99, 1, 0.77, 0.46, 132.97, 0, 340, 
1, CaloDecu, eco1, 187957, 0.76, 1, 0.05, 0.03, 275.85, 0, 339, 
1, CaloDecu, eco2, 394063, 0.68, 1, 0.45, 0.26, 199.5, 0, 365, 
1, CaloDecu, eco3, 248783, 0.88, 1, 0.65, 0.39, 136.13, 0, 340, 
1, Ceanothu, eco1, 74399, 0.94, 1, 0.39, 0.24, 273.35, 0, 339, 
1, Ceanothu, eco2, 191784, 0.91, 1, 0.66, 0.4, 199.31, 0, 365, 
1, Ceanothu, eco3, 117278, 0.98, 1, 0.77, 0.46, 134.21, 0, 340, 
1, ChryChry, eco1, 77899, 0.71, 1, 0.06, 0.04, 272.34, 0, 339, 
1, ChryChry, eco2, 206914, 0.63, 1, 0.45, 0.26, 199.25, 0, 365, 
1, ChryChry, eco3, 121659, 0.84, 1, 0.65, 0.39, 136.12, 0, 340, 
1, Frangula, eco1, 78226, 0.99, 1, 0.13, 0.08, 272.37, 0, 339, 
1, Frangula, eco2, 206868, 0.98, 1, 0.56, 0.33, 199.27, 0, 365, 
1, Frangula, eco3, 122014, 1, 1, 0.7, 0.42, 136.17, 0, 340, 
1, Garrya, eco1, 188399, 0.87, 1, 0.27, 0.16, 275.83, 0, 339, 
1, Garrya, eco2, 394571, 0.8, 1, 0.62, 0.37, 199.47, 0, 365, 
1, Garrya, eco3, 248917, 0.96, 1, 0.74, 0.45, 136.14, 0, 340, 
1, GaulShal, eco1, 187968, 1, 1, 0.12, 0.07, 275.8, 0, 339, 
1, GaulShal, eco2, 394477, 0.99, 1, 0.55, 0.33, 199.49, 0, 365, 
1, GaulShal, eco3, 248694, 1, 1, 0.7, 0.42, 136.14, 0, 340, 
1, MahoNerv, eco1, 187891, 0.98, 1, 0.27, 0.16, 275.73, 0, 339, 
1, MahoNerv, eco2, 394590, 0.97, 1, 0.62, 0.37, 199.45, 0, 365, 
1, MahoNerv, eco3, 248581, 1, 1, 0.74, 0.45, 136.23, 0, 340, 
1, NothDens, eco1, 188385, 0.57, 1, 0.27, 0.16, 275.91, 0, 339, 
1, NothDens, eco2, 394098, 0.43, 1, 0.62, 0.26, 199.46, 0, 365, 
1, NothDens, eco3, 248775, 0.79, 1, 0.74, 0.44, 136.13, 0, 340, 
1, PinuJeff, eco1, 74499, 0.96, 1, 0.28, 0.17, 273.46, 0, 339, 
1, PinuJeff, eco2, 191941, 0.97, 1, 0.62, 0.37, 199.31, 0, 365, 
1, PinuJeff, eco3, 116710, 0.93, 1, 0.75, 0.45, 134.24, 0, 340, 
