Time,Month,ClimateRegionName,ClimateRegionIndex,NumSites,Precipitation,AirTemp,AvgTotalNPP_C,AvgHeteroRespiration,AvgSoilRespiration,avgNEE,Ndep,StreamN,SoilWaterContent,
1, 7, eco1, 1, 457557, 3.4, 22.3, 19.9, 3.51, 6.27, -16.39, 0, 0, 1.35, 
1, 7, eco2, 2, 903912, 4, 21.6, 37.35, 3.44, 10.07, -33.9, 0, 0, 1.56, 
1, 7, eco3, 3, 540517, 6.6, 21.5, 74.41, 7.46, 20.42, -66.96, 0, 0, 2.54, 
1, 8, eco1, 1, 457557, 0.2, 21, 5.12, 2.05, 2, -3.06, 0, 0, 1.03, 
1, 8, eco2, 2, 903912, 0.4, 20.5, 13.36, 1.87, 3.7, -11.49, 0, 0, 1.24, 
1, 8, eco3, 3, 540517, 0.5, 20.2, 40.18, 2.82, 10.86, -37.36, 0, 0, 1.97, 
1, 9, eco1, 1, 457557, 6.9, 18.7, 197.86, 19.64, 57.28, -178.22, 0, 0, 3.49, 
1, 9, eco2, 2, 903912, 12.3, 18.7, 224.41, 25.42, 60.92, -198.98, 0, 0, 6.8, 
1, 9, eco3, 3, 540517, 19, 18.4, 206.97, 27.07, 57.87, -179.91, 0, 0.01, 8.64, 
1, 10, eco1, 1, 457557, 19, 12.6, 145.65, 20.32, 44.36, -125.33, 0, 0.01, 10.56, 
1, 10, eco2, 2, 903912, 35.7, 13.6, 144.25, 15.76, 39.42, -128.5, 0, 0.03, 9.86, 
1, 10, eco3, 3, 540517, 50.1, 12.4, 119.39, 14.71, 34.03, -104.68, 0, 0.04, 5.84, 
1, 11, eco1, 1, 457557, 9.1, 8, 56.36, 13.61, 20.09, -42.74, 0, 0, 11.96, 
1, 11, eco2, 2, 903912, 15.1, 8.8, 61.6, 10.16, 18.2, -51.44, 0, 0.01, 13.53, 
1, 11, eco3, 3, 540517, 20, 7.9, 53.92, 9.77, 16.79, -44.15, 0, 0.02, 12.31, 
1, 12, eco1, 1, 457557, 25.3, 5.2, 27.19, 10.87, 11.81, -16.32, 0, 0.03, 11.62, 
1, 12, eco2, 2, 903912, 38.6, 6.5, 39.74, 8.24, 12.53, -31.5, 0, 0.02, 9.46, 
1, 12, eco3, 3, 540517, 49.3, 5.4, 28.74, 7.81, 10.11, -20.92, 0, 0.03, 6.24, 
1, 1, eco1, 1, 457557, 17.6, 6.1, 35.84, 11.36, 14.43, -24.49, 0, 0.02, 12.81, 
1, 1, eco2, 2, 903912, 28.2, 7.1, 43.93, 8.25, 13.78, -35.67, 0, 0.02, 11.99, 
1, 1, eco3, 3, 540517, 34.9, 6.2, 35.56, 7.8, 12.07, -27.76, 0, 0.02, 10.17, 
1, 2, eco1, 1, 457557, 17.7, 5.5, 30.11, 10.72, 12.83, -19.39, 0, 0.02, 12.69, 
1, 2, eco2, 2, 903912, 31.2, 6.4, 38.62, 7.69, 12.4, -30.94, 0, 0.02, 11.08, 
1, 2, eco3, 3, 540517, 37.2, 5.2, 26.67, 7.04, 9.67, -19.63, 0, 0.02, 9.1, 
1, 3, eco1, 1, 457557, 7.3, 6.5, 38.71, 11.4, 15.48, -27.32, 0, 0, 12.36, 
1, 3, eco2, 2, 903912, 12.3, 7, 43.36, 7.88, 13.81, -35.48, 0, 0.01, 13.6, 
1, 3, eco3, 3, 540517, 15.2, 5.8, 32.17, 7.08, 11.25, -25.08, 0, 0.01, 12.8, 
1, 4, eco1, 1, 457557, 5.4, 10.9, 70.03, 15.53, 25.37, -54.49, 0, 0, 10.27, 
1, 4, eco2, 2, 903912, 10.3, 10.5, 66.73, 10.03, 20.46, -56.7, 0, 0.01, 12.09, 
1, 4, eco3, 3, 540517, 13.6, 9.7, 63.07, 8.89, 20, -54.18, 0, 0.01, 11.07, 
1, 5, eco1, 1, 457557, 6.7, 13.1, 79.16, 17.88, 28.66, -61.28, 0, 0, 9.49, 
1, 5, eco2, 2, 903912, 13.1, 13.2, 78.22, 11.96, 23.82, -66.26, 0, 0.01, 10.87, 
1, 5, eco3, 3, 540517, 18.3, 12, 74.63, 10.05, 23.42, -64.58, 0, 0.01, 9.85, 
1, 6, eco1, 1, 457557, 0.4, 18.9, 72.97, 16.01, 26.19, -56.96, 0, 0, 6.8, 
1, 6, eco2, 2, 903912, 1.2, 18.3, 75.93, 12.71, 23.46, -63.22, 0, 0, 8.1, 
1, 6, eco3, 3, 540517, 1.6, 17.7, 75.95, 9.98, 23.56, -65.97, 0, 0, 7.56, 
2, 7, eco1, 1, 457557, 3.1, 23.4, 33.35, 20.34, 16.61, -13.01, 0, 0, 6.04, 
2, 7, eco2, 2, 903912, 6.5, 22.3, 54.4, 22.43, 20.63, -31.97, 0, 0, 8.28, 
2, 7, eco3, 3, 540517, 9.1, 22.5, 58.11, 17.19, 22.32, -40.92, 0, 0, 8.21, 
2, 8, eco1, 1, 457557, 0.5, 22.6, 32.25, 11.78, 12.92, -20.48, 0, 0, 4.45, 
2, 8, eco2, 2, 903912, 0.7, 22, 49.22, 12.81, 16.47, -36.41, 0, 0, 6.09, 
2, 8, eco3, 3, 540517, 1.3, 21.9, 53.98, 9.03, 17.73, -44.94, 0, 0, 6.29, 
2, 9, eco1, 1, 457557, 1.2, 18.2, 56.09, 14.81, 20.06, -41.28, 0, 0, 3.63, 
2, 9, eco2, 2, 903912, 1.9, 18.3, 67.19, 15.11, 21.73, -52.08, 0, 0, 5.05, 
2, 9, eco3, 3, 540517, 2.6, 18, 73.52, 10.88, 23.47, -62.64, 0, 0, 5.47, 
2, 10, eco1, 1, 457557, 8, 14.8, 66.54, 29.39, 28.85, -37.15, 0, 0, 6.48, 
2, 10, eco2, 2, 903912, 13.1, 14.9, 72.62, 18.63, 24.54, -53.99, 0, 0, 9.78, 
2, 10, eco3, 3, 540517, 18.3, 14.5, 77.59, 12.81, 25.65, -64.78, 0, 0.01, 10.19, 
2, 11, eco1, 1, 457557, 39.2, 7.2, 36.15, 16.02, 16.37, -20.13, 0, 0.02, 9.8, 
2, 11, eco2, 2, 903912, 61.3, 8.3, 50.27, 11.25, 16.98, -39.02, 0, 0.03, 5.42, 
2, 11, eco3, 3, 540517, 80.7, 7.1, 44.28, 7.87, 15.29, -36.41, 0, 0.03, -0.01, 
2, 12, eco1, 1, 457557, 17.5, 4.7, 18.16, 13.53, 10.76, -4.63, 0, 0.01, 13.62, 
2, 12, eco2, 2, 903912, 29.8, 6.1, 32.77, 9.77, 12.16, -23, 0, 0.01, 12.7, 
2, 12, eco3, 3, 540517, 36.5, 5, 24.26, 6.98, 9.83, -17.28, 0, 0.01, 11.3, 
2, 1, eco1, 1, 457557, 11.6, 6.2, 29.04, 15.08, 14.29, -13.96, 0, 0.01, 13.63, 
2, 1, eco2, 2, 903912, 19.7, 6.9, 38.49, 10.42, 13.91, -28.07, 0, 0.01, 13.01, 
2, 1, eco3, 3, 540517, 23.5, 6.2, 35.02, 7.62, 12.94, -27.4, 0, 0.01, 11.38, 
2, 2, eco1, 1, 457557, 29.4, 7.5, 37.93, 16.91, 17.41, -21.02, 0, 0.02, 10.3, 
2, 2, eco2, 2, 903912, 44.3, 7.8, 44.59, 11.3, 15.85, -33.29, 0, 0.02, 8.29, 
2, 2, eco3, 3, 540517, 54.1, 6.9, 41.35, 8.13, 14.83, -33.23, 0, 0.02, 5.31, 
2, 3, eco1, 1, 457557, 40.1, 7.4, 37.41, 16.79, 17.29, -20.62, 0, 0.03, 8.75, 
2, 3, eco2, 2, 903912, 67.3, 7.7, 44, 11.29, 15.75, -32.71, 0, 0.03, 4.4, 
2, 3, eco3, 3, 540517, 82.7, 6.3, 35.89, 7.86, 13.31, -28.03, 0, 0.03, 0.55, 
2, 4, eco1, 1, 457557, 9.5, 12.6, 61.91, 25.45, 27, -36.46, 0, 0, 10.37, 
2, 4, eco2, 2, 903912, 16.8, 11.9, 65.51, 15.69, 22.61, -49.82, 0, 0, 11.42, 
2, 4, eco3, 3, 540517, 22.5, 11.1, 68.52, 11.04, 23.03, -57.48, 0, 0, 11.1, 
2, 5, eco1, 1, 457557, 6.2, 15.6, 69.35, 31.13, 31.13, -38.22, 0, 0, 9.42, 
2, 5, eco2, 2, 903912, 11.1, 15.2, 75.62, 19.95, 26.37, -55.67, 0, 0, 10.21, 
2, 5, eco3, 3, 540517, 15, 14.4, 79.72, 13.81, 26.87, -65.91, 0, 0.01, 9.57, 
2, 6, eco1, 1, 457557, 10, 20.7, 60.07, 42.52, 34.34, -17.55, 0, 0, 9.08, 
2, 6, eco2, 2, 903912, 22.5, 19.6, 69.07, 26.99, 27.71, -42.08, 0, 0.01, 9.3, 
2, 6, eco3, 3, 540517, 33.2, 19.4, 74.47, 19.1, 28.28, -55.37, 0, 0.02, 7.17, 
3, 7, eco1, 1, 457557, 0.7, 21.5, 40.43, 26.86, 21.33, -13.58, 0, 0, 6.62, 
3, 7, eco2, 2, 903912, 0.6, 20.8, 52.35, 17.5, 19.45, -34.85, 0, 0, 6.74, 
3, 7, eco3, 3, 540517, 1.4, 20.7, 53.96, 9.17, 17.99, -44.79, 0, 0, 5.6, 
3, 8, eco1, 1, 457557, 2.6, 21.7, 40.02, 27.34, 21.55, -12.68, 0, 0, 5.72, 
3, 8, eco2, 2, 903912, 3.7, 21.1, 54.42, 20.89, 21.32, -33.53, 0, 0, 6.24, 
3, 8, eco3, 3, 540517, 5.4, 21, 61.69, 14.03, 22.3, -47.66, 0, 0, 6.16, 
3, 9, eco1, 1, 457557, 1.2, 21.2, 39.86, 21.47, 19.11, -18.39, 0, 0, 4.49, 
3, 9, eco2, 2, 903912, 2, 20.8, 54.62, 18.37, 20.54, -36.25, 0, 0, 5.2, 
3, 9, eco3, 3, 540517, 3.3, 20.9, 62.51, 13.94, 22.52, -48.57, 0, 0, 5.66, 
3, 10, eco1, 1, 457557, 13.3, 13.3, 55.34, 32.31, 27.68, -23.03, 0, 0, 9.74, 
3, 10, eco2, 2, 903912, 22.4, 13.7, 68.05, 21.73, 25.3, -46.32, 0, 0.01, 11.39, 
3, 10, eco3, 3, 540517, 30.4, 12.9, 74.94, 14.41, 25.93, -60.53, 0, 0.01, 9.63, 
3, 11, eco1, 1, 457557, 22.3, 7.7, 34.4, 20.73, 18, -13.67, 0, 0.02, 12.15, 
3, 11, eco2, 2, 903912, 36.6, 8.8, 51.31, 15.08, 19.05, -36.23, 0, 0.02, 9.99, 
3, 11, eco3, 3, 540517, 47.4, 7.7, 49.85, 10.34, 17.95, -39.51, 0, 0.02, 6.98, 
3, 12, eco1, 1, 457557, 36.6, 7.1, 29.99, 19.77, 16.58, -10.21, 0, 0.03, 9.28, 
3, 12, eco2, 2, 903912, 56.4, 7.7, 42.1, 14.13, 16.57, -27.97, 0, 0.02, 6.46, 
3, 12, eco3, 3, 540517, 69.5, 7, 41.99, 10.04, 15.94, -31.95, 0, 0.02, 3.03, 
