SimulationYear,TotalBurnedSitesAccidental,TotalBurnedSitesLightning,TotalBurnedSitesRx,NumberFiresAccidental,NumberFiresLightning,NumberFiresRx,TotalBiomassMortalityAccidental,TotalBiomassMortalityLightning,TotalBiomassMortalityRx,
1, 53433, 50385, 780, 5, 3, 5, 1043212706, 955467210, 16730603, 
2, 30620, 38265, 780, 2, 3, 5, 344429629, 563462296, 10770527, 
3, 43089, 143108, 780, 3, 5, 5, 689997516, 2092267702, 10899631, 
4, 24010, 87648, 780, 4, 5, 5, 192470606, 878098336, 10691396, 
5, 77452, 164911, 780, 6, 5, 5, 1037387249, 1251219148, 8206446, 
6, 26696, 63414, 780, 5, 5, 5, 257054701, 448694822, 9298643, 
7, 75627, 96163, 780, 3, 6, 5, 752294946, 596547523, 8110431, 
8, 1156, 36356, 780, 1, 3, 5, 22567593, 237769882, 8686778, 
9, 133579, 109346, 780, 6, 4, 5, 967241680, 525481922, 12381579, 
10, 38790, 103721, 780, 1, 3, 5, 195299299, 401360602, 8982260, 
11, 0, 125614, 780, 0, 6, 5, 0, 876912206, 7823402, 
12, 40122, 126962, 780, 1, 7, 5, 255729964, 422652150, 7243007, 
13, 59428, 131287, 780, 4, 5, 5, 300427577, 587459101, 7711975, 
14, 301, 85047, 780, 2, 4, 5, 601509, 410424475, 6305307, 
15, 90871, 3917, 780, 4, 1, 5, 403227471, 310312, 6252308, 
16, 164784, 143181, 780, 9, 4, 5, 1324847043, 455847260, 7220861, 
17, 108709, 49260, 780, 3, 2, 5, 1094511959, 76684976, 8230493, 
18, 75855, 65229, 780, 5, 4, 5, 352552505, 52351196, 13855470, 
19, 31078, 97052, 780, 1, 9, 5, 18694429, 146388692, 6935015, 
20, 6851, 137378, 780, 2, 4, 5, 2906139, 218100608, 8508948, 
21, 54989, 45213, 780, 8, 4, 5, 96201835, 48107687, 9427576, 
22, 12775, 68090, 780, 2, 3, 5, 108543930, 63649268, 6372960, 
23, 30209, 125230, 780, 2, 7, 5, 10031680, 291338716, 6882921, 
24, 127795, 95034, 780, 5, 5, 5, 706584800, 71804016, 6472877, 
25, 44179, 192697, 780, 3, 9, 5, 25566896, 618927848, 4908425, 
26, 63800, 103419, 780, 6, 5, 5, 105477631, 92111635, 8617072, 
27, 48837, 26206, 780, 2, 1, 5, 208933966, 13056859, 4067649, 
28, 74964, 158113, 780, 3, 7, 5, 155663687, 496296484, 8100201, 
29, 65818, 91521, 780, 5, 3, 5, 178536426, 68664013, 7251052, 
30, 51, 43373, 780, 1, 3, 5, 846378, 23237866, 6273942, 
31, 88886, 160034, 780, 7, 9, 5, 185268340, 227648963, 2735266, 
32, 54960, 137205, 780, 1, 7, 5, 184063177, 166116804, 11797311, 
33, 38317, 83895, 780, 3, 6, 5, 215524522, 43975759, 7366949, 
34, 105793, 110856, 780, 6, 6, 5, 507148625, 98518074, 4872856, 
35, 127118, 118334, 780, 5, 4, 5, 442708719, 83396001, 4298145, 
36, 72454, 67184, 780, 2, 3, 5, 113542342, 29868022, 9772025, 
37, 166239, 161481, 780, 5, 5, 5, 414379103, 284074941, 7874922, 
38, 88065, 83130, 780, 3, 3, 5, 53601016, 54941675, 2195926, 
39, 62283, 179283, 780, 2, 5, 5, 129162512, 86792836, 10364694, 
40, 61530, 90740, 780, 5, 6, 5, 44673838, 56919422, 7001877, 
41, 52535, 16723, 780, 5, 1, 5, 58914508, 4069228, 10757950, 
42, 42400, 41092, 780, 6, 5, 5, 57265509, 16493621, 9350174, 
43, 56121, 108607, 780, 5, 4, 5, 24290573, 736939042, 5694210, 
44, 36743, 140318, 780, 3, 5, 5, 104404044, 281069998, 8652333, 
45, 138539, 94305, 780, 6, 2, 5, 191927565, 53336713, 11388167, 
46, 84538, 62774, 780, 6, 4, 5, 71837718, 45955456, 5264441, 
47, 71144, 87172, 780, 5, 7, 5, 67774703, 107330850, 6058053, 
48, 67296, 73761, 780, 7, 8, 5, 76922294, 44200579, 2843189, 
49, 49599, 152306, 780, 3, 7, 5, 151672116, 264077427, 2602859, 
50, 127494, 111008, 780, 9, 8, 5, 181449943, 66213691, 8456304, 
51, 67269, 188941, 780, 8, 12, 5, 103981758, 217742411, 7284579, 
