Time,EcoName,NumActiveSites,AboveGroundBiomass_ArbuMenz,AboveGroundBiomass_Arctosta,AboveGroundBiomass_CaloDecu,AboveGroundBiomass_Ceanothu,AboveGroundBiomass_ChryChry,AboveGroundBiomass_Frangula,AboveGroundBiomass_Garrya,AboveGroundBiomass_GaulShal,AboveGroundBiomass_MahoNerv,AboveGroundBiomass_NothDens,AboveGroundBiomass_PinuJeff,AboveGroundBiomass_PinuLamb,AboveGroundBiomass_PinuMont,AboveGroundBiomass_PseuMenz,AboveGroundBiomass_Quercus,AboveGroundBiomass_Rhododen,AboveGroundBiomass_Rubus,AboveGroundBiomass_Vacciniu,AboveGroundBiomass_WhipMode,
0, nodata, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
0, eco1, 457557, 1782.88291950511, 717.054371367939, 1247.75054255535, 295.535240418134, 179.414853231401, 3.46960706534924, 21.0788120387187, 258.461389509941, 137.524323745457, 2186.09674423077, 774.95108587564, 1290.29086430762, 52.754572654336, 10350.2206195075, 106.069138926953, 66.3589694835835, 9.60972949818274, 254.620755446862, 22.9876605537671, 
0, eco2, 903912, 1181.23358247263, 612.230386365044, 735.303871394561, 171.805620458629, 137.517926523821, 10.4246054925701, 30.7467131756189, 228.833969457204, 150.747345980582, 1665.17928183274, 397.949579162573, 1002.8076980945, 464.644348122384, 11309.4948479498, 359.849847109011, 102.641653169778, 26.1445129614387, 438.234731920806, 30.7036171662728, 
0, eco3, 540517, 739.452540808152, 658.094354109121, 538.499494002964, 257.757267579003, 126.686416893456, 9.26023233311811, 40.6674221162332, 173.829109907736, 125.72916670521, 1021.14002334802, 506.523959468435, 739.306530599408, 447.68869989288, 9716.63291441342, 324.816438705906, 59.0107286172313, 19.2234508812859, 192.392883110059, 19.9173124989593, 
10, nodata, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
10, eco1, 457557, 553.017995572136, 278.191490896216, 1094.34354626855, 123.387079642536, 58.0837622416442, 1.23871561357383, 10.5828235607804, 13.9576446213259, 0.295580659895926, 584.292256483892, 696.195287144552, 543.611451687986, 53.4435797070092, 4650.37748520949, 45.8911042777184, 2.29347163304244, 0.998212244594663, 51.4473103897438, 3.12653942568904, 
10, eco2, 903912, 824.109939905655, 337.400865349724, 1043.24272606183, 110.690237545248, 93.1082505819151, 6.79593146235474, 17.714371531742, 23.0571604315464, 7.98030671127278, 896.838423430599, 616.659242271372, 718.199238421439, 400.413830107356, 9778.31448857854, 199.96930453407, 35.5665695333174, 7.26645292904619, 198.947151935144, 6.69867641982848, 
10, eco3, 540517, 747.506335600915, 445.224707085994, 1299.07270446628, 193.88540045919, 126.112014978252, 7.30280083697645, 31.4566683379061, 27.368536049745, 2.26962889233826, 909.397410257217, 950.853242358705, 763.94060871351, 533.027749358485, 11966.2002860225, 256.854868579527, 30.8028720650784, 8.24093784284306, 120.336080086288, 9.78495958498993, 
20, nodata, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
20, eco1, 457557, 314.005780700547, 341.964579276462, 964.074270528043, 48.5481000181398, 26.7289867710471, 0.976247768037643, 7.5296607854322, 0.423337420255837, 0.277860463286541, 280.275889124197, 664.761496381872, 296.423173506252, 34.1564985346088, 3009.55432000822, 53.2092591742668, 1.09606671955625, 0.638895263322384, 21.4341601155703, 1.45626883645098, 
