Time,Month,ClimateRegionName,ClimateRegionIndex,NumSites,Precipitation,AirTemp,AvgTotalNPP_C,AvgHeteroRespiration,AvgSoilRespiration,avgNEE,Ndep,StreamN,SoilWaterContent,
1, 7, eco1, 1, 457557, 3.4, 22.3, 20.56, 3.3, 6.39, -17.26, 0, 0, 1.35, 
1, 7, eco2, 2, 903912, 4, 21.6, 37.79, 3.23, 10.18, -34.56, 0, 0, 1.56, 
1, 7, eco3, 3, 540517, 6.6, 21.5, 76.26, 7.22, 20.86, -69.03, 0, 0, 2.53, 
1, 8, eco1, 1, 457557, 0.2, 21, 5.27, 1.92, 2.02, -3.34, 0, 0, 1.03, 
1, 8, eco2, 2, 903912, 0.4, 20.5, 13.52, 1.75, 3.74, -11.77, 0, 0, 1.24, 
1, 8, eco3, 3, 540517, 0.5, 20.2, 41.18, 2.71, 11.11, -38.47, 0, 0, 1.97, 
1, 9, eco1, 1, 457557, 6.9, 18.7, 204.53, 18.46, 58.75, -186.08, 0, 0, 3.48, 
1, 9, eco2, 2, 903912, 12.3, 18.7, 228.41, 23.87, 61.9, -204.54, 0, 0, 6.8, 
1, 9, eco3, 3, 540517, 19, 18.4, 212.36, 26.17, 59.11, -186.19, 0, 0.01, 8.64, 
1, 10, eco1, 1, 457557, 19, 12.6, 150.32, 19.15, 45.33, -131.17, 0, 0.01, 10.56, 
1, 10, eco2, 2, 903912, 35.7, 13.6, 147.38, 14.73, 40.16, -132.64, 0, 0.03, 9.86, 
1, 10, eco3, 3, 540517, 50.1, 12.4, 122.66, 14.14, 34.78, -108.52, 0, 0.04, 5.84, 
1, 11, eco1, 1, 457557, 9.1, 8, 58.36, 12.9, 20.5, -45.45, 0, 0, 11.96, 
1, 11, eco2, 2, 903912, 15.1, 8.8, 62.81, 9.57, 18.47, -53.24, 0, 0.01, 13.53, 
1, 11, eco3, 3, 540517, 20, 7.9, 55.37, 9.41, 17.11, -45.96, 0, 0.01, 12.31, 
1, 12, eco1, 1, 457557, 25.3, 5.2, 28.2, 10.32, 12.01, -17.88, 0, 0.02, 11.62, 
1, 12, eco2, 2, 903912, 38.6, 6.5, 40.36, 7.78, 12.66, -32.58, 0, 0.02, 9.46, 
1, 12, eco3, 3, 540517, 49.3, 5.4, 29.46, 7.52, 10.27, -21.94, 0, 0.03, 6.24, 
1, 1, eco1, 1, 457557, 17.6, 6.1, 37.17, 10.75, 14.69, -26.42, 0, 0.02, 12.81, 
1, 1, eco2, 2, 903912, 28.2, 7.1, 44.64, 7.75, 13.93, -36.88, 0, 0.02, 11.99, 
1, 1, eco3, 3, 540517, 34.9, 6.2, 36.47, 7.47, 12.26, -29, 0, 0.02, 10.17, 
1, 2, eco1, 1, 457557, 17.7, 5.5, 31.23, 10.14, 13.04, -21.09, 0, 0.02, 12.69, 
1, 2, eco2, 2, 903912, 31.2, 6.4, 39.22, 7.21, 12.51, -32, 0, 0.02, 11.08, 
1, 2, eco3, 3, 540517, 37.2, 5.2, 27.34, 6.73, 9.81, -20.61, 0, 0.02, 9.1, 
1, 3, eco1, 1, 457557, 7.3, 6.5, 40.12, 10.74, 15.74, -29.39, 0, 0, 12.36, 
1, 3, eco2, 2, 903912, 12.3, 7, 44.05, 7.36, 13.94, -36.69, 0, 0, 13.6, 
1, 3, eco3, 3, 540517, 15.2, 5.8, 32.98, 6.74, 11.42, -26.24, 0, 0.01, 12.8, 
1, 4, eco1, 1, 457557, 5.4, 10.9, 72.36, 14.48, 25.75, -57.88, 0, 0, 10.27, 
1, 4, eco2, 2, 903912, 10.3, 10.5, 68.08, 9.25, 20.73, -58.83, 0, 0, 12.09, 
1, 4, eco3, 3, 540517, 13.6, 9.7, 64.73, 8.34, 20.35, -56.39, 0, 0.01, 11.07, 
1, 5, eco1, 1, 457557, 6.7, 13.1, 81.83, 16.59, 29.05, -65.24, 0, 0, 9.49, 
1, 5, eco2, 2, 903912, 13.1, 13.2, 79.72, 10.93, 24.08, -68.79, 0, 0.01, 10.87, 
1, 5, eco3, 3, 540517, 18.3, 12, 76.62, 9.35, 23.82, -67.27, 0, 0.01, 9.85, 
1, 6, eco1, 1, 457557, 0.4, 18.9, 75.56, 14.76, 26.54, -60.8, 0, 0, 6.8, 
1, 6, eco2, 2, 903912, 1.2, 18.3, 77.1, 11.58, 23.62, -65.51, 0, 0, 8.1, 
1, 6, eco3, 3, 540517, 1.6, 17.7, 77.92, 9.21, 23.93, -68.71, 0, 0, 7.56, 
2, 7, eco1, 1, 457557, 3.1, 23.4, 40.3, 14.56, 17.2, -25.74, 0, 0, 6.04, 
