Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 1533.5, 18275.9, 0, 4, 126.3, 
1, -734.1, 1613.5, 17115.6, 663.7, 0.48, 955.1, 
2, -532.3, 1701, 16541.9, 534.5, 0.45, 1385.1, 
3, -482.6, 1821.6, 15684.5, 528.4, 0.42, 1815.2, 
4, -411.8, 1948.5, 15310.4, 480.6, 0.4, 2051.4, 
5, -360.6, 2079.5, 15009.5, 450.2, 0.35, 2231.6, 
6, -333.6, 2233.7, 14741.1, 464.7, 0.38, 2377.2, 
7, -327.9, 2413.2, 14533.4, 512.7, 0.4, 2481, 
8, -331.5, 2574.8, 14497.7, 509.9, 0.36, 2549.3, 
9, -293.2, 2725.9, 14303.1, 470.8, 0.36, 2648.1, 
10, -295.2, 2875.1, 14343.6, 476.2, 0.41, 2680.2, 
11, -196.4, 3042.7, 14198.6, 461.2, 0.38, 2691.8, 
12, -256.1, 3173.7, 14227.6, 449.8, 0.35, 2726.9, 
13, -207.3, 3321.8, 14103.3, 464.6, 0.39, 2758.2, 
14, -234.1, 3460.6, 14333.7, 479.5, 0.4, 2717, 
15, -248.2, 3594.3, 14194.1, 500.9, 0.4, 2765.3, 
16, -191.9, 3715.4, 13961, 439.2, 0.4, 2833.1, 
17, -108, 3850.7, 13254.2, 424.9, 0.47, 2949.1, 
18, -173.8, 3977.1, 13342, 445.4, 0.48, 2916.8, 
19, -124, 4093.8, 13337, 407.7, 0.48, 2890.1, 
20, -159.9, 4213.1, 13438.1, 469.7, 0.5, 2841.8, 
21, -168.3, 4323.6, 13590.2, 474.3, 0.51, 2799.8, 
22, -144.4, 4435.7, 13462.6, 511.1, 0.54, 2795.7, 
23, -107.8, 4533.6, 13507.2, 462.4, 0.57, 2743.4, 
24, -174.2, 4618.8, 13621.9, 464.1, 0.59, 2733.6, 
25, -87.6, 4701.7, 13366.8, 408.8, 0.61, 2762.3, 
26, -120.7, 4789.1, 13470.5, 458, 0.66, 2722.9, 
27, -166.7, 4864.7, 13613.8, 466.4, 0.67, 2708.7, 
28, -136.5, 4941.5, 13773.4, 470.8, 0.68, 2673.1, 
29, -93.2, 5010.3, 13803, 414.3, 0.69, 2660, 
30, -100.5, 5076.7, 13890.8, 450, 0.72, 2624, 
31, -113.2, 5133.2, 13830.2, 377.7, 0.75, 2664.5, 
32, -101.5, 5191.4, 13571.7, 412.2, 0.8, 2737.7, 
33, -105.6, 5256.3, 13693.3, 449.4, 0.82, 2704, 
34, -122, 5320.1, 13691.9, 454.3, 0.86, 2718.5, 
35, -74.1, 5381, 13686.1, 438.1, 0.92, 2693.5, 
36, -96.4, 5437.5, 13805.7, 452.8, 0.98, 2660.3, 
37, -77.3, 5490.4, 13626.2, 446.6, 1.05, 2700.7, 
38, -142.5, 5545.3, 13817.6, 508.4, 1.14, 2670.2, 
39, -26.8, 5595.8, 13612.4, 483.6, 1.27, 2665.9, 
40, -91.1, 5637.7, 13646.1, 427, 1.29, 2649.4, 
41, -73, 5682.1, 13823.2, 496.9, 1.48, 2583.6, 
42, -70.1, 5718.2, 13876.9, 413.6, 1.48, 2571.3, 
43, -78.8, 5750.6, 13531.7, 405.8, 1.58, 2671.7, 
44, -116.8, 5795.2, 13534.6, 444.6, 1.64, 2697.4, 
45, -67.2, 5843.9, 13561.3, 439.2, 1.63, 2672.3, 
46, -63.7, 5884.5, 13660.4, 455.4, 1.7, 2635.2, 
47, -127.8, 5921.6, 13747.2, 456.4, 1.76, 2646.2, 
48, -71.1, 5958.6, 13768.2, 403.6, 1.88, 2647.5, 
49, -84.3, 5998.5, 13570.1, 464.2, 1.95, 2703.4, 
50, -31.1, 6034.4, 13504, 363.6, 1.98, 2698.8, 
51, -19.7, 6069.5, 13502, 394.8, 2.08, 2674.2, 
