SimulationYear,TotalBurnedSitesAccidental,TotalBurnedSitesLightning,TotalBurnedSitesRx,NumberFiresAccidental,NumberFiresLightning,NumberFiresRx,TotalBiomassMortalityAccidental,TotalBiomassMortalityLightning,TotalBiomassMortalityRx,
1, 62856, 58838, 7005, 4, 2, 15, 1442317067, 1058972489, 91213764, 
2, 67210, 60363, 7005, 5, 4, 15, 944463085, 909968377, 111813614, 
3, 104736, 81069, 7005, 3, 3, 15, 1277040047, 1120326467, 91968974, 
4, 75290, 65064, 7005, 5, 3, 15, 571223859, 731767311, 105272128, 
5, 65798, 74589, 7005, 4, 4, 15, 455339236, 565402765, 90063841, 
6, 45866, 94045, 7005, 8, 9, 15, 281234543, 738811502, 94517919, 
7, 80260, 97726, 7005, 3, 3, 15, 312464875, 738502423, 82375182, 
8, 7871, 86350, 7005, 2, 5, 15, 3247039, 680277317, 70407082, 
9, 18230, 139367, 7005, 3, 9, 15, 80872469, 764115649, 75050500, 
10, 41264, 87888, 7005, 1, 6, 15, 137746728, 255505676, 55717594, 
11, 42198, 84240, 7005, 2, 3, 15, 282087469, 412476568, 75567581, 
12, 21384, 97705, 7005, 4, 5, 15, 90108537, 285336720, 72612124, 
13, 83118, 63045, 7005, 4, 4, 15, 469021010, 243433717, 54278437, 
14, 236, 35838, 7005, 1, 3, 15, 3815098, 53576078, 51179333, 
15, 58178, 111809, 7005, 1, 3, 15, 535818924, 190796288, 39250582, 
16, 123258, 41132, 7005, 7, 3, 15, 747641686, 54498780, 69410172, 
17, 132877, 158013, 7005, 3, 9, 15, 856105796, 836643477, 67655063, 
18, 3, 96927, 7005, 1, 4, 15, 48535, 223657354, 80970652, 
19, 63250, 25020, 7005, 3, 2, 15, 248167314, 52410242, 59645889, 
20, 37017, 139555, 7005, 2, 5, 15, 74912046, 150298929, 59613887, 
21, 68635, 29041, 7005, 7, 4, 15, 155921760, 31124100, 39918393, 
22, 84010, 128180, 7005, 6, 4, 15, 406822266, 385993267, 62577952, 
23, 45471, 130177, 7005, 4, 5, 15, 32784737, 298435167, 50293501, 
24, 65828, 104103, 7005, 6, 6, 15, 107808934, 59750741, 75303856, 
25, 130851, 130223, 7005, 4, 5, 15, 427844501, 252598580, 66341331, 
26, 60013, 107362, 7005, 5, 4, 15, 74031460, 131165771, 54299513, 
27, 49262, 54, 7005, 3, 1, 15, 146542221, 44394, 38156656, 
28, 40605, 99290, 7005, 3, 7, 15, 51008142, 50235584, 43714142, 
29, 30565, 118961, 7005, 1, 9, 15, 111396470, 65914481, 49477942, 
30, 41689, 71035, 7005, 5, 5, 15, 70105765, 28329623, 69033933, 
31, 105766, 147808, 6543, 7, 10, 15, 164179667, 120815980, 26600830, 
32, 0, 182088, 7005, 0, 6, 15, 0, 709262113, 74945096, 
33, 63809, 18527, 7005, 6, 3, 15, 90964172, 4805404, 58249862, 
34, 76366, 178941, 7005, 6, 6, 15, 146679931, 188054476, 54997279, 
35, 45816, 137624, 7005, 2, 5, 15, 198514029, 58845134, 60065396, 
36, 54809, 104982, 7005, 1, 5, 15, 17869952, 31564365, 91130014, 
37, 69051, 210593, 7005, 6, 10, 15, 400504232, 236631557, 48838721, 
38, 118830, 37898, 7005, 6, 1, 15, 82047188, 7887742, 33814756, 
39, 155359, 50426, 7005, 7, 3, 15, 747443766, 8980621, 63168480, 
40, 44522, 41957, 7005, 9, 8, 15, 82908500, 10054710, 52644905, 
41, 51973, 40477, 7005, 8, 4, 15, 48033446, 15395249, 29649862, 
42, 14622, 61982, 7005, 2, 6, 15, 28168495, 9382474, 72820119, 
43, 18654, 161084, 6818, 4, 5, 15, 38814227, 782621229, 60619823, 
44, 72663, 111680, 6566, 5, 5, 15, 227712909, 61495868, 35301252, 
45, 75677, 108877, 7005, 2, 4, 15, 75724813, 74434719, 57455771, 
46, 30566, 106883, 7005, 4, 6, 15, 90212507, 33397612, 32012432, 
47, 89746, 17371, 7005, 6, 1, 15, 113068579, 6968350, 54672619, 
48, 31532, 119026, 7005, 4, 9, 15, 42681471, 65287924, 41928108, 
49, 157727, 99226, 7005, 6, 4, 15, 682796276, 21923006, 41567690, 
50, 62509, 131734, 7005, 8, 8, 15, 142384926, 46634660, 36679157, 
51, 71976, 134840, 7005, 3, 9, 15, 120386303, 40638354, 28720630, 
