Time,EcoregionName,EcoregionIndex,TAP,MAT,BeginGrow,EndGrow,PDSI,
2020, eco1, 1, 108.41, 11.6, 20, 284, 0, 
2021, eco1, 1, 99.7, 11.3, 67, 298, 0, 
2022, eco1, 1, 161.16, 12.03, 0, 365, 0, 
2023, eco1, 1, 178.73, 13.34, 0, 365, 0, 
2024, eco1, 1, 137.67, 12.99, 0, 315, 0, 
2025, eco1, 1, 192.44, 12.81, 0, 336, 0, 
2026, eco1, 1, 169.12, 12.98, 0, 285, 0, 
2027, eco1, 1, 148.17, 13.2, 20, 311, 0, 
2028, eco1, 1, 156.01, 13.49, 0, 312, 0, 
2029, eco1, 1, 161.98, 12.67, 0, 289, 0, 
2030, eco1, 1, 155.6, 12.18, 25, 280, 0, 
2031, eco1, 1, 140.9, 12.89, 50, 351, 0, 
2032, eco1, 1, 249.37, 12.34, 0, 337, 0, 
2033, eco1, 1, 172.52, 13.81, 0, 315, 0, 
2034, eco1, 1, 251.21, 13.13, 0, 320, 0, 
2035, eco1, 1, 178.15, 14.61, 0, 282, 0, 
2036, eco1, 1, 127.4, 13.79, 0, 365, 0, 
2037, eco1, 1, 164.4, 13.74, 0, 331, 0, 
2038, eco1, 1, 187.04, 12.87, 0, 365, 0, 
2039, eco1, 1, 139.5, 14.89, 0, 345, 0, 
2040, eco1, 1, 183.07, 12.36, 0, 312, 0, 
2041, eco1, 1, 183.54, 12.88, 0, 365, 0, 
2042, eco1, 1, 176.19, 12.92, 21, 308, 0, 
2043, eco1, 1, 242.5, 12.39, 77, 308, 0, 
2044, eco1, 1, 182.92, 11.86, 22, 319, 0, 
2045, eco1, 1, 133.26, 13.3, 15, 321, 0, 
2046, eco1, 1, 202.95, 13.61, 0, 365, 0, 
2047, eco1, 1, 172.5, 14.14, 0, 326, 0, 
2048, eco1, 1, 153.41, 12.55, 53, 320, 0, 
2049, eco1, 1, 173.16, 13.23, 0, 312, 0, 
2050, eco1, 1, 225.76, 12.76, 0, 309, 0, 
2051, eco1, 1, 240.39, 14.05, 0, 346, 0, 
2052, eco1, 1, 103.02, 14.24, 0, 318, 0, 
2053, eco1, 1, 168.31, 13.59, 0, 365, 0, 
2054, eco1, 1, 127.56, 14.06, 0, 278, 0, 
2055, eco1, 1, 170.35, 13.77, 0, 322, 0, 
2056, eco1, 1, 179.36, 14.42, 0, 365, 0, 
2057, eco1, 1, 207.71, 14.24, 0, 365, 0, 
2058, eco1, 1, 281.79, 14.23, 0, 365, 0, 
2059, eco1, 1, 226.77, 14.52, 0, 365, 0, 
2060, eco1, 1, 192.21, 14.33, 0, 365, 0, 
2061, eco1, 1, 215.26, 12.83, 0, 336, 0, 
2062, eco1, 1, 147.47, 13.62, 0, 365, 0, 
2063, eco1, 1, 147.38, 14.41, 19, 315, 0, 
2064, eco1, 1, 179.95, 14.84, 0, 365, 0, 
2065, eco1, 1, 108.09, 15, 0, 365, 0, 
2066, eco1, 1, 223.06, 15.42, 0, 290, 0, 
2067, eco1, 1, 149.57, 15.96, 0, 365, 0, 
2068, eco1, 1, 183.26, 15.1, 0, 365, 0, 
2069, eco1, 1, 155.53, 15.05, 0, 365, 0, 
2070, eco1, 1, 172.03, 14.38, 0, 365, 0, 
2020, eco2, 2, 192.11, 12.08, 0, 333, 0, 
2021, eco2, 2, 164.01, 11.75, 45, 307, 0, 
2022, eco2, 2, 272.89, 12.37, 0, 365, 0, 
2023, eco2, 2, 290.79, 13.32, 0, 365, 0, 
2024, eco2, 2, 238.75, 13, 0, 365, 0, 
2025, eco2, 2, 327.51, 12.92, 0, 347, 0, 
2026, eco2, 2, 284.93, 13.03, 0, 365, 0, 
2027, eco2, 2, 247.89, 13.12, 0, 317, 0, 
2028, eco2, 2, 271.5, 13.39, 0, 319, 0, 
2029, eco2, 2, 269.57, 12.89, 0, 365, 0, 
2030, eco2, 2, 256.79, 12.47, 16, 290, 0, 
2031, eco2, 2, 236.8, 12.9, 0, 365, 0, 
2032, eco2, 2, 405.25, 12.62, 0, 349, 0, 
2033, eco2, 2, 266.94, 13.6, 0, 365, 0, 
2034, eco2, 2, 406.07, 13.09, 0, 365, 0, 
2035, eco2, 2, 293.63, 14.11, 0, 365, 0, 
2036, eco2, 2, 212.87, 13.6, 0, 365, 0, 
2037, eco2, 2, 279.33, 13.57, 0, 340, 0, 
2038, eco2, 2, 314.08, 12.99, 0, 365, 0, 
2039, eco2, 2, 227.99, 14.44, 0, 365, 0, 
2040, eco2, 2, 299.04, 12.64, 0, 317, 0, 
2041, eco2, 2, 302.61, 12.97, 0, 365, 0, 
2042, eco2, 2, 293.25, 13.04, 0, 314, 0, 
2043, eco2, 2, 403.36, 12.62, 0, 314, 0, 
2044, eco2, 2, 313.06, 12.36, 0, 326, 0, 
2045, eco2, 2, 226.45, 13.36, 0, 331, 0, 
2046, eco2, 2, 334.01, 13.49, 0, 365, 0, 
2047, eco2, 2, 282.49, 13.99, 0, 334, 0, 
2048, eco2, 2, 259.49, 12.78, 0, 349, 0, 
2049, eco2, 2, 290.56, 13.37, 0, 365, 0, 
2050, eco2, 2, 371.84, 13.02, 0, 316, 0, 
2051, eco2, 2, 377.56, 13.99, 0, 365, 0, 
2052, eco2, 2, 175.61, 13.95, 0, 343, 0, 
2053, eco2, 2, 275.49, 13.58, 0, 365, 0, 
2054, eco2, 2, 216.28, 13.85, 0, 365, 0, 
