Time,ClimateRegionName,ClimateRegionIndex,NumSites,NEEC,SOMTC,AGB,AG_NPPC,BG_NPPC,Litterfall,AgeMortality,MineralN,TotalN,GrossMineralization,C_LiveLeaf,C_LiveFRoot,C_LiveWood,C_LiveCRoot,C_DeadWood,C_DeadCRoot,C_DeadLeaf_Struc,C_DeadLeaf_Meta,C_DeadFRoot_Struc,C_DeadFRoot_Meta,C_SOM1surf,C_SOM1soil,C_SOM2,C_SOM3,N_Leaf,N_FRoot,N_Wood,N_CRoot,N_DeadWood,N_DeadCRoot,N_DeadLeaf_Struc,N_DeadLeaf_Meta,N_DeadFRoot_Struc,N_DeadFRoot_Meta,N_SOM1surf,N_SOM1soil,N_SOM2,N_SOM3,SurfStrucNetMin,SurfMetaNetMin,SoilStrucNetMin,SoilMetaNetMin,SOM1surfNetMin,SOM1soilNetMin,SOM2NetMin,SOM3NetMin,TotalNdep,LeachedC,LeachedN,FireCEfflux,FireNEfflux,Nuptake,Nresorbed,TotalSoilN,Nvol,FrassC,
0, eco1, 1, 457557, 0, 3106.7, 19757.1, 0, 0, 0, 0, 4, 263, 0, 0, 0, 9285.9, 1608, 100, 517.4, 84.2, 14.9, 0, 0, 31.1, 62.1, 1833, 1180.6, 0, 0, 23.2, 8.8, 0.5, 2.6, 0.4, 1.5, 0, 0, 3.1, 6.2, 73.3, 139.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 227.9, 0, 0, 
0, eco2, 2, 903912, 0, 832.9, 19056.5, 0, 0, 0, 0, 4, 99.3, 0, 0, 0, 8956.6, 1594.1, 121.7, 548.4, 102.4, 18.1, 0, 0, 8.3, 16.7, 491.4, 316.5, 0, 0, 22, 8.2, 0.6, 2.7, 0.5, 1.8, 0, 0, 0.8, 1.7, 19.7, 37.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65.8, 0, 0, 
0, eco3, 3, 540517, 0, 1373.4, 15716.6, 0, 0, 0, 0, 4, 132.9, 0, 0, 0, 7386.8, 1327.1, 156.4, 463.4, 131.6, 23.2, 0, 0, 13.7, 27.5, 810.3, 521.9, 0, 0, 18.1, 6.6, 0.8, 2.3, 0.7, 2.3, 0, 0, 1.4, 2.7, 32.4, 61.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105.1, 0, 0, 
1, eco1, 1, 457557, -604.1, 3175.1, 16256.6, 591, 171, 12.8, 279.1, 0.75, 260, 3.2, 105.4, 73.2, 7531.4, 1316.6, 1420.4, 611.6, 12.1, 14.1, 3.3, 3.3, 116, 101.8, 1777, 1180.3, 2.3, 1.4, 18.9, 7.2, 3.8, 3.1, 0.1, 1, 0, 0.1, 2.9, 9.1, 70.2, 139.3, 0.1, 0.2, 0, 0, 0.3, 0.4, 0, 0, 0.05, 0.04, 0.08, 27.3, 0.7, 4.4, 0.1, 223.4, 0.03, 0, 
1, eco2, 2, 903912, -813.1, 915.9, 18549.7, 710.8, 205.8, 17.1, 346.4, 0.34, 100.7, 1.5, 125.1, 86.9, 8583.3, 1542.7, 827.8, 618, 13.6, 18.7, 4.2, 4.3, 86.9, 31, 481.6, 316.4, 2.7, 1.7, 21, 7.9, 2.4, 3.1, 0.1, 1.4, 0, 0.2, 1.3, 2.4, 18.8, 37.3, 0.2, 0.3, 0, 0, 0.1, 0.1, 0.1, 0, 0.05, 0.04, 0.09, 3.7, 0.1, 4.4, 0.2, 61.9, 0.02, 0, 
1, eco3, 3, 540517, -741.7, 1447.9, 15910.7, 663.6, 192.5, 15.9, 293.3, 0.4, 134.3, 2.1, 116.9, 81.4, 7345.9, 1337.6, 680, 515.1, 16.4, 22.1, 4, 4.2, 97.7, 45.7, 782.7, 521.7, 2.5, 1.6, 17.9, 6.6, 2.2, 2.6, 0.1, 1.8, 0, 0.2, 1.9, 4, 31, 61.6, 0.3, 0.4, 0, 0, 0.2, 0.2, 0.1, 0, 0.05, 0.11, 0.16, 0, 0, 4.6, 0.2, 100.9, 0.02, 0, 
2, eco1, 1, 457557, -415.7, 3256.8, 15605.5, 483, 137.3, 32, 258.9, 0.68, 261.3, 4.1, 165.5, 114.9, 7166.3, 1258.9, 1774.3, 644.3, 11.2, 21.2, 9.5, 10, 194.2, 151.7, 1731, 1180, 3.5, 2.1, 18, 6.8, 4.7, 3.2, 0.1, 1, 0, 0.4, 3, 11.9, 66.6, 139.2, 0, 0.1, 0, 0, 0.4, 0.7, 0.4, 0.1, 0.05, 0.16, 0.1, 15.4, 0.2, 1.9, 0.3, 222.9, 0.01, 0, 
2, eco2, 2, 903912, -615.4, 1010.1, 18082.7, 583.3, 166.9, 38.8, 327.8, 0.33, 104.2, 1.9, 200.3, 139.2, 8294.6, 1495.8, 1286.2, 665.5, 13.4, 25.5, 11.3, 11.9, 147.4, 55.6, 490.8, 316.3, 4.3, 2.8, 20.3, 7.6, 3.5, 3.3, 0.1, 1.3, 0.1, 0.5, 1.8, 3.3, 17.8, 37.3, 0, 0.1, 0, 0.1, 0.2, 0.2, 0.2, 0, 0.05, 0.14, 0.07, 15.3, 0.1, 0.9, 0.4, 62.4, 0.01, 0, 
2, eco3, 3, 540517, -586.5, 1496.1, 16190.7, 545.5, 156, 37, 286.6, 0.32, 137.7, 2.5, 191.6, 133.4, 7409.8, 1352.1, 936.2, 551.6, 12.9, 27.3, 10.5, 11.4, 137.8, 72.3, 764.3, 521.6, 4.2, 2.7, 18.1, 6.7, 2.8, 2.7, 0.1, 1.5, 0.1, 0.4, 2.3, 5.1, 29.3, 61.5, 0, 0.2, 0, 0.1, 0.3, 0.4, 0.4, 0, 0.05, 0.32, 0.1, 2.6, 0, 1.4, 0.4, 100.6, 0.01, 0, 
3, eco1, 1, 457557, -400.1, 3359.9, 15023.3, 499.3, 142.1, 43.4, 252.8, 0.59, 262.5, 4.4, 213.1, 148.3, 6847.7, 1208.5, 2073.9, 668, 17.3, 30.3, 15.9, 17.1, 274, 202.4, 1703.8, 1179.7, 4.5, 2.7, 17.2, 6.5, 5.4, 3.3, 0.1, 1.1, 0.1, 0.6, 3.3, 14.6, 63.3, 139.2, 0, 0, 0, 0.1, 0.4, 0.9, 0.2, 0.1, 0.05, 0.24, 0.08, 19.1, 0.2, 2, 0.4, 222.8, 0.01, 0, 
3, eco2, 2, 903912, -555.4, 1141.7, 17253.4, 571.7, 163.6, 49.8, 314.2, 0.32, 107, 2.1, 252.2, 175.6, 7852.4, 1419.4, 1749.7, 705.9, 20.3, 33.8, 18.6, 19.9, 219.2, 85.4, 520.8, 316.3, 5.4, 3.5, 19.2, 7.2, 4.7, 3.5, 0.1, 1.3, 0.1, 0.8, 2.3, 4.3, 17.1, 37.3, 0, 0, 0, 0.1, 0.3, 0.2, 0.1, 0, 0.05, 0.21, 0.07, 31.8, 0.2, 0.9, 0.5, 63.5, 0, 0, 
3, eco3, 3, 540517, -604.8, 1560, 16663.5, 571.4, 163.6, 50.7, 297, 0.28, 141.5, 2.5, 257.3, 179.3, 7566.2, 1383.1, 1125.4, 580.8, 20.5, 36.1, 17.3, 19, 178.6, 99.9, 760.1, 521.5, 5.5, 3.6, 18.5, 6.8, 3.2, 2.9, 0.1, 1.5, 0.1, 0.7, 2.7, 6.1, 28, 61.5, 0, 0, 0, 0.1, 0.4, 0.4, 0.4, 0, 0.05, 0.42, 0.09, 0.6, 0, 1.3, 0.5, 101, 0, 0, 
4, eco1, 1, 457557, -257.1, 3484.7, 13411, 406.9, 115.7, 45.2, 217.2, 0.64, 261.8, 4.3, 223.9, 155.8, 6077.3, 1077.8, 2538.1, 694.9, 21.9, 37.3, 22.5, 24.2, 354.1, 250.5, 1700.6, 1179.5, 4.6, 2.9, 15.3, 5.7, 6.6, 3.5, 0.1, 1.2, 0.1, 0.9, 3.5, 17.1, 60.6, 139.1, 0, -0.1, 0, 0.1, 0.4, 1, -0.1, 0.1, 0.05, 0.08, 0.04, 50.4, 0.5, 1.7, 0.4, 223.2, 0.01, 0, 
4, eco2, 2, 903912, -510.8, 1274, 17414.2, 541.6, 154.7, 59.2, 308.1, 0.29, 110.5, 2.2, 299.6, 208.6, 7880.8, 1427.4, 1908.4, 726.9, 27.7, 43.8, 24.5, 26.4, 285.6, 114.7, 557.5, 316.2, 6.4, 4.1, 19.2, 7.2, 5.1, 3.6, 0.1, 1.4, 0.1, 1, 2.9, 5.3, 16.5, 37.3, 0, -0.1, 0, 0.1, 0.3, 0.3, 0, 0, 0.05, 0.12, 0.04, 7.2, 0.1, 0.9, 0.6, 64.9, 0, 0, 
4, eco3, 3, 540517, -557.2, 1637.1, 17082.2, 541.7, 154.8, 60.7, 295.1, 0.24, 145.1, 2.4, 307.4, 214.3, 7714.3, 1412.2, 1298.5, 606.5, 28.8, 46.8, 24.4, 26.8, 221.3, 126.9, 767.5, 521.4, 6.6, 4.3, 18.9, 6.9, 3.6, 3, 0.1, 1.6, 0.1, 1, 3.2, 7, 26.9, 61.5, 0, -0.1, 0, 0.1, 0.4, 0.4, 0.3, 0, 0.05, 0.28, 0.05, 0, 0, 1.2, 0.6, 101.8, 0, 0, 
5, eco1, 1, 457557, -125.9, 3625, 11081, 318.7, 90.9, 42.3, 174.4, 0.69, 259.6, 4.2, 204.9, 142.8, 4994.4, 890.2, 3101.1, 722.1, 24.6, 41.6, 28.7, 31, 433.6, 295.6, 1716.4, 1179.4, 4.2, 2.6, 12.6, 4.7, 8, 3.6, 0.1, 1.2, 0.1, 1.1, 3.6, 19.5, 58.3, 139.1, 0, -0.1, 0, 0.1, 0.4, 1, -0.3, 0.1, 0.05, 0.66, 0.15, 82.5, 0.7, 1.4, 0.4, 223.9, 0.01, 0, 
5, eco2, 2, 903912, -426.2, 1426.9, 16432.1, 502.9, 143.6, 64.7, 288.8, 0.26, 112.2, 2.4, 317.6, 221.5, 7399.9, 1344.6, 2282.9, 755.2, 34.1, 53, 31.6, 34.2, 355.7, 147.2, 607.8, 316.2, 6.7, 4.4, 18.1, 6.8, 6, 3.7, 0.2, 1.6, 0.2, 1.3, 3.4, 6.3, 16.1, 37.3, 0.1, -0.1, 0, 0.2, 0.4, 0.3, -0.1, 0, 0.05, 0.6, 0.09, 45.2, 0.3, 0.9, 0.6, 66.5, 0, 0, 
5, eco3, 3, 540517, -509.6, 1727.3, 17410, 518.4, 147.8, 70.5, 296, 0.18, 148.2, 2.5, 342.6, 239, 7835.1, 1436, 1458.4, 629, 37.3, 58.7, 31.5, 34.8, 267.2, 155.1, 783.7, 521.3, 7.3, 4.8, 19.2, 7, 4, 3.1, 0.2, 1.8, 0.2, 1.3, 3.8, 7.9, 26, 61.5, 0.1, -0.1, 0, 0.2, 0.4, 0.4, 0.2, 0, 0.04, 0.91, 0.1, 0, 0, 1.3, 0.7, 102.8, 0, 0, 
