SimulationYear,TotalBurnedSitesAccidental,TotalBurnedSitesLightning,TotalBurnedSitesRx,NumberFiresAccidental,NumberFiresLightning,NumberFiresRx,TotalBiomassMortalityAccidental,TotalBiomassMortalityLightning,TotalBiomassMortalityRx,
1, 66919, 49359, 0, 4, 2, 0, 1365603626, 975641017, 0, 
2, 27023, 72892, 0, 3, 3, 0, 380266722, 1082187504, 0, 
3, 59839, 70299, 0, 2, 4, 0, 867583385, 780411700, 0, 
4, 87, 106949, 0, 1, 9, 0, 631547, 1088004907, 0, 
5, 74385, 159812, 0, 5, 8, 0, 1092762197, 1238343472, 0, 
6, 121677, 98687, 0, 8, 5, 0, 1390878620, 845140427, 0, 
7, 72623, 66749, 0, 4, 3, 0, 630775545, 341305302, 0, 
8, 3936, 53243, 0, 2, 3, 0, 52750727, 395711815, 0, 
9, 84892, 113571, 0, 3, 8, 0, 768984252, 549040742, 0, 
10, 38244, 27822, 0, 3, 1, 0, 144684332, 83389269, 0, 
11, 104584, 112579, 0, 7, 8, 0, 876577250, 389105837, 0, 
12, 0, 45519, 0, 0, 6, 0, 0, 179704186, 0, 
13, 42066, 112419, 0, 4, 5, 0, 334684386, 285717724, 0, 
14, 84865, 94937, 0, 6, 4, 0, 347316924, 413796138, 0, 
15, 80565, 105179, 0, 3, 3, 0, 375164031, 184838612, 0, 
16, 62024, 145388, 0, 5, 6, 0, 393523797, 237601384, 0, 
17, 11853, 140373, 0, 3, 4, 0, 22465771, 195468989, 0, 
18, 86927, 69062, 0, 5, 3, 0, 234704979, 229946400, 0, 
19, 70436, 56133, 0, 5, 6, 0, 217371285, 45572094, 0, 
20, 24426, 67740, 0, 1, 3, 0, 105206716, 67071577, 0, 
21, 18393, 21337, 0, 4, 2, 0, 12434468, 22083361, 0, 
22, 0, 126526, 0, 0, 4, 0, 0, 573899537, 0, 
23, 21379, 122573, 0, 6, 5, 0, 25354006, 206622446, 0, 
24, 62050, 111581, 0, 4, 6, 0, 224225532, 126629683, 0, 
25, 128523, 177691, 0, 7, 10, 0, 551775776, 572166367, 0, 
26, 53652, 50723, 0, 3, 5, 0, 126281701, 80390684, 0, 
27, 33137, 21773, 0, 2, 2, 0, 9666567, 43220126, 0, 
28, 74447, 31403, 0, 5, 1, 0, 240751743, 26320916, 0, 
29, 115122, 66950, 0, 6, 3, 0, 297744019, 35197729, 0, 
30, 81441, 84036, 0, 6, 8, 0, 179086656, 57057492, 0, 
31, 56959, 140095, 0, 2, 7, 0, 99067631, 130194599, 0, 
32, 117444, 51735, 0, 10, 1, 0, 181141487, 284273245, 0, 
33, 75245, 87016, 0, 7, 8, 0, 100450044, 66372032, 0, 
34, 29835, 120353, 0, 2, 4, 0, 74301182, 80892114, 0, 
35, 102533, 101225, 0, 7, 5, 0, 160258757, 45624685, 0, 
36, 135797, 108220, 0, 5, 6, 0, 336595453, 64402495, 0, 
37, 176563, 97891, 0, 4, 5, 0, 757100905, 35865712, 0, 
38, 68083, 59747, 0, 4, 2, 0, 172076311, 8442556, 0, 
39, 156295, 152216, 0, 5, 3, 0, 916735159, 76591556, 0, 
40, 62109, 86797, 0, 5, 6, 0, 75042633, 294644271, 0, 
41, 21003, 24318, 0, 2, 2, 0, 879775, 4238075, 0, 
42, 57559, 65473, 0, 5, 6, 0, 52617171, 94871208, 0, 
43, 89639, 114409, 0, 5, 7, 0, 155567590, 77746387, 0, 
44, 82545, 95883, 0, 6, 4, 0, 211842824, 37739453, 0, 
45, 45637, 76823, 0, 2, 7, 0, 30863826, 46759753, 0, 
46, 68856, 128196, 0, 5, 8, 0, 52758064, 216818446, 0, 
47, 62354, 154495, 0, 7, 10, 0, 59517684, 226497908, 0, 
48, 59435, 131428, 0, 8, 12, 0, 66725552, 125265075, 0, 
49, 32389, 89785, 0, 6, 3, 0, 63492484, 30397707, 0, 
50, 103216, 124894, 0, 5, 4, 0, 235383446, 380351701, 0, 
51, 123162, 68796, 0, 10, 5, 0, 161855292, 15600036, 0, 
