SimulationYear,TotalBurnedSitesAccidental,TotalBurnedSitesLightning,TotalBurnedSitesRx,NumberFiresAccidental,NumberFiresLightning,NumberFiresRx,TotalBiomassMortalityAccidental,TotalBiomassMortalityLightning,TotalBiomassMortalityRx,
1, 46256, 107244, 7005, 3, 6, 15, 808792395, 1936346834, 166041344, 
2, 54662, 85687, 7005, 5, 4, 15, 1089670391, 1062515572, 100555906, 
3, 154672, 110655, 7005, 6, 7, 15, -2107799571, 1242464920, 93033184, 
4, 58199, 68700, 7005, 7, 3, 15, 551390200, 598253421, 79531067, 
5, 151139, 121264, 7005, 7, 7, 15, 1193491154, 868066597, 80441522, 
6, 27468, 75029, 7005, 2, 5, 15, 114561351, 468371666, 61499526, 
7, 88248, 63344, 7005, 8, 2, 15, 488069693, 287636559, 76401904, 
8, 7462, 189813, 7005, 2, 8, 15, 46576738, 1008688811, 41316642, 
9, 95066, 110665, 7005, 7, 6, 15, 449197203, 423357743, 80367879, 
10, 979, 80905, 7005, 1, 3, 15, 2236708, 178650044, 98837240, 
11, 104215, 120772, 7005, 8, 7, 15, 500479301, 355817605, 66400952, 
12, 94018, 99345, 7005, 6, 6, 15, 438221831, 195106648, 73458672, 
13, 31343, 68596, 7005, 2, 3, 15, 100676187, 108035092, 52260854, 
14, 140076, 122913, 7005, 6, 5, 15, 353066257, 374491285, 42870970, 
15, 139512, 330, 7005, 4, 1, 15, 840367926, 114216, 46177614, 
16, 44159, 175157, 7005, 1, 6, 15, 98959167, 505121362, 58940278, 
17, 111822, 111292, 7005, 5, 7, 15, 229151886, 131495606, 49269224, 
18, 92041, 35145, 7005, 5, 1, 15, 137749850, 13970206, 58212572, 
19, 45784, 112399, 7005, 6, 7, 15, 116526172, 84571648, 65263854, 
20, 69995, 25427, 7005, 4, 3, 15, 209310919, 11992697, 63308381, 
21, 13628, 95873, 7005, 2, 6, 15, 43402520, 187698777, 73626889, 
22, 37250, 134438, 7005, 5, 7, 15, 55817253, 134474624, 48703614, 
23, 36548, 66260, 7005, 2, 4, 15, 38709185, 22293075, 46934742, 
24, 38118, 171208, 7005, 2, 6, 15, 56695831, 446983671, 59695509, 
25, 51023, 0, 7005, 4, 0, 15, 77741692, 0, 53692046, 
26, 62976, 0, 7005, 6, 0, 15, 39949345, 0, 71043503, 
27, 85414, 88912, 7005, 4, 2, 15, 220585096, 68688479, 31514934, 
28, 59124, 138622, 7005, 5, 7, 15, 43476105, 176371342, 59201767, 
29, 61663, 145035, 7005, 3, 7, 15, 80898857, 82961319, 29854300, 
30, 41800, 111857, 7005, 4, 5, 15, 62430629, 83964718, 81801029, 
31, 61754, 196292, 7005, 6, 12, 15, 44452181, 323909174, 56389206, 
32, 103648, 54428, 7005, 4, 3, 15, 109172678, 20279621, 43752853, 
33, 17022, 62198, 7005, 3, 3, 15, 12873251, 11560631, 74729038, 
34, 59080, 166462, 7005, 4, 7, 15, 89764705, 75781242, 34999936, 
35, 95408, 97188, 7005, 5, 5, 15, 107955093, 66076481, 57565719, 
36, 28, 157511, 7005, 2, 4, 15, 25107, 48775177, 55800274, 
37, 31789, 119329, 7005, 3, 4, 15, 15244303, 29600304, 52054164, 
38, 50878, 158864, 7005, 3, 6, 15, 75176790, 202588533, 68678827, 
39, 91025, 134183, 7005, 6, 3, 15, 338779188, 83159751, 62248065, 
40, 96716, 105013, 7005, 9, 7, 15, 199355317, 16869122, 38795186, 
41, 109505, 40861, 7005, 7, 2, 15, 347396343, 7609041, 26941661, 
42, 4167, 56799, 7005, 1, 6, 15, 3761491, 23462927, 34380671, 
43, 31226, 103786, 6953, 6, 6, 15, 38961233, 41636341, 37990379, 
44, 155419, 73335, 6628, 4, 2, 15, 395905293, 15554675, 38369703, 
45, 114631, 176713, 7005, 5, 7, 15, 283623199, 550650323, 56837236, 
46, 108642, 68161, 7005, 6, 4, 15, 130630305, 76430193, 75102928, 
47, 58791, 151271, 7005, 6, 6, 15, 51425907, 55487561, 55810716, 
48, 57635, 72281, 7005, 6, 9, 15, 37939094, 57914504, 45573902, 
49, 62308, 141139, 7005, 2, 6, 15, 62208508, 29962336, 32170016, 
50, 126881, 151077, 7005, 12, 7, 15, 241683059, 444097733, 60855266, 
51, 112582, 173633, 7005, 8, 16, 15, 109365189, 130324974, 34435701, 
