Time,ClimateRegionName,ClimateRegionIndex,NumSites,NEEC,SOMTC,AGB,AG_NPPC,BG_NPPC,Litterfall,AgeMortality,MineralN,TotalN,GrossMineralization,C_LiveLeaf,C_LiveFRoot,C_LiveWood,C_LiveCRoot,C_DeadWood,C_DeadCRoot,C_DeadLeaf_Struc,C_DeadLeaf_Meta,C_DeadFRoot_Struc,C_DeadFRoot_Meta,C_SOM1surf,C_SOM1soil,C_SOM2,C_SOM3,N_Leaf,N_FRoot,N_Wood,N_CRoot,N_DeadWood,N_DeadCRoot,N_DeadLeaf_Struc,N_DeadLeaf_Meta,N_DeadFRoot_Struc,N_DeadFRoot_Meta,N_SOM1surf,N_SOM1soil,N_SOM2,N_SOM3,SurfStrucNetMin,SurfMetaNetMin,SoilStrucNetMin,SoilMetaNetMin,SOM1surfNetMin,SOM1soilNetMin,SOM2NetMin,SOM3NetMin,TotalNdep,LeachedC,LeachedN,FireCEfflux,FireNEfflux,Nuptake,Nresorbed,TotalSoilN,Nvol,FrassC,
0, eco1, 1, 457557, 0, 3106.7, 19757.1, 0, 0, 0, 0, 4, 263, 0, 0, 0, 9285.9, 1608, 100, 517.4, 84.2, 14.9, 0, 0, 31.1, 62.1, 1833, 1180.6, 0, 0, 23.2, 8.8, 0.5, 2.6, 0.4, 1.5, 0, 0, 3.1, 6.2, 73.3, 139.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 227.9, 0, 0, 
0, eco2, 2, 903912, 0, 832.9, 19056.5, 0, 0, 0, 0, 4, 99.3, 0, 0, 0, 8956.6, 1594.1, 121.7, 548.4, 102.4, 18.1, 0, 0, 8.3, 16.7, 491.4, 316.5, 0, 0, 22, 8.2, 0.6, 2.7, 0.5, 1.8, 0, 0, 0.8, 1.7, 19.7, 37.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65.8, 0, 0, 
0, eco3, 3, 540517, 0, 1373.4, 15716.6, 0, 0, 0, 0, 4, 132.9, 0, 0, 0, 7386.8, 1327.1, 156.4, 463.4, 131.6, 23.2, 0, 0, 13.7, 27.5, 810.3, 521.9, 0, 0, 18.1, 6.6, 0.8, 2.3, 0.7, 2.3, 0, 0, 1.4, 2.7, 32.4, 61.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105.1, 0, 0, 
1, eco1, 1, 457557, -555.4, 3180.4, 15595.4, 558.5, 161.6, 12.1, 266.6, 0.86, 259.1, 3.3, 99.6, 69.1, 7225.9, 1263.6, 1570.7, 617.7, 11.1, 13, 3.1, 3.1, 119, 102.9, 1778.2, 1180.3, 2.1, 1.3, 18, 6.9, 4.2, 3.1, 0.1, 0.9, 0, 0.1, 2.8, 9.3, 70.1, 139.3, 0.1, 0.2, 0, 0, 0.3, 0.4, -0.1, 0, 0.05, 0.04, 0.09, 39.3, 1, 4.2, 0.1, 223.4, 0.03, 0, 
1, eco2, 2, 903912, -798.5, 921.1, 18299.2, 702.8, 203.5, 16.9, 341.4, 0.38, 100.5, 1.5, 123.7, 85.9, 8466.7, 1522.9, 899.6, 620.1, 13.4, 18.5, 4.1, 4.3, 90.2, 31.2, 483.2, 316.4, 2.7, 1.7, 20.7, 7.8, 2.6, 3.1, 0.1, 1.4, 0, 0.2, 1.3, 2.4, 18.8, 37.3, 0.2, 0.3, 0, 0, 0.1, 0.1, 0.1, 0, 0.05, 0.04, 0.09, 5.6, 0.1, 4.4, 0.2, 61.9, 0.02, 0, 
1, eco3, 3, 540517, -736.8, 1449.7, 15824.4, 660.9, 191.7, 15.8, 291.9, 0.41, 134.3, 2.1, 116.4, 81.1, 7305.8, 1330.5, 702.7, 515.9, 16.4, 22, 4, 4.1, 98.8, 45.8, 783.3, 521.7, 2.5, 1.6, 17.8, 6.6, 2.2, 2.6, 0.1, 1.8, 0, 0.2, 1.9, 4, 31, 61.6, 0.3, 0.4, 0, 0, 0.2, 0.2, 0.1, 0, 0.05, 0.11, 0.16, 0.4, 0, 4.6, 0.2, 100.9, 0.02, 0, 
2, eco1, 1, 457557, -334.9, 3282, 14290.3, 436.9, 124.1, 28.9, 236, 0.75, 259.5, 4.2, 149.1, 103.4, 6563.4, 1153.1, 2053.3, 653.5, 10.2, 19.1, 9.2, 9.6, 209.9, 154.7, 1737.3, 1180, 3.2, 1.9, 16.4, 6.3, 5.4, 3.3, 0.1, 0.9, 0, 0.4, 2.8, 12.4, 66.5, 139.2, 0, 0.1, 0, 0, 0.4, 0.7, 0.2, 0.1, 0.05, 0.17, 0.1, 25.1, 0.3, 1.7, 0.3, 223.1, 0.01, 0, 
2, eco2, 2, 903912, -566, 1036.1, 17186.8, 560.4, 160.4, 37.1, 313.1, 0.38, 103.2, 2, 192.6, 133.9, 7880.4, 1423.6, 1486.6, 672, 12.9, 24.6, 11.2, 11.8, 162.9, 57.3, 499.5, 316.3, 4.1, 2.7, 19.3, 7.2, 4, 3.3, 0.1, 1.2, 0.1, 0.4, 1.8, 3.4, 17.8, 37.3, 0, 0.1, 0, 0.1, 0.2, 0.2, 0.1, 0, 0.05, 0.14, 0.08, 22.9, 0.2, 0.9, 0.4, 62.5, 0.01, 0, 
2, eco3, 3, 540517, -587.9, 1496.7, 16218.7, 546, 156.1, 37.1, 287.2, 0.33, 137.8, 2.5, 191.7, 133.5, 7422.9, 1354.2, 924.7, 551, 12.9, 27.3, 10.5, 11.3, 138.2, 72.3, 764.6, 521.6, 4.2, 2.7, 18.1, 6.7, 2.7, 2.7, 0.1, 1.5, 0.1, 0.4, 2.3, 5.1, 29.3, 61.5, 0, 0.2, 0, 0.1, 0.3, 0.4, 0.4, 0, 0.05, 0.32, 0.1, 1.2, 0, 1.4, 0.4, 100.6, 0.01, 0, 
3, eco1, 1, 457557, -240.9, 3428.4, 12224.7, 412.4, 117.2, 35.6, 204.2, 0.71, 258.6, 4.6, 173.9, 121, 5569.2, 984.4, 2649, 684.7, 14.7, 25.7, 15.2, 16.2, 315.4, 209.2, 1724.1, 1179.7, 3.6, 2.2, 14, 5.3, 6.8, 3.4, 0.1, 0.9, 0.1, 0.6, 3, 15.5, 63.1, 139.2, 0, 0, 0, 0.1, 0.4, 0.9, -0.1, 0.1, 0.05, 0.25, 0.1, 46.4, 0.5, 1.7, 0.3, 223.2, 0.01, 0, 
3, eco2, 2, 903912, -427.8, 1208.8, 15006.3, 506.6, 145, 44, 273.6, 0.42, 103.8, 2.3, 223.1, 155.3, 6823.8, 1236.4, 2188.6, 720, 18.4, 30.9, 18.5, 19.9, 256.7, 90.6, 545.2, 316.3, 4.7, 3.1, 16.7, 6.3, 5.7, 3.6, 0.1, 1.2, 0.1, 0.8, 2.3, 4.6, 17.1, 37.3, 0, 0, 0, 0.1, 0.3, 0.3, 0, 0, 0.05, 0.23, 0.09, 61.9, 0.4, 0.8, 0.4, 63.8, 0.01, 0, 
3, eco3, 3, 540517, -601.1, 1561.6, 16622.4, 569.4, 163.1, 50.5, 296.1, 0.28, 141.4, 2.5, 256.4, 178.7, 7547.8, 1379.6, 1134.6, 581, 20.4, 36, 17.4, 19, 179.5, 100, 760.7, 521.5, 5.5, 3.6, 18.4, 6.8, 3.2, 2.9, 0.1, 1.5, 0.1, 0.7, 2.7, 6.1, 28, 61.5, 0, 0, 0, 0.1, 0.4, 0.4, 0.3, 0, 0.05, 0.42, 0.09, 1.7, 0, 1.3, 0.5, 101, 0, 0, 
4, eco1, 1, 457557, -152.5, 3572.2, 11145.4, 343.8, 97.4, 38.3, 179.5, 0.74, 258.4, 4.4, 186.6, 129.8, 5049.6, 895, 2855.7, 695.4, 18.5, 31.7, 19.3, 21, 407.3, 257.3, 1728.2, 1179.5, 3.9, 2.4, 12.7, 4.8, 7.3, 3.5, 0.1, 1, 0.1, 0.8, 3.3, 18.3, 60.4, 139.1, 0, -0.1, 0, 0.1, 0.4, 1, -0.4, 0.1, 0.05, 0.08, 0.05, 34.5, 0.3, 1.5, 0.3, 223.8, 0.01, 0, 
4, eco2, 2, 903912, -379.8, 1373.3, 14701.9, 469.9, 134.1, 51.4, 260.8, 0.4, 106.4, 2.2, 259, 180.4, 6645.7, 1207.3, 2340.8, 734.6, 24.3, 39, 22.9, 25, 339.5, 121.8, 595.6, 316.3, 5.5, 3.6, 16.3, 6.1, 6.1, 3.6, 0.1, 1.3, 0.1, 0.9, 2.8, 5.7, 16.6, 37.3, 0, -0.1, 0, 0.1, 0.3, 0.3, -0.2, 0, 0.05, 0.13, 0.05, 17.5, 0.1, 0.8, 0.5, 65.2, 0.01, 0, 
4, eco3, 3, 540517, -552.4, 1639.8, 17014, 539, 154, 60.4, 293.8, 0.25, 145, 2.4, 305.8, 213.2, 7683.8, 1406.4, 1312.7, 606.7, 28.7, 46.7, 24.4, 26.8, 222.7, 127.1, 768.6, 521.4, 6.5, 4.2, 18.8, 6.9, 3.7, 3, 0.1, 1.6, 0.1, 1, 3.2, 7, 26.9, 61.5, 0, -0.1, 0, 0.1, 0.4, 0.4, 0.3, 0, 0.05, 0.28, 0.05, 0.5, 0, 1.2, 0.6, 101.8, 0, 0, 
5, eco1, 1, 457557, -83.1, 3709.6, 9798.2, 286.2, 81.2, 38.2, 153.8, 0.75, 257.4, 4.1, 182.3, 127.1, 4414.5, 785.8, 3113.2, 705.2, 21.8, 37, 23.5, 25.8, 486.3, 299.9, 1744, 1179.4, 3.7, 2.3, 11.2, 4.1, 8, 3.5, 0.1, 1.1, 0.1, 0.9, 3.5, 20.6, 58.2, 139.1, 0, -0.1, 0, 0.1, 0.4, 1, -0.5, 0, 0.05, 0.67, 0.16, 43.2, 0.4, 1.3, 0.3, 224.5, 0.01, 0, 
5, eco2, 2, 903912, -300, 1546.4, 13703.3, 429.4, 122.5, 55.2, 240.5, 0.36, 107.5, 2.4, 269.8, 188.2, 6164.7, 1122.3, 2615.8, 751.7, 29.4, 46.4, 28.5, 31.3, 418.5, 155, 656.7, 316.3, 5.7, 3.7, 15.1, 5.6, 6.7, 3.7, 0.2, 1.4, 0.1, 1.2, 3.3, 6.8, 16.2, 37.3, 0, -0.1, 0, 0.2, 0.4, 0.3, -0.3, 0, 0.05, 0.64, 0.12, 42.5, 0.3, 0.8, 0.5, 66.9, 0.01, 0, 
5, eco3, 3, 540517, -482, 1735.9, 16811.3, 503.4, 143.5, 68.3, 284.9, 0.21, 147.3, 2.6, 331.9, 231.6, 7564, 1387.3, 1587.2, 634.1, 36.4, 57.4, 31.9, 35.3, 270.6, 156.2, 787.8, 521.3, 7.1, 4.6, 18.5, 6.8, 4.3, 3.1, 0.2, 1.8, 0.2, 1.3, 3.7, 8, 26, 61.5, 0.1, -0.1, 0, 0.2, 0.4, 0.4, 0.2, 0, 0.04, 0.91, 0.11, 22.1, 0.1, 1.2, 0.7, 102.8, 0, 0, 
