Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 1533.5, 18275.9, 0, 4, 126.3, 
1, -722.5, 1614.8, 16945.4, 656.2, 0.51, 1005.1, 
2, -516.6, 1707.3, 16214.9, 526.6, 0.46, 1463.2, 
3, -432.1, 1843, 14796.4, 501.8, 0.45, 1999.8, 
4, -374.2, 1978, 14503.4, 459.2, 0.44, 2172.5, 
5, -299.6, 2120.6, 13647.1, 416, 0.41, 2443.2, 
6, -289.2, 2279.7, 13615.8, 437.5, 0.43, 2484.6, 
7, -288.7, 2458, 13546.1, 486.6, 0.42, 2516.6, 
8, -283.4, 2618.2, 13320.5, 478.6, 0.39, 2602.4, 
9, -247.6, 2767.8, 13101.1, 440.5, 0.4, 2671.5, 
10, -258.1, 2911.6, 13209.2, 448.3, 0.43, 2657.9, 
11, -157, 3072.7, 12981.9, 432.4, 0.41, 2667.4, 
12, -211.8, 3197.1, 12868, 416.6, 0.39, 2712.4, 
13, -181.7, 3336.1, 13006.3, 439.9, 0.41, 2660.5, 
14, -180.2, 3464.7, 12874.5, 439.9, 0.44, 2681.7, 
15, -196.7, 3588.7, 12697.4, 459.8, 0.45, 2715.7, 
16, -151.8, 3701.9, 12563, 404, 0.45, 2735.7, 
17, -109.8, 3824.1, 12560.9, 410, 0.51, 2691.4, 
18, -173.4, 3928.6, 12692.8, 430.8, 0.52, 2664.7, 
19, -124.6, 4027.6, 12731.1, 394.9, 0.54, 2645.8, 
20, -161.8, 4127.8, 12827.3, 456.2, 0.56, 2614.7, 
21, -169.1, 4223, 12934.1, 460.8, 0.58, 2598.6, 
22, -169.6, 4321.7, 13129.9, 508.8, 0.62, 2548, 
23, -139.1, 4405.2, 13320.4, 465.2, 0.65, 2493.6, 
24, -187, 4477.9, 13265.8, 459.9, 0.69, 2549, 
25, -128, 4553.4, 13330.2, 419.6, 0.7, 2523.9, 
26, -167.4, 4632.3, 13524.4, 473.8, 0.74, 2502.3, 
27, -196, 4704.6, 13599.6, 475.5, 0.75, 2536.9, 
28, -157.9, 4780.4, 13688.7, 476.1, 0.77, 2542.2, 
29, -110.8, 4850.1, 13732.4, 418.2, 0.78, 2541.6, 
30, -114, 4918.2, 13778.2, 451.5, 0.82, 2530.4, 
31, -123.1, 4975.6, 13656.6, 378.7, 0.85, 2596.9, 
32, -125.4, 5042.5, 13714.6, 420.2, 0.9, 2608.1, 
33, -134.3, 5106, 13864.4, 460.6, 0.91, 2590.3, 
34, -153.1, 5172.1, 13962.6, 468.9, 0.96, 2601.7, 
35, -103.7, 5235.3, 13996.6, 451.3, 1.01, 2592.2, 
36, -124.7, 5294.8, 14133.8, 466.6, 1.07, 2575.1, 
37, -131.6, 5349.6, 14270.6, 475.4, 1.14, 2565.6, 
38, -181.4, 5408, 14349.4, 531, 1.23, 2598.4, 
39, -72.2, 5467.1, 14321.7, 508.8, 1.37, 2585.4, 
40, -116.5, 5515.4, 14305.7, 442.5, 1.4, 2612.1, 
41, -83.3, 5569.8, 14321.9, 504.8, 1.6, 2594.9, 
42, -78.2, 5614.6, 14390.1, 419.5, 1.61, 2580.9, 
43, -105.3, 5658.9, 14433.8, 421, 1.71, 2594.4, 
44, -136.3, 5704.2, 14359.6, 457.2, 1.77, 2657.7, 
45, -59, 5757.5, 14013.6, 437.3, 1.77, 2732.5, 
46, -44.8, 5808.4, 14027, 446.1, 1.85, 2701.2, 
47, -110.4, 5852.2, 14098.8, 445.5, 1.93, 2701.6, 
48, -55.2, 5893.8, 14104.9, 392.7, 2.06, 2694.2, 
49, -96, 5935.5, 14218.9, 466.9, 2.13, 2674.5, 
50, -21.4, 5969.7, 13849.5, 356.4, 2.16, 2737.6, 
51, -9.2, 6009.9, 13790.8, 386.9, 2.27, 2721.2, 
