SimulationYear,TotalBurnedSitesAccidental,TotalBurnedSitesLightning,TotalBurnedSitesRx,NumberFiresAccidental,NumberFiresLightning,NumberFiresRx,TotalBiomassMortalityAccidental,TotalBiomassMortalityLightning,TotalBiomassMortalityRx,
1, 113739, 107138, 68731, 10, 7, 48, 2043315970, 1954997826, 1170176422, 
2, 113642, 125011, 77800, 4, 7, 50, 1191550595, 1441188636, 997084444, 
3, 48111, 73795, 73132, 4, 5, 47, 405160486, 702851023, 836772249, 
4, 136720, 100829, 76357, 4, 4, 50, 1099210595, 751863427, 827137378, 
5, 8768, 92299, 76484, 3, 5, 50, 78775736, 560528376, 747582653, 
6, 0, 58976, 74692, 0, 4, 49, 0, 310960205, 497189675, 
7, 96910, 66616, 77800, 5, 4, 50, 387322331, 232973468, 569331826, 
8, 51734, 53842, 77800, 6, 2, 50, 168824168, 161011445, 657495645, 
9, 78849, 49582, 77800, 4, 3, 50, 318426569, 182612342, 466386290, 
10, 109323, 90951, 77800, 5, 5, 50, 563706268, 247498838, 500702540, 
11, 17034, 146588, 75339, 3, 7, 50, 62117452, 772609506, 377927152, 
12, 88657, 106658, 77800, 1, 3, 50, 518738784, 646692886, 312147346, 
13, 35496, 84907, 77800, 6, 6, 50, 93390003, 161358334, 433477132, 
14, 34046, 70986, 71576, 2, 4, 46, 112244875, 135985925, 191374610, 
15, 52860, 111810, 70020, 4, 7, 45, 107531663, 164967733, 293184114, 
16, 60887, 158120, 75633, 3, 5, 50, 115989934, 430380357, 331914270, 
17, 44133, 0, 73132, 8, 0, 47, 66672116, 0, 280201480, 
18, 23831, 189606, 77420, 5, 9, 50, 27027804, 387038330, 206629115, 
19, 29904, 108337, 73173, 3, 4, 48, 92295818, 144963692, 218561453, 
20, 117924, 131549, 76250, 8, 7, 50, 248750415, 100847224, 245478001, 
21, 338, 67035, 77800, 1, 4, 50, 6675525, 24951689, 205254218, 
22, 21489, 28457, 77800, 2, 1, 50, 33353875, 15168836, 278057165, 
23, 12853, 17797, 77800, 2, 3, 50, 8171157, 8438618, 263600622, 
24, 41417, 98489, 77800, 1, 5, 50, 99561384, 54153367, 230036231, 
25, 126965, 84462, 76255, 6, 4, 50, 265641346, 56198974, 231680281, 
26, 38390, 139527, 73840, 3, 7, 50, 12005315, 153644191, 175581617, 
27, 27347, 93232, 77800, 2, 5, 50, 12134619, 40555010, 232099416, 
28, 25925, 89315, 66923, 2, 7, 44, 22988008, 58945119, 181858479, 
29, 85422, 112203, 77800, 3, 5, 50, 197739930, 41149106, 214691709, 
30, 70635, 189122, 75116, 3, 10, 50, 70840129, 239146742, 214276477, 
31, 47606, 80296, 77800, 3, 5, 50, 16047136, 31223592, 280242257, 
32, 3203, 51477, 76310, 2, 4, 50, 145571, 10732687, 168902432, 
33, 129054, 35351, 74688, 4, 2, 48, 269980663, 2915682, 161350405, 
34, 117511, 81503, 68729, 10, 8, 46, 116831590, 37441459, 130689104, 
35, 97639, 64042, 76689, 3, 4, 50, 71358829, 80064015, 325272123, 
36, 55471, 74962, 76376, 6, 5, 50, 14767070, 13951596, 137753770, 
37, 42566, 119616, 71576, 3, 7, 46, 41563570, 47820428, 148656838, 
38, 14814, 0, 68464, 3, 0, 44, 2014195, 0, 186140551, 
39, 35289, 124189, 77800, 1, 5, 50, 25537090, 217132897, 184370135, 
40, 53854, 45244, 65356, 3, 3, 43, 15507083, 8156758, 152045453, 
41, 152963, 108450, 76351, 10, 9, 50, 194189198, 47455616, 200002410, 
42, 54728, 101850, 75153, 6, 4, 50, 84767984, 33259269, 122051127, 
43, 74119, 54032, 77800, 4, 3, 50, 96413025, 20466213, 116182434, 
44, 10198, 1547, 77800, 3, 1, 50, 7576980, 892823, 109341939, 
45, 88514, 72592, 74688, 9, 3, 48, 85829562, 31952354, 177829435, 
46, 29325, 100988, 76607, 3, 6, 50, 11686053, 29541611, 164239465, 
47, 80761, 82526, 76822, 5, 4, 50, 62596131, 36223643, 150487781, 
48, 95251, 7096, 73833, 7, 1, 48, 362207750, 2414324, 110945303, 
49, 5974, 51107, 70020, 3, 3, 45, 5239101, 16930399, 127903300, 
50, 51611, 160929, 77800, 4, 7, 50, 109002756, 247360585, 243385075, 
51, 156, 57500, 76244, 2, 2, 49, 5068, 50881112, 122578398, 
