Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 1533.5, 18275.9, 0, 4, 126.3, 
1, -514.7, 1622, 15566, 490.2, 0.76, 1290.9, 
2, -364.2, 1740.7, 13999.1, 420.3, 0.62, 1899.5, 
3, -343.7, 1860.4, 13306.9, 406.1, 0.55, 2225.3, 
4, -262.3, 2006.6, 12203.1, 376.4, 0.54, 2567.6, 
5, -210.6, 2163.5, 11709.2, 358, 0.49, 2689.9, 
6, -165.5, 2296.8, 11455.5, 303.3, 0.47, 2756, 
7, -178.2, 2453.9, 11100.6, 359.2, 0.44, 2824.4, 
8, -206.5, 2610.3, 10908.6, 394.8, 0.44, 2863.9, 
9, -146.2, 2757.6, 10650.7, 351.5, 0.42, 2885.4, 
10, -127.1, 2912.6, 10223.6, 366.5, 0.45, 2925.3, 
11, -86.3, 3048.1, 9793.9, 320.7, 0.46, 2960.4, 
12, -34.1, 3201.5, 9280.4, 340.1, 0.48, 2947, 
13, -73.1, 3327.5, 9172.1, 332.1, 0.49, 2888.1, 
14, -79.3, 3450.1, 9219.9, 354.1, 0.49, 2785, 
15, -58.3, 3556.7, 9144.4, 332.8, 0.46, 2715.1, 
16, -79.1, 3658.2, 8959, 354.2, 0.49, 2696.3, 
17, -54.7, 3748.2, 8978.3, 314, 0.49, 2627.8, 
18, -35.6, 3836.2, 8852.3, 316.9, 0.51, 2583, 
19, -44.5, 3921.5, 8865, 351.1, 0.52, 2504.8, 
20, -70.1, 3992.3, 8782.3, 336.4, 0.53, 2483, 
21, -51.3, 4059.2, 8901, 343.6, 0.53, 2397.3, 
22, -74.8, 4116.6, 8946.6, 331.9, 0.56, 2360.1, 
23, -56, 4173.3, 8992.9, 324.1, 0.58, 2316.2, 
24, -76.9, 4227.1, 9014.5, 342.2, 0.6, 2295.5, 
25, -72, 4279.4, 8952.2, 356.3, 0.64, 2281.2, 
26, -82.6, 4325.6, 8976.9, 328, 0.65, 2271.6, 
27, -54.2, 4371, 8982.1, 305.9, 0.7, 2254.2, 
28, -34, 4414.8, 8978.2, 294.6, 0.72, 2232.5, 
29, -81.3, 4456.7, 8966.7, 345.1, 0.74, 2238.9, 
30, -49.7, 4498.3, 8877.6, 334.4, 0.81, 2240, 
31, -46.1, 4535.3, 8862, 305.2, 0.83, 2229.2, 
32, -52.2, 4572.6, 8938.5, 321.6, 0.86, 2194.1, 
33, -55.5, 4608.7, 8932.7, 358.3, 0.88, 2180.8, 
34, -79.8, 4643.2, 9001.2, 354.9, 0.94, 2165.5, 
35, -56.1, 4676.1, 8929.8, 345.9, 1, 2173.5, 
36, -38.7, 4705.3, 8976, 298.5, 0.99, 2147.4, 
37, -86.4, 4736.7, 9060, 350.9, 1.05, 2141, 
38, -41.3, 4764.1, 9083.6, 303.2, 1.07, 2129.3, 
39, -77.2, 4792, 9061.3, 349.2, 1.09, 2150.9, 
40, -83.3, 4819.3, 9160.8, 360, 1.11, 2132.2, 
41, -99, 4848.5, 9104.8, 334, 1.18, 2177.8, 
42, -85.3, 4880.8, 9184.5, 359.6, 1.18, 2173, 
43, -81.5, 4911.3, 9245.5, 355.4, 1.24, 2169.9, 
44, -64.1, 4939, 9322.2, 325.3, 1.3, 2154.8, 
45, -73.1, 4967.6, 9370, 379.4, 1.31, 2149, 
46, -65.9, 4993.8, 9398.7, 320.5, 1.31, 2154.5, 
47, -99, 5021, 9449.9, 346, 1.32, 2176.2, 
48, -79, 5048.1, 9417, 388.9, 1.34, 2190, 
49, -89.4, 5072.9, 9530.3, 363.2, 1.28, 2180.4, 
50, -65, 5102.9, 9432.1, 376.2, 1.37, 2210.7, 
51, -46.3, 5127.8, 9419.1, 287.3, 1.36, 2217.1, 
