Time,SpeciesName,ClimateRegion,NumberAttempts,AvgTempMult,AvgMinJanTempMult,AvgSoilMoistureMult,AvgProbEst,DryDays,BeginGDD,EndGDD,
1, ArbuMenz, eco1, 77914, 0.96, 1, 0.19, 0.12, 231.94, 0, 310, 
1, ArbuMenz, eco2, 194748, 0.99, 1, 0.6, 0.36, 159.14, 0, 314, 
1, ArbuMenz, eco3, 117383, 0.99, 1, 0.66, 0.4, 138.2, 0, 307, 
1, Arctosta, eco1, 78970, 0.89, 1, 0.48, 0.29, 231.68, 0, 310, 
1, Arctosta, eco2, 179321, 0.93, 1, 0.69, 0.42, 159.58, 0, 314, 
1, Arctosta, eco3, 119735, 0.95, 1, 0.74, 0.44, 137.52, 0, 307, 
1, CaloDecu, eco1, 171167, 0.54, 1, 0.07, 0.04, 234.87, 0, 310, 
1, CaloDecu, eco2, 359996, 0.68, 1, 0.52, 0.31, 158.63, 0, 314, 
1, CaloDecu, eco3, 251194, 0.75, 1, 0.6, 0.36, 138.91, 0, 307, 
1, Ceanothu, eco1, 77753, 0.86, 1, 0.48, 0.29, 231.91, 0, 310, 
1, Ceanothu, eco2, 194055, 0.91, 1, 0.7, 0.42, 159.14, 0, 314, 
1, Ceanothu, eco3, 117571, 0.94, 1, 0.74, 0.44, 138.23, 0, 307, 
1, ChryChry, eco1, 70894, 0.48, 1, 0.08, 0.05, 233.01, 0, 310, 
1, ChryChry, eco2, 190613, 0.63, 1, 0.53, 0.32, 158.43, 0, 314, 
1, ChryChry, eco3, 123378, 0.7, 1, 0.6, 0.36, 139.05, 0, 307, 
1, Frangula, eco1, 70450, 0.96, 1, 0.19, 0.11, 232.94, 0, 310, 
1, Frangula, eco2, 190820, 0.98, 1, 0.61, 0.36, 158.46, 0, 314, 
1, Frangula, eco3, 123754, 0.99, 1, 0.66, 0.4, 139.05, 0, 307, 
1, Garrya, eco1, 171343, 0.67, 1, 0.39, 0.23, 234.9, 0, 310, 
1, Garrya, eco2, 359780, 0.8, 1, 0.66, 0.4, 158.65, 0, 314, 
1, Garrya, eco3, 251370, 0.86, 1, 0.71, 0.42, 138.93, 0, 307, 
1, GaulShal, eco1, 170539, 0.96, 1, 0.17, 0.1, 234.79, 0, 310, 
1, GaulShal, eco2, 359927, 0.99, 1, 0.61, 0.36, 158.66, 0, 314, 
1, GaulShal, eco3, 251368, 0.99, 1, 0.66, 0.4, 138.92, 0, 307, 
1, MahoNerv, eco1, 171615, 0.93, 1, 0.39, 0.23, 234.84, 0, 310, 
1, MahoNerv, eco2, 360456, 0.96, 1, 0.66, 0.4, 158.66, 0, 314, 
1, MahoNerv, eco3, 251149, 0.98, 1, 0.71, 0.42, 138.91, 0, 307, 
1, NothDens, eco1, 170980, 0.16, 1, 0.39, 0.1, 234.86, 0, 310, 
1, NothDens, eco2, 360031, 0.42, 1, 0.66, 0.25, 158.65, 0, 314, 
1, NothDens, eco3, 251103, 0.55, 1, 0.71, 0.33, 138.93, 0, 307, 
1, PinuJeff, eco1, 77610, 0.99, 1, 0.4, 0.24, 231.87, 0, 310, 
1, PinuJeff, eco2, 194699, 0.97, 1, 0.66, 0.4, 159.13, 0, 314, 
1, PinuJeff, eco3, 117649, 0.96, 1, 0.71, 0.42, 138.21, 0, 307, 
1, PinuLamb, eco1, 70492, 0.79, 1, 0.08, 0.05, 233.06, 0, 310, 
1, PinuLamb, eco2, 191107, 0.87, 1, 0.53, 0.32, 158.46, 0, 314, 
1, PinuLamb, eco3, 123522, 0.91, 1, 0.6, 0.36, 139.04, 0, 307, 
1, PinuMont, eco1, 77985, 0, 1, 0.19, 0, 231.92, 0, 310, 
1, PinuMont, eco2, 194219, 0, 1, 0.6, 0, 159.12, 0, 314, 
1, PinuMont, eco3, 117760, 0, 1, 0.66, 0, 138.21, 0, 307, 
1, PseuMenz, eco1, 70829, 0.98, 1, 0.08, 0.05, 232.9, 0, 310, 
1, PseuMenz, eco2, 190806, 0.99, 1, 0.53, 0.32, 158.46, 0, 314, 
1, PseuMenz, eco3, 123482, 1, 1, 0.6, 0.36, 139.05, 0, 307, 
1, Quercus, eco1, 78036, 0.98, 1, 0.48, 0.29, 231.91, 0, 310, 
1, Quercus, eco2, 194443, 0.99, 1, 0.69, 0.42, 159.17, 0, 314, 
1, Quercus, eco3, 117661, 1, 1, 0.74, 0.44, 138.25, 0, 307, 
1, Rhododen, eco1, 171367, 0, 1, 0.17, 0, 234.83, 0, 310, 
1, Rhododen, eco2, 360604, 0, 1, 0.61, 0, 158.65, 0, 314, 
1, Rhododen, eco3, 251408, 0, 1, 0.66, 0, 138.93, 0, 307, 
1, Rubus, eco1, 70640, 0.92, 1, 0.39, 0.24, 232.92, 0, 310, 
1, Rubus, eco2, 190816, 0.96, 1, 0.66, 0.4, 158.41, 0, 314, 
1, Rubus, eco3, 123464, 0.97, 1, 0.71, 0.42, 139.04, 0, 307, 
1, Vacciniu, eco1, 171140, 0.99, 1, 0.39, 0.23, 234.85, 0, 310, 
1, Vacciniu, eco2, 360500, 0.98, 1, 0.66, 0.4, 158.65, 0, 314, 
1, Vacciniu, eco3, 251429, 0.97, 1, 0.71, 0.42, 138.91, 0, 307, 
1, WhipMode, eco1, 171350, 0.96, 1, 0.39, 0.23, 234.89, 0, 310, 
1, WhipMode, eco2, 359928, 0.99, 1, 0.66, 0.4, 158.66, 0, 314, 
1, WhipMode, eco3, 251132, 0.99, 1, 0.71, 0.42, 138.92, 0, 307, 
2, ArbuMenz, eco1, 107550, 0.99, 1, 0.03, 0.02, 200.88, 67, 307, 
2, ArbuMenz, eco2, 191933, 0.98, 1, 0.34, 0.2, 179.85, 57, 312, 
2, ArbuMenz, eco3, 101603, 0.96, 1, 0.46, 0.28, 144.94, 72, 305, 
