Time,ClimateRegionName,ClimateRegionIndex,NumSites,NEEC,SOMTC,AGB,AG_NPPC,BG_NPPC,Litterfall,AgeMortality,MineralN,TotalN,GrossMineralization,C_LiveLeaf,C_LiveFRoot,C_LiveWood,C_LiveCRoot,C_DeadWood,C_DeadCRoot,C_DeadLeaf_Struc,C_DeadLeaf_Meta,C_DeadFRoot_Struc,C_DeadFRoot_Meta,C_SOM1surf,C_SOM1soil,C_SOM2,C_SOM3,N_Leaf,N_FRoot,N_Wood,N_CRoot,N_DeadWood,N_DeadCRoot,N_DeadLeaf_Struc,N_DeadLeaf_Meta,N_DeadFRoot_Struc,N_DeadFRoot_Meta,N_SOM1surf,N_SOM1soil,N_SOM2,N_SOM3,SurfStrucNetMin,SurfMetaNetMin,SoilStrucNetMin,SoilMetaNetMin,SOM1surfNetMin,SOM1soilNetMin,SOM2NetMin,SOM3NetMin,TotalNdep,LeachedC,LeachedN,FireCEfflux,FireNEfflux,Nuptake,Nresorbed,TotalSoilN,Nvol,FrassC,
0, eco1, 1, 457557, 0, 3106.7, 19757.1, 0, 0, 0, 0, 4, 263, 0, 0, 0, 9285.9, 1608, 100, 517.4, 84.2, 14.9, 0, 0, 31.1, 62.1, 1833, 1180.6, 0, 0, 23.2, 8.8, 0.5, 2.6, 0.4, 1.5, 0, 0, 3.1, 6.2, 73.3, 139.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 227.9, 0, 0, 
0, eco2, 2, 903912, 0, 832.9, 19056.5, 0, 0, 0, 0, 4, 99.3, 0, 0, 0, 8956.6, 1594.1, 121.7, 548.4, 102.4, 18.1, 0, 0, 8.3, 16.7, 491.4, 316.5, 0, 0, 22, 8.2, 0.6, 2.7, 0.5, 1.8, 0, 0, 0.8, 1.7, 19.7, 37.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65.8, 0, 0, 
0, eco3, 3, 540517, 0, 1373.4, 15716.6, 0, 0, 0, 0, 4, 132.9, 0, 0, 0, 7386.8, 1327.1, 156.4, 463.4, 131.6, 23.2, 0, 0, 13.7, 27.5, 810.3, 521.9, 0, 0, 18.1, 6.6, 0.8, 2.3, 0.7, 2.3, 0, 0, 1.4, 2.7, 32.4, 61.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105.1, 0, 0, 
1, eco1, 1, 457557, -417.6, 3181.6, 15142.4, 440.2, 127.5, 4.7, 244, 0.97, 258.7, 2.8, 83.3, 57.6, 7028.8, 1228.6, 1690.7, 618.8, 10.9, 10.4, 1.4, 1.3, 116.2, 97.3, 1787.7, 1180.3, 1.8, 1.1, 17.6, 6.7, 4.5, 3.1, 0.1, 0.9, 0, 0, 2.8, 9.2, 70.6, 139.3, 0.1, 0.2, 0, 0, 0.3, 0.3, -0.4, 0, 0.05, 0.06, 0.2, 37.1, 1, 3.5, 0, 223.9, 0.04, 0, 
1, eco2, 2, 903912, -520.2, 937.4, 15884.3, 489.4, 143.1, 6.5, 269.9, 0.79, 97.1, 1.2, 91.4, 63.4, 7362, 1324.1, 1409.3, 639.2, 14.4, 13.9, 1.9, 1.7, 97.9, 29.7, 493.4, 316.4, 2, 1.3, 18, 6.8, 3.8, 3.2, 0.1, 1.2, 0, 0.1, 1.2, 2.4, 19, 37.3, 0.2, 0.2, 0, 0, 0.1, 0.1, -0.1, 0, 0.05, 0.05, 0.29, 25.1, 0.4, 3.6, 0.1, 62.1, 0.04, 0, 
1, eco3, 3, 540517, -587.7, 1446.5, 15392.5, 534, 156, 7.6, 264.2, 0.54, 133.3, 1.7, 99.2, 69, 7122, 1297, 754.6, 515.5, 20.6, 19.8, 2.2, 2.1, 93.9, 42.5, 788.4, 521.8, 2.2, 1.4, 17.4, 6.4, 2.3, 2.6, 0.1, 1.8, 0, 0.1, 1.9, 3.9, 31.2, 61.6, 0.2, 0.3, 0, 0, 0.2, 0.2, 0, 0, 0.05, 0.13, 0.32, 3.5, 0.1, 4.1, 0.1, 101, 0.03, 0, 
2, eco1, 1, 457557, -265.3, 3299.1, 13038.5, 385.5, 109.2, 27.2, 211.8, 0.78, 257.9, 3.9, 122.1, 84.9, 6004.1, 1055.1, 2386.7, 661.8, 10.3, 17.8, 8.4, 8.9, 217, 146.6, 1755.5, 1180.1, 2.6, 1.6, 15.1, 5.7, 6.2, 3.3, 0.1, 0.9, 0, 0.3, 2.8, 12.2, 67.2, 139.2, 0, 0.1, 0, 0, 0.4, 0.7, 0.1, 0.1, 0.05, 0.12, 0.09, 33.2, 0.5, 1.8, 0.3, 223.4, 0.01, 0, 
2, eco2, 2, 903912, -361.4, 1086.2, 14133.6, 420.4, 119.7, 29.4, 244.4, 0.68, 98.2, 1.8, 137.1, 95.3, 6500.8, 1171.6, 2053.5, 686.2, 11.1, 20.1, 9.1, 9.5, 193.6, 54.5, 521.8, 316.4, 3, 1.9, 15.9, 6, 5.4, 3.4, 0.1, 1.1, 0, 0.4, 1.6, 3.4, 18.1, 37.3, 0, 0.1, 0, 0, 0.2, 0.2, 0, 0, 0.05, 0.09, 0.12, 31.5, 0.3, 0.8, 0.3, 62.7, 0.01, 0, 
2, eco3, 3, 540517, -452.6, 1516, 14587.4, 449.7, 128.2, 32.4, 249, 0.39, 134.9, 2.3, 153.6, 107, 6696, 1222.3, 1229.6, 560.2, 12.5, 25.2, 9.5, 10.1, 148, 67.4, 779, 521.6, 3.3, 2.1, 16.4, 6, 3.5, 2.8, 0.1, 1.5, 0, 0.4, 2.2, 4.9, 29.8, 61.5, 0.1, 0.2, 0, 0, 0.3, 0.3, 0.3, 0, 0.05, 0.19, 0.1, 19.4, 0.2, 1.4, 0.4, 100.8, 0.01, 0, 
3, eco1, 1, 457557, -224.4, 3420.9, 11845.3, 353.1, 101.1, 30.7, 190, 0.75, 258.1, 3.6, 149.5, 104.2, 5417.2, 956, 2770.9, 685.9, 14.8, 25, 14.2, 15, 306.6, 189.8, 1744.7, 1179.8, 3.1, 1.9, 13.7, 5.1, 7.1, 3.4, 0.1, 0.9, 0.1, 0.5, 3, 14.6, 64.5, 139.2, 0, 0, 0, 0, 0.3, 0.7, 0, 0, 0.05, 0.07, 0.05, 24, 0.3, 1.4, 0.3, 223.7, 0.01, 0, 
3, eco2, 2, 903912, -336.7, 1233.4, 13234.5, 406.3, 116.4, 35.7, 229.8, 0.59, 99.9, 1.7, 173.2, 120.7, 6037.8, 1091.4, 2416.6, 714.3, 16.8, 27.5, 15.3, 16.2, 277.4, 79.6, 560, 316.3, 3.7, 2.4, 14.8, 5.6, 6.2, 3.5, 0.1, 1.1, 0.1, 0.6, 2, 4.3, 17.6, 37.3, 0, 0, 0, 0.1, 0.2, 0.2, -0.1, 0, 0.05, 0.11, 0.1, 19.8, 0.2, 0.6, 0.4, 63.7, 0.01, 0, 
3, eco3, 3, 540517, -456.5, 1588, 14665.1, 450.5, 129.5, 41.3, 247.6, 0.31, 137.5, 2, 201.4, 140.6, 6680.7, 1221.8, 1443.3, 588.1, 19.6, 33.6, 16.4, 17.6, 193.8, 90.7, 782, 521.5, 4.3, 2.8, 16.3, 6, 4, 2.9, 0.1, 1.5, 0.1, 0.7, 2.5, 5.8, 28.7, 61.5, 0, 0.1, 0, 0.1, 0.3, 0.3, 0.2, 0, 0.05, 0.22, 0.07, 5.2, 0, 1.1, 0.4, 101.2, 0.01, 0, 
4, eco1, 1, 457557, -135.5, 3566.8, 10473.2, 318.5, 91.1, 32.5, 167.2, 0.77, 257.5, 4, 161.5, 112.7, 4754.1, 843, 3097.5, 702, 17.7, 30, 18.6, 19.9, 401.9, 235.5, 1749.8, 1179.6, 3.3, 2.1, 12.1, 4.5, 7.9, 3.5, 0.1, 1, 0.1, 0.7, 3.2, 17.2, 61.9, 139.2, 0, -0.1, 0, 0.1, 0.4, 0.9, -0.3, 0.1, 0.05, 0.23, 0.1, 34.7, 0.3, 1.3, 0.3, 224.2, 0.01, 0, 
4, eco2, 2, 903912, -248.4, 1408.9, 11920.1, 374.8, 106.8, 39.2, 206.6, 0.53, 100.7, 2.1, 191.5, 133.5, 5401.4, 978.4, 2776.9, 736.5, 20.6, 33, 20.4, 22, 368.1, 109.8, 614.7, 316.3, 4.1, 2.6, 13.3, 5, 7.1, 3.6, 0.1, 1.1, 0.1, 0.8, 2.5, 5.5, 17, 37.3, 0, -0.1, 0, 0.1, 0.3, 0.2, -0.2, 0, 0.05, 0.23, 0.12, 42.1, 0.3, 0.7, 0.4, 65, 0.01, 0, 
4, eco3, 3, 540517, -392.9, 1685.5, 14140.7, 428.1, 122.4, 46.4, 236, 0.34, 139.3, 2.3, 231.9, 161.8, 6404.4, 1172.8, 1768.9, 616.5, 24.9, 40.8, 22.6, 24.6, 248.7, 118.1, 797.3, 521.4, 5, 3.2, 15.7, 5.8, 4.8, 3, 0.1, 1.5, 0.1, 0.9, 3, 6.8, 27.7, 61.5, 0, 0, 0, 0.1, 0.3, 0.4, 0.2, 0, 0.05, 0.4, 0.1, 23.4, 0.2, 1, 0.5, 101.9, 0.01, 0, 
5, eco1, 1, 457557, -69.3, 3714.4, 9760.4, 283, 80.3, 35.8, 153.3, 0.77, 257.5, 4.2, 169.6, 118.3, 4395.9, 781.8, 3183.8, 702.9, 20.4, 35, 21.1, 23.2, 490.5, 279.9, 1764.5, 1179.5, 3.5, 2.2, 11.2, 4.1, 8.1, 3.5, 0.1, 1.1, 0.1, 0.8, 3.5, 19.8, 59.5, 139.1, 0, -0.1, 0, 0.1, 0.4, 1, -0.6, 0.1, 0.05, 0.24, 0.13, 21.5, 0.2, 1.3, 0.3, 224.9, 0.01, 0, 
5, eco2, 2, 903912, -189.4, 1594.1, 11283, 352.3, 99.5, 44.2, 193.3, 0.47, 101.9, 2.3, 206.7, 144.2, 5084.6, 922.6, 2890.5, 740.7, 24.4, 39.2, 23.4, 25.9, 457, 141.9, 678.9, 316.3, 4.4, 2.8, 12.5, 4.7, 7.4, 3.7, 0.1, 1.2, 0.1, 1, 3, 6.7, 16.6, 37.3, 0, -0.1, 0, 0.1, 0.4, 0.3, -0.4, 0, 0.05, 0.28, 0.09, 20.8, 0.1, 0.7, 0.4, 66.5, 0.01, 0, 
5, eco3, 3, 540517, -365.5, 1802.9, 14071.5, 430.8, 122.2, 54.7, 235.7, 0.29, 141.5, 2.6, 260.4, 181.8, 6343.7, 1163, 1936.3, 631.7, 30.2, 48.6, 27, 30, 310.4, 147.7, 823.5, 521.4, 5.5, 3.6, 15.5, 5.7, 5.2, 3.1, 0.2, 1.6, 0.1, 1.1, 3.5, 7.8, 26.7, 61.5, 0, -0.1, 0, 0.1, 0.4, 0.4, 0.1, 0, 0.05, 0.5, 0.11, 9.3, 0.1, 1.2, 0.6, 102.8, 0.01, 0, 
