Time,EcoregionName,EcoregionIndex,TAP,MAT,BeginGrow,EndGrow,PDSI,
1950, eco1, 1, 131.37, 13.19, 0, 310, 0, 
1951, eco1, 1, 151.33, 11.16, 67, 307, 0, 
1952, eco1, 1, 100.57, 11.41, 63, 288, 0, 
1953, eco1, 1, 160.07, 11.12, 0, 365, 0, 
1954, eco1, 1, 158.03, 11.52, 56, 314, 0, 
1955, eco1, 1, 156.8, 10.22, 106, 287, 0, 
1956, eco1, 1, 162.93, 11.14, 65, 272, 0, 
1957, eco1, 1, 125.86, 11.29, 86, 365, 0, 
1958, eco1, 1, 143.45, 12.15, 30, 314, 0, 
1959, eco1, 1, 157.83, 11.9, 0, 365, 0, 
1960, eco1, 1, 169.31, 10.23, 82, 285, 0, 
1961, eco1, 1, 128.81, 10.83, 67, 345, 0, 
1962, eco1, 1, 151.54, 11.75, 28, 321, 0, 
1963, eco1, 1, 133.79, 12.42, 0, 306, 0, 
1964, eco1, 1, 252.59, 12.76, 20, 321, 0, 
1965, eco1, 1, 154.93, 11.69, 0, 323, 0, 
1966, eco1, 1, 205.14, 10.39, 56, 296, 0, 
1967, eco1, 1, 155.66, 10.54, 54, 297, 0, 
1968, eco1, 1, 216.74, 10.77, 0, 328, 0, 
1969, eco1, 1, 150.72, 12.55, 0, 342, 0, 
1970, eco1, 1, 226.57, 13.38, 0, 275, 0, 
1971, eco1, 1, 151.54, 11.75, 28, 321, 0, 
1972, eco1, 1, 155.66, 10.54, 54, 297, 0, 
1973, eco1, 1, 146.01, 10.87, 56, 288, 0, 
1974, eco1, 1, 155.63, 12.27, 0, 306, 0, 
1975, eco1, 1, 145.29, 12.62, 0, 296, 0, 
1976, eco1, 1, 146.25, 11, 73, 291, 0, 
1977, eco1, 1, 168.42, 10.08, 89, 321, 0, 
1978, eco1, 1, 150.72, 12.55, 0, 342, 0, 
1979, eco1, 1, 116.38, 11.77, 20, 304, 0, 
1980, eco1, 1, 162.93, 11.14, 65, 272, 0, 
1981, eco1, 1, 155.66, 10.54, 54, 297, 0, 
1982, eco1, 1, 216.74, 10.77, 0, 328, 0, 
1983, eco1, 1, 133.79, 12.42, 0, 306, 0, 
1984, eco1, 1, 143.66, 10.76, 30, 290, 0, 
1985, eco1, 1, 183.99, 11.74, 65, 311, 0, 
1986, eco1, 1, 133.79, 12.42, 0, 306, 0, 
1987, eco1, 1, 168.42, 10.08, 89, 321, 0, 
1988, eco1, 1, 199.05, 11.09, 0, 330, 0, 
1989, eco1, 1, 144.62, 11.81, 0, 312, 0, 
1990, eco1, 1, 122.54, 12.47, 49, 365, 0, 
1991, eco1, 1, 175.52, 11.72, 0, 319, 0, 
1992, eco1, 1, 146.01, 10.87, 56, 288, 0, 
1993, eco1, 1, 146.25, 11, 73, 291, 0, 
1994, eco1, 1, 216.74, 10.77, 0, 328, 0, 
1995, eco1, 1, 158.03, 11.52, 56, 314, 0, 
1996, eco1, 1, 145.29, 12.62, 0, 296, 0, 
1997, eco1, 1, 216.74, 10.77, 0, 328, 0, 
1998, eco1, 1, 252.59, 12.76, 20, 321, 0, 
1999, eco1, 1, 132.66, 12.9, 0, 292, 0, 
2000, eco1, 1, 156.8, 10.22, 106, 287, 0, 
1950, eco2, 2, 232.07, 12.77, 0, 314, 0, 
1951, eco2, 2, 246.03, 11.26, 57, 312, 0, 
1952, eco2, 2, 178.27, 11.42, 0, 365, 0, 
1953, eco2, 2, 265.17, 11.24, 0, 365, 0, 
1954, eco2, 2, 260.06, 11.58, 0, 325, 0, 
1955, eco2, 2, 273.69, 10.67, 58, 321, 0, 
1956, eco2, 2, 263.88, 11.27, 0, 284, 0, 
1957, eco2, 2, 221.55, 11.38, 0, 365, 0, 
1958, eco2, 2, 239.52, 11.95, 15, 315, 0, 
1959, eco2, 2, 268.22, 11.71, 0, 365, 0, 
1960, eco2, 2, 276.79, 10.6, 0, 302, 0, 
1961, eco2, 2, 231.15, 11.21, 52, 346, 0, 
1962, eco2, 2, 245.27, 11.67, 20, 321, 0, 
1963, eco2, 2, 217.49, 12.13, 0, 310, 0, 
1964, eco2, 2, 400.31, 12.47, 0, 327, 0, 
1965, eco2, 2, 258.81, 11.76, 0, 330, 0, 
1966, eco2, 2, 341.94, 10.7, 0, 304, 0, 
1967, eco2, 2, 262.71, 10.84, 47, 305, 0, 
1968, eco2, 2, 355.61, 11.05, 0, 337, 0, 
1969, eco2, 2, 259.33, 12.32, 0, 349, 0, 
1970, eco2, 2, 367.63, 12.95, 0, 288, 0, 
1971, eco2, 2, 245.27, 11.67, 20, 321, 0, 
1972, eco2, 2, 262.71, 10.84, 47, 305, 0, 
1973, eco2, 2, 244.79, 11.16, 0, 334, 0, 
1974, eco2, 2, 251.59, 12.05, 0, 313, 0, 
1975, eco2, 2, 244.64, 12.23, 0, 305, 0, 
1976, eco2, 2, 244.28, 11.13, 53, 294, 0, 
1977, eco2, 2, 282.34, 10.52, 67, 321, 0, 
1978, eco2, 2, 259.33, 12.32, 0, 349, 0, 
1979, eco2, 2, 191.27, 11.67, 0, 311, 0, 
1980, eco2, 2, 263.88, 11.27, 0, 284, 0, 
1981, eco2, 2, 262.71, 10.84, 47, 305, 0, 
1982, eco2, 2, 355.61, 11.05, 0, 337, 0, 
1983, eco2, 2, 217.49, 12.13, 0, 310, 0, 
1984, eco2, 2, 239.89, 11.08, 0, 328, 0, 
1985, eco2, 2, 303.79, 11.54, 49, 315, 0, 
1986, eco2, 2, 217.49, 12.13, 0, 310, 0, 
1987, eco2, 2, 282.34, 10.52, 67, 321, 0, 
1988, eco2, 2, 334.15, 11.27, 0, 339, 0, 
1989, eco2, 2, 250.87, 11.9, 0, 320, 0, 
1990, eco2, 2, 201.65, 12.15, 0, 365, 0, 
1991, eco2, 2, 294.52, 11.84, 0, 320, 0, 
1992, eco2, 2, 244.79, 11.16, 0, 334, 0, 
1993, eco2, 2, 244.28, 11.13, 53, 294, 0, 
1994, eco2, 2, 355.61, 11.05, 0, 337, 0, 
1995, eco2, 2, 260.06, 11.58, 0, 325, 0, 
1996, eco2, 2, 244.64, 12.23, 0, 305, 0, 
1997, eco2, 2, 355.61, 11.05, 0, 337, 0, 
1998, eco2, 2, 400.31, 12.47, 0, 327, 0, 
1999, eco2, 2, 224.54, 12.65, 0, 298, 0, 
2000, eco2, 2, 273.69, 10.67, 58, 321, 0, 
