SimulationYear,DayOfYear,AttemptedNumberIgnitions,ActualNumberIgnitions,FireWeatherIndex,IgnitionType,
1, 88, 1, 1, 2.27548640545031, Lightning, 
1, 110, 1, 1, 11.1133431363515, Rx, 
1, 111, 1, 1, 11.9580872732538, Rx, 
1, 119, 1, 1, 12.3183385050465, Rx, 
1, 120, 1, 1, 12.0224453228545, Rx, 
1, 140, 1, 1, 10.4664990182709, Rx, 
1, 177, 1, 1, 28.3549008625935, Accidental, 
1, 200, 1, 1, 40.108095653774, Accidental, 
1, 202, 1, 1, 27.1585381006679, Lightning, 
1, 208, 1, 1, 33.4904822732778, Lightning, 
1, 210, 1, 1, 35.8058998473463, Lightning, 
1, 216, 1, 1, 31.2593637870252, Accidental, 
1, 236, 1, 1, 38.2959740559523, Lightning, 
1, 255, 1, 1, 45.9368869532952, Lightning, 
1, 338, 1, 1, 4.87777053266528, Lightning, 
2, 45, 1, 1, 1.49274264761174, Lightning, 
2, 164, 1, 1, 9.7487185289562, Lightning, 
2, 177, 1, 1, 16.0004922543897, Rx, 
2, 178, 1, 1, 14.6767954513769, Rx, 
2, 179, 1, 1, 15.1229971857288, Rx, 
2, 182, 1, 1, 13.7639916140954, Rx, 
2, 183, 1, 1, 15.6652206173696, Rx, 
2, 270, 1, 1, 32.719859724393, Lightning, 
2, 352, 1, 1, 2.07110273595168, Accidental, 
3, 76, 1, 1, 1.8517282401331, Lightning, 
3, 116, 1, 1, 4.20267151354919, Accidental, 
3, 129, 1, 1, 10.5701675805698, Rx, 
3, 130, 1, 1, 10.6502102128381, Rx, 
3, 140, 1, 1, 15.7682301697523, Rx, 
3, 141, 1, 1, 14.9204927871344, Rx, 
3, 142, 1, 1, 15.9250997950592, Rx, 
3, 166, 1, 1, 17.0762888584317, Accidental, 
3, 212, 1, 1, 26.5316621553765, Lightning, 
3, 228, 1, 1, 22.1122688266504, Accidental, 
3, 244, 1, 1, 29.8827146610158, Lightning, 
3, 245, 1, 1, 27.5380876713296, Lightning, 
3, 312, 1, 1, 2.56054344093387, Lightning, 
4, 153, 1, 1, 13.2880225368204, Rx, 
4, 154, 1, 1, 11.8531131764677, Rx, 
4, 155, 1, 1, 12.0345032559413, Rx, 
4, 156, 1, 1, 13.1122943109596, Rx, 
4, 157, 1, 1, 13.1759786767504, Rx, 
4, 170, 1, 1, 27.3963980132949, Accidental, 
4, 207, 1, 1, 34.6304341919188, Lightning, 
