SimulationYear,TotalBurnedSitesAccidental,TotalBurnedSitesLightning,TotalBurnedSitesRx,NumberFiresAccidental,NumberFiresLightning,NumberFiresRx,TotalBiomassMortalityAccidental,TotalBiomassMortalityLightning,TotalBiomassMortalityRx,
1, 83563, 149433, 780, 3, 7, 5, 1181066933, -2137312166, 14098985, 
2, 93, 49228, 780, 1, 3, 5, 3372543, 626024039, 14418875, 
3, 58599, 47463, 780, 3, 5, 5, 1022357043, 387153114, 11677942, 
4, 33561, 51038, 780, 5, 3, 5, 466099862, 524772326, 12444481, 
5, 78310, 81533, 780, 6, 3, 5, 874407558, 683439271, 10078294, 
6, 78324, 51083, 780, 5, 4, 5, 554598125, 420301361, 10606975, 
7, 75816, 83354, 780, 4, 3, 5, 647178260, 912551273, 6530242, 
8, 69230, 131449, 780, 2, 4, 5, 548969057, 980698251, 9859416, 
9, 29938, 80739, 780, 6, 2, 5, 226645777, 318889875, 8457972, 
10, 51689, 110937, 780, 4, 7, 5, 280339558, 748927884, 8666145, 
11, 148816, 128119, 780, 10, 5, 5, 794246058, 994362957, 5614084, 
12, 115452, 148467, 780, 7, 9, 5, 854649430, 606266343, 6489186, 
13, 44636, 122600, 780, 5, 6, 5, 156055942, 330430498, 10194759, 
14, 39570, 32464, 780, 3, 3, 5, 64517531, 50279798, 6413103, 
15, 37005, 0, 780, 1, 0, 5, 41783394, 0, 2353526, 
16, 31168, 21096, 780, 4, 4, 5, 31448236, 56102246, 5675656, 
17, 94263, 120624, 780, 2, 4, 5, 669217045, 287943774, 6217594, 
18, 94969, 126999, 780, 10, 5, 5, 437087198, 175201219, 8473843, 
19, 97636, 20627, 780, 5, 3, 5, 152295123, 58130530, 7088340, 
20, 51834, 23233, 780, 5, 1, 5, 54984269, 17128993, 4212874, 
21, 154559, 125093, 780, 5, 8, 5, 408289690, 552904795, 9673393, 
22, 44392, 187175, 780, 3, 7, 5, 112215232, 398644900, 7877080, 
23, 2601, 58859, 780, 2, 4, 5, 32638119, 30197733, 10140207, 
24, 78103, 158512, 780, 5, 9, 5, 126744199, 552941255, 11125377, 
25, 34200, 82197, 780, 1, 6, 5, 12337815, 53879992, 6261721, 
26, 137751, 175652, 780, 5, 4, 5, 252272274, 611763382, 9879143, 
27, 45612, 187730, 780, 4, 11, 5, 58190271, 211976378, 6947141, 
28, 88219, 94694, 780, 5, 7, 5, 221128140, 41918011, 12247347, 
29, 51703, 120924, 780, 2, 4, 5, 18762998, 57055767, 7066442, 
30, 136320, 136390, 780, 6, 3, 5, 559606379, 58567455, 4466417, 
31, 46541, 146137, 780, 2, 7, 5, 66992903, 116452087, 10838812, 
32, 36792, 85797, 780, 7, 7, 5, 68000535, 89732900, 1074399, 
33, 156466, 61550, 780, 5, 2, 5, 340164108, 72273421, 7226276, 
34, 54395, 79245, 780, 4, 3, 5, 60916235, 35711293, 6068056, 
35, 62150, 144682, 780, 6, 5, 5, 140077490, 105459689, 7107851, 
36, 35331, 26190, 780, 4, 4, 5, 8994559, 24793467, 2627040, 
37, 105423, 157038, 780, 3, 4, 5, 375686218, 179852806, 6959594, 
38, 93109, 95620, 780, 4, 2, 5, 404805823, 78027922, 5523107, 
39, 23633, 88938, 780, 2, 3, 5, 23258382, 35672646, 7961860, 
40, 34574, 82766, 780, 2, 6, 5, 5683437, 44048368, 4489289, 
41, 84625, 25729, 780, 6, 4, 5, 102956242, 3955353, 7002367, 
42, 4649, 39878, 780, 3, 5, 5, 17492867, 14819546, 12053564, 
43, 5065, 107095, 780, 3, 7, 5, 6132098, 83209214, 7381248, 
44, 8481, 93974, 780, 1, 8, 5, 2499046, 57789472, 7152871, 
45, 34552, 17882, 780, 4, 2, 5, 30944715, 6154714, 16411198, 
46, 16, 31970, 780, 1, 1, 5, 981, 10757040, 8028330, 
47, 91384, 161783, 780, 7, 6, 5, 706583929, 520573195, 7726826, 
48, 57451, 84692, 780, 3, 5, 5, 85032263, 51742064, 10281450, 
49, 10171, 8875, 780, 2, 2, 5, 4411712, 8129238, 6832688, 
50, 46197, 182968, 780, 5, 10, 5, 94586736, 323903068, 6140077, 
51, 140546, 105846, 780, 8, 4, 5, 442438279, 55916715, 7490070, 
