Time,SpeciesName,ClimateRegion,NumberAttempts,AvgTempMult,AvgMinJanTempMult,AvgSoilMoistureMult,AvgProbEst,DryDays,BeginGDD,EndGDD,
1, ArbuMenz, eco1, 75183, 1, 1, 0.07, 0.04, 256.67, 49, 365, 
1, ArbuMenz, eco2, 191421, 1, 1, 0.49, 0.29, 221.4, 0, 365, 
1, ArbuMenz, eco3, 119301, 1, 1, 0.26, 0.16, 193.1, 53, 319, 
1, Arctosta, eco1, 68480, 0.96, 1, 0.4, 0.24, 257.45, 49, 365, 
1, Arctosta, eco2, 160790, 0.98, 1, 0.62, 0.37, 221.44, 0, 365, 
1, Arctosta, eco3, 123028, 0.99, 1, 0.51, 0.31, 190.74, 53, 319, 
1, CaloDecu, eco1, 186214, 0.76, 1, 0.01, 0.01, 257.41, 49, 365, 
1, CaloDecu, eco2, 391862, 0.84, 1, 0.35, 0.21, 221.45, 0, 365, 
1, CaloDecu, eco3, 245886, 0.91, 1, 0.1, 0.06, 195.1, 53, 319, 
1, Ceanothu, eco1, 75143, 0.94, 1, 0.41, 0.24, 256.7, 49, 365, 
1, Ceanothu, eco2, 191903, 0.97, 1, 0.62, 0.37, 221.39, 0, 365, 
1, Ceanothu, eco3, 118843, 0.99, 1, 0.51, 0.3, 193.06, 53, 319, 
1, ChryChry, eco1, 77242, 0.71, 1, 0.01, 0.01, 256.16, 49, 365, 
1, ChryChry, eco2, 209855, 0.79, 1, 0.35, 0.21, 221.24, 0, 365, 
1, ChryChry, eco3, 121736, 0.87, 1, 0.09, 0.05, 196.1, 53, 319, 
1, Frangula, eco1, 77327, 0.99, 1, 0.08, 0.05, 256.15, 49, 365, 
1, Frangula, eco2, 209872, 1, 1, 0.49, 0.29, 221.27, 0, 365, 
1, Frangula, eco3, 122242, 1, 1, 0.24, 0.14, 196.07, 53, 319, 
1, Garrya, eco1, 186064, 0.87, 1, 0.3, 0.18, 257.42, 49, 365, 
1, Garrya, eco2, 391721, 0.93, 1, 0.57, 0.34, 221.46, 0, 365, 
1, Garrya, eco3, 246044, 0.98, 1, 0.42, 0.25, 195.13, 53, 319, 
1, GaulShal, eco1, 185926, 1, 1, 0.07, 0.04, 257.46, 49, 365, 
1, GaulShal, eco2, 392326, 1, 1, 0.49, 0.29, 221.43, 0, 365, 
1, GaulShal, eco3, 245956, 1, 1, 0.25, 0.15, 195.12, 53, 319, 
1, MahoNerv, eco1, 186244, 0.98, 1, 0.29, 0.18, 257.48, 49, 365, 
1, MahoNerv, eco2, 391732, 0.99, 1, 0.57, 0.34, 221.43, 0, 365, 
1, MahoNerv, eco3, 246544, 1, 1, 0.42, 0.25, 195.12, 53, 319, 
1, NothDens, eco1, 185838, 0.56, 1, 0.3, 0.18, 257.4, 49, 365, 
1, NothDens, eco2, 392570, 0.7, 1, 0.57, 0.34, 221.45, 0, 365, 
1, NothDens, eco3, 245795, 0.84, 1, 0.42, 0.25, 195.13, 53, 319, 
1, PinuJeff, eco1, 75315, 0.96, 1, 0.3, 0.18, 256.67, 49, 365, 
1, PinuJeff, eco2, 191929, 0.94, 1, 0.57, 0.34, 221.38, 0, 365, 
1, PinuJeff, eco3, 119086, 0.91, 1, 0.43, 0.26, 193.02, 53, 319, 
1, PinuLamb, eco1, 77504, 0.91, 1, 0.01, 0.01, 256.17, 49, 365, 
1, PinuLamb, eco2, 209521, 0.95, 1, 0.35, 0.21, 221.24, 0, 365, 
1, PinuLamb, eco3, 122041, 0.98, 1, 0.09, 0.05, 196.08, 53, 319, 
1, PinuMont, eco1, 75069, 0, 1, 0.07, 0, 256.75, 49, 365, 
1, PinuMont, eco2, 192027, 0, 1, 0.49, 0, 221.44, 0, 365, 
1, PinuMont, eco3, 118504, 0, 1, 0.26, 0, 192.99, 53, 319, 
1, PseuMenz, eco1, 77547, 1, 1, 0.01, 0.01, 256.14, 49, 365, 
1, PseuMenz, eco2, 209582, 1, 1, 0.35, 0.21, 221.26, 0, 365, 
1, PseuMenz, eco3, 121910, 1, 1, 0.09, 0.05, 196.05, 53, 319, 
1, Quercus, eco1, 74642, 1, 1, 0.41, 0.24, 256.71, 49, 365, 
1, Quercus, eco2, 191991, 1, 1, 0.62, 0.37, 221.41, 0, 365, 
1, Quercus, eco3, 119038, 0.99, 1, 0.51, 0.3, 193.09, 53, 319, 
1, Rhododen, eco1, 185837, 0, 1, 0.07, 0, 257.43, 49, 365, 
1, Rhododen, eco2, 391487, 0.07, 1, 0.49, 0.04, 221.45, 0, 365, 
1, Rhododen, eco3, 246486, 0.3, 1, 0.25, 0.12, 195.11, 53, 319, 
1, Rubus, eco1, 77382, 0.97, 1, 0.3, 0.18, 256.12, 49, 365, 
1, Rubus, eco2, 209728, 0.99, 1, 0.57, 0.34, 221.23, 0, 365, 
1, Rubus, eco3, 121661, 1, 1, 0.42, 0.25, 196.05, 53, 319, 
1, Vacciniu, eco1, 186169, 0.97, 1, 0.3, 0.18, 257.44, 49, 365, 
1, Vacciniu, eco2, 391775, 0.96, 1, 0.57, 0.34, 221.44, 0, 365, 
1, Vacciniu, eco3, 245993, 0.94, 1, 0.42, 0.25, 195.13, 53, 319, 
1, WhipMode, eco1, 186476, 1, 1, 0.3, 0.18, 257.42, 49, 365, 
1, WhipMode, eco2, 392212, 1, 1, 0.57, 0.34, 221.44, 0, 365, 
1, WhipMode, eco3, 246076, 1, 1, 0.42, 0.25, 195.07, 53, 319, 
2, ArbuMenz, eco1, 86503, 0.96, 1, 0.23, 0.14, 154.47, 81, 288, 
2, ArbuMenz, eco2, 144309, 0.98, 1, 0.71, 0.43, 124.31, 0, 316, 
2, ArbuMenz, eco3, 100056, 0.93, 1, 0.65, 0.39, 96.4, 84, 290, 
2, Arctosta, eco1, 105442, 1, 1, 0.49, 0.29, 155.15, 81, 288, 
2, Arctosta, eco2, 158595, 1, 1, 0.77, 0.46, 124.97, 0, 316, 
2, Arctosta, eco3, 116517, 0.98, 1, 0.72, 0.43, 96.31, 84, 290, 
2, CaloDecu, eco1, 183092, 0.99, 1, 0.05, 0.03, 153.94, 81, 288, 
2, CaloDecu, eco2, 418359, 0.97, 1, 0.66, 0.4, 123.87, 0, 316, 
2, CaloDecu, eco3, 242048, 1, 1, 0.57, 0.34, 97.4, 84, 290, 
2, Ceanothu, eco1, 86334, 1, 1, 0.49, 0.29, 154.53, 81, 288, 
2, Ceanothu, eco2, 144181, 1, 1, 0.77, 0.46, 124.25, 0, 316, 
2, Ceanothu, eco3, 100138, 0.99, 1, 0.72, 0.43, 96.39, 84, 290, 
2, ChryChry, eco1, 57361, 0.96, 1, 0.05, 0.03, 153.09, 81, 288, 
2, ChryChry, eco2, 122060, 0.94, 1, 0.66, 0.4, 123.84, 0, 316, 
2, ChryChry, eco3, 79252, 0.99, 1, 0.57, 0.34, 97.16, 84, 290, 
2, Frangula, eco1, 57478, 0.99, 1, 0.25, 0.15, 153.15, 81, 288, 
2, Frangula, eco2, 122233, 0.99, 1, 0.71, 0.43, 123.87, 0, 316, 
2, Frangula, eco3, 79148, 0.97, 1, 0.64, 0.39, 97.18, 84, 290, 
2, Garrya, eco1, 182424, 1, 1, 0.41, 0.25, 153.98, 81, 288, 
2, Garrya, eco2, 418566, 1, 1, 0.75, 0.45, 123.89, 0, 316, 
2, Garrya, eco3, 241654, 0.97, 1, 0.69, 0.41, 97.4, 84, 290, 
2, GaulShal, eco1, 182522, 0.96, 1, 0.24, 0.14, 153.98, 81, 288, 
2, GaulShal, eco2, 418554, 0.98, 1, 0.71, 0.43, 123.89, 0, 316, 
2, GaulShal, eco3, 242477, 0.93, 1, 0.64, 0.38, 97.4, 84, 290, 
2, MahoNerv, eco1, 182855, 0.99, 1, 0.41, 0.25, 153.98, 81, 288, 
2, MahoNerv, eco2, 419161, 0.99, 1, 0.75, 0.45, 123.89, 0, 316, 
