Time,SpeciesName,ClimateRegion,NumberAttempts,AvgTempMult,AvgMinJanTempMult,AvgSoilMoistureMult,AvgProbEst,DryDays,BeginGDD,EndGDD,
1, ArbuMenz, eco1, 73296, 1, 1, 0.14, 0.09, 216.57, 20, 284, 
1, ArbuMenz, eco2, 193571, 1, 1, 0.37, 0.22, 227.84, 0, 333, 
1, ArbuMenz, eco3, 118513, 0.97, 1, 0.52, 0.31, 156.89, 19, 289, 
1, Arctosta, eco1, 64190, 0.99, 1, 0.36, 0.22, 216.11, 20, 284, 
1, Arctosta, eco2, 172745, 0.98, 1, 0.55, 0.33, 227.75, 0, 333, 
1, Arctosta, eco3, 121341, 1, 1, 0.64, 0.39, 154.36, 19, 289, 
1, CaloDecu, eco1, 195884, 0.92, 1, 0.03, 0.02, 220.01, 20, 284, 
1, CaloDecu, eco2, 373271, 0.84, 1, 0.15, 0.09, 227.79, 0, 333, 
1, CaloDecu, eco3, 249715, 0.98, 1, 0.38, 0.23, 159.05, 19, 289, 
1, Ceanothu, eco1, 73592, 0.99, 1, 0.36, 0.22, 216.65, 20, 284, 
1, Ceanothu, eco2, 193563, 0.97, 1, 0.55, 0.33, 227.81, 0, 333, 
1, Ceanothu, eco3, 118040, 1, 1, 0.64, 0.38, 156.87, 19, 289, 
1, ChryChry, eco1, 79893, 0.87, 1, 0.03, 0.02, 218.14, 20, 284, 
1, ChryChry, eco2, 198206, 0.8, 1, 0.15, 0.09, 227.53, 0, 333, 
1, ChryChry, eco3, 123041, 0.95, 1, 0.37, 0.22, 160.09, 19, 289, 
1, Frangula, eco1, 79918, 1, 1, 0.13, 0.08, 218.16, 20, 284, 
1, Frangula, eco2, 198501, 1, 1, 0.37, 0.22, 227.54, 0, 333, 
1, Frangula, eco3, 123231, 0.99, 1, 0.5, 0.3, 160.14, 19, 289, 
1, Garrya, eco1, 196074, 0.98, 1, 0.25, 0.15, 220.12, 20, 284, 
1, Garrya, eco2, 373481, 0.93, 1, 0.49, 0.29, 227.82, 0, 333, 
1, Garrya, eco3, 249387, 1, 1, 0.59, 0.35, 159.08, 19, 289, 
1, GaulShal, eco1, 195939, 1, 1, 0.13, 0.08, 220.06, 20, 284, 
1, GaulShal, eco2, 372669, 1, 1, 0.37, 0.22, 227.82, 0, 333, 
1, GaulShal, eco3, 249307, 0.97, 1, 0.51, 0.3, 159.04, 19, 289, 
1, MahoNerv, eco1, 196099, 1, 1, 0.25, 0.15, 220.01, 20, 284, 
1, MahoNerv, eco2, 373074, 1, 1, 0.49, 0.29, 227.79, 0, 333, 
1, MahoNerv, eco3, 248943, 0.99, 1, 0.59, 0.35, 159.03, 19, 289, 
1, NothDens, eco1, 195504, 0.85, 1, 0.25, 0.15, 220.03, 20, 284, 
1, NothDens, eco2, 372680, 0.72, 1, 0.49, 0.29, 227.77, 0, 333, 
1, NothDens, eco3, 249544, 0.96, 1, 0.59, 0.35, 159.03, 19, 289, 
1, PinuJeff, eco1, 73310, 0.91, 1, 0.27, 0.16, 216.64, 20, 284, 
1, PinuJeff, eco2, 193327, 0.94, 1, 0.49, 0.29, 227.87, 0, 333, 
1, PinuJeff, eco3, 118245, 0.87, 1, 0.59, 0.36, 156.82, 19, 289, 
1, PinuLamb, eco1, 79917, 0.99, 1, 0.03, 0.02, 218.08, 20, 284, 
1, PinuLamb, eco2, 197862, 0.96, 1, 0.15, 0.09, 227.55, 0, 333, 
1, PinuLamb, eco3, 123274, 1, 1, 0.37, 0.22, 160.06, 19, 289, 
1, PinuMont, eco1, 72840, 0, 1, 0.14, 0, 216.51, 20, 284, 
1, PinuMont, eco2, 193539, 0, 1, 0.37, 0, 227.79, 0, 333, 
1, PinuMont, eco3, 118403, 0.17, 1, 0.52, 0.1, 156.81, 19, 289, 
1, PseuMenz, eco1, 80003, 1, 1, 0.03, 0.02, 218.08, 20, 284, 
1, PseuMenz, eco2, 198258, 1, 1, 0.15, 0.09, 227.61, 0, 333, 
1, PseuMenz, eco3, 122897, 0.98, 1, 0.37, 0.22, 160.15, 19, 289, 
