Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 1533.5, 18275.9, 0, 4, 126.3, 
1, -732.2, 1621.1, 16522.7, 665.7, 0.61, 1080.1, 
2, -450.7, 1696.4, 15883.2, 450.5, 0.53, 1496.3, 
3, -444.6, 1825.7, 14873.2, 507.4, 0.48, 1927.2, 
4, -395, 1966.5, 14638.8, 487.1, 0.42, 2103.7, 
5, -386.5, 2113.5, 14198.5, 492.9, 0.4, 2323.6, 
6, -344.6, 2273.6, 13917.5, 486.7, 0.41, 2463.7, 
7, -326.8, 2420.2, 14087.8, 463.6, 0.41, 2487.4, 
8, -270.7, 2573.1, 14013.9, 446, 0.4, 2531.7, 
9, -256.8, 2720.9, 13858.5, 439.7, 0.41, 2598.3, 
10, -297, 2874, 13834.9, 493, 0.41, 2646, 
11, -207, 3034.8, 13527.2, 455.8, 0.41, 2706.8, 
12, -245.5, 3178.6, 13723.7, 463.4, 0.42, 2675.4, 
13, -197.1, 3314.7, 13659.1, 437.9, 0.4, 2689.1, 
14, -247.2, 3450.1, 13856.4, 485.1, 0.43, 2665.5, 
15, -231.4, 3569.2, 13755.5, 457.1, 0.44, 2706, 
16, -223, 3701.2, 13901.8, 488.5, 0.45, 2688, 
17, -226.3, 3825.1, 13748.7, 493.7, 0.45, 2752.7, 
18, -195.4, 3953.2, 13902.4, 501.5, 0.45, 2713.6, 
19, -217.6, 4058.9, 13870.5, 468.4, 0.48, 2755.5, 
20, -168.5, 4162.7, 13480.1, 451.3, 0.49, 2840.4, 
21, -142.8, 4256.3, 13452.3, 363.5, 0.55, 2868.6, 
22, -171.8, 4368.7, 13659.8, 467.6, 0.54, 2822.1, 
23, -117.5, 4469.8, 13481.6, 421.7, 0.57, 2858.1, 
24, -60.8, 4566.1, 13429.6, 377.4, 0.59, 2828.5, 
25, -114.9, 4657.9, 13381.9, 447.6, 0.61, 2807.1, 
26, -145.9, 4750.3, 13631.1, 492.2, 0.65, 2735.5, 
27, -154.1, 4828.8, 13721.3, 469.2, 0.65, 2724.7, 
28, -135.8, 4907.2, 13903.6, 467.9, 0.69, 2682.7, 
29, -103.5, 4977.5, 14011.3, 424.1, 0.73, 2653.5, 
30, -131.3, 5040.6, 14128, 416.4, 0.73, 2635, 
31, -129.3, 5104.9, 14152.2, 440.7, 0.77, 2653.7, 
32, -103.4, 5170.9, 13877.1, 457.7, 0.79, 2729.6, 
33, -117.6, 5232.3, 13902.5, 408.4, 0.87, 2739.2, 
34, -109.9, 5301.3, 13984.6, 477.7, 0.9, 2717.2, 
35, -152.8, 5361.3, 14005.3, 458.3, 0.97, 2731.9, 
36, -140.9, 5424.1, 14062.3, 475.3, 0.98, 2741.1, 
37, -143.5, 5480.6, 14176.9, 458.7, 1, 2739.5, 
38, -123.1, 5539.4, 14381.2, 491, 1.02, 2696.8, 
39, -124.2, 5595.7, 14489.5, 503.9, 1.03, 2685.5, 
40, -130.6, 5642.5, 14537.9, 447.5, 1.07, 2698.1, 
41, -124.9, 5689.8, 14503.3, 413.2, 1.08, 2742.3, 
42, -161.7, 5745.7, 14712.4, 493.8, 1.06, 2734.8, 
43, -187.2, 5792.4, 14640.7, 511.3, 1.17, 2800.9, 
44, -119.3, 5853.6, 14768.5, 487, 1.2, 2779.9, 
45, -156.2, 5908.3, 14934.4, 502.9, 1.24, 2772.3, 
46, -156.5, 5960.9, 14985, 458.5, 1.31, 2811, 
47, -126.1, 6020.7, 15052.2, 515.8, 1.26, 2820.9, 
48, -117.2, 6077, 15196, 524.8, 1.36, 2796.9, 
49, -74.9, 6122.6, 15325.6, 508.7, 1.42, 2754.4, 
50, -136.4, 6167.6, 15408.9, 499.6, 1.43, 2766.5, 
51, -138, 6211.3, 15491.8, 487.1, 1.46, 2788.2, 
