Time,EcoregionName,EcoregionIndex,TAP,MAT,BeginGrow,EndGrow,PDSI,
2020, eco1, 1, 119.16, 12.42, 0, 339, 0, 
2021, eco1, 1, 176.5, 13.47, 0, 319, 0, 
2022, eco1, 1, 181.11, 13.3, 0, 317, 0, 
2023, eco1, 1, 91.17, 12.63, 0, 305, 0, 
2024, eco1, 1, 268.36, 12.74, 51, 310, 0, 
2025, eco1, 1, 107.92, 14.66, 0, 306, 0, 
2026, eco1, 1, 216.65, 14.01, 0, 343, 0, 
2027, eco1, 1, 233.18, 12.79, 0, 274, 0, 
2028, eco1, 1, 108.91, 13.12, 0, 313, 0, 
2029, eco1, 1, 133.1, 13.64, 0, 306, 0, 
2030, eco1, 1, 226.89, 14.61, 0, 336, 0, 
2031, eco1, 1, 141.86, 12.46, 0, 365, 0, 
2032, eco1, 1, 206.76, 13.51, 0, 349, 0, 
2033, eco1, 1, 153.92, 14.38, 0, 350, 0, 
2034, eco1, 1, 137.94, 12.79, 0, 365, 0, 
2035, eco1, 1, 170.28, 13.28, 0, 312, 0, 
2036, eco1, 1, 103.54, 12.07, 18, 311, 0, 
2037, eco1, 1, 145.01, 12.71, 0, 302, 0, 
2038, eco1, 1, 144.06, 12.16, 55, 289, 0, 
2039, eco1, 1, 143.85, 12.38, 0, 365, 0, 
2040, eco1, 1, 172.26, 13.57, 0, 320, 0, 
2041, eco1, 1, 127.78, 14.41, 0, 340, 0, 
2042, eco1, 1, 142.61, 14.19, 15, 319, 0, 
2043, eco1, 1, 173.18, 13.98, 0, 365, 0, 
2044, eco1, 1, 144.67, 14.24, 0, 339, 0, 
2045, eco1, 1, 125.87, 13.47, 0, 319, 0, 
2046, eco1, 1, 161.08, 12.83, 0, 365, 0, 
2047, eco1, 1, 227.32, 14.04, 0, 365, 0, 
2048, eco1, 1, 199.9, 14.81, 0, 345, 0, 
2049, eco1, 1, 173.5, 15.05, 0, 365, 0, 
2050, eco1, 1, 101.26, 14.68, 0, 315, 0, 
2051, eco1, 1, 115.38, 15.42, 0, 365, 0, 
2052, eco1, 1, 197.69, 15.63, 0, 365, 0, 
2053, eco1, 1, 168.13, 14.12, 0, 365, 0, 
2054, eco1, 1, 150.22, 14.72, 0, 365, 0, 
2055, eco1, 1, 139.33, 14.5, 0, 365, 0, 
2056, eco1, 1, 166.85, 14.71, 0, 365, 0, 
2057, eco1, 1, 115.63, 15.95, 0, 365, 0, 
2058, eco1, 1, 103.26, 16.09, 0, 365, 0, 
2059, eco1, 1, 166.58, 15.33, 0, 365, 0, 
2060, eco1, 1, 91.78, 15.25, 0, 365, 0, 
2061, eco1, 1, 169.86, 16.01, 0, 365, 0, 
2062, eco1, 1, 111.11, 15.46, 0, 365, 0, 
2063, eco1, 1, 133.57, 15.19, 0, 365, 0, 
2064, eco1, 1, 151.71, 15.22, 0, 365, 0, 
2065, eco1, 1, 150.88, 15.71, 0, 365, 0, 
2066, eco1, 1, 99.03, 15.72, 0, 365, 0, 
2067, eco1, 1, 87.84, 17.11, 0, 365, 0, 
2068, eco1, 1, 112.4, 16.09, 0, 365, 0, 
2069, eco1, 1, 132.88, 17.1, 0, 365, 0, 
2070, eco1, 1, 119.55, 17.67, 0, 365, 0, 
2020, eco2, 2, 202.35, 12.71, 0, 365, 0, 
2021, eco2, 2, 294.94, 13.48, 0, 347, 0, 
2022, eco2, 2, 299.87, 13.41, 0, 365, 0, 
2023, eco2, 2, 159.19, 12.82, 0, 313, 0, 
2024, eco2, 2, 418.32, 12.86, 0, 319, 0, 
2025, eco2, 2, 182.19, 14.42, 0, 314, 0, 
2026, eco2, 2, 338.51, 13.99, 0, 365, 0, 
2027, eco2, 2, 367.53, 13.01, 0, 290, 0, 
2028, eco2, 2, 178.58, 13.25, 0, 365, 0, 
2029, eco2, 2, 226.1, 13.6, 0, 313, 0, 
2030, eco2, 2, 367.15, 14.41, 0, 345, 0, 
2031, eco2, 2, 232.79, 12.76, 0, 365, 0, 
2032, eco2, 2, 334.14, 13.57, 0, 365, 0, 
2033, eco2, 2, 255.89, 14.15, 0, 365, 0, 
2034, eco2, 2, 230.74, 13.01, 0, 365, 0, 
2035, eco2, 2, 275.06, 13.29, 0, 319, 0, 
2036, eco2, 2, 173.86, 12.48, 0, 319, 0, 
2037, eco2, 2, 240.72, 12.89, 0, 310, 0, 
2038, eco2, 2, 244.73, 12.48, 0, 348, 0, 
2039, eco2, 2, 237.7, 12.79, 0, 365, 0, 
2040, eco2, 2, 275.27, 13.63, 0, 365, 0, 
2041, eco2, 2, 209.16, 14.24, 0, 365, 0, 
2042, eco2, 2, 233.44, 14.23, 0, 332, 0, 
2043, eco2, 2, 267.84, 14.02, 0, 365, 0, 
2044, eco2, 2, 243.97, 14.3, 0, 349, 0, 
2045, eco2, 2, 209.7, 13.6, 0, 365, 0, 
2046, eco2, 2, 266.2, 13.17, 0, 365, 0, 
2047, eco2, 2, 351.27, 14.14, 0, 365, 0, 
2048, eco2, 2, 318.9, 14.72, 0, 351, 0, 
2049, eco2, 2, 279.54, 14.93, 0, 365, 0, 
2050, eco2, 2, 169.88, 14.58, 0, 365, 0, 
2051, eco2, 2, 198.13, 15.18, 0, 365, 0, 
2052, eco2, 2, 324.98, 15.37, 0, 365, 0, 
2053, eco2, 2, 279.87, 14.25, 0, 365, 0, 
2054, eco2, 2, 240.9, 14.72, 0, 365, 0, 
2055, eco2, 2, 227.56, 14.56, 0, 365, 0, 
2056, eco2, 2, 267.09, 14.7, 0, 365, 0, 
2057, eco2, 2, 190.21, 15.65, 0, 365, 0, 
2058, eco2, 2, 184.35, 15.81, 0, 365, 0, 
2059, eco2, 2, 275.04, 15.21, 0, 365, 0, 
2060, eco2, 2, 157.78, 15.19, 0, 365, 0, 
2061, eco2, 2, 278.49, 15.76, 0, 365, 0, 
2062, eco2, 2, 195.73, 15.25, 0, 365, 0, 
2063, eco2, 2, 213.81, 15.05, 0, 365, 0, 
2064, eco2, 2, 246.73, 15.22, 0, 365, 0, 
2065, eco2, 2, 240.8, 15.56, 0, 365, 0, 
2066, eco2, 2, 170.59, 15.51, 0, 365, 0, 
2067, eco2, 2, 138.86, 16.55, 0, 365, 0, 
2068, eco2, 2, 187.37, 15.9, 0, 365, 0, 
2069, eco2, 2, 207.98, 16.53, 0, 365, 0, 
2070, eco2, 2, 196.19, 17.04, 0, 365, 0, 
2020, eco3, 3, 266.32, 11.88, 0, 340, 0, 
2021, eco3, 3, 379.64, 12.82, 0, 314, 0, 
2022, eco3, 3, 380.21, 12.66, 0, 315, 0, 
2023, eco3, 3, 209.7, 12.07, 0, 304, 0, 
2024, eco3, 3, 517.7, 12.13, 54, 311, 0, 
2025, eco3, 3, 230.64, 13.95, 0, 306, 0, 
2026, eco3, 3, 436.05, 13.35, 0, 341, 0, 
2027, eco3, 3, 480.86, 12.17, 0, 280, 0, 
2028, eco3, 3, 228.19, 12.52, 0, 311, 0, 
2029, eco3, 3, 286.25, 12.98, 0, 306, 0, 
2030, eco3, 3, 460.23, 13.94, 0, 336, 0, 
2031, eco3, 3, 294.15, 11.95, 0, 365, 0, 
2032, eco3, 3, 435.52, 12.88, 0, 351, 0, 
2033, eco3, 3, 326.49, 13.64, 0, 365, 0, 
2034, eco3, 3, 292.71, 12.18, 0, 365, 0, 
2035, eco3, 3, 351.46, 12.63, 0, 311, 0, 
2036, eco3, 3, 227.87, 11.6, 16, 307, 0, 
2037, eco3, 3, 311.38, 12.06, 0, 302, 0, 
2038, eco3, 3, 313.17, 11.58, 57, 318, 0, 
2039, eco3, 3, 306.43, 11.83, 0, 365, 0, 
2040, eco3, 3, 348.26, 12.97, 0, 316, 0, 
2041, eco3, 3, 268.19, 13.7, 0, 346, 0, 
2042, eco3, 3, 299.74, 13.58, 0, 315, 0, 
2043, eco3, 3, 343.18, 13.35, 0, 365, 0, 
2044, eco3, 3, 312.36, 13.65, 0, 340, 0, 
2045, eco3, 3, 275.39, 12.89, 0, 314, 0, 
2046, eco3, 3, 335.82, 12.28, 0, 319, 0, 
2047, eco3, 3, 450.71, 13.45, 0, 365, 0, 
2048, eco3, 3, 402.87, 14.12, 0, 343, 0, 
2049, eco3, 3, 364.41, 14.35, 0, 316, 0, 
2050, eco3, 3, 214.8, 14.02, 0, 312, 0, 
2051, eco3, 3, 252.39, 14.68, 0, 365, 0, 
2052, eco3, 3, 410.56, 14.97, 0, 365, 0, 
2053, eco3, 3, 359.02, 13.54, 0, 346, 0, 
2054, eco3, 3, 307.11, 14.11, 0, 365, 0, 
2055, eco3, 3, 287.91, 13.87, 0, 351, 0, 
2056, eco3, 3, 338.97, 14.06, 0, 365, 0, 
2057, eco3, 3, 240.14, 15.2, 0, 365, 0, 
2058, eco3, 3, 242.08, 15.43, 0, 365, 0, 
2059, eco3, 3, 349.91, 14.66, 0, 365, 0, 
2060, eco3, 3, 212.99, 14.6, 0, 365, 0, 
2061, eco3, 3, 346.58, 15.28, 0, 365, 0, 
2062, eco3, 3, 250.87, 14.8, 0, 365, 0, 
2063, eco3, 3, 272.98, 14.51, 0, 365, 0, 
2064, eco3, 3, 314.44, 14.59, 0, 365, 0, 
2065, eco3, 3, 301.64, 15.03, 0, 365, 0, 
2066, eco3, 3, 216.54, 15.06, 0, 365, 0, 
2067, eco3, 3, 175.06, 16.34, 0, 365, 0, 
2068, eco3, 3, 235.83, 15.41, 0, 365, 0, 
2069, eco3, 3, 260.69, 16.29, 0, 365, 0, 
2070, eco3, 3, 252.01, 16.89, 0, 365, 0, 
