Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 1533.5, 18275.9, 0, 4, 126.3, 
1, -719.8, 1619.4, 17081.7, 656.5, 0.53, 1031.2, 
2, -471.8, 1730.5, 15745, 506, 0.51, 1645.1, 
3, -423, 1870.4, 14852.7, 498.9, 0.47, 2049.9, 
4, -338.9, 2015.9, 14036.6, 443.1, 0.46, 2363.5, 
5, -254.6, 2171.4, 12971.2, 394, 0.44, 2672.8, 
6, -206.1, 2351.5, 12237.9, 395.6, 0.48, 2844.5, 
7, -187.6, 2551.9, 11980.6, 433.1, 0.47, 2842.7, 
8, -151, 2731.5, 11184.1, 403.5, 0.46, 2973.4, 
9, -115, 2895.7, 10668.7, 361.3, 0.48, 3021.6, 
10, -90, 3050.9, 10050.1, 345.5, 0.51, 3074.6, 
11, 18.2, 3223.5, 9612.9, 326.9, 0.49, 3002.2, 
12, -67.1, 3345, 9547.7, 317.6, 0.46, 2927.7, 
13, -24.3, 3472.6, 9453.1, 331.1, 0.46, 2827.9, 
14, -43.8, 3583.9, 9460.3, 337.1, 0.47, 2722.4, 
15, -76.1, 3684, 9515.3, 360.2, 0.47, 2630.5, 
16, -57.5, 3767.5, 9436.4, 319.8, 0.46, 2594.3, 
17, 27.6, 3856.8, 8598.9, 301.6, 0.53, 2687.7, 
18, -30.8, 3939.9, 8575.5, 314.4, 0.55, 2611.5, 
19, -5.8, 4013, 8602.8, 290.5, 0.56, 2520.3, 
20, -28.6, 4081.2, 8635.6, 335.5, 0.59, 2432.1, 
21, -54.8, 4142, 8746.2, 347.6, 0.58, 2352.8, 
22, -31.3, 4200.5, 8660.5, 376.2, 0.61, 2299, 
23, -5.7, 4248, 8640.1, 337.1, 0.67, 2228.6, 
24, -61.2, 4288.3, 8619, 333.4, 0.69, 2209.6, 
25, 11.4, 4327.4, 8275.2, 287.6, 0.74, 2234.5, 
26, -14.1, 4368.2, 8299, 323.3, 0.79, 2174.6, 
27, -54.8, 4400.7, 8366, 328.2, 0.82, 2136.2, 
28, -25.5, 4430.8, 8373, 328.8, 0.84, 2096.4, 
29, -4.3, 4455.5, 8337.1, 289.2, 0.87, 2064, 
30, -10.2, 4475.8, 8410, 315.9, 0.92, 2002.5, 
31, -37.7, 4495.5, 8336.7, 265.3, 0.97, 2015.7, 
32, -26, 4517.4, 8240.6, 289.5, 1.01, 2024.6, 
33, -22.5, 4534.7, 8266.8, 314.6, 1.05, 1992.8, 
34, -32.6, 4554.3, 8182.3, 315.5, 1.09, 1996.3, 
35, 4.6, 4571.7, 8152.5, 300.6, 1.17, 1962.4, 
36, -23.6, 4584.5, 8252.5, 316.2, 1.23, 1912.4, 
37, -18.5, 4594.1, 8214.5, 315.6, 1.31, 1902.6, 
38, -68.5, 4603.8, 8333.3, 361.1, 1.41, 1876.5, 
39, 7.2, 4607.8, 8363.5, 348.9, 1.56, 1829.1, 
40, -46.1, 4611.2, 8404.8, 306.1, 1.6, 1812.8, 
41, -26.3, 4612.1, 8502.6, 356.1, 1.83, 1773.9, 
42, -32.5, 4614.4, 8561.5, 297.2, 1.85, 1759.3, 
43, -53, 4620.1, 8583.4, 297.5, 1.98, 1770.5, 
44, -80.4, 4629.3, 8621.2, 326.6, 2.04, 1792.3, 
45, -45.1, 4641.4, 8651.5, 325, 2.07, 1788.7, 
46, -33.6, 4648.8, 8673.2, 331.1, 2.16, 1784.4, 
47, -75.4, 4658.1, 8697.4, 327.6, 2.26, 1805.7, 
48, -36, 4668.8, 8691.4, 289.7, 2.41, 1813.5, 
49, -67.9, 4678.6, 8792.1, 346, 2.5, 1805.9, 
50, -12.3, 4689.8, 8562.9, 263.7, 2.54, 1856.1, 
51, -7.2, 4700.7, 8560.7, 287.9, 2.66, 1842.4, 
