Time,ClimateRegionName,ClimateRegionIndex,NumSites,NEEC,SOMTC,AGB,AG_NPPC,BG_NPPC,Litterfall,AgeMortality,MineralN,TotalN,GrossMineralization,C_LiveLeaf,C_LiveFRoot,C_LiveWood,C_LiveCRoot,C_DeadWood,C_DeadCRoot,C_DeadLeaf_Struc,C_DeadLeaf_Meta,C_DeadFRoot_Struc,C_DeadFRoot_Meta,C_SOM1surf,C_SOM1soil,C_SOM2,C_SOM3,N_Leaf,N_FRoot,N_Wood,N_CRoot,N_DeadWood,N_DeadCRoot,N_DeadLeaf_Struc,N_DeadLeaf_Meta,N_DeadFRoot_Struc,N_DeadFRoot_Meta,N_SOM1surf,N_SOM1soil,N_SOM2,N_SOM3,SurfStrucNetMin,SurfMetaNetMin,SoilStrucNetMin,SoilMetaNetMin,SOM1surfNetMin,SOM1soilNetMin,SOM2NetMin,SOM3NetMin,TotalNdep,LeachedC,LeachedN,FireCEfflux,FireNEfflux,Nuptake,Nresorbed,TotalSoilN,Nvol,FrassC,
0, eco1, 1, 457557, 0, 3106.7, 19757.1, 0, 0, 0, 0, 4, 263, 0, 0, 0, 9285.9, 1608, 100, 517.4, 84.2, 14.9, 0, 0, 31.1, 62.1, 1833, 1180.6, 0, 0, 23.2, 8.8, 0.5, 2.6, 0.4, 1.5, 0, 0, 3.1, 6.2, 73.3, 139.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 227.9, 0, 0, 
0, eco2, 2, 903912, 0, 832.9, 19056.5, 0, 0, 0, 0, 4, 99.3, 0, 0, 0, 8956.6, 1594.1, 121.7, 548.4, 102.4, 18.1, 0, 0, 8.3, 16.7, 491.4, 316.5, 0, 0, 22, 8.2, 0.6, 2.7, 0.5, 1.8, 0, 0, 0.8, 1.7, 19.7, 37.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65.8, 0, 0, 
0, eco3, 3, 540517, 0, 1373.4, 15716.6, 0, 0, 0, 0, 4, 132.9, 0, 0, 0, 7386.8, 1327.1, 156.4, 463.4, 131.6, 23.2, 0, 0, 13.7, 27.5, 810.3, 521.9, 0, 0, 18.1, 6.6, 0.8, 2.3, 0.7, 2.3, 0, 0, 1.4, 2.7, 32.4, 61.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105.1, 0, 0, 
1, eco1, 1, 457557, -649.1, 3165.9, 17328.3, 619, 179.1, 13.4, 296.9, 0.66, 261.4, 3.2, 110.4, 76.6, 8031.7, 1403.5, 1257.9, 601.3, 12.6, 14.7, 3.5, 3.5, 110.8, 100.6, 1774.2, 1180.3, 2.4, 1.4, 20.1, 7.7, 3.5, 3, 0.1, 1.1, 0, 0.1, 3, 9, 70.2, 139.3, 0.1, 0.2, 0, 0, 0.3, 0.4, 0.1, 0, 0.05, 0.04, 0.07, 20.2, 0.5, 4.6, 0.1, 223.4, 0.03, 0, 
1, eco2, 2, 903912, -758.9, 934.1, 17885.1, 680.8, 197.1, 16.4, 333.3, 0.49, 100.2, 1.6, 119.8, 83.2, 8276.1, 1486.9, 1060.3, 624.2, 13, 17.9, 4, 4.1, 98.6, 31.8, 487.2, 316.4, 2.6, 1.7, 20.2, 7.7, 3, 3.1, 0.1, 1.4, 0, 0.2, 1.3, 2.5, 18.8, 37.3, 0.2, 0.3, 0, 0, 0.1, 0.1, 0, 0, 0.05, 0.04, 0.11, 9.5, 0.2, 4.3, 0.2, 62, 0.02, 0, 
1, eco3, 3, 540517, -714.1, 1456.1, 15529.6, 647.6, 187.8, 15.5, 286.5, 0.48, 134, 2.1, 114, 79.4, 7169.7, 1305.4, 790.8, 518.8, 16, 21.6, 3.9, 4.1, 102.9, 46.1, 785.4, 521.7, 2.5, 1.6, 17.5, 6.5, 2.4, 2.6, 0.1, 1.7, 0, 0.2, 1.9, 4, 31, 61.6, 0.2, 0.4, 0, 0, 0.2, 0.2, 0.1, 0, 0.05, 0.12, 0.17, 3.6, 0.1, 4.5, 0.2, 100.9, 0.02, 0, 
2, eco1, 1, 457557, -361.5, 3271.1, 15080.5, 458.9, 130.5, 30, 248.5, 0.68, 260.9, 4.2, 156.3, 108.5, 6927.5, 1216.1, 2071.2, 654.3, 10.9, 20.8, 10.3, 10.8, 203.3, 152.8, 1734.9, 1180, 3.3, 2, 17.3, 6.6, 5.5, 3.3, 0.1, 1, 0.1, 0.4, 3, 12, 66.6, 139.2, 0, 0.1, 0, 0, 0.4, 0.7, 0.3, 0.1, 0.05, 0.16, 0.09, 38.9, 0.5, 1.8, 0.3, 222.9, 0.01, 0, 
2, eco2, 2, 903912, -485.2, 1076.8, 16179.2, 519.2, 148.4, 34.6, 290.4, 0.5, 102, 2, 177.7, 123.5, 7421.5, 1336.4, 1762.2, 678.9, 12.2, 23.3, 11, 11.7, 187.6, 59.5, 513.3, 316.3, 3.8, 2.5, 18.1, 6.9, 4.7, 3.4, 0.1, 1.1, 0.1, 0.4, 1.8, 3.6, 17.8, 37.3, 0, 0.1, 0, 0.1, 0.2, 0.2, 0.1, 0, 0.05, 0.15, 0.1, 35.1, 0.3, 0.9, 0.4, 62.7, 0.01, 0, 
2, eco3, 3, 540517, -542.9, 1519.7, 15581.5, 523.9, 149.8, 35.6, 275.6, 0.4, 137, 2.5, 183.8, 128, 7131.4, 1300.8, 1088.6, 555.2, 12.5, 26.4, 10.3, 11.1, 152.1, 73.6, 772.5, 521.6, 4, 2.6, 17.4, 6.4, 3.1, 2.8, 0.1, 1.4, 0.1, 0.4, 2.3, 5.2, 29.3, 61.5, 0, 0.2, 0, 0.1, 0.3, 0.4, 0.4, 0, 0.05, 0.32, 0.12, 6.7, 0.1, 1.4, 0.4, 100.7, 0.01, 0, 
3, eco1, 1, 457557, -221, 3439.4, 12409.8, 411.9, 117.2, 35.5, 206.5, 0.69, 259.4, 4.7, 173.6, 120.8, 5656.3, 997.2, 2825, 693.6, 15, 26.9, 16.4, 17.6, 322.1, 209.5, 1728, 1179.7, 3.6, 2.2, 14.2, 5.4, 7.3, 3.5, 0.1, 1, 0.1, 0.6, 3.1, 15.3, 63.2, 139.2, 0, 0, 0, 0.1, 0.4, 0.9, -0.1, 0.1, 0.05, 0.25, 0.09, 53.7, 0.5, 1.7, 0.3, 223.2, 0.01, 0, 
3, eco2, 2, 903912, -448, 1239.1, 15497.6, 516.4, 147.5, 45.2, 281.8, 0.43, 104.6, 2.2, 226.7, 157.8, 7052.4, 1272.9, 2105.4, 707.8, 18.4, 31, 16.9, 18.2, 276.6, 90.3, 555.9, 316.3, 4.8, 3.1, 17.2, 6.5, 5.5, 3.5, 0.1, 1.2, 0.1, 0.7, 2.3, 4.7, 17.1, 37.3, 0, 0, 0, 0.1, 0.3, 0.3, -0.1, 0, 0.05, 0.23, 0.1, 19.7, 0.1, 0.9, 0.5, 63.9, 0.01, 0, 
3, eco3, 3, 540517, -552.1, 1597.9, 15842.3, 543.3, 155.5, 48.2, 282.2, 0.34, 140.4, 2.5, 244.3, 170.2, 7193.4, 1314.6, 1300.8, 583.4, 19.6, 34.6, 16.8, 18.5, 200.5, 101.9, 774, 521.5, 5.3, 3.4, 17.6, 6.5, 3.6, 2.9, 0.1, 1.4, 0.1, 0.7, 2.7, 6.2, 28, 61.5, 0, 0, 0, 0.1, 0.4, 0.4, 0.3, 0, 0.05, 0.43, 0.11, 3.2, 0, 1.3, 0.5, 101.1, 0.01, 0, 
4, eco1, 1, 457557, -84.2, 3615.1, 10299.2, 318.3, 90.4, 35, 164.7, 0.76, 257.9, 4.6, 171.8, 119.6, 4666, 827.8, 3279.4, 712.6, 17.8, 31, 20.5, 22.4, 431.4, 260.9, 1743.3, 1179.5, 3.6, 2.2, 11.8, 4.4, 8.4, 3.6, 0.1, 1, 0.1, 0.8, 3.4, 18.3, 60.4, 139.1, 0, -0.1, 0, 0.1, 0.4, 1, -0.5, 0.1, 0.05, 0.09, 0.05, 59.8, 0.5, 1.4, 0.3, 224, 0.01, 0, 
4, eco2, 2, 903912, -374.9, 1402.3, 14784.9, 468.2, 133.4, 51.2, 261.5, 0.4, 106.7, 2.2, 257.1, 179, 6686.9, 1210, 2403.5, 730.1, 24.4, 39.1, 22.8, 24.7, 357.5, 121.2, 607.3, 316.3, 5.5, 3.6, 16.4, 6.2, 6.2, 3.6, 0.1, 1.3, 0.1, 0.9, 2.9, 5.8, 16.6, 37.3, 0, -0.1, 0, 0.1, 0.4, 0.3, -0.2, 0, 0.05, 0.13, 0.05, 25.1, 0.2, 0.8, 0.5, 65.4, 0.01, 0, 
4, eco3, 3, 540517, -494.3, 1688.3, 15948.9, 506.8, 144.7, 56.7, 275.4, 0.3, 143.3, 2.5, 286.9, 200, 7202.1, 1318.2, 1521.2, 608.7, 27.2, 44.3, 23.6, 26, 249.6, 129.7, 787.6, 521.4, 6.1, 4, 17.6, 6.5, 4.2, 3, 0.1, 1.5, 0.1, 1, 3.2, 7.2, 27, 61.5, 0, -0.1, 0, 0.1, 0.4, 0.4, 0.2, 0, 0.05, 0.29, 0.06, 6.6, 0.1, 1.2, 0.6, 101.9, 0, 0, 
5, eco1, 1, 457557, -29, 3775.8, 9053.7, 264.7, 75.3, 35, 141.1, 0.77, 257, 4.2, 168.1, 117.2, 4077.6, 726.9, 3468.6, 716.4, 20.5, 35.3, 23.2, 25.6, 524.2, 305, 1767.3, 1179.4, 3.5, 2.2, 10.3, 3.8, 8.9, 3.6, 0.1, 1.1, 0.1, 0.9, 3.6, 20.8, 58.2, 139.1, 0, -0.1, 0, 0.1, 0.4, 1, -0.7, 0.1, 0.05, 0.68, 0.17, 37.3, 0.3, 1.2, 0.3, 224.8, 0.01, 0, 
5, eco2, 2, 903912, -258.3, 1586.6, 13166.9, 409, 116.4, 52.7, 229.3, 0.38, 106.9, 2.5, 255.4, 178.1, 5923.4, 1074.1, 2844.8, 754.2, 28.7, 45.4, 29, 31.7, 440.9, 155.6, 673.7, 316.3, 5.4, 3.5, 14.5, 5.4, 7.3, 3.7, 0.1, 1.4, 0.1, 1.2, 3.3, 7, 16.2, 37.3, 0, -0.1, 0, 0.2, 0.4, 0.3, -0.3, 0, 0.05, 0.64, 0.13, 63.2, 0.4, 0.8, 0.5, 67.1, 0.01, 0, 
5, eco3, 3, 540517, -439.3, 1791.1, 15960.1, 478.2, 136.2, 64.9, 271.2, 0.24, 145.8, 2.6, 314.5, 219.4, 7180.9, 1315.9, 1711.4, 630.1, 34.7, 54.9, 30.2, 33.5, 301.3, 158.6, 810, 521.3, 6.7, 4.4, 17.6, 6.5, 4.6, 3.1, 0.2, 1.7, 0.2, 1.2, 3.7, 8.2, 26.1, 61.5, 0.1, -0.1, 0, 0.2, 0.4, 0.4, 0.1, 0, 0.04, 0.93, 0.13, 7.2, 0.1, 1.2, 0.6, 103, 0, 0, 
