Time,Month,ClimateRegionName,ClimateRegionIndex,NumSites,Precipitation,AirTemp,AvgTotalNPP_C,AvgHeteroRespiration,AvgSoilRespiration,avgNEE,Ndep,StreamN,SoilWaterContent,
1, 7, eco1, 1, 457557, 3.4, 22.3, 20.44, 3.44, 6.38, -17, 0, 0, 1.35, 
1, 7, eco2, 2, 903912, 4, 21.6, 37.82, 3.33, 10.18, -34.49, 0, 0, 1.56, 
1, 7, eco3, 3, 540517, 6.6, 21.5, 74.61, 7.51, 20.47, -67.1, 0, 0, 2.54, 
1, 8, eco1, 1, 457557, 0.2, 21, 5.22, 2.01, 2.02, -3.22, 0, 0, 1.03, 
1, 8, eco2, 2, 903912, 0.4, 20.5, 13.54, 1.81, 3.74, -11.73, 0, 0, 1.24, 
1, 8, eco3, 3, 540517, 0.5, 20.2, 40.26, 2.84, 10.88, -37.42, 0, 0, 1.97, 
1, 9, eco1, 1, 457557, 6.9, 18.7, 203.08, 19.22, 58.47, -183.86, 0, 0, 3.48, 
1, 9, eco2, 2, 903912, 12.3, 18.7, 227.19, 24.64, 61.55, -202.55, 0, 0, 6.8, 
1, 9, eco3, 3, 540517, 19, 18.4, 207.94, 27.26, 58.13, -180.68, 0, 0.01, 8.64, 
1, 10, eco1, 1, 457557, 19, 12.6, 148.69, 19.89, 45.01, -128.8, 0, 0.01, 10.56, 
1, 10, eco2, 2, 903912, 35.7, 13.6, 145.83, 15.23, 39.75, -130.61, 0, 0.03, 9.86, 
1, 10, eco3, 3, 540517, 50.1, 12.4, 120.18, 14.81, 34.24, -105.36, 0, 0.04, 5.84, 
1, 11, eco1, 1, 457557, 9.1, 8, 57.7, 13.33, 20.37, -44.37, 0, 0, 11.96, 
1, 11, eco2, 2, 903912, 15.1, 8.8, 62.32, 9.84, 18.35, -52.47, 0, 0.01, 13.53, 
1, 11, eco3, 3, 540517, 20, 7.9, 54.21, 9.83, 16.86, -44.38, 0, 0.01, 12.31, 
1, 12, eco1, 1, 457557, 25.3, 5.2, 27.99, 10.64, 11.98, -17.35, 0, 0.02, 11.62, 
1, 12, eco2, 2, 903912, 38.6, 6.5, 40.23, 7.99, 12.63, -32.24, 0, 0.02, 9.46, 
1, 12, eco3, 3, 540517, 49.3, 5.4, 28.84, 7.86, 10.14, -20.98, 0, 0.03, 6.24, 
1, 1, eco1, 1, 457557, 17.6, 6.1, 36.84, 11.1, 14.64, -25.74, 0, 0.02, 12.81, 
1, 1, eco2, 2, 903912, 28.2, 7.1, 44.46, 7.99, 13.89, -36.48, 0, 0.02, 11.99, 
