Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 1533.5, 18275.9, 0, 4, 126.3, 
1, -776.4, 1601.8, 17928.9, 688.5, 0.38, 795.5, 
2, -575.2, 1675.6, 17381.5, 557.2, 0.38, 1260.1, 
3, -513.5, 1791.9, 16353.5, 546.5, 0.38, 1761.8, 
4, -438.4, 1918.7, 15966.9, 498, 0.38, 2027.8, 
5, -343.5, 2062.8, 14783.5, 446, 0.37, 2419.7, 
6, -325.6, 2229.8, 14688.8, 464.9, 0.4, 2500.1, 
7, -326.1, 2418, 14576.1, 516.1, 0.4, 2566.7, 
8, -348.3, 2582.3, 14840.9, 522.7, 0.36, 2556.2, 
9, -317.9, 2732.4, 14833.2, 488.1, 0.35, 2617.7, 
10, -269.2, 2886.3, 14015.1, 467.3, 0.43, 2836.5, 
11, -172.7, 3069.5, 13762.8, 453.9, 0.4, 2841.4, 
12, -234.9, 3210.1, 13734.1, 441.3, 0.35, 2862.2, 
13, -207.7, 3364.2, 13910.7, 467.8, 0.36, 2802.9, 
14, -227.8, 3504.5, 14116.9, 479.3, 0.36, 2758.2, 
15, -258.5, 3638.5, 14256.7, 509.4, 0.36, 2747.8, 
16, -199.9, 3760, 14150.2, 447.1, 0.36, 2792, 
17, -133.3, 3891.9, 13805.5, 442.1, 0.42, 2838.7, 
18, -208.1, 4010.7, 14051.2, 468.7, 0.43, 2794.7, 
19, -154.1, 4122.5, 14126.5, 429.4, 0.44, 2776.8, 
20, -181.6, 4234.6, 14015, 488.3, 0.46, 2791.3, 
21, -194.2, 4344.4, 14218.3, 495.5, 0.47, 2755.5, 
22, -184.5, 4456.9, 14294.3, 540, 0.5, 2732.5, 
23, -157.1, 4553.9, 14538.1, 496.1, 0.51, 2663.7, 
24, -208.3, 4640.4, 14578.2, 491.8, 0.54, 2701.9, 
25, -136.3, 4726, 14606.7, 443.9, 0.55, 2688.8, 
26, -164.9, 4814.3, 14670.9, 493.6, 0.59, 2692.7, 
27, -210, 4894.6, 14875.7, 503.2, 0.6, 2693.6, 
28, -177.4, 4977, 15065.3, 507.4, 0.61, 2678.1, 
29, -133.8, 5052, 15186.1, 450, 0.62, 2667.3, 
30, -130.9, 5126.4, 15159.2, 482.5, 0.64, 2676.6, 
31, -146.8, 5191.1, 15203, 409.9, 0.66, 2707.2, 
32, -124.8, 5259, 14892.2, 440.5, 0.72, 2810.1, 
33, -121.6, 5333.9, 14926.2, 475.4, 0.73, 2805.4, 
34, -151.4, 5408.3, 15053.6, 487.8, 0.77, 2799.2, 
35, -85.1, 5472.7, 14791.8, 461.6, 0.82, 2839.3, 
36, -87.2, 5539.8, 14576.4, 465.8, 0.87, 2875.2, 
37, -72.8, 5606.6, 14385.3, 461.1, 0.93, 2900.6, 
38, -141.8, 5674.6, 14574, 525, 1, 2858.1, 
39, -17.3, 5738.8, 14385.3, 495.4, 1.13, 2832.4, 
40, -82.7, 5787.7, 14392.5, 434.9, 1.15, 2806.6, 
41, -46.4, 5840.9, 14428.9, 496.8, 1.34, 2754.8, 
42, -51.4, 5882, 14493.8, 413.4, 1.35, 2719, 
43, -82.8, 5921.5, 14555.6, 416, 1.45, 2710, 
44, -118.7, 5962.8, 14554.8, 454.5, 1.5, 2741.1, 
45, -73.2, 6007.9, 14642.2, 452.5, 1.5, 2709.3, 
46, -63.8, 6045.3, 14713.3, 466.3, 1.58, 2681.4, 
47, -122.9, 6080.4, 14725.3, 463.5, 1.66, 2712, 
48, -61.2, 6117, 14718.7, 407.1, 1.79, 2717.4, 
49, -92, 6155.3, 14736.9, 476.9, 1.88, 2726, 
50, -31.1, 6188.3, 14618.9, 370.5, 1.92, 2743.8, 
51, -19.5, 6221.2, 14612, 402.9, 2.03, 2724.8, 
