Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 1533.5, 18275.9, 0, 4, 126.3, 
1, -660.5, 1608, 16892.3, 596.8, 0.53, 967, 
2, -494.5, 1691.7, 15861.1, 492.2, 0.45, 1519.4, 
3, -480.7, 1798.9, 15788.8, 510.2, 0.39, 1748.1, 
4, -454, 1919.4, 15446.2, 504.6, 0.36, 2015.7, 
5, -367.5, 2057.2, 15109.9, 462.4, 0.37, 2206.2, 
6, -347.9, 2209.6, 14586.8, 471.7, 0.38, 2431.6, 
7, -317.5, 2359.6, 14073.1, 450.9, 0.4, 2632.5, 
8, -234.7, 2523.5, 14023.1, 416.2, 0.41, 2654.9, 
9, -266.5, 2678, 14134.9, 443.5, 0.41, 2663.4, 
10, -209.6, 2822.4, 14141.7, 402.9, 0.37, 2669.9, 
11, -224.1, 2972.4, 13784.9, 440.5, 0.39, 2773.3, 
12, -221.2, 3107, 13418.9, 415.2, 0.43, 2875.7, 
13, -168.2, 3247.6, 13294.6, 391.3, 0.44, 2897.3, 
14, -182.9, 3389.1, 13150.3, 433.7, 0.4, 2913.3, 
15, -215.2, 3522.5, 13260.2, 448.4, 0.46, 2874.5, 
16, -181.5, 3658.3, 13296.4, 449.1, 0.46, 2856.9, 
17, -151.3, 3784.1, 13292.3, 420.5, 0.47, 2839.4, 
18, -145.3, 3894.1, 13082, 396.7, 0.47, 2885.2, 
19, -145.6, 4005, 13223.3, 401, 0.49, 2844, 
20, -181.2, 4110.1, 13357.4, 430.9, 0.49, 2819.6, 
21, -168.4, 4214, 13495.1, 430.7, 0.51, 2797.3, 
22, -174, 4315.3, 13693.4, 449.6, 0.51, 2763.9, 
23, -152.2, 4408.1, 13790.8, 421.4, 0.54, 2751.9, 
24, -193.4, 4501.8, 13976.8, 471.1, 0.55, 2740.4, 
25, -204.7, 4595.3, 14003.3, 506.3, 0.57, 2763.7, 
26, -175.2, 4680.1, 13799.7, 451.3, 0.59, 2839.9, 
27, -155.3, 4769, 13947.6, 435.2, 0.6, 2820.5, 
28, -140.5, 4860, 13968.9, 461, 0.63, 2822.7, 
29, -163.3, 4947.4, 13995.1, 495, 0.63, 2831.3, 
30, -128.5, 5031, 13994, 447, 0.67, 2818.1, 
31, -134.4, 5108.3, 14135, 437.2, 0.65, 2800.1, 
32, -198.9, 5186.5, 14391.2, 520.2, 0.66, 2782.9, 
33, -181.5, 5259.4, 14360, 494.4, 0.69, 2836.7, 
34, -182, 5336.6, 14314.1, 485, 0.74, 2893, 
35, -162.2, 5414.3, 14349.7, 479.9, 0.76, 2904.8, 
36, -162, 5495, 14399.3, 503.2, 0.81, 2922.3, 
37, -85.7, 5560.7, 14315.2, 363.2, 0.82, 2954.9, 
38, -126.4, 5633.4, 14309.6, 470.1, 0.8, 2976.1, 
39, -120.8, 5710, 14268.9, 498.2, 0.86, 2989.7, 
40, -114.7, 5780.1, 14401.9, 468.2, 0.9, 2949.1, 
41, -155.1, 5843.9, 14575, 491.4, 0.91, 2938, 
42, -180.2, 5905.6, 14567.7, 509.6, 0.94, 2988.8, 
43, -137.6, 5973.8, 14598.3, 520, 0.97, 2999.4, 
44, -75.7, 6035.4, 14611.3, 424.8, 0.99, 2987.4, 
45, -161.7, 6093.1, 14720.6, 456, 1.01, 3006.3, 
46, -109.4, 6157.7, 14770.3, 467.2, 1.06, 3009.2, 
47, -109.8, 6222.5, 14841.6, 519.2, 1.11, 2997.4, 
48, -157.2, 6283, 14896, 573.1, 1.23, 3012.1, 
49, -110.8, 6339.5, 14975.2, 497.5, 1.3, 3002.7, 
50, -111.7, 6395.2, 14906.9, 496.2, 1.36, 3030.3, 
51, -151.4, 6449.2, 14967.1, 474.6, 1.38, 3060.2, 
