Time,EcoregionName,EcoregionIndex,TAP,MAT,BeginGrow,EndGrow,PDSI,
1950, eco1, 1, 139.86, 12.79, 16, 308, 0, 
1951, eco1, 1, 199.05, 11.09, 0, 330, 0, 
1952, eco1, 1, 175.52, 11.72, 0, 319, 0, 
1953, eco1, 1, 170.19, 13.09, 0, 310, 0, 
1954, eco1, 1, 145.63, 12.12, 79, 311, 0, 
1955, eco1, 1, 139.86, 12.79, 16, 308, 0, 
1956, eco1, 1, 122.54, 12.47, 49, 365, 0, 
1957, eco1, 1, 151.33, 11.16, 67, 307, 0, 
1958, eco1, 1, 161.13, 11.55, 0, 288, 0, 
1959, eco1, 1, 183.99, 11.74, 65, 311, 0, 
1960, eco1, 1, 143.11, 11.79, 39, 316, 0, 
1961, eco1, 1, 157.57, 11.28, 0, 317, 0, 
1962, eco1, 1, 169.31, 10.23, 82, 285, 0, 
1963, eco1, 1, 143.87, 12.38, 0, 351, 0, 
1964, eco1, 1, 154.93, 11.69, 0, 323, 0, 
1965, eco1, 1, 157.83, 11.9, 0, 365, 0, 
1966, eco1, 1, 142.05, 10.82, 83, 304, 0, 
1967, eco1, 1, 143.45, 12.15, 30, 314, 0, 
1968, eco1, 1, 205.14, 10.39, 56, 296, 0, 
1969, eco1, 1, 157.57, 11.28, 0, 317, 0, 
1970, eco1, 1, 160.07, 11.12, 0, 365, 0, 
1971, eco1, 1, 161.13, 11.55, 0, 288, 0, 
1972, eco1, 1, 146.25, 11, 73, 291, 0, 
1973, eco1, 1, 199.05, 11.09, 0, 330, 0, 
1974, eco1, 1, 154.93, 11.69, 0, 323, 0, 
1975, eco1, 1, 145.29, 12.62, 0, 296, 0, 
1976, eco1, 1, 204.17, 10.81, 18, 287, 0, 
1977, eco1, 1, 145.63, 12.12, 79, 311, 0, 
1978, eco1, 1, 204.32, 11.57, 20, 302, 0, 
1979, eco1, 1, 155.66, 10.54, 54, 297, 0, 
1980, eco1, 1, 243.36, 11, 81, 288, 0, 
1981, eco1, 1, 212.45, 11.28, 0, 365, 0, 
1982, eco1, 1, 199.05, 11.09, 0, 330, 0, 
1983, eco1, 1, 122.54, 12.47, 49, 365, 0, 
1984, eco1, 1, 199.05, 11.09, 0, 330, 0, 
1985, eco1, 1, 155.63, 12.27, 0, 306, 0, 
1986, eco1, 1, 156.8, 10.22, 106, 287, 0, 
1987, eco1, 1, 252.59, 12.76, 20, 321, 0, 
1988, eco1, 1, 216.74, 10.77, 0, 328, 0, 
1989, eco1, 1, 145.63, 12.12, 79, 311, 0, 
1990, eco1, 1, 144.62, 11.81, 0, 312, 0, 
1991, eco1, 1, 154.93, 11.69, 0, 323, 0, 
