SimulationYear,TotalBurnedSitesAccidental,TotalBurnedSitesLightning,TotalBurnedSitesRx,NumberFiresAccidental,NumberFiresLightning,NumberFiresRx,TotalBiomassMortalityAccidental,TotalBiomassMortalityLightning,TotalBiomassMortalityRx,
1, 42846, 103483, 7005, 2, 7, 15, 791765005, 1881205534, 136789271, 
2, 129966, 82194, 7005, 4, 3, 15, 1570234730, 1081884787, 92507893, 
3, 49148, 50575, 7005, 4, 4, 15, 406065258, 469433798, 72982389, 
4, 27417, 118772, 7005, 2, 4, 15, 382580273, 932209841, 94042269, 
5, 69251, 79943, 7005, 3, 4, 15, 548383759, 555592517, 66505711, 
6, 86106, 138253, 7005, 5, 8, 15, 404639341, 1150276368, 73615393, 
7, 56837, 203167, 7005, 4, 10, 15, 346799925, 1117780007, 87238473, 
8, 61018, 99810, 7005, 4, 5, 15, 121254993, 344306162, 55301226, 
9, 9732, 86899, 7005, 3, 6, 15, 8414996, 194860186, 96306209, 
10, 11236, 116942, 7005, 2, 6, 15, 40308363, 202127507, 79886125, 
11, 84751, 98620, 7005, 4, 3, 15, 939758585, 175326505, 51835029, 
12, 133784, 92119, 7005, 5, 4, 15, 930889198, 180976236, 55765541, 
13, 26919, 148346, 7005, 2, 7, 15, 94118648, 458549013, 56885415, 
14, 100307, 57109, 7005, 6, 5, 15, 395531922, 337928539, 66772582, 
15, 44907, 70868, 7005, 4, 2, 15, 133827175, 53356656, 61663506, 
16, 29204, 142716, 7005, 4, 5, 15, 207516758, 162419620, 82072386, 
17, 49831, 135263, 7005, 5, 7, 15, 156663291, 190420726, 53355715, 
18, 108557, 86065, 7005, 5, 4, 15, 394734533, 295433726, 74666056, 
19, 15104, 57267, 7005, 4, 4, 15, 4154433, 23072969, 59810831, 
20, 76373, 52745, 7005, 5, 2, 15, 43404538, 56322493, 54168196, 
21, 30537, 110060, 7005, 3, 5, 15, 59553100, 68661307, 36336715, 
22, 19223, 81501, 7005, 2, 5, 15, 1977931, 36542079, 58630241, 
23, 62343, 46491, 7005, 4, 2, 15, 55070283, 58274017, 58354485, 
24, 0, 69948, 7005, 0, 2, 15, 0, 42800405, 92154699, 
25, 8085, 163949, 7005, 1, 8, 15, 951263, 426889546, 50839508, 
26, 156317, 39874, 7005, 8, 3, 15, 758014194, 20015077, 57188867, 
27, 33051, 19676, 7005, 6, 3, 15, 32941135, 8145761, 46378029, 
28, 82898, 87685, 7005, 3, 4, 15, 31729513, 256400213, 102681980, 
29, 88505, 7, 7005, 4, 1, 15, 403305099, 133944, 42287286, 
30, 32664, 86393, 7005, 4, 4, 15, 38085433, 127506850, 69892643, 
31, 21845, 30593, 7005, 1, 2, 15, 4492268, 21424497, 51967957, 
32, 18042, 24176, 7005, 2, 3, 15, 9745236, 13817557, 30563751, 
33, 0, 158519, 7005, 0, 4, 15, 0, 461532295, 57026326, 
34, 73257, 191094, 7005, 8, 10, 15, 165219358, 288355930, 90145603, 
35, 54699, 89913, 7005, 3, 3, 15, 68861470, 139946401, 71446680, 
36, 33076, 163740, 7005, 3, 9, 15, 139808737, 177009996, 66858406, 
37, 34482, 147455, 7005, 3, 11, 15, 108822974, 64700299, 68823411, 
38, 61977, 127622, 7005, 4, 9, 15, 102858355, 246777251, 78376354, 
39, 96261, 134204, 7005, 6, 7, 15, 265733548, 212221340, 42327575, 
40, 2285, 81603, 7005, 2, 3, 15, 5536900, 25045637, 49025183, 
41, 13373, 49994, 7005, 3, 4, 15, 1655229, 37721982, 51156647, 
42, 92153, 42886, 7005, 4, 2, 15, 408765817, 8029353, 63598997, 
43, 0, 171148, 7005, 0, 4, 15, 0, 325299582, 67686285, 
44, 40016, 94984, 7005, 2, 5, 15, 99041752, 30937468, 41516930, 
45, 855, 55, 7005, 3, 1, 15, 1362141, 23593, 71429590, 
46, 28263, 141803, 7005, 2, 10, 15, 34677185, 109771371, 64332367, 
47, 63409, 134788, 7005, 3, 7, 15, 85948959, 204471592, 53926944, 
48, 119229, 93539, 7005, 4, 6, 15, 318936035, 41708285, 93695202, 
49, 49103, 0, 7005, 3, 0, 15, 134350369, 0, 35352731, 
50, 113138, 72668, 7005, 4, 2, 15, 376904214, 36818585, 52232111, 
51, 85389, 98351, 7005, 2, 5, 15, 72111982, 80165864, 53310024, 
