Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 1533.5, 18275.9, 0, 4, 126.3, 
1, -565.7, 1613.4, 16372.8, 524, 0.6, 1132, 
2, -437, 1726.2, 14904.6, 473.5, 0.54, 1766.8, 
3, -371.2, 1861.6, 13952.1, 449.3, 0.5, 2154.1, 
4, -248.1, 2013.1, 12787.5, 374.3, 0.51, 2500.9, 
5, -196.3, 2167, 12181, 346.2, 0.47, 2654.1, 
6, -199.9, 2320.7, 11602.7, 358.5, 0.5, 2799.7, 
7, -178, 2485.6, 10999.9, 371.2, 0.5, 2913.8, 
8, -143.8, 2640, 10764.6, 342.3, 0.5, 2928.9, 
9, -126.5, 2794.7, 10425.7, 349.5, 0.48, 2951.5, 
10, -103.7, 2947.9, 10271.4, 352.7, 0.46, 2897, 
11, -95, 3095.7, 10255.4, 361.8, 0.47, 2813.5, 
12, -125.3, 3215.8, 10292.2, 354.3, 0.43, 2755.5, 
13, -86.4, 3333.2, 9888.6, 337.8, 0.46, 2802.9, 
14, -75.3, 3452.8, 9891.9, 351.1, 0.45, 2723, 
15, -65.3, 3558.4, 9389.1, 327.9, 0.49, 2785.5, 
16, -59.3, 3665.4, 9168.2, 330, 0.49, 2775.3, 
17, -59.8, 3757.4, 9155.3, 307.6, 0.49, 2717.7, 
18, -25.7, 3853.7, 9059.1, 326.4, 0.51, 2654.1, 
19, -18, 3936.7, 9007.7, 304.5, 0.51, 2588.4, 
20, -45.6, 4009.4, 8904, 317.2, 0.53, 2551.6, 
21, -65.6, 4083, 8959.9, 339.7, 0.53, 2491.7, 
22, -34, 4153.6, 8883.5, 356.2, 0.54, 2433.3, 
23, -38.3, 4215.9, 8875.7, 340.7, 0.57, 2372.7, 
24, -70.7, 4270.8, 8915.1, 352.7, 0.57, 2335.5, 
25, -68.7, 4320.3, 8993.7, 347.8, 0.58, 2282.3, 
26, -75, 4365.9, 8994, 341.5, 0.6, 2271.5, 
27, -51.3, 4412.1, 9035, 340.5, 0.65, 2231.4, 
28, -72.1, 4451.7, 9091.2, 320.6, 0.66, 2212.1, 
29, -72.7, 4492, 9144.2, 339.3, 0.68, 2195, 
30, -100.3, 4529.2, 9271.4, 363.5, 0.71, 2171, 
31, -80, 4566.6, 9239, 336, 0.75, 2188.3, 
32, -75.7, 4605.7, 9327.8, 357.9, 0.77, 2162.4, 
33, -56.9, 4642.7, 9156.8, 329.1, 0.8, 2197.5, 
34, -61.3, 4679.5, 9055.8, 329.6, 0.83, 2223.7, 
35, -73.3, 4715.4, 9087.8, 335.4, 0.85, 2214.7, 
36, -55.1, 4748.7, 9159.3, 324.4, 0.82, 2189.3, 
37, -76.6, 4781.4, 9219.7, 349.1, 0.85, 2181.3, 
38, -93.3, 4812.3, 9357.5, 352.7, 0.87, 2161.3, 
39, -94.1, 4840.4, 9370.5, 364.9, 0.83, 2179.8, 
40, -82.6, 4871.4, 9393.9, 339, 0.86, 2186.3, 
41, -132.3, 4904.8, 9480.9, 379.1, 0.87, 2207, 
42, -103.7, 4938.9, 9571.3, 355.2, 0.87, 2210.2, 
43, -122.7, 4974.4, 9716.4, 421.7, 0.87, 2202.6, 
44, -123.9, 5006.8, 9794.3, 390.8, 0.89, 2218.4, 
45, -113.8, 5044.8, 9790.5, 366.6, 0.97, 2256.1, 
46, -112.8, 5079.9, 9824.9, 353.9, 1.01, 2283.1, 
47, -84.4, 5118.1, 9841.3, 352.3, 1, 2299.7, 
48, -90.7, 5158.4, 9894.5, 385.4, 1.03, 2302, 
49, -69.7, 5195.9, 9846.6, 370.2, 1.07, 2321.2, 
50, -107.2, 5232.9, 9912.2, 392.4, 1.08, 2328.9, 
51, -96.7, 5269.7, 9837.3, 376.2, 1.08, 2376, 
