Time,ClimateRegionName,ClimateRegionIndex,NumSites,NEEC,SOMTC,AGB,AG_NPPC,BG_NPPC,Litterfall,AgeMortality,MineralN,TotalN,GrossMineralization,C_LiveLeaf,C_LiveFRoot,C_LiveWood,C_LiveCRoot,C_DeadWood,C_DeadCRoot,C_DeadLeaf_Struc,C_DeadLeaf_Meta,C_DeadFRoot_Struc,C_DeadFRoot_Meta,C_SOM1surf,C_SOM1soil,C_SOM2,C_SOM3,N_Leaf,N_FRoot,N_Wood,N_CRoot,N_DeadWood,N_DeadCRoot,N_DeadLeaf_Struc,N_DeadLeaf_Meta,N_DeadFRoot_Struc,N_DeadFRoot_Meta,N_SOM1surf,N_SOM1soil,N_SOM2,N_SOM3,SurfStrucNetMin,SurfMetaNetMin,SoilStrucNetMin,SoilMetaNetMin,SOM1surfNetMin,SOM1soilNetMin,SOM2NetMin,SOM3NetMin,TotalNdep,LeachedC,LeachedN,FireCEfflux,FireNEfflux,Nuptake,Nresorbed,TotalSoilN,Nvol,FrassC,
0, eco1, 1, 457557, 0, 3106.7, 19757.1, 0, 0, 0, 0, 4, 263, 0, 0, 0, 9285.9, 1608, 100, 517.4, 84.2, 14.9, 0, 0, 31.1, 62.1, 1833, 1180.6, 0, 0, 23.2, 8.8, 0.5, 2.6, 0.4, 1.5, 0, 0, 3.1, 6.2, 73.3, 139.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 227.9, 0, 0, 
0, eco2, 2, 903912, 0, 832.9, 19056.5, 0, 0, 0, 0, 4, 99.3, 0, 0, 0, 8956.6, 1594.1, 121.7, 548.4, 102.4, 18.1, 0, 0, 8.3, 16.7, 491.4, 316.5, 0, 0, 22, 8.2, 0.6, 2.7, 0.5, 1.8, 0, 0, 0.8, 1.7, 19.7, 37.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65.8, 0, 0, 
0, eco3, 3, 540517, 0, 1373.4, 15716.6, 0, 0, 0, 0, 4, 132.9, 0, 0, 0, 7386.8, 1327.1, 156.4, 463.4, 131.6, 23.2, 0, 0, 13.7, 27.5, 810.3, 521.9, 0, 0, 18.1, 6.6, 0.8, 2.3, 0.7, 2.3, 0, 0, 1.4, 2.7, 32.4, 61.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105.1, 0, 0, 
1, eco1, 1, 457557, -423.3, 3173.5, 15578.6, 434.4, 126, 7.8, 248.2, 0.87, 259, 2.6, 79.1, 54.8, 7240.3, 1264.4, 1610.2, 614.9, 14.1, 12.2, 2.2, 2.1, 109.5, 94.8, 1788.9, 1180.3, 1.7, 1, 18.1, 6.9, 4.3, 3.1, 0.1, 1, 0, 0.1, 2.9, 8.9, 70.7, 139.3, 0.1, 0.1, 0, 0, 0.3, 0.3, -0.3, 0, 0.05, 0.09, 0.22, 31.1, 0.8, 3.7, 0.1, 223.8, 0.04, 0, 
1, eco2, 2, 903912, -622.7, 920.4, 17462, 558.6, 162.8, 11.8, 303.3, 0.51, 99, 1.2, 99.9, 69.4, 8104.9, 1456.5, 1078.9, 624.3, 17.9, 17.2, 3.2, 3.1, 87.7, 28.6, 487.6, 316.4, 2.2, 1.4, 19.8, 7.5, 3, 3.1, 0.1, 1.4, 0, 0.1, 1.3, 2.3, 19, 37.3, 0.2, 0.2, 0, 0, 0.1, 0.1, 0, 0, 0.05, 0.05, 0.16, 10, 0.2, 4.1, 0.1, 62, 0.02, 0, 
1, eco3, 3, 540517, -591.1, 1451.7, 15223.6, 542.1, 157.8, 12.4, 263.9, 0.54, 133.1, 1.8, 96, 66.8, 7056.5, 1284.8, 816, 517.7, 20.6, 21.4, 3.3, 3.3, 97.6, 43.3, 789, 521.8, 2.1, 1.3, 17.2, 6.4, 2.5, 2.6, 0.1, 1.8, 0, 0.1, 1.9, 3.8, 31.2, 61.6, 0.2, 0.3, 0, 0, 0.2, 0.2, 0.1, 0, 0.05, 0.13, 0.23, 4.3, 0.1, 4.3, 0.1, 101, 0.02, 0, 
2, eco1, 1, 457557, -292.2, 3297.1, 13194.2, 410.5, 116.7, 23.5, 216.8, 0.77, 258.2, 4, 125.5, 87, 6069.9, 1066.1, 2400.6, 663.1, 9.2, 17, 8.1, 8.3, 214.6, 145.1, 1757.4, 1180.1, 2.7, 1.6, 15.3, 5.8, 6.2, 3.3, 0, 0.9, 0, 0.3, 2.8, 11.9, 67.3, 139.2, 0, 0.1, 0, 0, 0.4, 0.6, 0.2, 0.1, 0.05, 0.09, 0.09, 38.6, 0.5, 1.7, 0.2, 223.3, 0.01, 0, 
2, eco2, 2, 903912, -469.1, 1055.4, 15748.7, 494.6, 141.4, 30, 280.1, 0.49, 100.6, 1.8, 158.5, 110.2, 7235, 1305, 1793.7, 679.4, 11.3, 21.7, 9.7, 10.1, 174.9, 53.6, 510.6, 316.4, 3.4, 2.2, 17.7, 6.7, 4.8, 3.4, 0.1, 1.2, 0, 0.4, 1.7, 3.3, 18.1, 37.3, 0, 0.1, 0, 0.1, 0.2, 0.2, 0.1, 0, 0.05, 0.08, 0.08, 32.6, 0.3, 0.8, 0.3, 62.5, 0.01, 0, 
2, eco3, 3, 540517, -505.9, 1518.3, 14941, 491.8, 140.8, 29.9, 260.6, 0.41, 135.5, 2.4, 161.5, 112.5, 6851, 1250.8, 1185.1, 557.5, 11.5, 24.7, 9.2, 9.7, 150, 69, 777.6, 521.6, 3.5, 2.3, 16.7, 6.2, 3.4, 2.8, 0.1, 1.4, 0, 0.4, 2.2, 5, 29.6, 61.5, 0.1, 0.2, 0, 0, 0.3, 0.3, 0.3, 0, 0.05, 0.2, 0.11, 12.8, 0.1, 1.4, 0.3, 100.7, 0.01, 0, 
3, eco1, 1, 457557, -169.4, 3455.4, 11117.5, 357.2, 101.2, 30.4, 181.2, 0.73, 257.1, 4.3, 144.1, 100.1, 5078.9, 894.8, 2951, 691.8, 13.3, 23.3, 14, 14.9, 328, 197.5, 1750.1, 1179.8, 3, 1.9, 12.8, 4.8, 7.6, 3.5, 0.1, 0.9, 0.1, 0.5, 3, 15, 64.1, 139.2, 0, 0, 0, 0, 0.4, 0.8, -0.2, 0.1, 0.05, 0.16, 0.07, 45.4, 0.5, 1.6, 0.3, 223.6, 0.01, 0, 
3, eco2, 2, 903912, -407.8, 1209.8, 14845.3, 472, 134.7, 41.2, 263.7, 0.46, 102.7, 2, 202, 140.6, 6772.6, 1225.1, 2175.2, 710.8, 17.4, 29.5, 16.1, 17.1, 261.8, 81.9, 549.7, 316.3, 4.3, 2.8, 16.6, 6.2, 5.7, 3.5, 0.1, 1.2, 0.1, 0.6, 2.2, 4.3, 17.4, 37.3, 0, 0, 0, 0.1, 0.3, 0.2, -0.1, 0, 0.05, 0.13, 0.07, 23.2, 0.2, 0.8, 0.4, 63.7, 0.01, 0, 
3, eco3, 3, 540517, -480.9, 1602.4, 14858, 489.4, 139.8, 42.8, 258.2, 0.37, 138.2, 2.4, 214.3, 149.3, 6766, 1237.5, 1444.1, 586.2, 17.7, 32, 15.5, 16.9, 203.1, 96.7, 781.2, 521.5, 4.6, 3, 16.5, 6.1, 4, 2.9, 0.1, 1.4, 0.1, 0.6, 2.6, 6.1, 28.3, 61.5, 0, 0, 0, 0.1, 0.3, 0.4, 0.2, 0, 0.05, 0.25, 0.08, 9.5, 0.1, 1.2, 0.4, 101.1, 0.01, 0, 
4, eco1, 1, 457557, -65.1, 3611.4, 9750, 277.2, 78.4, 31.8, 152.6, 0.78, 256.5, 4.1, 149.1, 103.9, 4431.8, 784.3, 3219, 702.4, 16.6, 28.6, 17.8, 19.4, 428.6, 244.2, 1759, 1179.6, 3.1, 1.9, 11.2, 4.2, 8.3, 3.5, 0.1, 0.9, 0.1, 0.7, 3.2, 17.8, 61.5, 139.2, 0, -0.1, 0, 0, 0.4, 0.9, -0.5, 0.1, 0.05, 0.15, 0.09, 30.6, 0.3, 1.2, 0.3, 224.3, 0.01, 0, 
4, eco2, 2, 903912, -258.3, 1390.9, 13167.1, 389.8, 110.8, 44.1, 227.2, 0.47, 103.1, 2.3, 211.6, 147.5, 5974.3, 1083.3, 2647.3, 739, 22, 35.6, 22.1, 23.9, 353.9, 114.3, 606.4, 316.3, 4.5, 2.9, 14.6, 5.5, 6.8, 3.7, 0.1, 1.2, 0.1, 0.9, 2.7, 5.5, 16.9, 37.3, 0, -0.1, 0, 0.1, 0.3, 0.3, -0.2, 0, 0.05, 0.16, 0.07, 51.4, 0.4, 0.8, 0.4, 65.1, 0.01, 0, 
4, eco3, 3, 540517, -385.9, 1700.7, 14724, 430.6, 122.6, 50.8, 248, 0.34, 140.3, 2.5, 245.5, 171.3, 6670.7, 1222.1, 1648, 607.7, 24.6, 40.5, 21.5, 23.7, 258.1, 125.3, 795.9, 521.4, 5.2, 3.4, 16.3, 6, 4.5, 3, 0.1, 1.4, 0.1, 0.9, 3.1, 7.2, 27.2, 61.5, 0, -0.1, 0, 0.1, 0.4, 0.4, 0.1, 0, 0.05, 0.32, 0.09, 10.1, 0.1, 1.2, 0.5, 101.9, 0.01, 0, 
5, eco1, 1, 457557, -32.5, 3754.7, 9073.5, 250.9, 71.1, 32.8, 139.4, 0.78, 256.3, 4.1, 155.1, 108.1, 4100.9, 728.4, 3276.7, 700.5, 19.5, 33.3, 20.1, 22.2, 513.7, 286.3, 1775.2, 1179.5, 3.2, 2, 10.4, 3.9, 8.4, 3.5, 0.1, 1, 0.1, 0.8, 3.5, 20.3, 59.2, 139.1, 0, -0.1, 0, 0.1, 0.4, 1, -0.6, 0, 0.05, 0.36, 0.14, 19.2, 0.2, 1.2, 0.3, 225, 0.01, 0, 
5, eco2, 2, 903912, -188.4, 1577.4, 12251.5, 353.5, 100.4, 45.7, 206.4, 0.44, 103.9, 2.4, 219.5, 153.1, 5532.3, 1004.8, 2849.6, 747.9, 25.6, 40.9, 25.5, 27.9, 441.8, 147.3, 671.9, 316.3, 4.6, 3, 13.5, 5.1, 7.3, 3.7, 0.1, 1.3, 0.1, 1.1, 3.2, 6.7, 16.5, 37.3, 0, -0.1, 0, 0.1, 0.4, 0.3, -0.4, 0, 0.05, 0.37, 0.11, 34.3, 0.3, 0.8, 0.4, 66.7, 0.01, 0, 
5, eco3, 3, 540517, -348.3, 1808.9, 14693.8, 414.7, 117.7, 56.2, 243, 0.28, 142.3, 2.6, 269, 187.8, 6631.5, 1215.6, 1800, 623.1, 30.5, 48.7, 26.6, 29.6, 313.3, 154.2, 820.1, 521.3, 5.7, 3.7, 16.2, 6, 4.8, 3.1, 0.2, 1.6, 0.1, 1.1, 3.5, 8.2, 26.3, 61.5, 0, -0.1, 0, 0.1, 0.4, 0.4, 0.1, 0, 0.05, 0.62, 0.12, 7, 0.1, 1.2, 0.5, 102.8, 0.01, 0, 
