Time,EcoregionName,EcoregionIndex,TAP,MAT,BeginGrow,EndGrow,PDSI,
1950, eco1, 1, 174.59, 11.05, 92, 299, 0, 
1951, eco1, 1, 132.66, 12.9, 0, 292, 0, 
1952, eco1, 1, 139.86, 12.79, 16, 308, 0, 
1953, eco1, 1, 129.59, 11.49, 64, 310, 0, 
1954, eco1, 1, 183.99, 11.74, 65, 311, 0, 
1955, eco1, 1, 160.07, 11.12, 0, 365, 0, 
1956, eco1, 1, 122.54, 12.47, 49, 365, 0, 
1957, eco1, 1, 160.07, 11.12, 0, 365, 0, 
1958, eco1, 1, 145.29, 12.62, 0, 296, 0, 
1959, eco1, 1, 144.62, 11.81, 0, 312, 0, 
1960, eco1, 1, 216.74, 10.77, 0, 328, 0, 
1961, eco1, 1, 143.87, 12.38, 0, 351, 0, 
1962, eco1, 1, 226.57, 13.38, 0, 275, 0, 
1963, eco1, 1, 144.62, 11.81, 0, 312, 0, 
1964, eco1, 1, 124.54, 12.5, 0, 282, 0, 
1965, eco1, 1, 175.52, 11.72, 0, 319, 0, 
1966, eco1, 1, 100.57, 11.41, 63, 288, 0, 
1967, eco1, 1, 128.81, 10.83, 67, 345, 0, 
1968, eco1, 1, 243.36, 11, 81, 288, 0, 
1969, eco1, 1, 160.07, 11.12, 0, 365, 0, 
1970, eco1, 1, 146.01, 10.87, 56, 288, 0, 
1971, eco1, 1, 184.55, 11.68, 0, 365, 0, 
1972, eco1, 1, 155.74, 11.44, 35, 314, 0, 
1973, eco1, 1, 212.45, 11.28, 0, 365, 0, 
1974, eco1, 1, 144.62, 11.81, 0, 312, 0, 
1975, eco1, 1, 226.57, 13.38, 0, 275, 0, 
1976, eco1, 1, 145.63, 12.12, 79, 311, 0, 
1977, eco1, 1, 204.17, 10.81, 18, 287, 0, 
1978, eco1, 1, 161.13, 11.55, 0, 288, 0, 
1979, eco1, 1, 150.72, 12.55, 0, 342, 0, 
1980, eco1, 1, 160.07, 11.12, 0, 365, 0, 
1981, eco1, 1, 145.63, 12.12, 79, 311, 0, 
1982, eco1, 1, 129.59, 11.49, 64, 310, 0, 
1983, eco1, 1, 160.07, 11.12, 0, 365, 0, 
1984, eco1, 1, 151.54, 11.75, 28, 321, 0, 
1985, eco1, 1, 243.36, 11, 81, 288, 0, 
