Time,ClimateRegionName,ClimateRegionIndex,NumSites,NEEC,SOMTC,AGB,AG_NPPC,BG_NPPC,Litterfall,AgeMortality,MineralN,TotalN,GrossMineralization,C_LiveLeaf,C_LiveFRoot,C_LiveWood,C_LiveCRoot,C_DeadWood,C_DeadCRoot,C_DeadLeaf_Struc,C_DeadLeaf_Meta,C_DeadFRoot_Struc,C_DeadFRoot_Meta,C_SOM1surf,C_SOM1soil,C_SOM2,C_SOM3,N_Leaf,N_FRoot,N_Wood,N_CRoot,N_DeadWood,N_DeadCRoot,N_DeadLeaf_Struc,N_DeadLeaf_Meta,N_DeadFRoot_Struc,N_DeadFRoot_Meta,N_SOM1surf,N_SOM1soil,N_SOM2,N_SOM3,SurfStrucNetMin,SurfMetaNetMin,SoilStrucNetMin,SoilMetaNetMin,SOM1surfNetMin,SOM1soilNetMin,SOM2NetMin,SOM3NetMin,TotalNdep,LeachedC,LeachedN,FireCEfflux,FireNEfflux,Nuptake,Nresorbed,TotalSoilN,Nvol,FrassC,
0, eco1, 1, 457557, 0, 3106.7, 19757.1, 0, 0, 0, 0, 4, 263, 0, 0, 0, 9285.9, 1608, 100, 517.4, 84.2, 14.9, 0, 0, 31.1, 62.1, 1833, 1180.6, 0, 0, 23.2, 8.8, 0.5, 2.6, 0.4, 1.5, 0, 0, 3.1, 6.2, 73.3, 139.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 227.9, 0, 0, 
0, eco2, 2, 903912, 0, 832.9, 19056.5, 0, 0, 0, 0, 4, 99.3, 0, 0, 0, 8956.6, 1594.1, 121.7, 548.4, 102.4, 18.1, 0, 0, 8.3, 16.7, 491.4, 316.5, 0, 0, 22, 8.2, 0.6, 2.7, 0.5, 1.8, 0, 0, 0.8, 1.7, 19.7, 37.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65.8, 0, 0, 
0, eco3, 3, 540517, 0, 1373.4, 15716.6, 0, 0, 0, 0, 4, 132.9, 0, 0, 0, 7386.8, 1327.1, 156.4, 463.4, 131.6, 23.2, 0, 0, 13.7, 27.5, 810.3, 521.9, 0, 0, 18.1, 6.6, 0.8, 2.3, 0.7, 2.3, 0, 0, 1.4, 2.7, 32.4, 61.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105.1, 0, 0, 
1, eco1, 1, 457557, -690.8, 3152, 18077.7, 641.2, 185.4, 13.9, 310.4, 0.57, 262.1, 3.2, 114.3, 79.3, 8380.5, 1461.1, 1024.1, 594.9, 13.3, 15.4, 3.6, 3.6, 101.7, 99.5, 1770.4, 1180.3, 2.4, 1.5, 21, 8, 2.9, 3, 0.1, 1.1, 0, 0.1, 3.1, 8.8, 70.2, 139.3, 0.1, 0.2, 0, 0, 0.3, 0.4, 0.2, 0, 0.05, 0.04, 0.07, 13, 0.3, 4.8, 0.1, 223.3, 0.02, 0, 
1, eco2, 2, 903912, -797, 921.1, 18206, 701.6, 203.2, 16.8, 340.7, 0.39, 100.3, 1.5, 123.5, 85.8, 8423.1, 1514.5, 891.6, 621.2, 13.5, 18.5, 4.1, 4.3, 90.1, 31.4, 483.3, 316.4, 2.7, 1.7, 20.6, 7.8, 2.6, 3.1, 0.1, 1.4, 0, 0.2, 1.3, 2.4, 18.8, 37.3, 0.2, 0.3, 0, 0, 0.1, 0.1, 0.1, 0, 0.05, 0.04, 0.09, 5.7, 0.1, 4.4, 0.2, 61.9, 0.02, 0, 
1, eco3, 3, 540517, -741.5, 1448, 15906.8, 663.5, 192.5, 15.9, 293.3, 0.4, 134.3, 2.1, 116.8, 81.4, 7344.1, 1337.3, 680.5, 515.2, 16.4, 22.1, 4, 4.2, 97.7, 45.7, 782.7, 521.7, 2.5, 1.6, 17.9, 6.6, 2.2, 2.6, 0.1, 1.8, 0, 0.2, 1.9, 4, 31, 61.6, 0.3, 0.4, 0, 0, 0.2, 0.2, 0.1, 0, 0.05, 0.11, 0.16, 0, 0, 4.6, 0.2, 100.9, 0.02, 0, 
2, eco1, 1, 457557, -424.1, 3237.8, 15951.2, 491, 139.7, 32, 264.7, 0.62, 261.8, 4.1, 167.7, 116.4, 7325.7, 1285.5, 1823.5, 649.7, 11.5, 21.8, 10.6, 11, 181.5, 150.2, 1726.1, 1180, 3.6, 2.2, 18.4, 7, 4.8, 3.3, 0.1, 1, 0.1, 0.4, 3.1, 11.6, 66.6, 139.2, 0, 0.1, 0, 0, 0.4, 0.7, 0.6, 0.1, 0.05, 0.16, 0.08, 39.1, 0.5, 1.9, 0.3, 222.6, 0.01, 0, 
2, eco2, 2, 903912, -625.7, 1009.7, 18197.4, 587.5, 168, 39.2, 330.9, 0.35, 104.3, 1.9, 201.9, 140.4, 8347.1, 1504.5, 1219.8, 662.8, 13.4, 25.6, 11, 11.7, 147, 55.6, 490.8, 316.3, 4.3, 2.8, 20.4, 7.7, 3.4, 3.3, 0.1, 1.3, 0.1, 0.4, 1.8, 3.3, 17.8, 37.3, 0, 0.1, 0, 0.1, 0.2, 0.2, 0.2, 0, 0.05, 0.14, 0.07, 6.8, 0.1, 0.9, 0.4, 62.4, 0.01, 0, 
2, eco3, 3, 540517, -554.2, 1508.6, 15645.8, 529.5, 151.4, 36, 275.3, 0.35, 137.1, 2.5, 185.9, 129.4, 7159.1, 1306.5, 1057.3, 556.4, 12.6, 26.8, 10.6, 11.5, 145, 73.3, 768.7, 521.6, 4, 2.6, 17.5, 6.5, 3.1, 2.8, 0.1, 1.5, 0.1, 0.4, 2.3, 5.1, 29.3, 61.5, 0, 0.2, 0, 0.1, 0.3, 0.4, 0.4, 0, 0.05, 0.32, 0.11, 14.5, 0.1, 1.4, 0.4, 100.7, 0.01, 0, 
3, eco1, 1, 457557, -313.3, 3380.7, 13670.1, 460.1, 131.1, 39.6, 229.8, 0.63, 260.8, 4.6, 194.7, 135.5, 6228, 1099.4, 2528.2, 689.4, 16.4, 28.9, 17.2, 18.4, 284.8, 204.9, 1711.3, 1179.8, 4.1, 2.5, 15.7, 5.9, 6.5, 3.5, 0.1, 1, 0.1, 0.7, 3.2, 14.5, 63.3, 139.2, 0, 0, 0, 0.1, 0.4, 0.9, 0.2, 0.1, 0.05, 0.24, 0.08, 52.5, 0.6, 1.9, 0.4, 222.6, 0.01, 0, 
3, eco2, 2, 903912, -520.7, 1154.6, 16555.2, 555.3, 159, 48.3, 303.8, 0.36, 106, 2.2, 245.1, 170.6, 7530.7, 1362.2, 1871.2, 711.3, 19.8, 33.3, 18.8, 20.1, 225.7, 86.8, 525.9, 316.3, 5.2, 3.4, 18.4, 6.9, 4.9, 3.5, 0.1, 1.3, 0.1, 0.8, 2.3, 4.3, 17.1, 37.3, 0, 0, 0, 0.1, 0.3, 0.2, 0.1, 0, 0.05, 0.22, 0.07, 48.2, 0.3, 0.9, 0.5, 63.6, 0.01, 0, 
3, eco3, 3, 540517, -567.3, 1583.5, 15937.2, 551.3, 157.8, 48.9, 282.4, 0.3, 140.5, 2.5, 247.9, 172.8, 7233.9, 1323.2, 1258, 584.2, 19.8, 35.1, 17.1, 18.7, 191.9, 101.5, 768.6, 521.5, 5.3, 3.4, 17.7, 6.5, 3.5, 2.9, 0.1, 1.4, 0.1, 0.7, 2.7, 6.2, 28, 61.5, 0, 0, 0, 0.1, 0.4, 0.4, 0.3, 0, 0.05, 0.43, 0.09, 3.9, 0, 1.3, 0.5, 101, 0, 0, 
4, eco1, 1, 457557, -176.8, 3535.4, 11934.4, 367, 104.4, 40.5, 193.4, 0.69, 259.8, 4.4, 199.9, 139.2, 5406.8, 958.8, 2941.9, 710.5, 20, 34.5, 22.1, 24, 382.9, 255, 1718, 1179.6, 4.1, 2.6, 13.7, 5.1, 7.6, 3.6, 0.1, 1.1, 0.1, 0.9, 3.4, 17.2, 60.6, 139.1, 0, -0.1, 0, 0.1, 0.4, 0.9, -0.2, 0.1, 0.05, 0.08, 0.04, 52.5, 0.5, 1.6, 0.4, 223.2, 0.01, 0, 
4, eco2, 2, 903912, -427.5, 1311.5, 15748.4, 498.1, 142.3, 54.4, 279.6, 0.36, 108.1, 2.2, 275.2, 191.7, 7121.3, 1291.3, 2210, 737.9, 26, 41.5, 24.8, 26.9, 304.2, 118.4, 572.6, 316.3, 5.8, 3.8, 17.4, 6.5, 5.8, 3.7, 0.1, 1.4, 0.1, 1, 2.8, 5.4, 16.6, 37.3, 0, -0.1, 0, 0.1, 0.3, 0.3, -0.1, 0, 0.05, 0.13, 0.04, 35.6, 0.3, 0.8, 0.5, 65.1, 0.01, 0, 
4, eco3, 3, 540517, -526.3, 1666.2, 16351.6, 523.6, 149.5, 58.7, 281, 0.26, 143.9, 2.4, 296.4, 206.6, 7381.6, 1351.9, 1402.9, 606.8, 27.9, 45.4, 23.7, 26.2, 237.4, 128.7, 778.7, 521.4, 6.3, 4.1, 18.1, 6.6, 3.9, 3, 0.1, 1.6, 0.1, 1, 3.2, 7.1, 27, 61.5, 0, -0.1, 0, 0.1, 0.4, 0.4, 0.2, 0, 0.05, 0.28, 0.05, 0, 0, 1.2, 0.6, 101.8, 0, 0, 
5, eco1, 1, 457557, -118.4, 3680.6, 10869.5, 314.1, 89.4, 41.8, 171.9, 0.69, 259.3, 4.1, 201.4, 140.4, 4899.4, 872.3, 3141.2, 718.7, 23.7, 40.5, 25.6, 28.1, 468, 298.5, 1734.7, 1179.4, 4.1, 2.6, 12.4, 4.6, 8.1, 3.6, 0.1, 1.2, 0.1, 1, 3.7, 19.6, 58.4, 139.1, 0, -0.1, 0, 0.1, 0.4, 0.9, -0.4, 0.1, 0.05, 0.66, 0.15, 36, 0.3, 1.4, 0.4, 223.9, 0.01, 0, 
5, eco2, 2, 903912, -339.4, 1483.8, 14596.5, 454.2, 129.7, 58.4, 257.1, 0.34, 109.1, 2.4, 286.5, 199.8, 6567.9, 1194.8, 2546.1, 760, 31.2, 49, 30.5, 33.3, 384, 152.2, 631.4, 316.3, 6, 4, 16.1, 6, 6.6, 3.8, 0.2, 1.5, 0.2, 1.2, 3.3, 6.6, 16.2, 37.3, 0.1, -0.1, 0, 0.2, 0.4, 0.3, -0.2, 0, 0.05, 0.62, 0.12, 50.6, 0.3, 0.8, 0.6, 66.7, 0.01, 0, 
5, eco3, 3, 540517, -479.3, 1760.1, 16598, 500.1, 142.4, 68, 280.8, 0.2, 146.8, 2.5, 329.3, 229.7, 7466.5, 1369.2, 1560, 627.3, 36, 56.7, 30.6, 33.9, 284.7, 156.9, 797.1, 521.3, 7, 4.6, 18.3, 6.7, 4.3, 3.1, 0.2, 1.8, 0.2, 1.3, 3.8, 8, 26.1, 61.5, 0.1, -0.1, 0, 0.2, 0.4, 0.4, 0.2, 0, 0.04, 0.92, 0.11, 3.3, 0, 1.2, 0.7, 102.8, 0, 0, 
