Time,SpeciesName,ClimateRegion,NumberAttempts,AvgTempMult,AvgMinJanTempMult,AvgSoilMoistureMult,AvgProbEst,DryDays,BeginGDD,EndGDD,
1, ArbuMenz, eco1, 71778, 1, 1, 0.13, 0.08, 272.91, 0, 339, 
1, ArbuMenz, eco2, 194103, 0.99, 1, 0.55, 0.33, 199.53, 0, 365, 
1, ArbuMenz, eco3, 116668, 1, 1, 0.71, 0.42, 134.35, 0, 340, 
1, Arctosta, eco1, 61736, 0.96, 1, 0.39, 0.24, 273.52, 0, 339, 
1, Arctosta, eco2, 156884, 0.93, 1, 0.66, 0.4, 199.8, 0, 365, 
1, Arctosta, eco3, 116652, 0.99, 1, 0.77, 0.46, 132.65, 0, 340, 
1, CaloDecu, eco1, 201140, 0.76, 1, 0.05, 0.03, 276.71, 0, 339, 
1, CaloDecu, eco2, 410598, 0.68, 1, 0.45, 0.26, 199.08, 0, 365, 
1, CaloDecu, eco3, 255983, 0.88, 1, 0.65, 0.39, 136.2, 0, 340, 
1, Ceanothu, eco1, 71510, 0.94, 1, 0.4, 0.24, 272.71, 0, 339, 
1, Ceanothu, eco2, 194012, 0.91, 1, 0.66, 0.4, 199.42, 0, 365, 
1, Ceanothu, eco3, 116638, 0.98, 1, 0.77, 0.46, 134.42, 0, 340, 
1, ChryChry, eco1, 80303, 0.71, 1, 0.06, 0.04, 273.19, 0, 339, 
1, ChryChry, eco2, 217640, 0.63, 1, 0.45, 0.26, 198.91, 0, 365, 
1, ChryChry, eco3, 125324, 0.84, 1, 0.65, 0.39, 136.38, 0, 340, 
1, Frangula, eco1, 80485, 0.99, 1, 0.13, 0.08, 273.21, 0, 339, 
1, Frangula, eco2, 217427, 0.98, 1, 0.56, 0.33, 198.99, 0, 365, 
1, Frangula, eco3, 125493, 1, 1, 0.7, 0.42, 136.31, 0, 340, 
1, Garrya, eco1, 201053, 0.87, 1, 0.27, 0.16, 276.66, 0, 339, 
1, Garrya, eco2, 410738, 0.8, 1, 0.62, 0.37, 199.06, 0, 365, 
1, Garrya, eco3, 256141, 0.96, 1, 0.74, 0.45, 136.19, 0, 340, 
1, GaulShal, eco1, 201501, 1, 1, 0.11, 0.07, 276.57, 0, 339, 
1, GaulShal, eco2, 410719, 0.99, 1, 0.56, 0.33, 199.07, 0, 365, 
