Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 1533.5, 18275.9, 0, 4, 126.3, 
1, -755.7, 1607.5, 17521.7, 676.3, 0.43, 863.5, 
2, -556.9, 1687.5, 16931.9, 547.8, 0.41, 1318.8, 
3, -484.1, 1812, 15685.5, 531.3, 0.41, 1855, 
4, -395.3, 1947.3, 15002.3, 473.8, 0.41, 2156.7, 
5, -326, 2090.8, 14268.7, 433.5, 0.38, 2409, 
6, -313.2, 2251.9, 14240.7, 454.2, 0.41, 2461.9, 
7, -280.9, 2442.2, 13620.4, 488.8, 0.42, 2635.2, 
8, -303.5, 2608.8, 13820.3, 493.8, 0.38, 2606.5, 
9, -280.4, 2756.9, 13828, 461.5, 0.37, 2634, 
10, -267.5, 2903.3, 13628.6, 458.3, 0.42, 2706.1, 
11, -150.2, 3072, 13126.5, 434.4, 0.4, 2771.7, 
12, -226.5, 3202.3, 13299.7, 428.6, 0.37, 2742.1, 
13, -184.5, 3345.4, 13248.6, 446.7, 0.4, 2735.5, 
14, -205.9, 3478.1, 13420.9, 458.4, 0.4, 2688.9, 
15, -233.7, 3604.7, 13460.6, 486.2, 0.4, 2693.5, 
16, -167.3, 3717.3, 13080.3, 419.5, 0.41, 2785.1, 
17, -115.8, 3844.4, 12887.9, 421.2, 0.47, 2785.4, 
18, -181.2, 3956.6, 13039.4, 442.6, 0.49, 2751.9, 
19, -141.5, 4061.2, 13203.6, 411, 0.5, 2704.2, 
20, -177.1, 4167.2, 13266.4, 472.7, 0.53, 2680.9, 
21, -179.7, 4269.2, 13369.3, 475.1, 0.54, 2666.9, 
22, -174.8, 4374.9, 13474.3, 521.8, 0.57, 2638.5, 
23, -145.3, 4465.3, 13683.7, 477.6, 0.6, 2575.7, 
24, -203.8, 4545.9, 13793, 478.2, 0.61, 2592.3, 
25, -117.9, 4624.8, 13596.8, 422.7, 0.63, 2631.1, 
26, -154.4, 4709.8, 13744.7, 475.1, 0.68, 2606.8, 
27, -195.1, 4785.3, 13904.3, 482.3, 0.69, 2612.9, 
28, -166.3, 4862.9, 14101.6, 488, 0.71, 2590.1, 
29, -123.4, 4933.3, 14193.2, 432.3, 0.71, 2581.9, 
30, -129.9, 5001.9, 14230.8, 468.7, 0.74, 2578.8, 
31, -133.5, 5061.3, 14116.7, 391.9, 0.77, 2646.6, 
32, -131.7, 5131.4, 14126.5, 432.5, 0.81, 2672.6, 
33, -128.9, 5199.9, 14197.2, 466.5, 0.84, 2667.9, 
34, -137.1, 5268, 14013.9, 468.8, 0.88, 2731.7, 
35, -72.8, 5335.9, 13857.3, 442, 0.94, 2740.6, 
36, -49.3, 5401.2, 13440.7, 430.3, 1.01, 2805.9, 
37, -33.1, 5464.4, 13193.7, 423.4, 1.08, 2819.2, 
38, -81.7, 5525.1, 13157.3, 472.3, 1.18, 2795.6, 
39, 42.9, 5582.6, 12880.3, 440.7, 1.31, 2753.8, 
40, -45, 5623, 12980, 392.2, 1.33, 2690.6, 
41, -34.9, 5661.5, 13184.4, 463.6, 1.49, 2586.9, 
42, -48.1, 5691.4, 13287.7, 390.2, 1.46, 2542.8, 
43, -54.4, 5719.6, 12990.3, 380.7, 1.54, 2614.3, 
44, -97, 5755.7, 13092.2, 420.6, 1.59, 2600.4, 
45, -41.8, 5791.7, 13072.4, 411.3, 1.59, 2583.3, 
46, -47.5, 5821.2, 13217.6, 431.4, 1.65, 2525, 
47, -116.1, 5847.9, 13352.6, 435.7, 1.7, 2518.7, 
48, -61.5, 5875.8, 13372.4, 385.1, 1.82, 2518.8, 
49, -108.2, 5903.1, 13549.8, 461.8, 1.87, 2496.6, 
50, -54.6, 5927.4, 13553, 365.1, 1.9, 2497.1, 
51, -50.4, 5952, 13621.6, 399.9, 2, 2482.3, 
