SimulationYear,TotalBurnedSitesAccidental,TotalBurnedSitesLightning,TotalBurnedSitesRx,NumberFiresAccidental,NumberFiresLightning,NumberFiresRx,TotalBiomassMortalityAccidental,TotalBiomassMortalityLightning,TotalBiomassMortalityRx,
1, 2709, 153998, 77800, 1, 4, 50, 31021071, -1425387397, 1301051823, 
2, 76055, 34571, 77800, 6, 1, 50, 931493054, 680114741, 988024955, 
3, 35748, 75600, 77800, 2, 3, 50, 379971045, 654553921, 963021229, 
4, 51985, 74145, 76288, 5, 4, 50, 454328726, 707506919, 792947639, 
5, 105048, 21313, 77800, 6, 2, 50, 1102446731, 148824340, 686677827, 
6, 51287, 36950, 76259, 3, 2, 50, 263203394, 343677447, 693883330, 
7, 28746, 115171, 75262, 3, 7, 50, 68289663, 614087553, 698402217, 
8, 70210, 52589, 77800, 3, 2, 50, 385954707, 275546518, 592928345, 
9, 3846, 69882, 77800, 3, 3, 50, 68195979, 380584637, 438178607, 
10, 29752, 42196, 77800, 3, 2, 50, 221955693, 161887835, 431475020, 
11, 41377, 43221, 76244, 3, 3, 49, 193950059, 156145648, 552139372, 
12, 15423, 33040, 77800, 1, 3, 50, 8907821, 71004007, 396628498, 
13, 65083, 38451, 77800, 3, 5, 50, 294589284, 111921613, 409120886, 
14, 7, 78648, 76265, 1, 3, 50, 181351, 227242468, 374969117, 
15, 83363, 124949, 76827, 3, 8, 50, 294162382, 476084016, 392400785, 
16, 37216, 33555, 77800, 2, 1, 50, 100248667, 39070022, 360403451, 
17, 34595, 59494, 77800, 5, 5, 50, 50565117, 70455186, 314411080, 
18, 2330, 134045, 76304, 1, 7, 50, 14373610, 286609550, 251081416, 
19, 8543, 72580, 65352, 2, 7, 42, 16070279, 109908464, 269132310, 
20, 93572, 31790, 77800, 4, 3, 50, 274643343, 19307463, 360478772, 
21, 25576, 37744, 65352, 2, 7, 42, 11424869, 24727591, 227257931, 
22, 96916, 65687, 76921, 3, 4, 50, 219511599, 127019939, 333065713, 
23, 47095, 62103, 77800, 3, 2, 50, 54011566, 44767602, 219827816, 
24, 8495, 114825, 76245, 3, 10, 50, 12073210, 91199140, 187799384, 
25, 83707, 43593, 77800, 4, 2, 50, 169781367, 53199362, 318514897, 
26, 130598, 48978, 76746, 5, 2, 50, 132559480, 78520446, 239510562, 
27, 39956, 114225, 76307, 2, 8, 50, 101979042, 64885729, 277198400, 
28, 29200, 80910, 77800, 3, 3, 50, 16228905, 37973313, 227475914, 
29, 0, 59665, 63798, 0, 4, 42, 0, 29357463, 175268077, 
30, 1526, 39581, 77800, 1, 3, 50, 5331256, 20159948, 234249762, 
31, 24909, 107913, 73132, 1, 8, 47, 30344200, 92245704, 252767077, 
32, 6644, 117331, 77800, 3, 7, 50, 20569437, 58503957, 358481813, 
33, 37974, 51115, 77800, 2, 2, 50, 171289517, 20276316, 137086820, 
34, 32189, 134220, 76246, 2, 4, 50, 137492467, 130623760, 240851782, 
35, 166281, 53612, 76329, 4, 4, 50, 706087790, 29071968, 270734745, 
36, 57723, 39740, 68464, 3, 2, 44, 152096962, 20430979, 153050453, 
37, 90866, 2462, 77800, 6, 1, 50, 208358513, 403075, 193293097, 
38, 50373, 74865, 77800, 5, 4, 50, 18117914, 141435418, 194172894, 
39, 54593, 29315, 77800, 6, 1, 50, 166625696, 18481447, 144637041, 
40, 87733, 68028, 77800, 2, 5, 50, 112706525, 27324196, 183127439, 
41, 6806, 60982, 71731, 1, 4, 47, 25242051, 48826356, 270684106, 
42, 33009, 130754, 77800, 1, 5, 50, 79615345, 214802096, 179387024, 
43, 72011, 196172, 74744, 3, 5, 50, 206711304, 310484131, 247064084, 
44, 57481, 142310, 70043, 4, 7, 46, 151468911, 262510524, 214517154, 
45, 33620, 42195, 77800, 1, 1, 50, 52888770, 14544703, 168343478, 
46, 43365, 86839, 77800, 3, 4, 50, 51903584, 25116011, 138479198, 
47, 1123, 84952, 77800, 2, 5, 50, 1994963, 38187008, 155673842, 
48, 21767, 138557, 77800, 2, 5, 50, 13759378, 257202213, 206539015, 
49, 62124, 119197, 77800, 3, 8, 50, 119377939, 384097232, 117396479, 
50, 85613, 106514, 76294, 7, 5, 50, 114831842, 42235507, 173728153, 
51, 2170, 169988, 77800, 2, 5, 50, 2059619, 155935802, 148689362, 
