Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 1533.5, 18275.9, 0, 4, 126.3, 
1, -641.4, 1623.1, 16207.1, 592.8, 0.63, 1213.6, 
2, -434.5, 1714.8, 15203.6, 447.5, 0.53, 1718.1, 
3, -396.5, 1854.1, 14564.5, 477.4, 0.47, 2029.6, 
4, -320, 1986.8, 13837.2, 412.2, 0.43, 2328, 
5, -267.8, 2150.2, 13109.1, 416, 0.45, 2544.2, 
6, -265.4, 2309, 12739.4, 418.7, 0.45, 2672.6, 
7, -229.7, 2460, 12283.2, 389.4, 0.45, 2819.6, 
8, -210.2, 2634.4, 11950.8, 423.2, 0.45, 2882.5, 
9, -184.2, 2784.5, 11736.8, 380.3, 0.44, 2918.1, 
10, -130, 2930.2, 11463.6, 347.4, 0.44, 2927.4, 
11, -86.6, 3057.2, 11102.9, 290.2, 0.46, 2984, 
12, -111.8, 3198.4, 11084.8, 352.9, 0.43, 2929.3, 
13, -134.2, 3325.7, 10910.5, 365.4, 0.43, 2937.5, 
14, -137.3, 3455.8, 10884.4, 389.8, 0.43, 2903.1, 
15, -51.8, 3581, 10456.8, 340.3, 0.46, 2912.9, 
16, -91.7, 3700.8, 10444.4, 369.8, 0.45, 2855.9, 
17, -70.4, 3820.7, 10499, 393.7, 0.45, 2756.7, 
18, -62.4, 3918.9, 10407.4, 350.3, 0.47, 2716, 
19, -82.2, 4006.2, 10409.5, 350.2, 0.47, 2676.8, 
20, -50.7, 4093.5, 10252.8, 350.2, 0.5, 2653.3, 
21, -89.8, 4170.2, 10322.9, 349.1, 0.49, 2610.6, 
22, -57.7, 4253, 10239.8, 386, 0.51, 2575.6, 
23, -79.8, 4322.6, 10290, 362, 0.53, 2531.2, 
24, -61.7, 4383.2, 10293.9, 321.4, 0.52, 2504.1, 
25, -87.9, 4443.8, 10221.3, 363.5, 0.55, 2509.7, 
26, -94, 4504.4, 10230.1, 377.5, 0.57, 2499.8, 
27, -50.8, 4565.8, 10242.8, 382.1, 0.61, 2455.7, 
28, -79.8, 4620.1, 10311.8, 374.5, 0.65, 2423.4, 
29, -79.8, 4667.5, 10382.7, 348.2, 0.65, 2399.7, 
30, -95.5, 4714.6, 10450, 380.8, 0.66, 2380.3, 
31, -98.5, 4758.4, 10435.8, 352.9, 0.69, 2401.1, 
32, -75.4, 4809.5, 10447.9, 388.9, 0.73, 2393.9, 
33, -63.6, 4856.5, 10513.8, 397.2, 0.77, 2354, 
34, -69, 4899.1, 10442.4, 375.5, 0.82, 2364.6, 
35, -57, 4939.4, 10113.3, 382.1, 0.84, 2429.9, 
36, -19.4, 4981.3, 10059.1, 316.9, 0.87, 2410.4, 
37, -68.6, 5022.6, 10055.6, 368.5, 0.91, 2400.5, 
38, -44.6, 5061.3, 10057.3, 362, 0.95, 2375.8, 
39, -65.9, 5095.8, 10049, 339.7, 0.96, 2376.5, 
40, -41.7, 5130.9, 10102.7, 386.4, 0.98, 2336, 
41, -63.9, 5159.4, 10085.3, 346, 0.98, 2345.1, 
42, -35.5, 5191.4, 10061.7, 379.4, 1.03, 2326, 
43, -62.5, 5219.3, 9855.3, 357.2, 1.1, 2382.2, 
44, -53.2, 5249.7, 9716, 352.6, 1.15, 2409.5, 
45, -35.5, 5278.3, 9787.2, 371.8, 1.19, 2359.2, 
46, -39.2, 5301, 9875.4, 364.4, 1.19, 2316.4, 
47, -55.1, 5323, 9960.2, 368.7, 1.26, 2286.7, 
48, -72.1, 5344.1, 9931, 385.7, 1.29, 2300.2, 
49, -55.7, 5366.2, 9802.4, 368.2, 1.35, 2328.5, 
50, -13, 5390.1, 9745.4, 328.1, 1.42, 2307.2, 
51, -51.8, 5412.4, 9756.7, 349.5, 1.45, 2304.9, 
