Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 1533.5, 18275.9, 0, 4, 126.3, 
1, -745.4, 1609.2, 17374, 669.7, 0.46, 896.5, 
2, -583.6, 1676.6, 17493.4, 559.2, 0.4, 1171.5, 
3, -503, 1794.2, 16128.9, 540.3, 0.4, 1770.2, 
4, -412.4, 1925.8, 15438.7, 482.6, 0.4, 2086.5, 
5, -348.3, 2065, 14776.6, 445.4, 0.37, 2350.2, 
6, -325.3, 2227.3, 14525.7, 462, 0.4, 2476.7, 
7, -336, 2410.1, 14566.1, 518, 0.4, 2507.7, 
8, -336.2, 2573.7, 14463.6, 514.3, 0.36, 2587.8, 
9, -285.2, 2729.8, 14100.5, 469.1, 0.37, 2715, 
10, -239.5, 2888.9, 13302.9, 447.9, 0.44, 2915.6, 
11, -163, 3070.9, 13364.8, 444.2, 0.4, 2831.7, 
12, -226.2, 3206.5, 13342, 432.1, 0.36, 2849.4, 
13, -190.2, 3357.1, 13417.7, 453.8, 0.38, 2808.1, 
14, -198.5, 3494.8, 13403.8, 458.6, 0.39, 2792.3, 
15, -200.9, 3630, 13146.1, 472.2, 0.41, 2842.1, 
16, -152.4, 3749.4, 12834.2, 413.8, 0.4, 2898.5, 
17, -105.4, 3882.9, 12721.8, 417.5, 0.45, 2862.3, 
18, -167.1, 3998, 12819.3, 436.3, 0.45, 2827.1, 
19, -123.5, 4105.1, 12926.5, 402.6, 0.46, 2776.7, 
20, -161.3, 4211.9, 13050.9, 465.1, 0.47, 2727.4, 
21, -171.9, 4311.6, 13266.2, 471.1, 0.48, 2678.3, 
22, -161, 4412.3, 13294, 514.4, 0.5, 2654.5, 
23, -121.8, 4500.7, 13388, 465.2, 0.53, 2606, 
24, -184.2, 4579.4, 13493.5, 466.2, 0.55, 2611.7, 
25, -118.8, 4655.7, 13539.6, 422.2, 0.56, 2591.8, 
26, -148.9, 4736.5, 13583.5, 471.5, 0.6, 2595.2, 
27, -184.7, 4808.9, 13627.9, 476.4, 0.6, 2622.8, 
28, -144.2, 4885.7, 13693, 475.4, 0.62, 2621.5, 
29, -95, 4955.5, 13671.1, 415, 0.64, 2626.2, 
30, -105, 5022.9, 13796.1, 451.6, 0.67, 2583.8, 
31, -118.3, 5079.8, 13764.7, 379.1, 0.7, 2620.7, 
32, -106.9, 5138.2, 13575.8, 413.5, 0.75, 2681.7, 
33, -113.8, 5201.3, 13728.4, 452.3, 0.78, 2647.7, 
34, -76.5, 5262.7, 12976.1, 427.8, 0.83, 2827.5, 
35, -17.1, 5331.4, 12697.6, 403.7, 0.89, 2816.4, 
36, -44.2, 5394, 12795, 417.1, 0.95, 2742.1, 
37, -36.2, 5446.6, 12671.9, 414.3, 1.01, 2729.9, 
38, -86.3, 5498.4, 12750.6, 464.4, 1.11, 2688.2, 
39, 42.5, 5545, 12424.6, 432, 1.24, 2670.9, 
40, -43.9, 5578.4, 12522.1, 384.6, 1.26, 2604.4, 
41, -22, 5609.4, 12686.7, 447.8, 1.46, 2510.3, 
42, -28.9, 5634, 12737.6, 371.2, 1.48, 2475, 
43, -55.4, 5658.3, 12694.4, 371.8, 1.59, 2483.3, 
44, -89.8, 5686.9, 12719.7, 407.3, 1.65, 2495.7, 
45, -45.9, 5717.4, 12775.7, 404.6, 1.65, 2466.4, 
46, -39.5, 5740.4, 12855.9, 417.6, 1.74, 2430.8, 
47, -105.7, 5762.3, 12964.9, 420.7, 1.82, 2432, 
48, -57.5, 5784.8, 13012.9, 373.8, 1.96, 2426.4, 
49, -94.3, 5808.1, 13122.3, 443.9, 2.04, 2421.5, 
50, -34.3, 5829.6, 13014.3, 344.8, 2.08, 2439.4, 
51, -23.2, 5851.3, 12950.3, 375, 2.2, 2447.9, 
