SimulationYear,TotalBurnedSitesAccidental,TotalBurnedSitesLightning,TotalBurnedSitesRx,NumberFiresAccidental,NumberFiresLightning,NumberFiresRx,TotalBiomassMortalityAccidental,TotalBiomassMortalityLightning,TotalBiomassMortalityRx,
1, 51500, 59767, 780, 3, 2, 5, 1112496051, 972813765, 12106259, 
2, 47531, 0, 780, 3, 0, 5, 659538775, 0, 9739051, 
3, 85260, 147248, 780, 4, 6, 5, 1199707661, -2039099044, 10603151, 
4, 102205, 81400, 780, 6, 3, 5, 980721652, 1016975431, 9258506, 
5, 30379, 153670, 780, 2, 6, 5, 287646717, 1493444169, 9988526, 
6, 56677, 82326, 780, 7, 5, 5, 422712972, 651360012, 10621180, 
7, 3244, 111033, 780, 2, 6, 5, 28052083, 637574674, 9005513, 
8, 41194, 96215, 780, 2, 2, 5, 462751249, 429816876, 5829439, 
9, 97233, 131396, 780, 5, 11, 5, 564010601, 675352133, 11128322, 
10, 63174, 231286, 780, 5, 11, 5, 604985049, 1441488813, 7271897, 
11, 61732, 73135, 780, 3, 5, 5, 196869179, 178677330, 11043678, 
12, 24751, 134870, 780, 3, 5, 5, 35814783, 510548024, 8260214, 
13, 67446, 77096, 780, 2, 4, 5, 256079338, 132317435, 14462216, 
14, 99709, 58195, 780, 5, 3, 5, 461412302, 105935298, 7444999, 
15, 157040, 120983, 780, 5, 4, 5, 737014598, 292981556, 8911051, 
16, 93814, 80478, 780, 3, 2, 5, 294551834, 720185478, 6028073, 
17, 108884, 89052, 780, 2, 4, 5, 517995357, 115906910, 7828360, 
18, 57496, 98297, 780, 5, 5, 5, 143453817, 141810460, 8426532, 
19, 46141, 57508, 780, 6, 5, 5, 93778703, 57906501, 3051579, 
20, 90167, 34937, 780, 6, 1, 5, 190647627, 58741937, 4202633, 
21, 9964, 97040, 780, 4, 8, 5, 17913240, 88971675, 4527661, 
22, 61516, 99384, 780, 4, 3, 5, 95120319, 470105750, 3829324, 
23, 74437, 113901, 780, 4, 6, 5, 114652928, 168502803, 6907575, 
24, 51349, 104816, 780, 3, 6, 5, 150510710, 101345202, 8542738, 
25, 60881, 104966, 780, 2, 7, 5, 144018297, 48085499, 13292647, 
26, 111751, 121812, 780, 5, 8, 5, 258146677, 125168778, 3762753, 
27, 69602, 71158, 780, 2, 4, 5, 328870669, 39780461, 11308569, 
28, 65135, 163125, 780, 5, 6, 5, 57007702, 256957955, 10773922, 
29, 68111, 151530, 780, 3, 8, 5, 74720148, 239164015, 3061072, 
30, 17859, 125177, 780, 2, 9, 5, 1642194, 77325709, 2487837, 
31, 104936, 134064, 780, 9, 9, 5, 177055066, 61692967, 9015643, 
32, 62194, 195778, 780, 4, 9, 5, 38855732, 590665133, 7148231, 
33, 43263, 87751, 780, 7, 4, 5, 44114242, 21248535, 15997463, 
34, 220447, 200588, 780, 6, 7, 5, 952450372, 826359697, 10639884, 
35, 120429, 104470, 780, 7, 8, 5, 707164352, 45760513, 9637888, 
36, 81468, 63142, 780, 7, 3, 5, 127325790, 16107817, 15912807, 
37, 127972, 149443, 780, 4, 6, 5, 168631950, 391393131, 7952538, 
38, 79274, 184562, 780, 2, 7, 5, 150026013, 151183389, 9426307, 
39, 170020, 211285, 780, 5, 5, 5, 477284628, 525198528, 9302080, 
40, 30178, 23842, 780, 3, 3, 5, 12522496, 1794817, 5537697, 
41, 54662, 47625, 780, 10, 2, 5, 72209836, 12884176, 5261641, 
42, 46052, 76627, 780, 5, 8, 5, 74413222, 23818533, 7465562, 
43, 69865, 87223, 780, 4, 3, 5, 281807986, 12388513, 3492918, 
44, 121733, 138816, 780, 9, 6, 5, 228913222, 26509049, 8440979, 
45, 76698, 100141, 780, 4, 4, 5, 37902812, 129462126, 4629627, 
46, 104938, 101697, 780, 8, 7, 5, 94202356, 63306502, 12787620, 
47, 22839, 101882, 780, 4, 6, 5, 30621888, 76611482, 6580066, 
48, 75747, 43182, 780, 7, 3, 5, 65738064, 15624605, 8581158, 
49, 106410, 72859, 780, 5, 5, 5, 86540304, 56237939, 6576382, 
50, 58628, 170629, 780, 3, 7, 5, 92022649, 167033105, 5887559, 
51, 96561, 163530, 780, 8, 11, 5, 93172684, 196507630, 13483599, 
