Time,ClimateRegionName,ClimateRegionIndex,NumSites,NEEC,SOMTC,AGB,AG_NPPC,BG_NPPC,Litterfall,AgeMortality,MineralN,TotalN,GrossMineralization,C_LiveLeaf,C_LiveFRoot,C_LiveWood,C_LiveCRoot,C_DeadWood,C_DeadCRoot,C_DeadLeaf_Struc,C_DeadLeaf_Meta,C_DeadFRoot_Struc,C_DeadFRoot_Meta,C_SOM1surf,C_SOM1soil,C_SOM2,C_SOM3,N_Leaf,N_FRoot,N_Wood,N_CRoot,N_DeadWood,N_DeadCRoot,N_DeadLeaf_Struc,N_DeadLeaf_Meta,N_DeadFRoot_Struc,N_DeadFRoot_Meta,N_SOM1surf,N_SOM1soil,N_SOM2,N_SOM3,SurfStrucNetMin,SurfMetaNetMin,SoilStrucNetMin,SoilMetaNetMin,SOM1surfNetMin,SOM1soilNetMin,SOM2NetMin,SOM3NetMin,TotalNdep,LeachedC,LeachedN,FireCEfflux,FireNEfflux,Nuptake,Nresorbed,TotalSoilN,Nvol,FrassC,
0, eco1, 1, 457557, 0, 3106.7, 19757.1, 0, 0, 0, 0, 4, 263, 0, 0, 0, 9285.9, 1608, 100, 517.4, 84.2, 14.9, 0, 0, 31.1, 62.1, 1833, 1180.6, 0, 0, 23.2, 8.8, 0.5, 2.6, 0.4, 1.5, 0, 0, 3.1, 6.2, 73.3, 139.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 227.9, 0, 0, 
0, eco2, 2, 903912, 0, 832.9, 19056.5, 0, 0, 0, 0, 4, 99.3, 0, 0, 0, 8956.6, 1594.1, 121.7, 548.4, 102.4, 18.1, 0, 0, 8.3, 16.7, 491.4, 316.5, 0, 0, 22, 8.2, 0.6, 2.7, 0.5, 1.8, 0, 0, 0.8, 1.7, 19.7, 37.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65.8, 0, 0, 
0, eco3, 3, 540517, 0, 1373.4, 15716.6, 0, 0, 0, 0, 4, 132.9, 0, 0, 0, 7386.8, 1327.1, 156.4, 463.4, 131.6, 23.2, 0, 0, 13.7, 27.5, 810.3, 521.9, 0, 0, 18.1, 6.6, 0.8, 2.3, 0.7, 2.3, 0, 0, 1.4, 2.7, 32.4, 61.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105.1, 0, 0, 
1, eco1, 1, 457557, -612.9, 3157.2, 17619.7, 578.5, 167.4, 9.9, 294.4, 0.58, 261.5, 2.9, 105.8, 73.2, 8167.9, 1427.8, 1187.1, 596.7, 12.9, 13.5, 2.7, 2.6, 102.9, 97.1, 1776.9, 1180.3, 2.3, 1.4, 20.4, 7.8, 3.3, 3, 0.1, 1.1, 0, 0.1, 3, 8.8, 70.4, 139.3, 0.1, 0.2, 0, 0, 0.3, 0.4, 0, 0, 0.05, 0.09, 0.17, 18.3, 0.5, 4.4, 0.1, 223.4, 0.03, 0, 
1, eco2, 2, 903912, -723, 912.7, 18296, 634, 184.4, 12.4, 326.6, 0.39, 100.1, 1.3, 114.4, 79.4, 8470.8, 1521.6, 884.7, 617.9, 15.2, 17.1, 3.2, 3.2, 83.7, 29.2, 483.4, 316.4, 2.5, 1.6, 20.7, 7.8, 2.6, 3.1, 0.1, 1.4, 0, 0.1, 1.3, 2.3, 18.9, 37.3, 0.2, 0.3, 0, 0, 0.1, 0.1, 0.1, 0, 0.05, 0.06, 0.17, 7.6, 0.1, 4.3, 0.1, 61.8, 0.02, 0, 
1, eco3, 3, 540517, -676.6, 1447, 15693.3, 607.2, 176.8, 12.1, 280.8, 0.42, 133.8, 1.9, 109.4, 76.1, 7251.4, 1320.9, 709, 515.2, 19.1, 21.2, 3.2, 3.2, 95.6, 44, 785.7, 521.8, 2.4, 1.5, 17.7, 6.5, 2.2, 2.6, 0.1, 1.8, 0, 0.1, 1.9, 3.8, 31.1, 61.6, 0.2, 0.3, 0, 0, 0.2, 0.2, 0.1, 0, 0.05, 0.16, 0.25, 0.7, 0, 4.4, 0.1, 100.9, 0.02, 0, 
2, eco1, 1, 457557, -401, 3255.5, 15305.5, 477.9, 136.5, 30, 253.8, 0.55, 261.1, 4, 157.2, 109.1, 7031.6, 1235.4, 2063.8, 654, 11.1, 20.4, 10, 10.4, 191.3, 146.8, 1737.3, 1180, 3.4, 2, 17.6, 6.7, 5.4, 3.3, 0.1, 1, 0.1, 0.4, 3, 11.6, 66.9, 139.2, 0, 0.1, 0, 0, 0.4, 0.7, 0.5, 0.1, 0.05, 0.24, 0.1, 38.8, 0.5, 1.9, 0.3, 222.7, 0.01, 0, 
2, eco2, 2, 903912, -615.2, 1005, 17694.5, 575.6, 164.9, 37.3, 321.4, 0.32, 103.4, 1.7, 190.5, 132.4, 8119.6, 1463.4, 1366.9, 668.9, 13.5, 24.9, 10.8, 11.3, 144.4, 51.4, 492.9, 316.3, 4.1, 2.6, 19.8, 7.5, 3.7, 3.3, 0.1, 1.3, 0.1, 0.4, 1.7, 3.1, 18, 37.3, 0, 0.1, 0, 0.1, 0.2, 0.2, 0.2, 0, 0.05, 0.16, 0.09, 15.1, 0.1, 0.9, 0.4, 62.3, 0.01, 0, 
2, eco3, 3, 540517, -598.6, 1489.6, 16192.5, 544.4, 156.3, 35.5, 287, 0.28, 137.5, 2.2, 186.5, 129.9, 7414.1, 1352.9, 912.1, 550.9, 13.1, 27, 10, 10.6, 132.8, 67.8, 767.4, 521.6, 4, 2.6, 18.1, 6.7, 2.7, 2.7, 0.1, 1.5, 0.1, 0.4, 2.2, 4.8, 29.6, 61.5, 0.1, 0.2, 0, 0, 0.3, 0.3, 0.4, 0, 0.04, 0.37, 0.12, 0, 0, 1.4, 0.4, 100.6, 0, 0, 
3, eco1, 1, 457557, -344.2, 3371.3, 14270.7, 447.1, 127.6, 40.7, 233.9, 0.52, 261.6, 3.9, 193.1, 134.6, 6509.5, 1148.4, 2452.2, 683.7, 18, 30.1, 17.1, 18, 278, 193.1, 1720.3, 1179.8, 4, 2.5, 16.4, 6.2, 6.4, 3.4, 0.1, 1.1, 0.1, 0.7, 3.2, 14, 64, 139.2, 0, 0, 0, 0.1, 0.4, 0.7, 0.2, 0.1, 0.05, 0.17, 0.07, 27.2, 0.3, 1.7, 0.4, 222.8, 0.01, 0, 
3, eco2, 2, 903912, -503.3, 1133.5, 16472, 522.4, 149.8, 48, 294.8, 0.29, 105.3, 1.9, 231.7, 161.6, 7501.4, 1355.7, 1902, 714.2, 21.6, 34.5, 19.6, 20.6, 215.8, 78.7, 522.7, 316.3, 4.9, 3.2, 18.3, 6.9, 5, 3.5, 0.1, 1.3, 0.1, 0.8, 2.2, 4, 17.3, 37.3, 0, 0, 0, 0.1, 0.3, 0.2, 0.1, 0, 0.05, 0.16, 0.06, 39.5, 0.3, 0.8, 0.5, 63.4, 0.01, 0, 
3, eco3, 3, 540517, -560.7, 1549, 16316.2, 526.6, 151.1, 50, 283.4, 0.19, 140.6, 2.2, 242, 168.9, 7417.4, 1356.9, 1177.9, 584.7, 22.4, 37.5, 18.5, 19.8, 171.2, 92.6, 763.7, 521.5, 5.2, 3.4, 18.1, 6.7, 3.4, 2.9, 0.1, 1.6, 0.1, 0.7, 2.6, 5.8, 28.4, 61.5, 0, 0, 0, 0.1, 0.3, 0.3, 0.3, 0, 0.05, 0.31, 0.07, 6.1, 0, 1.2, 0.5, 101, 0, 0, 
4, eco1, 1, 457557, -192.2, 3502.5, 12427.3, 339.8, 97.2, 39.3, 194.8, 0.6, 260.7, 3.7, 196.6, 137.1, 5640.6, 999.5, 2961.4, 713.8, 22.1, 36.6, 23.5, 24.9, 362.6, 236.1, 1724.1, 1179.6, 4.1, 2.5, 14.2, 5.3, 7.6, 3.6, 0.1, 1.2, 0.1, 0.9, 3.4, 16.2, 61.7, 139.1, 0, -0.1, 0, 0.1, 0.4, 0.8, 0, 0, 0.05, 0.18, 0.08, 48.3, 0.4, 1.4, 0.3, 223.3, 0.01, 0, 
4, eco2, 2, 903912, -378.5, 1269.6, 15449.7, 432.4, 123.9, 49.7, 263.4, 0.33, 106.9, 1.9, 253.5, 176.7, 7000.4, 1267.9, 2309.4, 747.4, 27.7, 42.7, 26.5, 28.1, 285.7, 105.9, 561.8, 316.3, 5.4, 3.5, 17.1, 6.4, 6, 3.7, 0.1, 1.4, 0.1, 1.1, 2.6, 4.9, 16.9, 37.3, 0, -0.1, 0, 0.1, 0.3, 0.2, 0, 0, 0.05, 0.19, 0.07, 35.9, 0.3, 0.7, 0.5, 64.8, 0.01, 0, 
4, eco3, 3, 540517, -446.9, 1624.4, 16020.7, 445.2, 127.8, 52.9, 264.2, 0.22, 142.9, 2, 272.8, 190.4, 7250, 1329.1, 1485.8, 617.6, 29.7, 46.8, 26, 28.1, 213.2, 117.1, 772.7, 521.4, 5.8, 3.8, 17.7, 6.5, 4.1, 3, 0.2, 1.7, 0.1, 1, 3.1, 6.6, 27.5, 61.5, 0, -0.1, 0, 0.1, 0.3, 0.3, 0.2, 0, 0.05, 0.36, 0.07, 19.6, 0.1, 0.9, 0.5, 101.9, 0, 0, 
5, eco1, 1, 457557, -186.2, 3663.8, 11552.3, 380, 108, 44, 191.2, 0.67, 261, 4.4, 212.2, 148, 5209.1, 926.3, 3160.8, 722.2, 24.5, 42.3, 25.7, 28.2, 459.6, 283.6, 1741.1, 1179.5, 4.4, 2.7, 13.2, 4.9, 8.1, 3.6, 0.1, 1.3, 0.1, 1, 3.8, 18.8, 59.2, 139.1, 0, -0.1, 0, 0.1, 0.4, 1, -0.3, 0.1, 0.05, 0.15, 0.07, 27.4, 0.2, 1.5, 0.4, 224.1, 0.01, 0, 
5, eco2, 2, 903912, -417.8, 1434.3, 15452.5, 498.6, 142.1, 59.7, 278.9, 0.32, 110, 2.3, 291, 202.9, 6962.5, 1263.5, 2422.8, 760.2, 32.3, 51.1, 29.7, 32.4, 366.5, 137.9, 613.7, 316.3, 6.1, 4, 17, 6.4, 6.3, 3.8, 0.2, 1.6, 0.1, 1.2, 3.3, 5.9, 16.4, 37.3, 0.1, -0.1, 0, 0.2, 0.4, 0.3, -0.1, 0, 0.05, 0.23, 0.06, 9.1, 0.1, 0.9, 0.6, 66.3, 0.01, 0, 
5, eco3, 3, 540517, -537.1, 1727.9, 16446.9, 548.5, 156.4, 65.1, 291.7, 0.24, 146.4, 2.6, 319.4, 222.9, 7400.5, 1358.4, 1618.9, 637.9, 35.4, 56.4, 30.7, 34, 268.2, 147.2, 791.2, 521.3, 6.8, 4.4, 18.1, 6.6, 4.4, 3.1, 0.2, 1.8, 0.2, 1.3, 3.6, 7.6, 26.5, 61.5, 0.1, -0.1, 0, 0.2, 0.4, 0.4, 0.2, 0, 0.05, 0.45, 0.07, 0, 0, 1.2, 0.7, 102.9, 0, 0, 
