SimulationYear,TotalBurnedSitesAccidental,TotalBurnedSitesLightning,TotalBurnedSitesRx,NumberFiresAccidental,NumberFiresLightning,NumberFiresRx,TotalBiomassMortalityAccidental,TotalBiomassMortalityLightning,TotalBiomassMortalityRx,
1, 34468, 75048, 0, 3, 4, 0, 506725292, 1395507987, 0, 
2, 53584, 90364, 0, 4, 5, 0, 1082194657, 1154973143, 0, 
3, 121356, 69105, 0, 4, 5, 0, 1488406996, 805049522, 0, 
4, 130376, 96736, 0, 7, 6, 0, 1291573931, 1154823883, 0, 
5, 35101, 78552, 0, 7, 5, 0, 363998511, 483052878, 0, 
6, 87568, 30429, 0, 6, 3, 0, 674717396, 216052370, 0, 
7, 28998, 99670, 0, 4, 8, 0, 223909793, 723139837, 0, 
8, 102741, 58973, 0, 5, 2, 0, 541802105, 292827996, 0, 
9, 58415, 71673, 0, 4, 5, 0, 297412566, 523109082, 0, 
10, 24158, 67732, 0, 2, 3, 0, 147821853, 287495442, 0, 
11, 0, 31645, 0, 0, 2, 0, 0, 93486115, 0, 
12, 38755, 108046, 0, 2, 5, 0, 200316304, 316562654, 0, 
13, 76252, 123031, 0, 4, 10, 0, 380145900, 474849987, 0, 
14, 124348, 128626, 0, 7, 3, 0, 693793872, 443774953, 0, 
15, 34413, 111230, 0, 6, 6, 0, 112937347, 244153241, 0, 
16, 51992, 163424, 0, 3, 6, 0, 165447272, 689145423, 0, 
17, 87956, 79514, 0, 6, 5, 0, 132375675, 180347012, 0, 
18, 33225, 82080, 0, 3, 5, 0, 80550625, 203558288, 0, 
19, 107409, 133645, 0, 5, 5, 0, 245094497, 355467517, 0, 
20, 32519, 55692, 0, 3, 3, 0, 46508932, 143052871, 0, 
21, 42506, 145606, 0, 2, 6, 0, 46149644, 369335659, 0, 
22, 2827, 0, 0, 3, 0, 0, 10048399, 0, 0, 
23, 27334, 60444, 0, 3, 6, 0, 21572234, 58247641, 0, 
24, 135346, 165854, 0, 6, 9, 0, 413093880, 522750377, 0, 
25, 72109, 50835, 0, 6, 4, 0, 132419688, 74066065, 0, 
26, 36953, 95648, 0, 1, 6, 0, 17242488, 78032786, 0, 
27, 62718, 0, 0, 6, 0, 0, 46334799, 0, 0, 
28, 24161, 134014, 0, 5, 7, 0, 165866290, 162641298, 0, 
29, 54803, 78988, 0, 2, 3, 0, 44310720, 346688751, 0, 
30, 322, 110087, 0, 1, 7, 0, 3396367, 135824002, 0, 
31, 55421, 30613, 0, 4, 3, 0, 258313000, 20527698, 0, 
32, 58768, 117751, 0, 5, 6, 0, 149455499, 69940383, 0, 
33, 42356, 93586, 0, 3, 6, 0, 158698236, 71212765, 0, 
34, 47876, 130773, 0, 2, 8, 0, 92835669, 81970893, 0, 
35, 38479, 65232, 0, 4, 6, 0, 62707486, 47114860, 0, 
36, 53844, 163455, 0, 5, 6, 0, 100721870, 480615005, 0, 
37, 8027, 47188, 0, 2, 3, 0, 5873260, 45276164, 0, 
38, 51787, 57110, 0, 3, 6, 0, 71346324, 60232924, 0, 
39, 26269, 42064, 0, 4, 2, 0, 13508734, 20048696, 0, 
40, 2212, 33211, 0, 1, 1, 0, 3102002, 11606533, 0, 
41, 66647, 35931, 0, 5, 2, 0, 122400068, 14398731, 0, 
42, 24480, 127933, 0, 2, 5, 0, 35234367, 300752445, 0, 
43, 91811, 53567, 0, 4, 4, 0, 253910908, 31076036, 0, 
44, 93100, 126308, 0, 3, 6, 0, 199880090, 106924227, 0, 
45, 46975, 207016, 0, 4, 6, 0, 293770155, 379483222, 0, 
46, 95055, 48013, 0, 4, 3, 0, 483482697, 30136641, 0, 
47, 130331, 108084, 0, 6, 6, 0, 431459476, 129451846, 0, 
48, 820, 43743, 0, 1, 1, 0, 4534300, 22768170, 0, 
49, 15067, 47264, 0, 3, 5, 0, 18278521, 16074286, 0, 
50, 76183, 48035, 0, 3, 4, 0, 234583934, 22131438, 0, 
51, 83878, 121051, 0, 7, 3, 0, 195573122, 77001283, 0, 
