Time,Month,ClimateRegionName,ClimateRegionIndex,NumSites,Precipitation,AirTemp,AvgTotalNPP_C,AvgHeteroRespiration,AvgSoilRespiration,avgNEE,Ndep,StreamN,SoilWaterContent,
1, 7, eco1, 1, 457557, 0.4, 19.7, 2.76, 1.17, 1.1, -1.59, 0, 0, 0.15, 
1, 7, eco2, 2, 903912, 0.6, 19, 3.14, 0.95, 0.94, -2.19, 0, 0, 0.24, 
1, 7, eco3, 3, 540517, 1.2, 18.9, 3.5, 1.42, 1.14, -2.08, 0, 0, 0.47, 
1, 8, eco1, 1, 457557, 0.7, 20, 2.59, 1.43, 1.15, -1.16, 0, 0, 0.38, 
1, 8, eco2, 2, 903912, 1.7, 19.3, 21.24, 1.59, 5.7, -19.65, 0, 0, 0.82, 
1, 8, eco3, 3, 540517, 2.3, 19.4, 44.17, 2.61, 11.83, -41.56, 0, 0, 1.22, 
1, 9, eco1, 1, 457557, 2, 16, 89.7, 2.92, 24.09, -86.79, 0, 0, 1.06, 
1, 9, eco2, 2, 903912, 3, 17, 145.39, 4.16, 38.06, -141.23, 0, 0, 1.74, 
1, 9, eco3, 3, 540517, 4.3, 16.3, 195.14, 9.68, 51.99, -185.46, 0, 0, 2.52, 
1, 10, eco1, 1, 457557, 22.4, 12.3, 195.31, 20.05, 56.88, -175.26, 0, 0.02, 10.64, 
1, 10, eco2, 2, 903912, 38.9, 13, 191.5, 16.06, 51.36, -175.44, 0, 0.03, 10.1, 
1, 10, eco3, 3, 540517, 53.6, 12.1, 150.46, 17.45, 41.85, -133.01, 0, 0.05, 6.28, 
1, 11, eco1, 1, 457557, 16.9, 7.2, 61.81, 13.03, 21, -48.79, 0, 0.02, 12.64, 
1, 11, eco2, 2, 903912, 27.7, 7.8, 64.33, 9.96, 18.53, -54.38, 0, 0.02, 11.71, 
1, 11, eco3, 3, 540517, 37, 6.9, 47.95, 10.9, 14.97, -37.05, 0, 0.03, 9.6, 
1, 12, eco1, 1, 457557, 18.6, 4.5, 21.43, 10.41, 9.92, -11.02, 0, 0.03, 12.75, 
1, 12, eco2, 2, 903912, 30.9, 5.5, 32.61, 7.94, 10.3, -24.67, 0, 0.02, 11.29, 
1, 12, eco3, 3, 540517, 38.4, 4.6, 20.87, 8.6, 7.82, -12.27, 0, 0.03, 9.03, 
1, 1, eco1, 1, 457557, 30.8, 4.2, 18.39, 9.89, 9.11, -8.5, 0, 0.04, 10.5, 
1, 1, eco2, 2, 903912, 54.3, 4.9, 26.21, 7.21, 8.65, -19, 0, 0.03, 6.79, 
