Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 1533.5, 18275.9, 0, 4, 126.3, 
1, -683.3, 1604.5, 17393.7, 613, 0.44, 907.5, 
2, -559, 1684.1, 16692.9, 543.2, 0.36, 1405.3, 
3, -481.4, 1789.9, 15898.2, 505.5, 0.32, 1828.6, 
4, -353.1, 1907.6, 14884.9, 413.8, 0.36, 2232.2, 
5, -396, 2054.1, 14796.8, 484.3, 0.38, 2371.9, 
6, -345.7, 2201.4, 14643.3, 456, 0.35, 2490.4, 
7, -330.3, 2348.1, 14446.8, 451.8, 0.37, 2625.1, 
8, -317.9, 2520, 14357.3, 488.3, 0.37, 2701.1, 
9, -267.3, 2689.1, 14211.1, 464, 0.38, 2753.8, 
10, -251.9, 2841.2, 14172.9, 437.1, 0.37, 2773.2, 
11, -280.8, 2984.6, 14393, 457.9, 0.33, 2767, 
12, -278.2, 3121.5, 14405.5, 458, 0.36, 2821.5, 
13, -265.3, 3267.7, 14273.3, 480.6, 0.32, 2890.6, 
14, -215.6, 3424.1, 13983.3, 473.4, 0.39, 2963.7, 
15, -194.9, 3559.8, 13986.8, 425.3, 0.39, 2959.2, 
16, -187.5, 3713.5, 13835.6, 485.5, 0.41, 2976.7, 
17, -202.6, 3837.4, 13894.8, 435.7, 0.39, 2978.2, 
18, -156.1, 3962.1, 13937.2, 419.6, 0.41, 2961.3, 
19, -188, 4077.3, 13852.7, 439, 0.43, 3004.3, 
20, -128.2, 4195.3, 13890.7, 407.8, 0.43, 2972, 
21, -158.8, 4323.1, 13975.1, 492.4, 0.44, 2931.8, 
22, -181.4, 4423.6, 14180.1, 444.7, 0.44, 2898.6, 
23, -184.6, 4523.7, 14370.3, 460.4, 0.45, 2874.2, 
24, -172.7, 4616.2, 14116.4, 452.7, 0.46, 2963.7, 
25, -189.7, 4721.6, 14258.8, 497.2, 0.49, 2934.9, 
26, -155.9, 4824.9, 14493.4, 503, 0.5, 2868.6, 
27, -191.5, 4914.8, 14714.3, 498.1, 0.52, 2842.8, 
28, -200.9, 5004.1, 14816.1, 513.8, 0.54, 2857.7, 
29, -119.9, 5082, 14737, 421.1, 0.53, 2884.9, 
30, -134.6, 5157.5, 14777.2, 413, 0.53, 2890.6, 
31, -164.5, 5233.4, 14802.1, 435.4, 0.55, 2929.4, 
32, -199.3, 5314, 14921.5, 483.1, 0.59, 2950.9, 
33, -137.6, 5397.8, 14975.1, 458.6, 0.61, 2956.7, 
34, -152.6, 5482.4, 15135.8, 518.4, 0.63, 2935.2, 
35, -173, 5551.2, 15236.8, 456.7, 0.64, 2951, 
36, -144.9, 5619.6, 15135.9, 471.1, 0.64, 3011.6, 
37, -163.6, 5698.6, 15334.5, 509, 0.69, 2991, 
38, -161.8, 5775, 15512.2, 535.5, 0.7, 2972.7, 
39, -199, 5847.4, 15744.6, 535, 0.72, 2967.7, 
40, -179.1, 5915, 15923.4, 508.9, 0.73, 2966.2, 
41, -145.8, 5980.7, 15998.9, 470.6, 0.74, 2985.8, 
42, -156.9, 6044.5, 15955.4, 464.4, 0.76, 3052.2, 
43, -145.9, 6114.5, 15972.9, 480.6, 0.77, 3087.8, 
44, -130.5, 6191.4, 16047.5, 527.5, 0.83, 3088.9, 
45, -153.8, 6255.9, 15884.6, 509.3, 0.9, 3164.5, 
46, -63.9, 6314.9, 15618.1, 364.5, 0.9, 3239.8, 
47, -121.3, 6383.7, 15521.7, 479.6, 0.93, 3284.9, 
48, -93.6, 6456.1, 15693.9, 506.1, 0.99, 3227.2, 
49, -131.4, 6514.6, 15828.6, 469.4, 1.04, 3218, 
50, -126.4, 6580, 15886.3, 512, 1.07, 3221.7, 
51, -148.4, 6641.6, 15962.8, 517.8, 1.08, 3238, 
