Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 1533.5, 18275.9, 0, 4, 126.3, 
1, -756.8, 1616.9, 16900, 682, 0.54, 1005.8, 
2, -455.4, 1695.2, 15912.1, 455.7, 0.48, 1525.5, 
3, -446.9, 1829.4, 14895.3, 511.7, 0.46, 1946.4, 
4, -400, 1972.4, 14724.4, 492, 0.41, 2109.5, 
5, -391.7, 2120, 14312, 497.7, 0.38, 2324, 
6, -331.8, 2284.2, 13729.5, 481.6, 0.41, 2527.6, 
7, -302.7, 2437.8, 13682.9, 451.8, 0.42, 2589.5, 
8, -258.2, 2594.2, 13784.2, 439.2, 0.39, 2581.9, 
9, -223.9, 2745.7, 13288.2, 421.7, 0.41, 2711, 
10, -238.2, 2906.4, 12871.2, 458.8, 0.43, 2807.5, 
11, -174.1, 3070.1, 12945.3, 433.7, 0.41, 2745.6, 
12, -203.1, 3211.3, 12970.6, 434.9, 0.43, 2732, 
13, -170.5, 3344.2, 13086.4, 416.8, 0.4, 2684.4, 
14, -198.2, 3473.5, 12963.5, 450.9, 0.44, 2710, 
15, -199.7, 3590.8, 13030.1, 431.7, 0.45, 2701.2, 
16, -186.6, 3714.5, 13046.7, 459.3, 0.46, 2698.4, 
17, -199.5, 3831.5, 12981.3, 469.1, 0.45, 2724.8, 
18, -160.1, 3950.1, 12990.9, 471.2, 0.46, 2699.8, 
19, -191.2, 4049.2, 12984.1, 443, 0.48, 2724.7, 
20, -148.6, 4145.6, 12595.7, 429.9, 0.49, 2792.8, 
21, -128.8, 4231.8, 12552.8, 346.9, 0.55, 2815.4, 
22, -146.3, 4336.8, 12620.4, 442.3, 0.54, 2791.8, 
23, -105.5, 4432.2, 12582.9, 404.1, 0.57, 2780.2, 
24, -59.8, 4521.1, 12651.7, 366.1, 0.58, 2722.5, 
25, -129.5, 4604.5, 12856, 444, 0.6, 2659.3, 
26, -175, 4686.9, 13138.8, 498.1, 0.61, 2603.8, 
27, -189.3, 4758.9, 13328.8, 482.1, 0.59, 2593.3, 
28, -168.6, 4833, 13485.2, 481.8, 0.61, 2582, 
29, -107.1, 4898.5, 13270.9, 423.2, 0.65, 2638.7, 
30, -130.7, 4965.4, 13380, 413.3, 0.66, 2623.7, 
31, -143.8, 5033.1, 13490.7, 445.8, 0.68, 2622.5, 
32, -130.1, 5102.5, 13344.8, 469.5, 0.68, 2674.1, 
33, -141.2, 5166.2, 13435.3, 420.5, 0.72, 2679.8, 
34, -133.5, 5238.1, 13492.9, 490.5, 0.75, 2678.6, 
35, -170.2, 5302.3, 13519.2, 469.3, 0.81, 2715.8, 
36, -162.9, 5370.3, 13652, 489.7, 0.82, 2717, 
37, -151.3, 5430.8, 13657.3, 466.1, 0.82, 2748, 
38, -129.4, 5495.1, 13828.2, 497.7, 0.84, 2714, 
39, -129, 5556.8, 13915.7, 509.9, 0.85, 2705.8, 
40, -123.8, 5609.7, 13887.7, 446.1, 0.88, 2733.1, 
41, -113, 5662, 13793.2, 407.8, 0.9, 2786.2, 
42, -136.5, 5721.7, 13848, 479.8, 0.89, 2801.2, 
43, -186.2, 5779.2, 14020.7, 511.7, 0.97, 2811.2, 
44, -110.7, 5841, 14113.3, 482, 1.01, 2795.7, 
45, -124.6, 5896.7, 14077.8, 483.8, 1.07, 2812.6, 
46, -130.2, 5948, 14084, 441.5, 1.13, 2844.7, 
47, -110.8, 6005.5, 14240.3, 504.3, 1.09, 2815.2, 
48, -104.3, 6057.2, 14361.9, 513.9, 1.17, 2787.9, 
49, -67, 6098.8, 14498.1, 500.2, 1.21, 2736.3, 
50, -125.7, 6140.3, 14525, 489.9, 1.21, 2746.3, 
51, -132, 6180.4, 14618.8, 479.8, 1.23, 2760.1, 
