SimulationYear,TotalBurnedSitesAccidental,TotalBurnedSitesLightning,TotalBurnedSitesRx,NumberFiresAccidental,NumberFiresLightning,NumberFiresRx,TotalBiomassMortalityAccidental,TotalBiomassMortalityLightning,TotalBiomassMortalityRx,
1, 89292, 68859, 7005, 3, 4, 15, 1817745326, 1128376647, 134035166, 
2, 0, 160202, 7005, 0, 9, 15, 0, -1870111082, 94812266, 
3, 160062, 58204, 7005, 5, 2, 15, 2022759129, 659924996, 107365823, 
4, 26947, 101145, 7005, 5, 7, 15, 266326195, 730987237, 92477794, 
5, 68572, 123899, 6855, 5, 5, 15, 626217143, 793517358, 99582621, 
6, 64946, 170351, 7005, 8, 6, 15, 524788031, 1198084901, 108075020, 
7, 31908, 100691, 7005, 5, 6, 15, 195001647, 439149803, 60928522, 
8, 24804, 47668, 7005, 4, 5, 15, 101394502, 171276405, 66224915, 
9, 79059, 180336, 7005, 6, 6, 15, 610078922, 741874224, 70584301, 
10, 116224, 120839, 7005, 4, 2, 15, 897688519, 409561716, 60964189, 
11, 55377, 66879, 7005, 3, 5, 15, 90293771, 202034369, 73367045, 
12, 2696, 145567, 7005, 2, 5, 15, 7181420, 392710382, 67117486, 
13, 3564, 98163, 7005, 1, 9, 15, 58485716, 138640143, 48640159, 
14, 137458, 72669, 7005, 7, 6, 15, 605181747, 102987114, 84484118, 
15, 60810, 144138, 7005, 5, 12, 15, 97799146, 168612339, 63196394, 
16, 41810, 102755, 7005, 3, 4, 15, 31946592, 426796147, 49378389, 
17, 88772, 111316, 7005, 3, 5, 15, 493675168, 129770890, 60199106, 
18, 67454, 96427, 7005, 1, 8, 15, 366220791, 99873126, 51596074, 
19, 58276, 138448, 7005, 3, 6, 15, 163890051, 249640122, 72181893, 
20, 49416, 224898, 7005, 5, 12, 15, 285330722, 743619777, 83452540, 
21, 74482, 89067, 7005, 6, 4, 15, 224448288, 41902035, 43330230, 
22, 17396, 174408, 7005, 5, 7, 15, 15897963, 289282889, 60839195, 
23, 102818, 115193, 7005, 5, 5, 15, 378991875, 44385256, 27135453, 
24, 75404, 66054, 7005, 4, 5, 15, 67793599, 33918130, 27927767, 
25, 5210, 1813, 7005, 2, 1, 15, 11438252, 166354, 27895973, 
26, 34685, 15726, 7005, 6, 1, 15, 9702453, 16084791, 27205935, 
27, 63273, 101983, 7005, 3, 7, 15, 40509609, 83928784, 43429832, 
28, 47178, 63522, 7005, 6, 5, 15, 105086928, 40026996, 51062825, 
29, 156446, 59565, 7005, 7, 3, 15, 593306383, 99623775, 51748272, 
30, 21490, 48604, 7005, 1, 4, 15, 3312575, 42454911, 48908970, 
31, 32254, 134849, 7005, 4, 8, 15, 22679864, 89375752, 64744013, 
32, 201721, 8, 7005, 8, 1, 15, 681129374, 0, 51212341, 
33, 28515, 73104, 7005, 3, 7, 15, 8616166, 100219992, 32328540, 
34, 97115, 125541, 7005, 4, 12, 15, 217848229, 114659735, 41934795, 
35, 97396, 80614, 7005, 6, 4, 15, 246591152, 42849264, 52576329, 
36, 34548, 135017, 7005, 2, 5, 15, 31994915, 113057769, 53821403, 
37, 121335, 76463, 7005, 8, 5, 15, 144196335, 192028771, 55937634, 
38, 66287, 32633, 7005, 5, 4, 15, 46428797, 39690878, 50277792, 
39, 133722, 85618, 7005, 11, 5, 15, 156570527, 99857025, 55646236, 
40, 107346, 106091, 7005, 7, 7, 15, 141017120, 106812852, 81352840, 
41, 137844, 162734, 7005, 12, 8, 15, 200157102, 151427710, 57061124, 
42, 12371, 139150, 7005, 3, 6, 15, 15426331, 223072014, 70245707, 
43, 63396, 39605, 6540, 4, 2, 15, 30547301, 16510728, 71819098, 
44, 90009, 71747, 7005, 7, 4, 15, 138179074, 38866491, 26476350, 
45, 82876, 183603, 7005, 8, 13, 15, 90099394, 228619233, 32057774, 
46, 96297, 112987, 7005, 7, 7, 15, 140947238, 51538082, 68482561, 
47, 36390, 91571, 7005, 1, 4, 15, 8483227, 73171924, 29219965, 
48, 46467, 24316, 7005, 5, 3, 15, 84616809, 22631774, 91269425, 
49, 44208, 29968, 7005, 1, 2, 15, 44936530, 13277649, 38856237, 
50, 30684, 92481, 7005, 2, 6, 15, 7060607, 163587839, 40153839, 
51, 27715, 78555, 7005, 4, 6, 15, 10319688, 70139125, 51191861, 
