Time,ClimateRegionName,ClimateRegionIndex,NumSites,NEEC,SOMTC,AGB,AG_NPPC,BG_NPPC,Litterfall,AgeMortality,MineralN,TotalN,GrossMineralization,C_LiveLeaf,C_LiveFRoot,C_LiveWood,C_LiveCRoot,C_DeadWood,C_DeadCRoot,C_DeadLeaf_Struc,C_DeadLeaf_Meta,C_DeadFRoot_Struc,C_DeadFRoot_Meta,C_SOM1surf,C_SOM1soil,C_SOM2,C_SOM3,N_Leaf,N_FRoot,N_Wood,N_CRoot,N_DeadWood,N_DeadCRoot,N_DeadLeaf_Struc,N_DeadLeaf_Meta,N_DeadFRoot_Struc,N_DeadFRoot_Meta,N_SOM1surf,N_SOM1soil,N_SOM2,N_SOM3,SurfStrucNetMin,SurfMetaNetMin,SoilStrucNetMin,SoilMetaNetMin,SOM1surfNetMin,SOM1soilNetMin,SOM2NetMin,SOM3NetMin,TotalNdep,LeachedC,LeachedN,FireCEfflux,FireNEfflux,Nuptake,Nresorbed,TotalSoilN,Nvol,FrassC,
0, eco1, 1, 457557, 0, 3106.7, 19757.1, 0, 0, 0, 0, 4, 263, 0, 0, 0, 9285.9, 1608, 100, 517.4, 84.2, 14.9, 0, 0, 31.1, 62.1, 1833, 1180.6, 0, 0, 23.2, 8.8, 0.5, 2.6, 0.4, 1.5, 0, 0, 3.1, 6.2, 73.3, 139.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 227.9, 0, 0, 
0, eco2, 2, 903912, 0, 832.9, 19056.5, 0, 0, 0, 0, 4, 99.3, 0, 0, 0, 8956.6, 1594.1, 121.7, 548.4, 102.4, 18.1, 0, 0, 8.3, 16.7, 491.4, 316.5, 0, 0, 22, 8.2, 0.6, 2.7, 0.5, 1.8, 0, 0, 0.8, 1.7, 19.7, 37.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65.8, 0, 0, 
0, eco3, 3, 540517, 0, 1373.4, 15716.6, 0, 0, 0, 0, 4, 132.9, 0, 0, 0, 7386.8, 1327.1, 156.4, 463.4, 131.6, 23.2, 0, 0, 13.7, 27.5, 810.3, 521.9, 0, 0, 18.1, 6.6, 0.8, 2.3, 0.7, 2.3, 0, 0, 1.4, 2.7, 32.4, 61.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105.1, 0, 0, 
1, eco1, 1, 457557, -704.4, 3147.3, 18403, 649.1, 187.7, 14.1, 315.3, 0.51, 262.4, 3.2, 115.7, 80.3, 8532.3, 1487.8, 966.2, 591.6, 13.5, 15.6, 3.7, 3.6, 98.9, 99.3, 1768.8, 1180.3, 2.5, 1.5, 21.3, 8.2, 2.7, 3, 0.1, 1.2, 0, 0.1, 3.1, 8.9, 70.2, 139.3, 0.1, 0.2, 0, 0, 0.3, 0.4, 0.2, 0, 0.05, 0.04, 0.06, 12, 0.3, 4.8, 0.1, 223.3, 0.02, 0, 
1, eco2, 2, 903912, -783.4, 920.3, 18175.3, 690.6, 199.8, 16.6, 336, 0.44, 100.3, 1.5, 121.5, 84.3, 8411, 1509.1, 894.5, 621.5, 13.2, 18.1, 4.1, 4.2, 89.3, 31.3, 483.2, 316.4, 2.6, 1.7, 20.5, 7.8, 2.6, 3.1, 0.1, 1.4, 0, 0.2, 1.3, 2.4, 18.8, 37.3, 0.2, 0.3, 0, 0, 0.1, 0.1, 0.1, 0, 0.05, 0.04, 0.1, 9.8, 0.2, 4.3, 0.2, 61.9, 0.02, 0, 
1, eco3, 3, 540517, -741.7, 1447.9, 15910.7, 663.6, 192.5, 15.9, 293.3, 0.4, 134.3, 2.1, 116.9, 81.4, 7345.9, 1337.6, 680, 515.1, 16.4, 22.1, 4, 4.2, 97.7, 45.7, 782.7, 521.7, 2.5, 1.6, 17.9, 6.6, 2.2, 2.6, 0.1, 1.8, 0, 0.2, 1.9, 4, 31, 61.6, 0.3, 0.4, 0, 0, 0.2, 0.2, 0.1, 0, 0.05, 0.11, 0.16, 0, 0, 4.6, 0.2, 100.9, 0.02, 0, 
2, eco1, 1, 457557, -388.3, 3241.7, 15608.8, 471.6, 134.1, 30.6, 256.9, 0.6, 261.3, 4.2, 160.4, 111.3, 7171.4, 1257.1, 1937.1, 654.3, 11.2, 21.3, 10.9, 11.3, 184.2, 151.6, 1726, 1180, 3.4, 2.1, 17.9, 6.9, 5.1, 3.3, 0.1, 1, 0.1, 0.4, 3, 11.8, 66.6, 139.2, 0, 0.1, 0, 0, 0.4, 0.7, 0.4, 0.1, 0.05, 0.16, 0.08, 52.2, 0.7, 1.8, 0.3, 222.6, 0.01, 0, 
2, eco2, 2, 903912, -571.8, 1024.8, 17411, 557.7, 159.4, 37.2, 312.3, 0.41, 103.2, 1.9, 191.3, 133, 7987.2, 1438.8, 1390.7, 668.7, 12.8, 24.5, 11, 11.6, 155.8, 56.8, 495.9, 316.3, 4.1, 2.7, 19.5, 7.4, 3.8, 3.3, 0.1, 1.2, 0.1, 0.4, 1.7, 3.4, 17.8, 37.3, 0, 0.1, 0, 0.1, 0.2, 0.2, 0.2, 0, 0.05, 0.14, 0.08, 19.5, 0.2, 0.9, 0.4, 62.4, 0.01, 0, 
2, eco3, 3, 540517, -597.1, 1491.2, 16398.6, 550.3, 157.4, 37.4, 290.3, 0.32, 138, 2.5, 193.2, 134.5, 7506, 1368.9, 882.8, 549.7, 13, 27.4, 10.5, 11.3, 134.9, 72, 762.7, 521.6, 4.2, 2.7, 18.3, 6.8, 2.6, 2.7, 0.1, 1.5, 0.1, 0.4, 2.3, 5.1, 29.3, 61.5, 0, 0.2, 0, 0.1, 0.3, 0.4, 0.4, 0, 0.05, 0.31, 0.1, 0.1, 0, 1.4, 0.4, 100.6, 0.01, 0, 
3, eco1, 1, 457557, -272.7, 3396.3, 13107.2, 438.2, 124.8, 37.7, 218.5, 0.63, 260.1, 4.6, 184.8, 128.5, 5973.1, 1054.5, 2671.9, 693.7, 15.7, 27.8, 16.9, 18.1, 295.2, 207.1, 1714.2, 1179.7, 3.9, 2.4, 15, 5.7, 6.9, 3.5, 0.1, 1, 0.1, 0.7, 3.1, 14.9, 63.2, 139.2, 0, 0, 0, 0.1, 0.4, 0.9, 0.1, 0.1, 0.05, 0.24, 0.08, 54.2, 0.6, 1.8, 0.4, 222.8, 0.01, 0, 
3, eco2, 2, 903912, -524.3, 1163.1, 16575.8, 553.6, 158.3, 48.3, 302.5, 0.36, 105.8, 2.1, 244.1, 169.9, 7541.5, 1363.8, 1814.8, 705.3, 19.5, 32.6, 17.7, 19, 231.7, 86.8, 528.3, 316.3, 5.2, 3.4, 18.4, 6.9, 4.8, 3.5, 0.1, 1.2, 0.1, 0.7, 2.3, 4.4, 17.1, 37.3, 0, 0, 0, 0.1, 0.3, 0.3, 0, 0, 0.05, 0.22, 0.08, 26.7, 0.2, 0.9, 0.5, 63.5, 0.01, 0, 
3, eco3, 3, 540517, -615, 1551.6, 16886.5, 576.5, 165.1, 51.1, 300.9, 0.27, 141.8, 2.5, 259.7, 181, 7668.7, 1401.1, 1076.8, 579.8, 20.7, 36.3, 17.4, 19.1, 173.6, 99.4, 757.2, 521.5, 5.6, 3.6, 18.7, 6.9, 3.1, 2.9, 0.1, 1.5, 0.1, 0.7, 2.7, 6.1, 28, 61.5, 0, 0, 0, 0.1, 0.4, 0.4, 0.4, 0, 0.05, 0.42, 0.09, 0.4, 0, 1.3, 0.5, 101, 0, 0, 
4, eco1, 1, 457557, -152, 3556.1, 11539.3, 352.6, 100.1, 39, 185.1, 0.7, 259.3, 4.4, 191.4, 133.2, 5229.7, 926.7, 3016.5, 710.6, 19.3, 33.3, 21.2, 23.1, 396.8, 257.1, 1722.6, 1179.5, 4, 2.5, 13.2, 4.9, 7.8, 3.6, 0.1, 1.1, 0.1, 0.8, 3.4, 17.7, 60.5, 139.1, 0, -0.1, 0, 0.1, 0.4, 1, -0.3, 0.1, 0.05, 0.08, 0.04, 46.7, 0.4, 1.5, 0.4, 223.4, 0.01, 0, 
4, eco2, 2, 903912, -406.9, 1322.4, 15312.8, 485.3, 138.5, 53, 270.9, 0.38, 107.3, 2.2, 267.9, 186.6, 6923.7, 1255.1, 2254.9, 737.2, 25.4, 40.5, 24.5, 26.5, 310.9, 118.6, 576.6, 316.3, 5.7, 3.7, 16.9, 6.4, 5.9, 3.7, 0.1, 1.3, 0.1, 1, 2.8, 5.5, 16.5, 37.3, 0, -0.1, 0, 0.1, 0.3, 0.3, -0.1, 0, 0.05, 0.13, 0.05, 47.2, 0.3, 0.8, 0.5, 65.1, 0.01, 0, 
4, eco3, 3, 540517, -565.6, 1626.8, 17304.3, 546.3, 156.1, 61.2, 299, 0.24, 145.4, 2.4, 310.2, 216.2, 7816, 1430, 1258.9, 606.3, 29.1, 47.2, 24.6, 27, 215.3, 126.4, 763.7, 521.4, 6.6, 4.3, 19.1, 7, 3.6, 3, 0.1, 1.6, 0.1, 1, 3.2, 7, 26.9, 61.5, 0, -0.1, 0, 0.1, 0.4, 0.4, 0.3, 0, 0.05, 0.28, 0.05, 0, 0, 1.2, 0.6, 101.7, 0, 0, 
5, eco1, 1, 457557, -80.1, 3707.5, 10138.4, 292.2, 83.1, 38.9, 158.7, 0.72, 258.3, 4.2, 186.6, 130.1, 4569.9, 813, 3268.3, 720.6, 22.4, 38.4, 24.9, 27.3, 484.7, 301.1, 1742.4, 1179.4, 3.8, 2.4, 11.6, 4.3, 8.4, 3.6, 0.1, 1.1, 0.1, 1, 3.7, 20.1, 58.2, 139.1, 0, -0.1, 0, 0.1, 0.4, 1, -0.5, 0.1, 0.05, 0.67, 0.16, 44.4, 0.4, 1.3, 0.3, 224.2, 0.01, 0, 
5, eco2, 2, 903912, -371.4, 1484.4, 15102.4, 468.9, 133.7, 60.6, 265.5, 0.31, 109.7, 2.4, 295.2, 205.8, 6797.6, 1235.3, 2382.3, 748.6, 31.8, 49.7, 29.1, 31.8, 387.1, 150.4, 630.6, 316.3, 6.2, 4.1, 16.6, 6.2, 6.2, 3.7, 0.2, 1.5, 0.1, 1.2, 3.3, 6.6, 16.1, 37.3, 0.1, -0.1, 0, 0.2, 0.4, 0.3, -0.2, 0, 0.05, 0.62, 0.11, 14.3, 0.1, 0.9, 0.6, 66.7, 0.01, 0, 
5, eco3, 3, 540517, -489.5, 1722.3, 17027.8, 508, 144.8, 68.9, 288.4, 0.2, 147.7, 2.6, 335.2, 233.9, 7662.5, 1405, 1567.2, 635.5, 36.8, 58, 32.4, 35.7, 262.9, 155.5, 782.5, 521.3, 7.1, 4.6, 18.7, 6.9, 4.3, 3.1, 0.2, 1.8, 0.2, 1.3, 3.7, 7.9, 26, 61.5, 0.1, -0.1, 0, 0.2, 0.4, 0.4, 0.2, 0, 0.04, 0.91, 0.11, 24.8, 0.2, 1.3, 0.7, 102.8, 0, 0, 
