EventID,SimulationYear,InitRow,InitColumn,InitialFireWeatherIndex,InitialDayOfYear,MaximumSpreadArea,IgnitionType,NumberOfDays,TotalSitesBurned,CohortsKilled,AvailableCohorts,MeanWindSpeed,MeanEffectiveWindSpeed,MeanWindDirection,MeanSuppressionEffectiveness,MeanFWI,MeanSpreadProbability,MeanPET,MeanWD,MeanClay,MeanFineFuels,MeanLadderFuels,MeanDNBR,TotalBiomassMortality,
1, 1, 1271, 1200, 4.14949130866125, 22, 132, Lightning, 1, 2, 4, 8, 13.0839594849398, 13.0839594849398, 100.515971994202, 0, 4.15, 0.472886774902463, 0, 0, 0.487903671264648, 0.004136, 6044, 153.5, 980, 
2, 1, 1184, 1143, 12.3428611972959, 105, 116, Lightning, 8, 6090, 96756, 112383, 10.2221244005934, 12.7975518047246, 125.40999377076, 0.149449827557891, 11.65, 0.451844945295629, 0, 0, 0.498143075031601, 0.0378066790914068, 483.478325123153, 673.45, 87735299, 
3, 1, 2700, 504, 14.4819626005204, 131, 104, Accidental, 169, 57057, 885217, 1038072, 10.1690934076023, 12.8946247953787, 123.958175725993, 0.280601514301739, 14.78, 0.474098034670302, 0, 0, 0.302292575784011, 0.0443358843904651, 438.452494873547, 736.27, 965121987, 
4, 1, 371, 1584, 38.1834891325171, 165, 94, Lightning, 151, 35719, 603981, 712462, 10.6255298146436, 13.2955252488867, 119.503082749813, 0.654291953636822, 14.3, 0.470335697188067, 0, 0, 0.338517869342067, 0.0328966959601339, 629.196590050113, 637.87, 633108950, 
5, 1, 2646, 445, 7.86290348108724, 278, 125, Accidental, 1, 597, 9392, 9840, 9.58813190870997, 10.6958836534178, 119.878068482256, 1.2751677852349, 7.86, 0.411305563680473, 0, 0, 0.335602543733429, 0.0359362629815746, 500.934673366834, 1033.43, 12307032, 
6, 2, 526, 788, 30.1788134797035, 174, 132, Lightning, 143, 33152, 469228, 619129, 11.0196065974902, 12.9321881254174, 108.215881158099, 0.196675816717444, 16.41, 0.485439822274121, 700.781427598277, 582.282517861193, 0.258180804576539, 0.0164995977557466, 709.092181467181, 340.99, 512214608, 
7, 2, 1142, 1208, 49.0855982212892, 175, 152, Lightning, 143, 30903, 379926, 497371, 11.3319254581085, 12.5326120349791, 119.153393792616, 0.233318231829655, 15.82, 0.479305282140867, 699.989632701066, 620.495287349242, 0.444421667434735, 0.00936841313406062, 462.873669223053, 331.21, 351462224, 
8, 2, 4701, 1071, 28.8601965763407, 180, 110, Lightning, 132, 29536, 555918, 650138, 10.4639697757394, 11.5511086284277, 118.251778207067, 0.285085491789402, 17.75, 0.488706884674307, 701.001837273968, 576.249267681954, 0.22509006537277, 0.0109731641596069, 490.119989165764, 369.7, 704270942, 
9, 2, 814, 1215, 24.7438377673126, 201, 141, Lightning, 116, 28317, 417139, 550236, 11.7076548287736, 12.6163899527679, 111.316532826117, 0.274050007063145, 16.19, 0.482541842770152, 699.976659798708, 613.947500243412, 0.351494856448184, 0.0108689990841825, 756.237101387859, 358.29, 459030292, 
10, 2, 244, 1520, 30.3525862647749, 212, 113, Lightning, 100, 21530, 227803, 288535, 10.5594469336005, 11.9983229453994, 122.46186530632, 1.11849133726601, 17.67, 0.486954828040606, 699.976659798994, 604.056179260361, 0.317806940539456, 0.00752332660161507, 365.53929400836, 371.09, 238887117, 
11, 2, 360, 1417, 31.3115310074228, 280, 111, Lightning, 30, 11968, 139274, 176955, 10.9695456383545, 11.7369411484394, 106.981016643403, 0.213085986462773, 16.21, 0.479971491760131, 699.976659798994, 607.085993847338, 0.348682602840006, 0.008145056750687, 642.101771390374, 392.28, 155597075, 
12, 2, 2601, 542, 16.9862733009135, 287, 136, Accidental, 26, 17193, 162248, 216798, 11.7555937627975, 13.1391015989872, 111.529685995935, 0.162866449511401, 12.89, 0.462927274631417, 701.335648292152, 553.049644847447, 0.328338974948422, 0.00868884427632285, 293.848194032455, 341.38, 156523000, 
13, 3, 2829, 36, 0.768552085709465, 10, 153, Accidental, 1, 3, 43, 46, 7.52778740067864, 8.65262165397664, 313.579746843419, 40, 0.77, 0.213226662481941, 731.667195303838, 588.27667535732, 0.300782699584961, 0.0145082502233198, 2082.33333333333, 334, 130836, 
14, 3, 583, 1341, 26.3578881311455, 177, 123, Lightning, 133, 36396, 363131, 443150, 10.1457393297927, 11.1447079505569, 121.314800211743, 0.497046297568347, 17.87, 0.487178427986029, 742.529237450253, 682.446067479899, 0.351735605869133, 0.00980964811230152, 518.815776458952, 352.3, 385480357, 
15, 3, 2990, 153, 37.4887762701051, 206, 114, Accidental, 91, 21912, 340846, 416817, 9.3055902469157, 11.6555080245792, 115.764648250636, 0.644196978686504, 18.86, 0.495615692247657, 731.667195303731, 589.802505397354, 0.281980338100123, 0.0158132806081312, 604.675748448339, 409.52, 412280693, 
16, 3, 943, 1268, 34.5804701870849, 211, 74, Lightning, 79, 13185, 157204, 186599, 9.27356397471974, 10.7048000167742, 118.481497420775, 0.279126213592233, 20.35, 0.504139270684596, 742.529237450833, 680.384907437786, 0.35245010593402, 0.0116331834477302, 509.810011376564, 419.1, 173253633, 
17, 3, 4882, 1118, 24.3202302528149, 215, 126, Accidental, 88, 25075, 374553, 430834, 9.63488412859023, 10.6951495891192, 109.170107988138, 1.00941214006541, 17.9, 0.483262177193307, 735.326718017993, 625.90990159659, 0.236134659408304, 0.0136649243566118, 362.181216350947, 463.08, 488266400, 
18, 3, 745, 876, 28.905610244047, 217, 134, Lightning, 93, 28869, 428172, 540931, 9.94752634828283, 11.903420479239, 116.079752348035, 0.189483164749896, 16.37, 0.481394276323575, 741.255997967867, 671.463187918604, 0.279127823851377, 0.0154437528990943, 638.489868024525, 314.73, 478076886, 
19, 3, 4681, 1036, 22.7627347031488, 249, 119, Lightning, 54, 19714, 251225, 312894, 9.80424619678957, 11.4987185368478, 98.1631450242622, 0.238421346319687, 16.63, 0.481096535265245, 732.008055555389, 617.155104482783, 0.219309098867377, 0.0128622349225097, 500.524601805823, 419.16, 314593733, 
20, 3, 439, 999, 29.8489477392968, 250, 118, Lightning, 53, 18122, 197800, 252171, 10.5106068193179, 12.0761104402336, 100.777937558714, 0.166105623309972, 16.66, 0.483933853728289, 738.192692095147, 651.031119640513, 0.321553419818538, 0.0136195371470841, 475.604513850568, 324.81, 197427149, 
21, 3, 484, 775, 35.9840937628562, 254, 70, Lightning, 29, 4039, 41758, 48378, 6.71297806663245, 10.374754432364, 127.65485210752, 0.344229816740961, 20.64, 0.504092337906043, 731.667195303831, 633.009781090365, 0.200399939191606, 0.01308695796145, 553.958405545927, 523.94, 47377405, 
22, 4, 4837, 1007, 3.84904683559662, 95, 148, Accidental, 1, 125, 1260, 1466, 6.6069796105553, 9.046433473846, 162.005405431577, 2.17741935483871, 3.85, 0.378573576290281, 718.974018840018, 563.443711929093, 0.264599683837891, 0.0162774755970678, 172.6, 962.68, 1716127, 
23, 4, 1161, 1133, 29.8374796254768, 149, 134, Lightning, 160, 35398, 350463, 440978, 10.2173777219764, 11.7080728418244, 125.234405483573, 0.259061502387208, 18.25, 0.493502884684349, 722.981951992726, 647.239999810194, 0.439323707681154, 0.0158727646857161, 409.012260579694, 398.6, 341012852, 
24, 4, 112, 1635, 25.1375406523028, 157, 61, Lightning, 5, 1890, 23371, 28506, 12.3375093439129, 12.4075307596057, 128.625194183486, 0.0741132874536792, 21.03, 0.515541244560346, 722.981951992422, 652.261075163533, 0.384983600777927, 0.0199253510707356, 237.743386243386, 173.55, 23041600, 
25, 4, 428, 1511, 43.4370654587784, 188, 146, Lightning, 122, 21124, 123102, 159201, 10.1678316116411, 11.7941355021932, 113.205183009518, 0.438858116744781, 15.85, 0.476958020333231, 722.981951992569, 637.893727952982, 0.331141457792445, 0.0107804711016439, 331.422931263018, 433.2, 126071038, 
26, 4, 2855, 79, 38.2673747969143, 189, 137, Accidental, 115, 29963, 433773, 520502, 9.65451327874844, 11.1665977146158, 121.495184266487, 0.619451304986316, 19.68, 0.499569424257042, 718.974018839702, 572.108068809161, 0.312851018297431, 0.0206775238250267, 1238.77805960685, 432.61, 519224036, 
27, 4, 2618, 485, 24.9380490846955, 214, 129, Accidental, 90, 21843, 193464, 248671, 9.83341911856898, 12.0268814012252, 119.282979339908, 0.244940939474407, 18.06, 0.494598290203494, 718.974018840112, 571.684639829277, 0.330370070736817, 0.0138741578491333, 348.682873231699, 526.56, 182312030, 
28, 4, 3052, 221, 23.5880698833784, 215, 138, Accidental, 88, 21653, 218668, 279330, 10.2120848025029, 12.3653110397505, 121.907673352249, 0.575928320709403, 19.35, 0.503135794632389, 718.974018840112, 568.257278034125, 0.282127264866987, 0.0173673171127317, 432.470327437307, 435.7, 257859075, 
29, 4, 4735, 1119, 30.5430346738913, 222, 131, Lightning, 83, 22055, 170042, 204622, 9.8814091930779, 11.4269155522737, 121.046495923568, 0.275686950213113, 18.41, 0.493859440645658, 719.339842329796, 597.049143039367, 0.226338560540645, 0.0131609702898443, 231.657991385173, 467.83, 203379301, 
30, 4, 2731, 527, 25.3623156985643, 228, 135, Accidental, 76, 24743, 277822, 336962, 9.74123485220283, 12.164531531499, 124.571720752524, 0.23846091665993, 18.3, 0.496305883826746, 718.974018840007, 602.086956638478, 0.28952186446102, 0.0161847942802291, 513.899688800873, 342.9, 268300977, 
31, 4, 808, 971, 26.5340298192076, 228, 124, Lightning, 81, 20830, 205714, 279573, 10.6013027925379, 12.8029249885858, 109.833316256331, 0.180997647510682, 16.7, 0.487341947431152, 722.967521124274, 633.84703894741, 0.289640035516636, 0.018276222740132, 460.13125300048, 330.74, 226749408, 
32, 4, 4946, 1093, 30.3650979412398, 267, 134, Accidental, 36, 12937, 129832, 167554, 11.459585238113, 12.0541853794009, 133.071557746713, 0.979437229437229, 19.27, 0.498442016583814, 721.663116757801, 614.849751169904, 0.236497144826632, 0.0170077284096401, 301.80884285383, 420.78, 167197786, 
33, 5, 4996, 1020, 32.1788934872085, 230, 118, Accidental, 103, 27990, 201381, 234768, 9.25549119715941, 10.7966224334086, 165.719253701106, 0.961270499124656, 18.47, 0.488042222885966, 709.446414311527, 620.215545097325, 0.234489572430979, 0.0158157819331065, 253.365058949625, 466.35, 252761677, 
34, 5, 757, 1376, 26.2176897479768, 237, 148, Lightning, 118, 37573, 220753, 320465, 12.2170253465668, 14.0724719244893, 155.25315711906, 0.359576280208666, 15.59, 0.484148695173907, 712.231733929435, 642.516372824531, 0.348287344789332, 0.0152356483095239, 387.356399542224, 323.5, 239515080, 
35, 5, 567, 1337, 35.2234273768714, 242, 14, Lightning, 3, 98, 773, 903, 12.2086864508397, 11.6468792952161, 153.762035505241, 0, 29.3, 0.570213185921592, 712.231733929751, 640.832751559829, 0.396875204748037, 0.014649610903636, 269.84693877551, 161.37, 908338, 
36, 5, 193, 1561, 33.1211236512804, 248, 111, Accidental, 94, 29329, 197386, 249032, 10.0580765776816, 12.0784936666791, 146.510781939714, 1.40463038734315, 17.07, 0.481157765475406, 712.231733929455, 640.111742343606, 0.32611336983976, 0.0154120064125836, 296.217122984077, 396.38, 206293975, 
37, 5, 460, 945, 32.1952562003972, 249, 130, Lightning, 106, 34359, 242583, 367507, 12.2806711275043, 14.4734963942757, 162.775995725796, 0.128936492228884, 15.33, 0.485057021164479, 710.928992728204, 638.048860477891, 0.297263088689853, 0.0195187512831931, 411.030006694025, 327.41, 242479704, 
38, 5, 641, 793, 39.4137928181805, 252, 40, Lightning, 37, 7608, 65949, 77727, 7.39676031589937, 10.4747284075231, 130.796248590337, 0.339161298803733, 20.72, 0.505971443157096, 708.109662064713, 617.772778269249, 0.208492328831073, 0.0182391516671055, 465.062565720294, 572.82, 70488097, 
39, 5, 4598, 1120, 33.3938824970335, 277, 124, Lightning, 54, 18792, 182314, 232961, 9.6151216158047, 11.6451981289067, 162.214736165778, 0.205949656750572, 17.44, 0.489156652227093, 706.08694807734, 638.554602772945, 0.226048059489905, 0.020336651273278, 426.060131971052, 389.22, 212191317, 
40, 5, 4418, 939, 28.3167688932151, 297, 91, Lightning, 35, 18001, 295285, 388656, 11.1682720680981, 12.4763277123866, 134.604273536473, 0.155555555555556, 15.72, 0.479605121326033, 688.63214450159, 636.675977916207, 0.237553197159165, 0.0316506672476812, 921.772790400533, 321.64, 286785691, 
41, 6, 1037, 1176, 7.57515477356665, 71, 117, Lightning, 1, 887, 10213, 10745, 7.65274814105941, 10.1912260568272, 318.605301240283, 0, 7.58, 0.412367245077418, 705.664148106356, 683.627013521277, 0.492353530591342, 0.0301010253057344, 349.819616685457, 279.53, 10033471, 
42, 6, 880, 899, 8.65572444055945, 94, 116, Lightning, 1, 65, 327, 432, 5.46070264695322, 10.8384824883125, 38.6263769559555, 0.78125, 8.66, 0.433228602623432, 705.664148106356, 674.048922407672, 0.31310239146306, 0.0180417208218407, 533.323076923077, 696.08, 307935, 
43, 6, 232, 1487, 22.0867943088454, 148, 105, Lightning, 168, 30421, 140481, 179344, 10.0584537627351, 11.4525848929412, 102.074313875889, 0.906969099276792, 15.83, 0.472160044773749, 705.664148106824, 669.84424075699, 0.325652324473021, 0.0150178931031136, 241.941915124421, 379.27, 138187451, 
44, 6, 4981, 994, 21.7790114338842, 172, 127, Accidental, 121, 8217, 42650, 48098, 9.78548044750592, 9.94498078065439, 103.417674629961, 1.172711781889, 20.03, 0.49559797762712, 703.894190652699, 658.218061806298, 0.230197281506098, 0.0165466227306065, 196.0475842765, 462.27, 49404694, 
45, 6, 773, 890, 35.5594253272168, 199, 105, Lightning, 116, 21582, 141261, 183028, 9.78102341875968, 11.7893602381297, 88.2829942393758, 0.188360131597238, 13.93, 0.464390677845333, 705.084418085869, 667.134246583228, 0.27330838865417, 0.0205260374610466, 332.266333055324, 358.65, 153660099, 
46, 6, 466, 1035, 44.5390842400637, 205, 113, Lightning, 104, 16821, 94107, 119529, 8.62476251212531, 11.5945679692411, 131.891627193337, 0.131391200951248, 14.33, 0.46619737597609, 703.317364848952, 661.811854664383, 0.301937527982805, 0.0188828000957932, 308.525176862256, 419.87, 86400626, 
47, 6, 2755, 503, 28.4205669927671, 222, 127, Accidental, 90, 21120, 168765, 218037, 8.94200375160126, 11.7802175023254, 133.514665300455, 0.234386097826602, 13.22, 0.459310009554414, 701.28482248259, 657.930465088311, 0.287228290917289, 0.0218010610523243, 512.804308712121, 423.1, 151516536, 
48, 6, 929, 1305, 32.325279457881, 231, 87, Lightning, 65, 7028, 38758, 46625, 9.05988146808003, 10.7639839604634, 84.0164330963634, 0.348655187135335, 15.58, 0.470546546817677, 705.664148106314, 666.735710707603, 0.309067648218384, 0.015368115513394, 301.554638588503, 461.98, 42256396, 
49, 6, 1324, 1187, 36.0731212818467, 267, 107, Lightning, 25, 3255, 22047, 25398, 12.2903174191663, 11.371901305822, 66.1655047025299, 0.101413644744929, 18.47, 0.494035606499836, 705.664148106399, 682.110205794896, 0.47244957666353, 0.0167067293029721, 363.023041474654, 235.02, 19145070, 
50, 6, 154, 1561, 41.9072995272711, 272, 35, Accidental, 13, 59, 982, 1083, 10.6800701135739, 10.0893977341516, 102.986756203295, 23.7931034482759, 29.3, 0.4590693860272, 705.664148106356, 659.876087320266, 0.24946855545044, 0.0326356774207217, 503.457627118644, 328.15, 1126388, 
51, 7, 246, 1571, 25.0014140504165, 247, 130, Lightning, 75, 36045, 129641, 173546, 10.4452290367981, 11.7763204441073, 115.515038921968, 0.881422705582066, 14.72, 0.466640915581779, 782.742316218904, 751.011294560834, 0.32663156333352, 0.0142239317585704, 244.310861423221, 309.67, 130161904, 
52, 7, 764, 1386, 24.8254023286923, 250, 118, Lightning, 55, 22507, 100014, 135326, 11.1750918142326, 12.1010024403657, 91.8308732822834, 0.360348351550698, 16.26, 0.480603739678747, 782.742316218272, 750.090315907203, 0.349682807231688, 0.0160688853987478, 301.990936153197, 280.02, 104350117, 
53, 7, 4903, 1053, 24.8626426699293, 258, 104, Accidental, 47, 21471, 72266, 92804, 11.1455895493119, 11.8048420101461, 83.5130347111747, 0.770843036795528, 15.56, 0.472618182923289, 767.947909560975, 733.59184215122, 0.237346331709323, 0.0125584720312494, 141.009780634344, 354.94, 83466403, 
