Time,Month,ClimateRegionName,ClimateRegionIndex,NumSites,Precipitation,AirTemp,AvgTotalNPP_C,AvgHeteroRespiration,AvgSoilRespiration,avgNEE,Ndep,StreamN,SoilWaterContent,
1, 7, eco1, 1, 457557, 0.2, 21.6, 1.67, 1.23, 0.84, -0.45, 0, 0, 0.08, 
1, 7, eco2, 2, 903912, 0.1, 20.2, 2.52, 0.85, 0.77, -1.67, 0, 0, 0.04, 
1, 7, eco3, 3, 540517, 0.2, 20.6, 2.13, 1.09, 0.73, -1.04, 0, 0, 0.09, 
1, 8, eco1, 1, 457557, 2.1, 20.8, 17.41, 2.35, 5.27, -15.06, 0, 0, 0.9, 
1, 8, eco2, 2, 903912, 3.1, 19.9, 53.49, 2.49, 14.13, -51, 0, 0, 1.24, 
1, 8, eco3, 3, 540517, 5.5, 20.1, 104.41, 6.38, 27.99, -98.03, 0, 0, 2.18, 
1, 9, eco1, 1, 457557, 8.8, 16.3, 245.23, 23.02, 70.44, -222.21, 0, 0, 4.62, 
1, 9, eco2, 2, 903912, 15.2, 16.9, 250.41, 21.02, 66.96, -229.39, 0, 0, 8.45, 
1, 9, eco3, 3, 540517, 22.1, 16.3, 231.49, 23.4, 63.41, -208.09, 0, 0.02, 9.19, 
1, 10, eco1, 1, 457557, 26.3, 10.7, 118.56, 16.25, 36.56, -102.31, 0, 0.02, 11.17, 
1, 10, eco2, 2, 903912, 48.4, 11.6, 125.64, 12.3, 34.39, -113.33, 0, 0.03, 7.58, 
1, 10, eco3, 3, 540517, 68.4, 10.3, 100.26, 13.06, 28.77, -87.2, 0, 0.05, 2.15, 
1, 11, eco1, 1, 457557, 20.1, 7.1, 49.73, 12.1, 17.99, -37.63, 0, 0.02, 12.2, 
1, 11, eco2, 2, 903912, 31.5, 7.9, 56.39, 8.74, 16.63, -47.65, 0, 0.02, 11.49, 
1, 11, eco3, 3, 540517, 41.8, 7, 47.47, 9.48, 14.92, -37.99, 0, 0.03, 9.48, 
1, 12, eco1, 1, 457557, 17.8, 4.4, 19.69, 9.75, 9.54, -9.94, 0, 0.02, 13.02, 
1, 12, eco2, 2, 903912, 28.9, 5.3, 30.03, 6.95, 9.72, -23.08, 0, 0.02, 11.74, 
1, 12, eco3, 3, 540517, 34.6, 4.6, 20.83, 7.54, 7.86, -13.29, 0, 0.02, 9.81, 
1, 1, eco1, 1, 457557, 28.1, 2.9, 8.69, 8.7, 6.38, 0.01, 0, 0.01, 14.86, 
1, 1, eco2, 2, 903912, 48.9, 4.1, 17.43, 6.16, 6.38, -11.28, 0, 0.02, 7.9, 
1, 1, eco3, 3, 540517, 57.5, 3.2, 9.57, 6.54, 4.81, -3.03, 0, 0.02, 13.2, 
1, 2, eco1, 1, 457557, 3.3, 8.3, 58.35, 12.32, 20.97, -46.02, 0, 0.02, 13.85, 
1, 2, eco2, 2, 903912, 4.9, 8.2, 55.13, 7.73, 16.74, -47.4, 0, 0, 8.23, 
1, 2, eco3, 3, 540517, 6.2, 7.7, 50.96, 8.26, 16.29, -42.71, 0, 0.02, 10.75, 
1, 3, eco1, 1, 457557, 18.1, 8.6, 58.43, 12.35, 21.2, -46.08, 0, 0.02, 11.33, 
1, 3, eco2, 2, 903912, 31.2, 8.3, 54.97, 7.54, 16.83, -47.44, 0, 0.01, 11.07, 
1, 3, eco3, 3, 540517, 36.7, 7.4, 47.51, 7.7, 15.42, -39.81, 0, 0.02, 8.92, 
1, 4, eco1, 1, 457557, 16.7, 10.2, 67.88, 13.62, 24.27, -54.26, 0, 0.01, 11.35, 
1, 4, eco2, 2, 903912, 32.9, 10.1, 67.53, 8.26, 20.32, -59.27, 0, 0.01, 9.98, 
1, 4, eco3, 3, 540517, 42.5, 9.1, 60.83, 8.2, 19.19, -52.63, 0, 0.02, 7.49, 
1, 5, eco1, 1, 457557, 2.9, 13.8, 84.29, 16.65, 29.61, -67.64, 0, 0, 9.05, 
1, 5, eco2, 2, 903912, 5.2, 13.6, 83.01, 9.9, 24.56, -73.11, 0, 0, 9.1, 
1, 5, eco3, 3, 540517, 7.6, 12.8, 79.23, 9.62, 24.43, -69.61, 0, 0, 8.53, 
1, 6, eco1, 1, 457557, 0.1, 16.4, 80.95, 13.14, 27.05, -67.81, 0, 0, 6.38, 
1, 6, eco2, 2, 903912, 0.4, 16.2, 79.42, 8.19, 23.08, -71.22, 0, 0, 6.56, 
1, 6, eco3, 3, 540517, 0.8, 15.5, 77.96, 7.64, 23.18, -70.32, 0, 0, 6.31, 
2, 7, eco1, 1, 457557, 0, 22.8, 34.55, 6.63, 12.04, -27.92, 0, 0, 4.49, 
2, 7, eco2, 2, 903912, 0.1, 20.8, 53.14, 4.61, 15.07, -48.53, 0, 0, 4.64, 
2, 7, eco3, 3, 540517, 0.2, 21.7, 45.26, 3.56, 13.2, -41.7, 0, 0, 4.51, 
2, 8, eco1, 1, 457557, 2.5, 18.8, 68.29, 10.12, 22.05, -58.18, 0, 0, 4.18, 
2, 8, eco2, 2, 903912, 5.3, 18.3, 77.07, 10.67, 23.27, -66.4, 0, 0, 5.43, 
2, 8, eco3, 3, 540517, 9.8, 18.2, 82.08, 12.3, 26.7, -69.78, 0, 0, 7.02, 
2, 9, eco1, 1, 457557, 0.2, 19.1, 57.35, 5.66, 17.16, -51.7, 0, 0, 3.01, 
2, 9, eco2, 2, 903912, 0.4, 18, 69.82, 5.77, 19.68, -64.05, 0, 0, 3.95, 
2, 9, eco3, 3, 540517, 0.5, 18.6, 73.35, 7.06, 22.05, -66.29, 0, 0, 5.14, 
2, 10, eco1, 1, 457557, 3, 13.8, 78.76, 15.13, 27.34, -63.63, 0, 0, 3.36, 
2, 10, eco2, 2, 903912, 7.1, 13.7, 80.33, 12.08, 24.94, -68.24, 0, 0, 6.18, 
2, 10, eco3, 3, 540517, 9.7, 13.5, 80.58, 10.15, 25.65, -70.43, 0, 0, 8.22, 
2, 11, eco1, 1, 457557, 26.5, 7.2, 45.06, 12.25, 18.05, -32.81, 0, 0.01, 12.34, 
2, 11, eco2, 2, 903912, 44.4, 7.9, 53.45, 8.25, 17.18, -45.2, 0, 0.01, 9.46, 
2, 11, eco3, 3, 540517, 57.6, 7, 46.33, 6.9, 15.62, -39.42, 0, 0.02, 5.18, 
2, 12, eco1, 1, 457557, 38.5, 4.9, 23.94, 10.56, 11.83, -13.38, 0, 0.02, 9.03, 
2, 12, eco2, 2, 903912, 65.4, 5.6, 32.74, 7.24, 11.62, -25.5, 0, 0.02, 4.81, 
2, 12, eco3, 3, 540517, 77.4, 4.8, 24.15, 6.12, 9.62, -18.03, 0, 0.02, 1.9, 
2, 1, eco1, 1, 457557, 28.1, 6.5, 38.39, 11.89, 16.26, -26.5, 0, 0.01, 11.44, 
2, 1, eco2, 2, 903912, 41.2, 6.8, 42.21, 7.91, 14.37, -34.29, 0, 0.01, 10.51, 
2, 1, eco3, 3, 540517, 50.7, 6.4, 39.43, 6.83, 13.96, -32.6, 0, 0.01, 7.96, 
2, 2, eco1, 1, 457557, 10.1, 6.6, 39.27, 12.11, 16.62, -27.17, 0, 0, 13.11, 
2, 2, eco2, 2, 903912, 18.1, 6.9, 43.1, 8.08, 14.7, -35.02, 0, 0.01, 13.36, 
2, 2, eco3, 3, 540517, 21.4, 6, 35.72, 6.74, 12.97, -28.98, 0, 0.01, 12.14, 
2, 3, eco1, 1, 457557, 8.9, 8.2, 51.9, 13.68, 20.71, -38.22, 0, 0, 12.22, 
