Time,SpeciesName,NumCohortsPlanting,NumCohortsSerotiny,NumCohortsResprout,NumCohortsSeed,
1, ArbuMenz, 0, 0, 34875, 101691, 
1, Arctosta, 0, 0, 23397, 126966, 
1, CaloDecu, 0, 0, 0, 217392, 
1, Ceanothu, 0, 0, 0, 36980, 
1, ChryChry, 0, 0, 1420, 54900, 
1, Frangula, 0, 0, 507, 35036, 
1, Garrya, 0, 0, 21, 86392, 
1, GaulShal, 0, 0, 1120, 39203, 
1, MahoNerv, 0, 0, 1510, 15204, 
1, NothDens, 0, 0, 6394, 246348, 
1, PinuJeff, 0, 0, 0, 92943, 
1, PinuLamb, 0, 0, 0, 75560, 
1, PinuMont, 0, 0, 0, 3228, 
1, PseuMenz, 0, 0, 0, 129747, 
1, Quercus, 0, 0, 4186, 110117, 
1, Rhododen, 0, 0, 423, 42521, 
1, Rubus, 0, 0, 303, 17156, 
1, Vacciniu, 0, 0, 755, 166593, 
1, WhipMode, 0, 0, 1365, 89117, 
2, ArbuMenz, 0, 0, 16366, 64326, 
2, Arctosta, 0, 0, 10162, 105709, 
2, CaloDecu, 0, 0, 0, 174750, 
2, Ceanothu, 0, 0, 0, 31234, 
2, ChryChry, 0, 0, 928, 22988, 
2, Frangula, 0, 0, 240, 16785, 
2, Garrya, 0, 0, 48, 81046, 
2, GaulShal, 0, 0, 467, 34108, 
2, MahoNerv, 0, 0, 51, 14103, 
2, NothDens, 0, 0, 4674, 226079, 
2, PinuJeff, 0, 0, 0, 72587, 
2, PinuLamb, 0, 0, 0, 41411, 
2, PinuMont, 0, 0, 0, 0, 
2, PseuMenz, 0, 0, 0, 56211, 
2, Quercus, 0, 0, 1989, 78083, 
2, Rhododen, 0, 0, 142, 22365, 
2, Rubus, 0, 0, 58, 10909, 
2, Vacciniu, 0, 0, 604, 153841, 
2, WhipMode, 0, 0, 388, 83735, 
3, ArbuMenz, 0, 0, 41101, 49656, 
3, Arctosta, 0, 0, 25414, 100450, 
3, CaloDecu, 0, 0, 0, 79599, 
3, Ceanothu, 0, 0, 0, 24938, 
3, ChryChry, 0, 0, 3013, 9973, 
3, Frangula, 0, 0, 530, 10659, 
3, Garrya, 0, 0, 49, 63864, 
3, GaulShal, 0, 0, 824, 22787, 
3, MahoNerv, 0, 0, 72, 10903, 
3, NothDens, 0, 0, 9939, 172509, 
3, PinuJeff, 0, 0, 0, 62670, 
3, PinuLamb, 0, 0, 0, 19745, 
3, PinuMont, 0, 0, 0, 0, 
3, PseuMenz, 0, 0, 0, 26286, 
3, Quercus, 0, 0, 4834, 68046, 
3, Rhododen, 0, 0, 177, 17380, 
3, Rubus, 0, 0, 60, 7838, 
3, Vacciniu, 0, 0, 1289, 116476, 
3, WhipMode, 0, 0, 461, 64309, 
4, ArbuMenz, 0, 0, 33613, 49181, 
4, Arctosta, 0, 0, 21802, 84948, 
4, CaloDecu, 0, 0, 0, 104682, 
