Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 1533.5, 18275.9, 0, 4, 126.3, 
1, -735.4, 1605.9, 17430.2, 657.2, 0.41, 899.3, 
2, -573.8, 1663.6, 17339.1, 530.4, 0.31, 1247.4, 
3, -496.8, 1763.3, 16415.7, 510, 0.37, 1757.4, 
4, -388, 1886.6, 15590.5, 448.2, 0.36, 2129, 
5, -355.4, 2029.7, 15315, 450.5, 0.37, 2293.2, 
6, -320, 2210.9, 14231.5, 480.2, 0.39, 2625.4, 
7, -312.8, 2376.7, 14121.7, 464.3, 0.4, 2692.7, 
8, -288.9, 2531.5, 13847.9, 442.6, 0.41, 2791.1, 
9, -248.2, 2695.7, 13337.9, 436.7, 0.42, 2929.7, 
10, -210.9, 2880.3, 13251, 456.1, 0.42, 2905, 
11, -214.9, 3031.7, 13233.3, 423.8, 0.43, 2900.5, 
12, -217.3, 3186.7, 13372, 453.3, 0.41, 2853.7, 
13, -157.8, 3323.6, 13437.3, 394.5, 0.4, 2813.8, 
14, -215.4, 3453, 13683.4, 437.3, 0.4, 2768.4, 
15, -229.5, 3581.2, 13868.8, 466.2, 0.39, 2739.2, 
16, -217.5, 3700.3, 13780.9, 454.2, 0.4, 2791.5, 
17, -214, 3822.4, 13867.7, 469.2, 0.37, 2794.3, 
18, -185.4, 3937.2, 14006, 436, 0.4, 2776.8, 
19, -137.7, 4038, 13851.7, 374.6, 0.41, 2830.1, 
20, -228, 4152.8, 13861.9, 491.4, 0.41, 2846.8, 
21, -223.2, 4266.9, 14138.3, 499.5, 0.41, 2810.2, 
22, -199.2, 4369.6, 14316.5, 465.2, 0.41, 2796.5, 
23, -227.6, 4479.6, 14544.9, 534.2, 0.41, 2779.6, 
24, -222.6, 4582.5, 14698.8, 526.3, 0.43, 2784.2, 
25, -169.6, 4672.5, 14397.2, 446.9, 0.46, 2881.1, 
26, -224.1, 4784.1, 14551.3, 575.4, 0.48, 2864.4, 
27, -130.3, 4878.1, 14219.1, 440.5, 0.52, 2943.5, 
28, -159.9, 4974.1, 14406.8, 471.7, 0.53, 2907.8, 
29, -193.1, 5059.8, 14639, 490.8, 0.49, 2882.8, 
30, -152.1, 5137.6, 14688.8, 411.4, 0.55, 2901.9, 
31, -196.5, 5228.5, 14857.6, 502.6, 0.55, 2907.9, 
32, -182.8, 5313.3, 14864.2, 486.2, 0.56, 2948.4, 
33, -106.6, 5388.4, 14576.8, 421.6, 0.54, 3015.9, 
34, -152.8, 5478.7, 14632.7, 513.8, 0.56, 3017.3, 
35, -66.9, 5559.6, 14094.1, 437.7, 0.61, 3109.1, 
36, -134.4, 5642.1, 14288.9, 478.4, 0.61, 3060.3, 
37, -147.8, 5716.3, 14496.1, 495, 0.58, 3018, 
38, -127.1, 5792.2, 14544.2, 492.7, 0.61, 3011.5, 
39, -149.2, 5856.9, 14649.7, 472.6, 0.63, 3010.8, 
40, -93.5, 5923.2, 14387.8, 448.8, 0.67, 3063.1, 
41, -136.3, 5986.1, 14459.3, 454.1, 0.68, 3067.8, 
42, -117.6, 6051.8, 14602.6, 488, 0.67, 3037.4, 
43, -108, 6108.2, 14695.8, 437.1, 0.71, 3023.5, 
44, -158, 6170.3, 14950.1, 535.5, 0.72, 2986.8, 
45, -98.1, 6225.8, 14915.8, 459.5, 0.77, 2998.4, 
46, -101.4, 6281.6, 14833.6, 462.7, 0.79, 3030.2, 
47, -113.9, 6338.1, 14989.6, 515.5, 0.8, 2999.6, 
48, -58.6, 6387.1, 14530.4, 436.2, 0.83, 3095, 
49, -122.3, 6443.6, 14733.3, 515.9, 0.85, 3051.9, 
50, -129.2, 6487.8, 14881.1, 475.4, 0.87, 3030.4, 
51, -106.2, 6534.2, 14940, 428, 0.85, 3044.9, 
