Time,ClimateRegionName,ClimateRegionIndex,NumSites,NEEC,SOMTC,AGB,AG_NPPC,BG_NPPC,Litterfall,AgeMortality,MineralN,TotalN,GrossMineralization,C_LiveLeaf,C_LiveFRoot,C_LiveWood,C_LiveCRoot,C_DeadWood,C_DeadCRoot,C_DeadLeaf_Struc,C_DeadLeaf_Meta,C_DeadFRoot_Struc,C_DeadFRoot_Meta,C_SOM1surf,C_SOM1soil,C_SOM2,C_SOM3,N_Leaf,N_FRoot,N_Wood,N_CRoot,N_DeadWood,N_DeadCRoot,N_DeadLeaf_Struc,N_DeadLeaf_Meta,N_DeadFRoot_Struc,N_DeadFRoot_Meta,N_SOM1surf,N_SOM1soil,N_SOM2,N_SOM3,SurfStrucNetMin,SurfMetaNetMin,SoilStrucNetMin,SoilMetaNetMin,SOM1surfNetMin,SOM1soilNetMin,SOM2NetMin,SOM3NetMin,TotalNdep,LeachedC,LeachedN,FireCEfflux,FireNEfflux,Nuptake,Nresorbed,TotalSoilN,Nvol,FrassC,
0, eco1, 1, 457557, 0, 3106.7, 19757.1, 0, 0, 0, 0, 4, 263, 0, 0, 0, 9285.9, 1608, 100, 517.4, 84.2, 14.9, 0, 0, 31.1, 62.1, 1833, 1180.6, 0, 0, 23.2, 8.8, 0.5, 2.6, 0.4, 1.5, 0, 0, 3.1, 6.2, 73.3, 139.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 227.9, 0, 0, 
0, eco2, 2, 903912, 0, 832.9, 19056.5, 0, 0, 0, 0, 4, 99.3, 0, 0, 0, 8956.6, 1594.1, 121.7, 548.4, 102.4, 18.1, 0, 0, 8.3, 16.7, 491.4, 316.5, 0, 0, 22, 8.2, 0.6, 2.7, 0.5, 1.8, 0, 0, 0.8, 1.7, 19.7, 37.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65.8, 0, 0, 
0, eco3, 3, 540517, 0, 1373.4, 15716.6, 0, 0, 0, 0, 4, 132.9, 0, 0, 0, 7386.8, 1327.1, 156.4, 463.4, 131.6, 23.2, 0, 0, 13.7, 27.5, 810.3, 521.9, 0, 0, 18.1, 6.6, 0.8, 2.3, 0.7, 2.3, 0, 0, 1.4, 2.7, 32.4, 61.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105.1, 0, 0, 
1, eco1, 1, 457557, -669.4, 3159, 17576.3, 628.9, 182, 13.2, 303.4, 0.56, 261.6, 3.2, 112.6, 78.1, 8140.4, 1422.2, 1198.4, 599.7, 12.6, 14.6, 3.4, 3.4, 105.7, 99.7, 1773.3, 1180.3, 2.4, 1.5, 20.4, 7.8, 3.3, 3, 0.1, 1.1, 0, 0.1, 3, 8.9, 70.2, 139.3, 0.1, 0.2, 0, 0, 0.3, 0.4, 0.1, 0, 0.05, 0.07, 0.12, 20.8, 0.5, 4.7, 0.1, 223.3, 0.03, 0, 
1, eco2, 2, 903912, -775.8, 915.3, 18284.6, 678.9, 197.1, 15.5, 337.8, 0.36, 100.3, 1.4, 120.3, 83.6, 8460.8, 1520.7, 878, 620.3, 14.7, 18.2, 3.9, 4, 85.8, 30.2, 482.9, 316.4, 2.6, 1.7, 20.7, 7.8, 2.5, 3.1, 0.1, 1.4, 0, 0.2, 1.3, 2.4, 18.8, 37.3, 0.2, 0.3, 0, 0, 0.1, 0.1, 0.1, 0, 0.05, 0.06, 0.12, 6.6, 0.1, 4.4, 0.2, 61.9, 0.02, 0, 
1, eco3, 3, 540517, -723.7, 1446, 15877.6, 645.1, 187.6, 14.4, 290.8, 0.37, 134.2, 2, 114.6, 79.8, 7332.4, 1335.3, 681.8, 515.2, 18.3, 22, 3.8, 3.8, 95.5, 44.5, 784.3, 521.8, 2.5, 1.6, 17.9, 6.6, 2.2, 2.6, 0.1, 1.8, 0, 0.1, 1.9, 3.9, 31.1, 61.6, 0.2, 0.4, 0, 0, 0.2, 0.2, 0.1, 0, 0.05, 0.15, 0.2, 0, 0, 4.6, 0.2, 100.9, 0.02, 0, 
2, eco1, 1, 457557, -504.7, 3210.3, 17189.1, 506.6, 145.2, 35, 282.8, 0.48, 263.5, 3.2, 176, 122.5, 7899.7, 1385.2, 1585.3, 641.3, 14.4, 24.3, 11.2, 11.5, 160.4, 139, 1730.9, 1180.1, 3.7, 2.3, 19.8, 7.5, 4.2, 3.2, 0.1, 1.1, 0.1, 0.4, 3.1, 10.9, 67.3, 139.2, 0, 0.1, 0, 0, 0.3, 0.5, 0.6, 0, 0.05, 0.12, 0.06, 11.9, 0.2, 1.8, 0.3, 222.7, 0.01, 0, 
2, eco2, 2, 903912, -609, 988.8, 18039.1, 552.6, 159, 38.4, 320.6, 0.28, 103.9, 1.5, 191.7, 133.5, 8278.5, 1492.5, 1283.6, 668.8, 15.9, 27.3, 12.1, 12.6, 134.1, 49.2, 489.2, 316.4, 4.1, 2.7, 20.2, 7.6, 3.5, 3.3, 0.1, 1.4, 0.1, 0.5, 1.7, 3, 18.1, 37.3, 0, 0.1, 0, 0.1, 0.2, 0.2, 0.2, 0, 0.05, 0.1, 0.06, 10.3, 0.1, 0.8, 0.4, 62.4, 0.01, 0, 
2, eco3, 3, 540517, -573.4, 1482.7, 16295.4, 513.3, 147.7, 36.8, 281.6, 0.22, 137.7, 1.9, 184.1, 128.5, 7465.1, 1362, 900.7, 552.6, 15.9, 29.5, 11.4, 12.1, 127.3, 65.1, 768.6, 521.6, 4, 2.6, 18.2, 6.7, 2.7, 2.7, 0.1, 1.6, 0.1, 0.5, 2.2, 4.7, 29.8, 61.5, 0, 0.2, 0, 0, 0.2, 0.3, 0.4, 0, 0.05, 0.22, 0.07, 0.7, 0, 1.2, 0.4, 100.8, 0, 0, 
3, eco1, 1, 457557, -364.6, 3323.7, 14916.5, 459.4, 131, 40.1, 246.3, 0.57, 262.9, 3.9, 202.8, 141.1, 6804.3, 1199.3, 2388.1, 690.7, 18.5, 31.8, 19, 19.8, 245.1, 187.1, 1711.7, 1179.8, 4.2, 2.6, 17.1, 6.5, 6.2, 3.5, 0.1, 1.2, 0.1, 0.7, 3.2, 13.4, 64.4, 139.2, 0, 0, 0, 0.1, 0.4, 0.7, 0.4, 0.1, 0.05, 0.14, 0.06, 51.4, 0.6, 1.7, 0.4, 222.8, 0.01, 0, 
3, eco2, 2, 903912, -533.3, 1103.2, 17247.9, 531, 152.1, 47, 306, 0.32, 106.7, 1.8, 242.6, 169, 7858.1, 1422.4, 1766, 711.7, 21.5, 35.6, 19.4, 20.4, 198.5, 75, 513.4, 316.3, 5.2, 3.4, 19.2, 7.2, 4.7, 3.5, 0.1, 1.4, 0.1, 0.8, 2.2, 3.9, 17.4, 37.3, 0, 0, 0, 0.1, 0.2, 0.2, 0.1, 0, 0.05, 0.11, 0.05, 24.5, 0.2, 0.7, 0.5, 63.5, 0.01, 0, 
3, eco3, 3, 540517, -547.8, 1546.2, 16293, 517.7, 148.2, 46, 282, 0.28, 140.9, 2.2, 240.8, 167.9, 7412.4, 1355.8, 1209.1, 588, 21.1, 37.1, 18.1, 19.5, 168.5, 90.7, 765.6, 521.5, 5.2, 3.4, 18.1, 6.7, 3.4, 2.9, 0.1, 1.6, 0.1, 0.7, 2.7, 5.7, 28.6, 61.5, 0, 0, 0, 0.1, 0.3, 0.3, 0.3, 0, 0.05, 0.24, 0.06, 8, 0.1, 1.1, 0.5, 101.2, 0, 0, 
4, eco1, 1, 457557, -203, 3465.6, 12785.5, 357.7, 102.1, 43, 203.7, 0.64, 261.5, 3.9, 202.3, 141.2, 5806.4, 1029.4, 2990.3, 723.8, 23.1, 38.8, 25.4, 26.9, 338, 233.8, 1714.2, 1179.6, 4.2, 2.6, 14.7, 5.5, 7.7, 3.6, 0.1, 1.2, 0.1, 1, 3.4, 15.8, 61.9, 139.1, 0, -0.1, 0, 0.1, 0.4, 0.8, 0, 0, 0.05, 0.19, 0.09, 58.9, 0.5, 1.5, 0.4, 223.3, 0.01, 0, 
4, eco2, 2, 903912, -429.4, 1244.4, 16417.7, 478.4, 136.9, 55.7, 285.4, 0.31, 108.6, 2.1, 269.6, 188.1, 7440.3, 1350.4, 2145.1, 743.5, 28.5, 44.8, 26.4, 28.2, 271.8, 104.5, 551.8, 316.3, 5.7, 3.7, 18.2, 6.8, 5.6, 3.7, 0.1, 1.5, 0.1, 1.1, 2.7, 4.8, 16.9, 37.3, 0, -0.1, 0, 0.1, 0.3, 0.2, 0, 0, 0.05, 0.21, 0.06, 32.5, 0.2, 0.8, 0.5, 64.9, 0.01, 0, 
4, eco3, 3, 540517, -475.5, 1624, 16581.7, 474.5, 135.8, 58.2, 280.1, 0.22, 143.7, 2.3, 278.9, 194.8, 7508.8, 1375.3, 1372.9, 612.7, 29.6, 47.8, 25, 27.3, 213.3, 117.3, 772, 521.4, 5.9, 3.9, 18.4, 6.7, 3.8, 3, 0.2, 1.7, 0.1, 1, 3.2, 6.6, 27.5, 61.5, 0, -0.1, 0, 0.1, 0.3, 0.3, 0.3, 0, 0.05, 0.4, 0.08, 0.4, 0, 1.2, 0.6, 102, 0, 0, 
5, eco1, 1, 457557, -145.6, 3625.9, 11950, 344.5, 97.5, 44.1, 190.6, 0.66, 261.5, 4.3, 211.7, 147.6, 5399.9, 960.2, 3136.7, 730, 25.4, 43.6, 26.8, 29.4, 435.9, 281.6, 1728.9, 1179.5, 4.3, 2.7, 13.7, 5.1, 8, 3.7, 0.1, 1.3, 0.1, 1.1, 3.8, 18.3, 59.5, 139.1, 0, -0.1, 0, 0.1, 0.4, 0.9, -0.3, 0.1, 0.05, 0.23, 0.08, 30.6, 0.3, 1.5, 0.4, 224, 0.01, 0, 
5, eco2, 2, 903912, -403.1, 1403.1, 16306.6, 483.2, 137, 62, 283.8, 0.29, 111.4, 2.4, 301.1, 210, 7361.6, 1338.3, 2277.2, 757.8, 33.4, 53.1, 30.3, 33, 349, 136.8, 601.1, 316.3, 6.4, 4.2, 18, 6.7, 5.9, 3.8, 0.2, 1.7, 0.2, 1.2, 3.4, 5.9, 16.4, 37.3, 0.1, -0.1, 0, 0.2, 0.4, 0.3, -0.1, 0, 0.05, 0.24, 0.05, 11.4, 0.1, 0.9, 0.6, 66.5, 0, 0, 
5, eco3, 3, 540517, -453.3, 1726.2, 16505.4, 485.6, 137.6, 63.5, 280.1, 0.25, 146.3, 2.7, 308.9, 215.5, 7442.9, 1365.2, 1606, 636.2, 34.6, 56, 30.4, 33.7, 266.4, 147.7, 790.8, 521.3, 6.6, 4.3, 18.2, 6.7, 4.4, 3.1, 0.2, 1.8, 0.2, 1.3, 3.7, 7.6, 26.5, 61.5, 0.1, -0.1, 0, 0.2, 0.4, 0.4, 0.2, 0, 0.05, 0.45, 0.08, 12.7, 0.1, 1.2, 0.6, 103, 0, 0, 
